MissileId	MissileName	MoveKind	Speed	DmgRangeType	DmgRange	DmgInterval	LifeTime	IsDmgVanish	CanRepeatDmg	MissileResID	CollResID	DmgRangeSpeed	IsDrag	PosOffsetLenght	IsNoChangeDir	MissRate	CollSoundID	FlySoundID	VanishSoundID	ColFollowTarget	AcceSpeed	CollBrigth	CollBrigthFrame	IsIgnoreBarrier	AutoExplode	VanishResID	MissileHeight	HeightSpeed	EnemyResID	IsRepresent	IsChildInheritDir	MissileParam1	MissileParam2	MissileParam3	MissileParam1Des	MissileParam2Des	MissileParam3Des	IsChildInheritPowerAdd	IsNotHeightSpeed	InheritPos	IgnoreDmgRange
1145	天舞寶輪_子	0	0	1	24		3				3313						5313																								
1181	桃花箭術	1	200	0	5		10	0		401	3401						5405				30	1000	3	1																	
1182	桃花箭術2	1	150	0	5		10	0		402	3402						5405				20	1000	3	1																	
1183	桃花箭術3	1	150	0	5		10	0		402	3402						5405				20	1000	3	1																	
1184	桃花箭術4	1	150	0	5		10	0		403	3403						5405				30	1000	3	1																	
1188	飛火流星	1	80	0	6		8				3407	1										1000	3																		
1189	飛火流星_效果	1	60	0	6		13			407				200							60			1																	
1191	桃花箭術	1	200	0	5		10	0		401	3401						5405				30	1000	3	1																	
1192	桃花箭術2	1	150	0	5		10	0		402	3402						5405				20	1000	3	1																	
1193	桃花箭術3	1	150	0	5		10	0		402	3402						5405				20	1000	3	1																	
1194	桃花箭術4	1	150	0	5		10	0		403	3403						5405				30	1000	3	1																	
1221	逍遙槍法1	0	0	0	9		6				3027			120								1000	3	1																	
1222	逍遥枪法2	0	0	0	9		6				3027			120								1000	3	1																	
1223	逍遥枪法3	0	0	0	10		6				3027			130								1000	3	1																	
1224	逍遥枪法4	0	0	0	11		6				3027			140								1000	3	1																	
1233	白虹貫日_子	1	140	0	12		6				3027			110								1000	3	0																	
1234	逍遙槍法1	0	0	0	9		6				3027			120								1000	3	1																	
1235	逍遥枪法2	0	0	0	9		6				3027			120								1000	3	1																	
1236	逍遥枪法3	0	0	0	10		6				3027			130								1000	3	1																	
1237	逍遥枪法4	0	0	0	11		6				3027			140								1000	3	1																	
1239	白虹貫日_子	1	140	0	12		6				3027			110								1000	3	0																	
1261	爪擊	0	0	0	1		3				3022																														
1262	奮力爪擊	0	0	0	9		25			24				120																											
1263	NPC近身群體1_水	0	0	0	9		25			25				120																											
1264	NPC近身群體1_火	0	0	0	9		25			26				120																											
1265	NPC近身群體1_風	0	0	0	9		25			27				120																											
1266	奮力爪擊_子	0	0	0	9		3				3024			120																											
1267	NPC近身群體1_水傷害	0	0	0	9		3				3025			120																											
1268	NPC近身群體1_火傷害	0	0	0	9		3				3026			120																											
1269	NPC近身群體1_風傷害	0	0	0	9		3				3027			120																											
1270	揮砍	0	0	0	1		3				166																														
1271	揮砍	0	0	0	1		3				167																														
1272	揮砍	0	0	0	1		3				168																														
1273	揮砍	0	0	0	1		3				169																														
1274	NPC近身單體_地	0	0	0	1		3				3024																														
1275	NPC近身單體_水	0	0	0	1		3				3025																														
1276	NPC近身單體_火	0	0	0	1		3				3026																														
1277	NPC近身單體_風	0	0	0	1		3				3027																														
1278	斬殺	0	0	1	10		20			178				0																											
1279	斬殺_子	0	0	1	10		3							0																											
1280	群體重擊	0	0	1	10		3				180																														
1281	蕭動塵_普攻	0	0	1	14		3				167			120										1																	
1282	橫掃	0	0	0	15		3				4305			120										1																	
1283	驚濤	1	40	1	5		20	1		1350	3027			100										1																	
1284	風來吳山	1	40	1	5		30			1350	3027			100										1																	
1285	風來吳山_子	0	0	0	15	1	30			1350				100										1																	
1286	拳擊	0	0	0	8		3				3024			100										1																	
1287	重拳三連擊	0	0	0	11		3				3024			100										1																	
1288	重拳三連擊_子	0	0	0	11		3				3024			100										1																	
1289	寒冰斬	1	80	0	5		8			3304	342			50																											
1290	連環寒冰斬	1	80	0	8		7				342	1												1																	
1291	連環寒冰斬_效果	1	70	0	6		10			3304				50										1																	
1293	飛斬	1	80	0	10		10			3304	342			50																											
1295	風雪神槍	1	100	0	6		4				4305			120										1																	
1296	黑龍探海	1	60	1	5		18			1296	3615			0										1																	
1301	扇形_橫掃	1	80	0	6		4				3407	1																													
1302	扇形_橫掃_效果	0	0	0	6		45			92				0							60			1																	
1303	掌擊	0	0	0	9		6				4305			120										1																	
1304	連擊1	2	60	1	10		6			1303	4303			0										1																	
1305	連擊2	2	60	1	10		6			1304	4304			0										1																	
1306	連擊3	2	60	1	10		6			1305	4305			0										1																	
1307	地裂	1	180	0	6		3																	1																	
1308	扇形_風浪	1	50	0	6		8				3027	1																													
1309	扇形_風浪_效果	3	0	0	6		30			1308														1																	
1310	扇形_龍捲風	1	25	0	6		28					1																													
1311	扇形_龍捲風_效果	1	30	0	6		40			62				100										1																	
1312	雷動九天	1	60	0	3		15		1					-100																											
1313	雷動九天_子1	1	20	0	3		10		1																																
1314	雷動九天_子2	0	0	0	10	6	25			1314																															
1315	雷動九天_子3	0	0	0	6		38			14																															
1316	地裂_效果	0	0	0	6		30			1307				250										1																	
1317	蝙蝠_普攻	0	0	0	9		3				4317			120																											
1318	雷動九天_子4	0	0	0	10		25			1318																															
1319	姬禦天_普攻	0	0	0	9		3				3025			120																											
1320	暴雨梨花	1	60	0	6		13			41				50							40			1																	
1321	豪火球連彈（傷害）	0	0	1	8		3	1																1																	
1323	豪火球連彈	1	50	1	5	4	12	1		1323														1																	
1324	豪火球連彈_子（爆炸）	0	0	1	8		25			4323														1																	
1325	乾坤大挪移_吸	0	0	1	40		3				3401									1																					
1326	乾坤大挪移_彈	0	0	1	40		3																	1																	
1327	火隕	0	0	1	10		26			1327					1									1																	
1328	火隕_地裂效果	0	0	1	15		30			26														1																	
1329	火隕_傷害	0	0	1	34		3				3412													1																	
1331	衝鋒	1	140	0	12		6				3027			110										0																	
1332	飛刃	1	60	1	5		15	0		1332	4332										5			1																	
1333	七煞地裂	1	200	1	12		3														30			1																	
1334	七煞地裂_效果	0	0	0	6		30			18				80										1																	
1335	蕭動塵_普攻	0	0	1	14		3				167			120										1																	
1336	橫掃	0	0	0	15		3				4305			120										1																	
1337	驚雷	0	0	1	6		25			1314																															
1338	驚雷_傷害	0	0	1	34		3																																		
1339	驚雷_地裂效果	0	0	1	10		25			1318																															
1340	龍戰天_普攻	1	60	0	5		10			1340	3412						16340																								
1341	蕭動塵_衝鋒蓄力	1	60	0	5		3										16340																								
1342	七煞使普攻	0	0	0	1		3				168																														
1344	蕭動塵_衝鋒_傷害	1	140	0	12		6				3027			110										0																	
1345	蕭動塵_衝鋒_效果	0	0	0	6		30			18				0										1																	
1346	豪火球連彈（傷害）	0	0	1	8		3	1																1																	
1347	豪火球連彈	1	50	1	5	4	12	1		1323														1																	
1348	豪火球連彈_子（爆炸）	0	0	1	8		25			4323														1																	
1349	九尾普攻	0	0	0	1		3				3027																														
1350	五星連珠	1	40	1	2		30			1350	3027			100										1																	
1351	雷靈破	0	0	0	10		30			1314				100										1																	
1352	雷靈破_傷害	0	0	0	10		15	1			3027													1																	
1353	雷靈破_地裂效果	0	0	0	10		25			1318				100										1																	
1354	五星連珠_子	0	0	0	2	1	30			1350				100										1																	
1356	金剛墜_子	0	0	1	25		3				3024													1																	
1357	重拳三連擊	0	0	0	11		3				3024			100										1																	
1358	重拳三連擊_子	0	0	0	11		3				3024			100										1																	
1359	獨臂普攻	0	0	0	8		3				3024			100										1																	
1360	金剛墜_效果	0	0	0	6		30			18				80										1																	
1362	狼王爪擊	0	0	0	1		3				3022																														
1364	狂奔突襲_子1	0	0	0	5		2	1			3022																														
1365	狂奔突襲_子2	0	0	0	0		25			6508																															
1368	機關地刺	0	0	1	17		3				3024																														
1369	機關地刺_表現效果1	0	0	1	17		25			1368														1																	
1370	奪魂鏈	1	350	0	5		3													1		1000	3																		
1371	奪魂鏈_子1	1	120	0	5		10				3024									1																					
1372	奪魂鏈_子2	0	0	0	5		30			1370										1																					
1374	雷擊	0	0	1	17		3				3027																														
1375	雷擊_效果	0	0	1	17		25			1375														1																	
1376	冰鎖連環	1	80	0	2		15	1		1376	341													1																	
1377	暴風雪	0	0	1	10		25			1377					1									1																	
1378	暴風雪_傷害	0	0	1	34		3				3025													1																	
1380	星月	1	60	1	5		10			1380	167										5			1																	
1381	連環星月	1	60	1	2		10			1381	167			70							5			1																	
1382	連環星月_子	0	0	1	2	1	7			1381				70										1																	
1383	烈焰槍	0	0	1	7		30			1383				80																											
1384	烈焰槍_傷害	1	40	1	7		11																																		
1385	火牆	0	0	0	6	15	90		1	52					1																										
1386	半月斬	0	0	1	8		3				167			100										1																	
1387	劍裂	1	180	0	6		3																	1																	
1388	劍裂_效果	0	0	0	6		30			1307				250										1																	
1390	旋風斬_子1	0	0	1	20		3				3024																														
1392	旋扇	6	50	0	5		20			1392				100						1	1																				
1393	旋扇_子	6	55	0	10		20				3027									1	1																				
1394	扇形鏢	1	40	1	5		25			1394	167			70							5			1																	
1395	扇形鏢_子	0	0	1	5	1	7			1394				70										1																	
1396	毒霧	0	0	1	25		90		1	1396					1									1																	
1397	毒霧_子	0	0	1	25	15	90		1						1									1																	
1398	火焰噴射陷阱	0	0	0	6		30			1398														1																	
1399	火焰噴射陷阱_子	0	0	0	6		25				3026													1																	
1451	圓形半徑4.5米預警_目標點	0	0	1	34		38			1328																															
1452	通用扇形預警90度6米	0	0	0	11		30			1452														1																	
1453	圓形半徑3米預警_目標點	0	0	1	25		38			1453																															
1454	圓形半徑1.5米預警_目標點	0	0	1	16		30			1454																															
1456	圓形半徑0.8米預警_目標點	0	0	1	25		30			14																															
1459	範圍熔岩噴發—預警	0	0	1	34		38			1458																															
1460	閃電鏈	2	60	1	5		90		1	1460										1																					
1462	旋風_子1	0	0	1	25		3				3024																														
1464	定時炸彈	2	80	1	2		10			1464																															
1465	定時炸彈_子1	2	80	1	5		120			1465																															
1466	定時炸彈_子2	0	0	1	5		15			1466																															
1467	定時炸彈_子3	0	0	1	25		6																																		
1468	雷擊	0	0	1	17		3				3027																														
1469	雷擊_效果	0	0	1	17		25			1375														1																	
1470	冰鎖連環	1	80	0	3		15	1		1376	341													1																	
1472	暴風雪	0	0	1	10		25			1377					1									1																	
1473	暴風雪_傷害	0	0	1	34		3				3025													1																	
1475	金剛墜_子	0	0	1	25		3				3024													1																	
1476	金剛墜_效果	0	0	0	6		30			18				80										1																	
1478	重拳三連擊	0	0	0	15		3				3024			100										1																	
1479	重拳三連擊_子	0	0	0	15		3				3024			100										1																	
1481	劍雨	0	0	1	6		15							300										1																	
1482	劍雨_傷害	0	0	1	22		3																	1																	
1483	劍雨_落劍效果	0	0	1	6		25			1481														1																	
1484	劍雨_地裂效果	0	0	1	10		25			1865														1																	
1485	飛劍	1	60	1	4		30			1485				100							5			1																	
1486	十字劍	0	0	0	18		3							230																											
1487	十字劍_子1	0	0	0	18		3							230																											
1488	十字劍_效果1	0	0	0	15		15			1488				150																											
1489	十字劍_效果2	0	0	0	15		15			1489				150																											
1490	鼓舞劍陣	3	0	1	25	15	150		1	1492														1																	
1491	鼓舞劍陣_buff	0	0	0	25		8																																		
1492	鼓舞劍陣_效果	3	0	1	25	29	30	1		1485														1																	
1493	鼓舞劍陣_傷害	1	60	1	6		20			1485	3027													1																	
1494	鼓舞劍陣_收招	3	0	1	25		25			4492														1																	
1495	鼓舞劍陣_爆點	3	0	1	25		5			1493														1																	
1496	卓非凡普攻	0	0	0	15		3				167			200																											
1497	徐鐵心普攻	0	0	0	15		3				3024			200										1																	
1498	炮車	1	120	0	12		30			132											10			1																	
1499	炮車_子	1	120	0	12		30				3403										10			1																	
1503	治癒光環	0	0	1	42		16																																		
1504	強體光環	0	0	1	42		16																																		
1505	強體光環_子	0	0	1	42		16																																		
1506	治癒光環_子	0	0	1	42		16																																		
1507	buff_回血	0	0	0	5		16				1507																														
1508	buff_攻擊力	0	0	0	5		16				1508																														
1509	buff_抗性	0	0	0	5		16				1509																														
1510	buff_跑速	0	0	0	5		16				1510																														
1512	buffball	0	0	0	5		16				1512																														
1513	buffball	0	0	0	5		16				1513																														
1515	出場擊退	0	0	1	35		3																	1																	
1531	熊-地裂	0	0	1	11		25			24				120																											
1532	熊-地裂_子	0	0	1	11		5							120																											
1533	迅捷光環	0	0	1	42		16																																		
1534	迅捷光環_子	0	0	1	42		16																																		
1535	鼓舞光環	0	0	1	42		16																																		
1536	鼓舞光環_子	0	0	1	42		16																																		
1539	俯衝_子	1	140	0	12		6				3027			110								1000	3	0																	
1540	九星連環	1	40	1	5		30			1350	3027			100										1																	
1541	九星連環_子	0	0	0	15	1	30			1350				100										1																	
1548	排山倒海	1	50	0	4		8				3027	1																													
1549	排山倒海_效果	0	0	0	4		30			1548				50										1																	
1550	雙龍出海	1	50	0	4		8				3027	1																													
1551	雙龍出海_效果	0	0	0	4		30			1548				150										1																	
1552	機關-擊退	0	0	1	23		25			18																															
1553	機關-擊退_子	0	0	1	23		5																																		
1554	機關-凍結	0	0	1	15		25			1554																															
1555	機關-凍結_子	0	0	1	15		5																																		
1556	機關-恢復	0	0	1	17		35			9030																															
1559	機關-扇形火牆	0	0	0	6	15	90		1	52					1																										
1560	機關-扇形火牆_子	0	0	0	6	15	90		1	52					1																										
1561	機關-十字火牆	0	0	0	6	15	90		1	52					1																										
1562	機關-十字火牆_子	0	0	0	6	15	90		1	52				300	1																										
1563	機關-圓形火牆	0	0	0	6	15	90		1	52					1																										
1564	機關-圓形火牆_子	0	0	0	11	15	90		1						1																										
1565	天舞法陣	0	0	1	24	15	90		1	313	3312																		6312												
1566	天舞法陣_子	0	0	1	24	7	90		1		3313						5313																								
1567	銀針散射	1	60	0	2		15			1394																															
1568	機關-混亂	0	0	1	15		25			1808																															
1569	機關-混亂_子	0	0	1	15		5																																		
1570	花劍	1	80	0	5		30			1570				50																											
1571	落花	0	0	1	15		60			1571																															
1572	落花_子	0	0	1	15		3																																		
1574	燕舞_子1	0	0	1	17		3																																		
1576	花劍扇	1	60	1	2		30			1570				70										1																	
1577	花劍扇_子	0	0	1	2		22			1570				70										1																	
1578	魅惑	0	0	1	10		60			1578														1																	
1579	魅惑_子	0	0	1	10		5																	1																	
1580	九尾普攻	0	0	0	1		3				3027																														
1581	五星連珠	1	40	1	2		30			1350	3027			100										1																	
1582	五星連珠_子	0	0	0	2	1	17			1350				100										1																	
1583	雷靈破	0	0	0	10		30			1314				100										1																	
1584	雷靈破_傷害	0	0	0	10		15	1			3027													1																	
1585	雷靈破_地裂效果	0	0	0	10		25			1318				100										1																	
1586	九星連環	1	40	1	2		30			1350	3027			100										1																	
1587	九星連環_子	0	0	0	2	1	17			1350				100										1																	
1588	蕭動塵_普攻	0	0	1	14		3				167			120										1																	
1589	橫掃	0	0	0	15		3				4305			120										1																	
1590	驚雷	0	0	1	6		25			1314																															
1591	驚雷_傷害	0	0	1	34		3																																		
1592	驚雷_地裂效果	0	0	1	10		25			1318																															
1595	蕭動塵_衝鋒_傷害	1	140	0	12		6				3027			110										0																	
1596	蕭動塵_衝鋒_效果	0	0	0	6		30			18				0										1																	
1597	寒冰斬	1	80	0	5		8			3304	342			50																											
1599	玄冰無敵斬_子1	1	140	0	5		5			3304	342																														
1600	玄冰無敵斬_子2	0	0	0	0		25			6508																															
1601	寒月彎刀	0	0	1	15		3				167			120										1																	
1602	飛斬	1	80	0	10		10			3304	342			50																											
1603	寒冰斬	1	80	0	5		8			3304	342			50																											
1604	機關地刺	0	0	1	17		3				3024																														
1605	機關地刺_表現效果1	0	0	1	17		25			1368														1																	
1606	奪魂鏈	1	350	0	5		3													1		1000	3																		
1607	奪魂鏈_子1	1	120	0	5		10				3024									1																					
1608	奪魂鏈_子2	0	0	0	5		30			1370										1																					
1609	矩形機關地刺	1	50	1	4		13																																		
1610	矩形機關地刺_持續傷害	0	0	1	4		120			1609	3024													1																	
1611	自爆鳥	2	40	0	5		60	1		1611	3412			50																											
1612	劈空掌	0	0	0	14		20			122				250										1																	
1613	毒霧	0	0	1	20		120		1	1396					1									1																	
1614	毒霧_子	0	0	1	20	15	120		1						1									1																	
1615	銀針	1	90	0	3		8			41	3027																														
1616	針散	0	0	1	12		5				3027																														
1617	針散_效果	1	20	1	12		8			41																															
1618	彈射球	2	60	1	4		90		1	1460										1																					
1619	沉默之球	1	60	0	2		15			1464																															
1620	紫毒光環	3	0	1	15		150			1620																															
1621	紫毒光環_子	0	0	1	15		3				3027																														
1622	旋扇	6	50	0	5		20			1392				100						1	1																				
1623	旋扇_子	6	55	0	10		20				3027									1	1																				
1624	九宮飛星	1	80	0	5		20			1394				100						1	1																				
1625	九宮飛星_子	1	80	0	10		20				3027									1	1																				
1626	狂暴	0	0	0	5		16				1508																														
1627	火焰掌	1	50	1	2		15			1323				-50							5			1																	
1628	寒冰掌	1	50	1	2		15			2560				-50							5			1																	
1629	毒鏢	1	90	0	3		8			41	3027																														
1630	火焰掌_子	1	80	0	6		8				3026	1					5408					1000	3	1																	
1631	寒冰掌_子	1	80	0	6		8				3025	1					5408					1000	3	1																	
1632	火球術	1	60	0	6		15			1835	3026			50										1																	
1633	炸彈	0	0	0	6		30			139														1																	
1634	炸彈_子1	0	0	0	6		25			4139														1																	
1635	炸彈_子2	0	0	0	6		3				3026													1																	
1636	連環炸彈	1	60	0	6		6		1					-100										1																	
1637	連環炸彈_子1	0	0	0	6		30		1	139														1																	
1638	連環炸彈_子2	0	0	0	6		25			4139				50										1																	
1639	連環炸彈_子3	0	0	0	6		3			401	3026			50										1																	
1640	火牆	0	0	0	6	7	90		1	52				150	1																										
1641	飛火	1	50	1	2		15			1323				-50							5			1																	
1642	飛火_子	1	80	0	6		8				3026	1					5408					1000	3	1																	
1643	冰錐	1	60	0	5		30			2560	3025			50																											
1644	光暈	0	0	1	7		20				3025	2																													
1645	彈射球	2	60	1	4		90		1	308	3025									1																					
1646	暴風雪	0	0	1	28	7	45		1		3025													1																	
1647	暴風雪_特效	0	0	1	10		25		1	1377					1									1																	
1648	星月	1	60	1	5		10			1380	167										5			1																	
1649	雙星月	1	60	1	8		10			1380											5			1																	
1650	雙星月_子	1	60	1	8		10				167										5			1																	
1651	連環星月	1	60	1	2		10			1381				70							5			1																	
1652	連環星月_子1	0	0	1	2	1	7			1381				70										1																	
1653	狂怒	0	0	0	5		16				1508																														
1654	連環星月_子1	1	60	0	6		8				167	2					5408					1000	3	1																	
1655	楊瑛普攻	0	0	0	10		6				4305			120										1																	
1657	玄冰無敵斬_子1	0	0	0	9		5				342			120																											
1658	玄冰無敵斬_子2	0	0	0	0		25			6508																															
1659	太乙生風	1	60	0	8		15			62														1																	
1660	扇形半月	0	0	0	10		6				168			120										1																	
1661	雪塊	0	0	0	8		3				3025													1																	
1662	雪塊_特效	0	0	0	8		25			1661														1																	
1663	劍魄	0	0	1	4		30			1866				100										1																	
1664	劍魄_子	1	1	1	4		30			1866	3027			100							30			1																	
1665	定時炸彈	2	80	1	2		10			1464																															
1666	定時炸彈_子1	2	80	1	5		45			1465																															
1667	定時炸彈_子2	0	0	1	5		15			1466																															
1668	定時炸彈_子3	0	0	1	25		6																																		
1669	飛斬	1	80	0	10		10			3304	342			50																											
1671	重旋	0	0	1	15		3																																		
1673	重旋散劍_子1	3	0	1	17		91																																		
1674	上官飛龍普攻	0	0	0	9		6				4305			120										1																	
1675	重旋散劍_子2	1	120	1	5		10			1866	3024																														
1680	重錘砸地	0	0	0	15		25			18																															
1681	重錘砸地_子	0	0	0	15		3				3026																														
1682	火炮	0	0	0	15		25			1808																															
1683	火炮_子	0	0	0	15		3				3026		1																												
1685	無形蠱	0	0	1	36		16																	1																	
1686	無形蠱_子	3	100	1	15	5	31		1	401	3027													1																	
1687	反彈衛士	0	0	0	36		16																																		
1689	毒刺	1	40	1	5		25	1		1394	3027			70							5			1																	
1694	圓形半徑3米預警_目標點（1秒）	0	0	1	25		23			1453																															
1701	箭塔	4	100	1	5		13			1701				30										1			250	70													
1702	箭塔_特效	0	0	1	17		30			26														1																	
1703	箭塔_子	0	0	1	17		3																	1																	
1704	箭塔-追蹤彈	2	120	1	5		100	1		1701	3026													1			250	50													
1705	buff_攻擊力	0	0	0	5		16				1508																														
1706	buff_回血	0	0	0	5		16				1507																														
1707	buff_抗性	0	0	0	5		16				1509																														
1718	攻城車撞擊	0	0	1	6		20			178														1																	
1719	攻城車撞擊_子	1	200	1	6		3				3024													1																	
1721	勁弩車普攻	1	120	0	12		15			132											10			1																	
1722	勁弩車普攻_傷害	1	120	0	12		9				3403										10			1																	
1723	勁弩車扇形弩	1	140	0	8		8				3407	2												1																	
1724	勁弩車扇形弩_效果	1	120	0	8		15			132											10			1																	
1725	鐵炮車普攻	0	0	1	13		5				3026													1																	
1726	鐵炮車普攻_特效1	0	0	1	13		25			1327					1									1																	
1727	鐵炮車普攻_特效2	0	0	1	13		30			26														1																	
1728	鐵炮車特殊	0	0	1	26		5				3026													1																	
1729	鐵炮車特殊_特效1	0	0	1	26		25			1327					1									1																	
1730	鐵炮車特殊_特效2	0	0	1	26		30			26														1																	
1731	神射手普攻	1	120	0	3		9			2722	3401										10			1																	
1732	鼓舞戰吼	0	0	1	71		16																																		
1733	鼓舞戰吼_子	0	0	1	71		16																																		
1751	蒼藍雨劍	1	60	0	3		15		1					-100										1																	
1752	蒼藍雨劍_子1	1	20	0	3		10		1															1																	
1753	蒼藍雨劍_落劍效果	0	0	0	10	6	40			1481														1																	
1754	蒼藍雨劍_地裂效果	0	0	1	10		25			1865														1																	
1755	蒼藍雨劍_傷害	0	0	0	64	7	30	0	1		3027													1																	
1756	揮砍	0	0	0	10		3				3027			120										1																	
1758	天外飛仙_子	1	140	0	12		6				3027			110																											
1759	雪一刀	1	100	1	14		14			1380	167													1																	
1760	夢蝶劍	1	80	1	12		15			1570											5			1																	
1761	夢蝶劍_子	1	80	1	12		15				3027										5			1																	
1762	絕情斷意劍	0	0	0	10		3				167			120										1																	
1763	烈火情天	1	100	1	12		15			56											5			1																	
1764	烈火情天_子1	1	100	1	12		15				3026										5			1																	
1767	鎮獄破天勁_子2	0	0	1	20		3				3024													1																	
1768	花飛蝴蝶劍	0	0	1	4		15			1570				100										1																	
1769	花飛蝴蝶劍_子	2	60	1	4		30	1		1570	3027			100							5			1																	
1771	岳家槍	1	70	0	4		12			2564	3601																														
1773	忠貫白日_子	2	70	0	4		13			2564	3601										15			1																	
1774	隨意曲_定	0	0	0	1		2																																		
1775	隨意曲_殘	0	0	0	1		2																																		
1776	隨意曲_緩	0	0	0	1		2																																		
1777	隨意曲_麻	0	0	0	1		2																																		
1778	隨意曲_暈	0	0	0	1		2																																		
1779	荊軻刺	0	0	0	5		3				3701																														
1782	暗影刺_普攻1	0	0	0	8		3				3703			100										1																	
1783	暗影刺_普攻2	0	0	0	8		3				3703			100										1																	
1784	荊軻刺2	0	0	0	5		3				3701																														
1785	唐簡普攻	5	80	0	5		16	1		949	34001			50			5929							1																	
1786	唐簡普攻_子	1	80	1	4		11	1		949	34001													1																	
1787	九宮飛星	0	0	1	4		7			24012														1																	
1788	九宮飛星_子1	5	100	1	4		15	1		24012	34012										5			1																	
1789	九宮飛星_子2	1	87	1	4		3			24025														1																	
1790	穿心鏢	0	0	1	4		5			24012														1																	
1791	穿心鏢_子1	1	100	1	4		15			24012	34012										5			1																	
1792	穿心鏢_子2	1	87	1	4		3			24025														1																	
1801	強盜刀光重擊	0	0	1	8		3																																		
1803	強盜旋風斬_子1	0	0	1	17		3				3024																														
1804	連月斬	1	60	1	5		10			1381	167			70							5			1																	
1805	強盜刀光重擊_子	0	0	1	8		15			178																															
1806	錘子重擊	0	0	1	10		3				180																														
1807	錘子普攻	0	0	0	1		3				3021																														
1808	重錘裂地	0	0	0	15		25			1808				200																											
1809	重錘裂地_子	0	0	0	15		3				3026			200																											
1810	重錘裂地_預警	0	0	1	15		30			1454				200																											
1811	烈焰半月斬	1	80	0	5		10			1340	3412			50																											
1812	連續烈焰半月斬	1	80	0	5		10			1812	3412			50																											
1813	連續烈焰半月斬_子	1	80	0	5		10			1813	3412			50																											
1814	多重豪火球	1	50	1	2		15			1323	3026			-50							5			1																	
1815	火牆	0	0	0	6	7	90		1	52				150	1																										
1816	寒冰斬	1	80	0	5		8			3304	342			50																											
1818	玄冰無敵斬_子1	1	140	0	5		5			3304	342																														
1819	玄冰無敵斬_子2	0	0	0	0		25			6508																															
1820	寒月彎刀	0	0	1	15		3				167			120										1																	
1821	飛斬	1	80	0	10		10			3304	342			50																											
1823	釘拳三連擊	0	0	0	11		3				3024			100										1																	
1824	釘拳三連擊_子	0	0	1	20		3				3024			180										1																	
1825	橫掃-右至左	0	0	1	15		3				167			120										1																	
1826	狼牙地刺	1	50	1	4		10																	1																	
1827	狼牙地刺_效果	0	0	0	3		20			1827														1																	
1828	狼牙地刺_傷害	0	0	1	32		5																	1																	
1829	狼牙地刺_出現位置	0	0	0	3		3							130										1																	
1830	紅纓槍	1	100	0	5		10			401	3401										5			1																	
1831	紅纓風	1	40	0	10		25			62														1																	
1832	紅纓風_子	1	40	0	10		25				3027													1																	
1834	寒冰箭	1	80	0	6		15			1376	3025			50										1																	
1835	火球術	1	60	0	6		15			1835	3026			50										1																	
1836	寒冰箭掃射	1	50	1	5	4	12	1		1376				50										1																	
1837	寒冰箭掃射（爆炸）	0	0	1	8		25			1837														1																	
1838	寒冰箭掃射（傷害）	0	0	1	8		3	1			3025													1																	
1839	火球術掃射	1	50	1	5	4	12	1		1323				50										1																	
1840	火球術掃射（爆炸）	0	0	1	8		25			4323														1																	
1841	火球術掃射（傷害）	0	0	1	8		3	1																1																	
1842	釘拳三連擊_效果	0	0	0	11		25			1808				180										1																	
1843	金色半月斬	1	100	0	6		6			1843	166			50										1																	
1844	連環金色半月斬	1	100	0	6		15			1843	166			50										1																	
1845	楓林衛刀光重擊	0	0	1	10		3																																		
1846	楓林衛刀光重擊_子	0	0	1	10		15			178																															
1847	金色擊退斬	1	100	0	6		15			1843	166			50										1																	
1848	雷擊	0	0	1	10		3				3027																														
1849	雷擊_效果	0	0	1	10		25			1375														1																	
1850	雷神之怒_預警	0	0	1	3		30			1453				200										1																	
1851	雷神之怒	1	40	1	4		20			1850														1																	
1852	雷神之怒_傷害	0	0	1	7		20					2												1																	
1853	雷神之怒_出現位置	0	0	1	3		3							200										1																	
1854	狂雷	0	0	1	6		25			1314																															
1855	狂雷_傷害	0	0	1	15		3				3027																														
1856	狂雷_地裂效果	0	0	1	10		25			1318																															
1857	狂雷2	0	0	1	6		25			1314																															
1858	狂雷3	0	0	1	6		25			1314																															
1859	狂雷_傷害2	0	0	1	15		24				3027																														
1860	狂雷_傷害3	0	0	1	15		39				3027																														
1863	重劍破塵	0	0	1	34		3																																		
1864	重劍破塵_落劍效果	0	0	1	6		25			1864																															
1865	重劍破塵_地裂效果	0	0	1	10		25			1865																															
1866	劍魄	0	0	1	4		30			1866				100										1																	
1867	劍魄_子	1	1	1	4		30			1866	3027			100							30			1																	
1868	旋劍破土	0	0	1	25		10				3027			100										1																	
1869	劍刺	1	60	1	4		30			1869														1																	
1870	劍刺_子	0	0	1	4		10			1870														1																	
1871	揮劍	0	0	0	14		3				3027			160										1																	
1873	蘇墨芸衝刺_子	1	140	0	12		6							110																											
1875	衝鋒_子	1	140	0	12		7				3027			110								1000	3	0																	
1878	巨石坑	0	0	1	15		5				3026													1																	
1879	巨石坑_特效	0	0	1	15		25			1327					1									1																	
1880	巨石坑_地裂特效	0	0	1	15		30			1808														1																	
1882	全屏中毒光環_子1	0	0	0	50		3				3027													1																	
1885	光環秒殺	0	0	1	10		16																	1																	
1886	光環秒殺_子	3	0	1	10		45				168													1																	
1888	旋轉秒殺_子	0	0	1	29		3				3024																														
1889	全屏中毒光環_子2	0	0	0	50		16																	1																	
