SkillId		MagicDesc
705	魔焰在天	每次對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害並[00ff00]減少runspeed_p1%[-]基礎移動速度，同時造成[00ff00]state_burn_attack2/15[-]秒灼燒效果，每層灼燒使其受到火系傷害增加[00ff00]state_burn_attack3%[-]，最高疊加[00ff00]5[-]層
708	死亡迴旋	每次對路徑上的敵人造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害
711	血月之影	使自己隱身，持續[00ff00]userdesc_1041/15[-]秒，在隱身時提升[00ff00]runspeed_v1[-]點移動速度，並對下一次普攻連招添加 [00ff00]attackspeed_v1[-]點攻速、 [00ff00]ignore_defense_v1[-]點忽略閃避，和[00ff00]deadlystrike_v1[-]點會心一擊
721	幻影飛狐	永久提升[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力、[00ff00]deadlystrike_p1%[-]基礎會心幾率值；額外增加[00ff00]npc_ext_miss1[-]點對非玩家的閃避值
722	攝魂亂心	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害，並有[00ff00]state_confuse_attack1%[-]的幾率造成[00ff00]state_confuse_attack2/15[-]秒的混亂效果
724	魔焰七殺(舊)	對死者附近目標造成[00ff00]attack_lastnpc_usedmg_p1%[-]基礎攻擊，同時造成[00ff00]state_burn_attack2/15[-]秒灼燒效果，每層灼燒使其受到火系傷害增加[00ff00]state_burn_attack3%[-]，最高疊加[00ff00]5[-]層
728	高級刺殺術	提升[天忍刺殺術][00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_firedamage_v1[-]點火系傷害，提高自身[00ff00]deadlystrike_damage_p1%[-]會心傷害
730	魔焰在天	[00ff00]userdesc_1011%[-]基礎攻擊 + [00ff00]userdesc_1021[-]點火系傷害，減少[00ff00]defense_v1[-]點閃避值，持續[00ff00]skill_statetime1/15[-]秒
732	血月之影	提升[00ff00]defense_p1%[-]基礎閃避值；破隱後免疫屬性效果持續[00ff00]userdesc_1011/15[-]秒
734	攝魂亂心	減少[00ff00]all_series_resist_v1[-]點全系抗性與[00ff00]defense_v1[-]點閃避值，持續[00ff00]skill_statetime1/15[-]秒
736	聖火焚心	[00ff00]userdesc_1011%[-]幾率獲得[00ff00]runspeed_v1[-]點移動速度、[00ff00]defense_p1%[-]基礎閃避值、[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力和[00ff00]deadlystrike_p1%[-]基礎會心幾率值，持續[00ff00]skill_statetime1/15[-]秒
742	魔焰七殺	每次[00ff00]減少目標all_series_resist_p1%[-]基礎全系抗性，增加自身[00ff00]userdesc_1011[-]點閃避值，持續[00ff00]skill_statetime1/15[-]秒，最高疊加[00ff00]superposemagic1[-]次
745	破碎虛空	重傷敵對角色時，[血月之影]冷卻時間減少[00ff00]reduce_cd_time2/15[-]秒，[魔焰在天]冷卻時間減少[00ff00]userdesc_1011/15[-]秒
748	天魔解體	永久提升[00ff00]lifemax_p1%[-]基礎生命上限、[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力、[00ff00]attackspeed_v1[-]點攻擊速度與[00ff00]state_palsy_attackrate1[-]點麻痹幾率
749	死亡迴旋	增加[00ff00]userdesc_1012%[-]基礎忽閃值與[00ff00]userdesc_1022%[-]會心傷害
750	中級·死亡迴旋	提高死亡迴旋[00ff00]userdesc_1032%[-]基礎攻擊。增加[00ff00]userdesc_1012%[-]基礎忽閃值與[00ff00]userdesc_1022%[-]會心傷害
751	中級·魔焰在天	增加[00ff00]userdesc_1032%[-]麻痹機率持續[00ff00]userdesc_1041/15[-]秒。[00ff00]userdesc_1011%[-]基礎攻擊 + [00ff00]userdesc_1021[-]點火系傷害，減少[00ff00]defense_v1[-]點閃避值，持續[00ff00]skill_statetime1/15[-]秒
756	中級·血月之影	增加持續時間[00ff00]addskillhidetime2/15[-]秒。提升[00ff00]defense_p1%[-]基礎閃避值；破隱後免疫屬性效果持續[00ff00]userdesc_1011/15[-]秒
759	中級·攝魂亂心	冷卻時間減少[00ff00]deccdtime2/15[-]秒。減少[00ff00]all_series_resist_v1[-]點全系抗性與[00ff00]defense_v1[-]點閃避值，持續[00ff00]skill_statetime1/15[-]秒
761	高級·死亡迴旋	提高死亡迴旋[00ff00]add_usebasedmg_p12%[-]基礎攻擊。增加[00ff00]add_igdefense_p12%[-]基礎忽閃值、[00ff00]add_deadlydmg_p12%[-]會心傷害與[00ff00]add_palsy_r2%[-]幾率造成麻痹[00ff00]add_palsy_t2/15[-]秒
763	高級·魔焰在天	增加[00ff00]add_palsy_r2%[-]麻痹幾率持續[00ff00]userdesc_1041/15[-]秒。[00ff00]add_usebasedmg_p12%[-]基礎攻擊 + [00ff00]userdesc_1012[-]點火系傷害，減少[00ff00]defense_v1[-]點閃避值與[00ff00]all_series_resist_p1%[-]基礎全系抗性，持續[00ff00]skill_statetime1/15[-]秒
765	高級·血月之影	增加持續時間[00ff00]addskillhidetime2/15[-]秒。提升[00ff00]defense_p1%[-]基礎閃避值與[00ff00]runspeed_v1[-]點移動速度；破隱後免疫屬性效果持續[00ff00]userdesc_1011/15[-]秒
768	高級·攝魂亂心	提高[00ff00]add_usebasedmg_p12%[-]基礎攻擊。冷卻時間減少[00ff00]deccdtime2/15[-]秒。減少[00ff00]all_series_resist_v1[-]點全系抗性與[00ff00]defense_v1[-]點閃避值，持續[00ff00]skill_statetime1/15[-]秒
770	飛鴻無跡	[00ff00]rand_ignoreskill1%[-]幾率清除[00ff00]rand_ignoreskill2[-]個增益效果，觸發間隔[00ff00]userdesc_1011/15[-]秒
801	翠煙禦傘訣	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_waterdamage_v1[-]點水系傷害
806	璿璣羅舞	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_waterdamage_v1[-]點水系傷害
808	雨打梨花	每次攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_waterdamage_v1[-]點水系傷害，同時有[00ff00]state_slowall_attack1%[-]機率附帶[00ff00]state_slowall_attack2/15[-]秒的遲緩效果
810	召喚	啵啵的生命值=主角生命值*[00ff00]callnpc_life2%[-]，攻擊力=主角攻擊力*[00ff00]callnpc_damage2%[-]
815	冰心倩影	永久提升自己[00ff00]lifemax_p1%[-]基礎生命上限，[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力，[00ff00]runspeed_v1[-]移動速度
816	冰蹤無影	造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_waterdamage_v1[-]點水系傷害，同時有[00ff00]state_freeze_attack1%[-]附帶[00ff00]state_freeze_attack2/15[-]秒的冰凍效果
818	雪影	提升自己[00ff00]runspeed_v1[-]點移動速度與[00ff00]all_series_resist_p1%[-]基礎全系抗性，隊友獲得的效果減半
820	高級禦傘訣	提升[翠煙禦傘訣][00ff00]attack_usebasedamage_p1%[-]基礎攻擊 + [00ff00]attack_waterdamage_v1[-]點水系傷害
822	護體寒冰	減少受到近戰的普攻傷害[00ff00]melee_dmg_p1%[-]並造成反擊使其有[00ff00]state_slowall_attack1%[-]機率遲緩[00ff00]state_slowall_attack2/15[-]秒
824	冰肌玉骨	[00ff00]userdesc_1011%[-]幾率觸發：每秒回復[00ff00]recover_life_p1%[-]生命，持續[00ff00]skill_statetime1/15[-]秒，並使自身周圍敵人凍結[00ff00]state_freeze_attack2/15[-]秒。觸發間隔[00ff00]userdesc_1021/15[-]秒
827	冰骨雪心	永久提升[00ff00]lifemax_p1%[-]基礎生命上限、[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力、[00ff00]attackspeed_v1[-]點攻擊速度與[00ff00]state_slowall_attackrate1[-]點遲緩幾率
841	浮雲散雪	提高發揮技能攻擊力[00ff00]add_skill_damage_p1%[-]
861	璿璣羅舞	增加璿璣羅舞攻擊次數[00ff00]userdesc_1012[-]次並有[00ff00]userdesc_1022%[-]機率造成遲緩[00ff00]userdesc_1032/15[-]秒
862	雨打梨花	提高雨打梨花[00ff00]userdesc_1012%[-]基礎攻擊、[00ff00]userdesc_1022%[-]基礎忽閃
863	召喚啵啵	提高啵啵血量[00ff00]userdesc_1012%[-]、攻擊力[00ff00]userdesc_1022%[-]
864	冰蹤無影	冰蹤無影傷害範圍增加[00ff00]userdesc_1012/100[-]米、攻擊敵人數量增加[00ff00]userdesc_1022[-]個
865	中級·璿璣羅舞	提高璿璣羅舞[00ff00]userdesc_1042%[-]基礎攻擊。增加璿璣羅舞攻擊次數[00ff00]userdesc_1012[-]次並有[00ff00]userdesc_1022%[-]機率造成遲緩[00ff00]userdesc_1032/15[-]秒
866	中級·雨打梨花	雨打梨花冷卻時間減少[00ff00]deccdtime2/15[-]秒。提高雨打梨花[00ff00]userdesc_1012%[-]基礎攻擊、[00ff00]userdesc_1022%[-]基礎忽閃
867	中級·召喚啵啵	召喚啵啵冷卻時間減少[00ff00]deccdtime2/15[-]秒。提高啵啵血量[00ff00]userdesc_1012%[-]、攻擊力[00ff00]userdesc_1022%[-]
868	中級·冰蹤無影	冰蹤無影傷害範圍增加[00ff00]userdesc_1012/100[-]米、攻擊敵人數量增加[00ff00]userdesc_1022[-]個。冰凍結束時，額外對周圍造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害 + [00ff00]attack_waterdamage_v1[-]點水系攻擊
872	高級·璿璣羅舞	提高璿璣羅舞[00ff00]add_usebasedmg_p12%[-]基礎攻擊。增加璿璣羅舞攻擊次數[00ff00]userdesc_1012[-]次並有[00ff00]add_slowall_r2%[-]幾率造成遲緩[00ff00]add_slowall_t2/15[-]秒
874	高級·雨打梨花	雨打梨花冷卻時間減少[00ff00]deccdtime2/15[-]秒。提高雨打梨花[00ff00]add_usebasedmg_p12%[-]基礎攻擊、[00ff00]add_igdefense_p12%[-]基礎忽閃與[00ff00]add_slowall_t2/15[-]秒造成遲緩的時間
876	高級·召喚啵啵	召喚啵啵冷卻時間減少[00ff00]deccdtime2/15[-]秒。提高啵啵血量[00ff00]addcall_npclife2%[-]、攻擊力[00ff00]addcall_npcdmg2%[-]。提高啵啵衝撞[00ff00]add_usebasedmg_p12%[-]基礎攻擊與[00ff00]add_slowall_t2/15[-]秒造成遲緩的時間
878	高級·冰蹤無影	提高冰蹤無影[00ff00]add_usebasedmg_p12%[-]基礎攻擊。冰蹤無影傷害範圍增加[00ff00]userdesc_1012/100[-]米、攻擊敵人數量增加[00ff00]addms_hitplayer_c12[-]個。冰凍結束時，額外對周圍造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害 + [00ff00]attack_waterdamage_v1[-]點水系攻擊
901	揮砍術	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
902	冰錐術	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
903	飛鏢術	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
904	火球術	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
905	雷光術	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
906	破天斬	[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_hurt_attack2/15[-]秒受傷
907	冰封指	[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_slowall_attack2/15[-]秒遲緩
908	袖裡箭	[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_zhican_attack2/15[-]秒致纏
909	烈焰指	[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_palsy_attack2/15[-]秒麻痹
910	怒雷指	[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_stun_attack2/15[-]秒眩暈
911	半月斬	[00ff00]attack_usebasedamage_p1%[-]基礎傷害，造成傷害的[00ff00]attack_steallife_p1%[-]轉換成生命回復
912	驚濤駭浪	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
914	穿心刺	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
916	推山填海	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
917	九天狂雷	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
921	治癒術	每[00ff00]vitality_recover_life2/15[-]秒回復[00ff00]體質*vitality_recover_life1%[-]點生命，持續[00ff00]skill_statetime1/15[-]秒
923	群體治癒術	每[00ff00]vitality_recover_life2/15[-]秒回復[00ff00]體質*vitality_recover_life1%[-]點生命，持續[00ff00]skill_statetime1/15[-]秒
925	百草仙露	每[00ff00]vitality_recover_life2/15[-]秒回復[00ff00]體質*vitality_recover_life1%[-]生命，並清除所有屬性狀態和負面狀態，持續[00ff00]skill_statetime1/15[-]秒
927	毒瘴術	造成中毒與減少[00ff00]shield_attrib1[-]%護盾抵禦傷害，持續[00ff00]skill_statetime1/15[-]秒
928	群體毒瘴	造成中毒與減少[00ff00]shield_attrib1[-]%護盾抵禦傷害，持續[00ff00]skill_statetime1/15[-]秒
930	金剛護體	[00ff00]skill_statetime1/15[-]秒內免疫傷害
931	群體金剛	[00ff00]skill_statetime1/15[-]秒內免疫傷害
933	不動明王	[00ff00]skill_statetime1/15[-]秒免疫任何屬性狀態和負面狀態
934	群體明王	[00ff00]skill_statetime1/15[-]秒免疫任何屬性狀態和負面狀態
936	枯木逢春	重傷時有[00ff00]userdesc_1071%[-]機率回復[00ff00]recover_life_p1%[-]生命
938	涅槃重生	重傷時有[00ff00]userdesc_1071%[-]幾率回復[00ff00]userdesc_1072%[-]生命，並清除所有屬性狀態和負面狀態，持續[00ff00]userdesc_1081/15[-]秒
940	蓄力箭	[00ff00]attack_usebasedamage_p1%[-]基礎傷害
942	巨石	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_stun_attack2/15[-]秒眩暈
946	振翅	對浮空狀態下的目標每隔半秒造成[00ff00]dotdamage_wood1%[-]基礎傷害，持續[00ff00]3[-]秒
948	靈犀	增加[00ff00]lifemax_v1[-]點生命上限，並且每[00ff00]recover_life_v2/15[-]秒回復[00ff00]recover_life_v1[-]點生命
950	心眼	提升[00ff00]attackspeed_v1[-]點攻速、[00ff00]attackrate_v1[-]命中和[00ff00]deadlystrike_v1點[-]會心機率，持續[00ff00]skill_statetime1/15[-]秒
953	呼風術	對浮空狀態下的目標每隔半秒造成[00ff00]dotdamage_wood1%[-]基礎傷害，持續[00ff00]skill_statetime1/15[-]秒
955	影襲	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害的會心一擊，並造成[00ff00]state_palsy_attack2/15[-]秒麻痹
960	陰風蝕骨	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
963	明察秋毫	提升[00ff00]deadlystrike_v1[-]點會心機率
965	落櫻漫天	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_palsy_attack2/15[-]秒麻痹
967	風來吳山	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
970	明月訣	提升[00ff00]attackspeed_v1[-]點攻速，持續[00ff00]skill_statetime1/15[-]秒
971	尋覓彩虹	每次對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
973	清心術	清除負面狀態，並提升[00ff00]basic_damage_v1[-]點攻擊力，持續[00ff00]skill_statetime1/15[-]秒
975	鬥轉星移	對拉中的目標，造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊
978	風雪冰天	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_slowall_attack2/15[-]秒遲緩
980	魔焰在天	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
984	牧野流星	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_slowall_attack2/15[-]秒遲緩
988	雲海夢蝶	增加[00ff00]basic_damage_v1[-]點攻擊力
992	落石	每次對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
995	悲酥清風	降低敵方[00ff00]basic_damage_v1[-]點攻擊力，持續[00ff00]skill_statetime1/15[-]秒
998	人劍合一	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
999	治療術	每隔[00ff00]vitality_recover_life2/15[-]秒，回復[00ff00]體質*vitality_recover_life1%[-]點當前生命，持續[00ff00]skill_statetime1/15[-]秒
1101		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1105	金鐘罩	增加[00ff00]all_series_resist_v1[-]點全系抗性與抗屬性效果幾率[00ff00]resist_allseriesstate_rate_v1[-]點，同時每隔[00ff00]recover_life_v2/15[-]秒，回復[00ff00]recover_life_v1[-]點當前生命，持續[00ff00]skill_statetime1/15[-]秒
1109		永久提升[00ff00]lifemax_p1%[-]生命上限，[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力
1111	回風落雁	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1115	斷魂刺	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_fixed_attack2/15[-]秒定身
1131		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1136		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1139		永久提升 [00ff00]lifemax_p1%[-]基礎生命上限，[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力
1140	峨嵋劍法	基礎攻擊，對目標造成 [00ff00]attack_usebasedamage_p1%[-] 基礎攻擊
1144	天舞寶輪	對陣內敵人，每[00ff00]0.5[-]秒，造成[00ff00]attack_usebasedamage_p1%[-]基礎攻擊；對陣內的友方，每[00ff00]1[-]秒，回復[00ff00]體質*vitality_recover_life1%[-]點生命。陣法持續[00ff00]10[-]秒
1181		[00ff00]attack_usebasedamage_p1%[-] 基礎攻擊
1188	飛火流星	對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1190		永久提升[00ff00]runspeed_v1[-]點移動速度，[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力
1191	桃花箭術	[00ff00]attack_usebasedamage_p1%[-]基礎攻擊
1195	火鳳燎原	提升[00ff00]runspeed_v1[-]點移動速度、 [00ff00]attackspeed_v1[-]點攻速，和[00ff00]defense_v1[-]的閃避值，持續[00ff00]skill_statetime1/15[-]秒
1221		[00ff00]attack_usebasedamage_p1%[-] 基礎攻擊
1231		永久提升[00ff00]attackspeed_v1[-]點攻速，增加[00ff00]physics_potentialdamage_p1%[-]基礎攻擊力
1232		對目標造成[00ff00]attack_usebasedamage_p1%[-] 基礎傷害
1234		[00ff00]attack_usebasedamage_p1%[-] 基礎攻擊
1238		對目標造成[00ff00]attack_usebasedamage_p1%[-] 基礎傷害，並造成[00ff00]state_zhican_attack2/15[-]秒致纏
1261		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1262		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1270		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1271		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1274		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1276		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1278		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1280		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1281		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1282		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1283		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1284		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1286		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1287		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1289		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1289		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1290		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1292		同伴增加[00ff00]lifemax_p1%[-]基礎生命上限，[00ff00]all_series_resist_v1[-]點抗性值
1293		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1295		基礎攻擊，對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1296		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害，傷害的[00ff00]attack_steallife_p1%[-]轉換成生命回復
1299		同伴增加[00ff00]defense_v1[-]點閃避值，[00ff00]lifemax_p1%[-]基礎生命上限
1300		對目標造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害
1772	忠貫白日	每1點敏捷抵禦傷害[00ff00]magicshield1/100[-]點，持續[00ff00]magicshield2/15[-]秒。破盾後每次傷害造成[00ff00]attack_usebasedamage_p1%[-]基礎傷害，並造成[00ff00]state_stun_attack2/15[-]秒眩暈
1780	暗影刺	使自己隱身，持續[00ff00]userdesc_1041/15[-]秒，在隱身時提升[00ff00]runspeed_v1[-]點移動速度，並對下一次普攻連招添加[00ff00]attackspeed_v1[-]點攻速、[00ff00]ignore_defense_v1[-]點忽略閃避，和[00ff00]deadlystrike_v1[-]點會心一擊
1901	【初級】命中	提升[00ff00]attackrate_v1[-]點命中
1902	【中級】命中	提升[00ff00]attackrate_v1[-]點命中
1903	【高級】命中	提升[00ff00]attackrate_v1[-]點命中
1904	【初級】閃避	提升[00ff00]defense_v1[-]點閃避
1905	【中級】閃避	提升[00ff00]defense_v1[-]點閃避
1906	【高級】閃避	提升[00ff00]defense_v1[-]點閃避
1907	【初級】忽略閃避	提升[00ff00]ignore_defense_v1[-]點忽略閃避
1908	【中級】忽略閃避	提升[00ff00]ignore_defense_v1[-]點忽略閃避
1909	【高級】忽略閃避	提升[00ff00]ignore_defense_v1[-]點忽略閃避
1910	【初級】抗會心機率	提升[00ff00]weaken_deadlystrike_v1[-]點抗會心機率
1911	【中級】抗會心機率	提升[00ff00]weaken_deadlystrike_v1[-]點抗會心機率
1912	【高級】抗會心機率	提升[00ff00]weaken_deadlystrike_v1[-]點抗會心機率
1913	【初級】生命恢復	提升[00ff00]recover_life_v1[-]點生命回復
1914	【中級】生命恢復	提升[00ff00]recover_life_v1[-]點生命回復
1915	【高級】生命恢復	提升[00ff00]recover_life_v1[-]點生命回復
1916	【初級】抗受傷效果	提升[00ff00]state_hurt_resistrate1[-]點抗受傷機率，[00ff00]state_hurt_resisttime1[-]點抗受傷時間
1917	【中級】抗受傷效果	提升[00ff00]state_hurt_resistrate1[-]點抗受傷機率，[00ff00]state_hurt_resisttime1[-]點抗受傷時間
1918	【高級】抗受傷效果	提升[00ff00]state_hurt_resistrate1[-]點抗受傷機率，[00ff00]state_hurt_resisttime1[-]點抗受傷時間
1919	【初級】抗遲緩效果	提升[00ff00]state_slowall_resistrate1[-]點抗遲緩機率，[00ff00]state_slowall_resisttime1[-]點抗遲緩時間
1920	【中級】抗遲緩效果	提升[00ff00]state_slowall_resistrate1[-]點抗遲緩機率，[00ff00]state_slowall_resisttime1[-]點抗遲緩時間
1921	【高級】抗遲緩效果	提升[00ff00]state_slowall_resistrate1[-]點抗遲緩機率，[00ff00]state_slowall_resisttime1[-]點抗遲緩時間
1922	【初級】抗致纏效果	提升[00ff00]state_zhican_resistrate1[-]點抗致纏幾率，[00ff00]state_zhican_resisttime1[-]點抗致纏時間
1923	【中級】抗致纏效果	提升[00ff00]state_zhican_resistrate1[-]點抗致纏幾率，[00ff00]state_zhican_resisttime1[-]點抗致纏時間
1924	【高級】抗致纏效果	提升[00ff00]state_zhican_resistrate1[-]點抗致纏幾率，[00ff00]state_zhican_resisttime1[-]點抗致纏時間
1925	【初級】抗麻痹效果	提升[00ff00]state_palsy_resistrate1[-]點抗麻痹機率，[00ff00]state_palsy_resisttime1[-]點抗麻痹時間
1926	【中級】抗麻痹效果	提升[00ff00]state_palsy_resistrate1[-]點抗麻痹機率，[00ff00]state_palsy_resisttime1[-]點抗麻痹時間
1927	【高級】抗麻痹效果	提升[00ff00]state_palsy_resistrate1[-]點抗麻痹機率，[00ff00]state_palsy_resisttime1[-]點抗麻痹時間
1928	【初級】抗眩暈效果	提升[00ff00]state_stun_resistrate1[-]點抗眩暈機率，[00ff00]state_stun_resisttime1[-]點抗眩暈時間
1929	【中級】抗眩暈效果	提升[00ff00]state_stun_resistrate1[-]點抗眩暈機率，[00ff00]state_stun_resisttime1[-]點抗眩暈時間
1930	【高級】抗眩暈效果	提升[00ff00]state_stun_resistrate1[-]點抗眩暈機率，[00ff00]state_stun_resisttime1[-]點抗眩暈時間
1931	【初級】會心機率	提升[00ff00]deadlystrike_v1[-]點會心機率
1932	【中級】會心機率	提升[00ff00]deadlystrike_v1[-]點會心機率
1933	【高級】會心機率	提升[00ff00]deadlystrike_v1[-]點會心機率
1934	【初級】攻擊力	提升[00ff00]basic_damage_v1[-]點攻擊力
1935	【中級】攻擊力	提升[00ff00]basic_damage_v1[-]點攻擊力
1936	【高級】攻擊力	提升[00ff00]basic_damage_v1[-]點攻擊力
1937	【初級】生命	提升[00ff00]lifemax_v1[-]點生命
1938	【中級】生命	提升[00ff00]lifemax_v1[-]點生命
1939	【高級】生命	提升[00ff00]lifemax_v1[-]點生命
1940	【初級】移動速度	提升[00ff00]runspeed_v1[-]點移動速度
1941	【中級】移動速度	提升[00ff00]runspeed_v1[-]點移動速度
1942	【高級】移動速度	提升[00ff00]runspeed_v1[-]點移動速度
1943	【初級】金系抗性	提升[00ff00]metal_resist_v1[-]點金系抗性
1944	【中級】金系抗性	提升[00ff00]metal_resist_v1[-]點金系抗性
1945	【高級】金系抗性	提升[00ff00]metal_resist_v1[-]點金系抗性
1946	【初級】木系抗性	提升[00ff00]wood_resist_v1[-]點木系抗性
1947	【中級】木系抗性	提升[00ff00]wood_resist_v1[-]點木系抗性
1948	【高級】木系抗性	提升[00ff00]wood_resist_v1[-]點木系抗性
1949	【初級】水系抗性	提升[00ff00]water_resist_v1[-]點水系抗性
1950	【中級】水系抗性	提升[00ff00]water_resist_v1[-]點水系抗性
1951	【高級】水系抗性	提升[00ff00]water_resist_v1[-]點水系抗性
1952	【初級】火系抗性	提升[00ff00]fire_resist_v1[-]點火系抗性
1953	【中級】火系抗性	提升[00ff00]fire_resist_v1[-]點火系抗性
1954	【高級】火系抗性	提升[00ff00]fire_resist_v1[-]點火系抗性
1955	【初級】土系抗性	提升[00ff00]earth_resist_v1[-]點土系抗性
1956	【中級】土系抗性	提升[00ff00]earth_resist_v1[-]點土系抗性
1957	【高級】土系抗性	提升[00ff00]earth_resist_v1[-]點土系抗性
1958	【初級】抗屬性效果	提升[00ff00]resist_allseriesstate_rate_v1[-]點抗屬性效果機率，[00ff00]resist_allseriesstate_time_v1[-]點抗屬性效果時間
1959	【中級】抗屬性效果	提升[00ff00]resist_allseriesstate_rate_v1[-]點抗屬性效果機率，[00ff00]resist_allseriesstate_time_v1[-]點抗屬性效果時間
1960	【高級】抗屬性效果	提升[00ff00]resist_allseriesstate_rate_v1[-]點抗屬性效果機率，[00ff00]resist_allseriesstate_time_v1[-]點抗屬性效果時間
1961	【初級】吸取生命	提升[00ff00]steallife_p1%[-]吸取生命
1962	【中級】吸取生命	提升[00ff00]steallife_p1%[-]吸取生命
1963	【高級】吸取生命	提升[00ff00]steallife_p1%[-]吸取生命
1964	【初級】受傷效果	普攻造成[00ff00]state_hurt_normalattack1%[-]受傷機率，持續[00ff00]state_hurt_normalattack2/15[-]秒
1965	【中級】受傷效果	普攻造成[00ff00]state_hurt_normalattack1%[-]受傷機率，持續[00ff00]state_hurt_normalattack2/15[-]秒
