StateEffectId	StateName	EffectResID1	SlotID1	EffectResID2	SlotID2	HeadResID	Alpha	ChangeSize	ChangeSizeSpeed	RunActID	HeadWord	MagicDesc	Icon	IconAtlas	NotShowTime	HideBody	HideHead
4312	召喚毒蟲											靈蛇	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4314	召喚毒蟲											碧蟾	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4316	召喚毒蟲											赤蠍	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4318	召喚毒蟲											風蜈	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4320	召喚毒蟲											墨蜘	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4336	迷心蠱					24336						來自五毒的負面狀態：受到毒攻傷害提升[00ff00]recdot_wood_p1%[-]	WuduSkill_04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4341	百毒穿心											基礎會心幾率+[00ff00]deadlystrike_p1%[-]	Wudu_bd05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4342	百毒穿心											基礎會心幾率+[00ff00]deadlystrike_p1%[-]	Wudu_bd05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4348	回魂秘咒	14348										受到傷害轉換成生命回復	Wudu_bd07_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4325	碧蟾											來自五毒的負面狀態：木系抗性[00ff00]減少wood_resist_v1[-]點	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4330	風蜈											來自五毒的負面狀態：閃避[00ff00]減少defense_v1[-]點	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4371	秘笈：陰風蝕骨											攻擊速度+[00ff00]attackspeed_v1[-]	Wdu_mj03_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4375	秘笈：碧蟾											來自五毒的負面狀態：木系抗性[00ff00]減少wood_resist_v1[-]點	Wdu_mj04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4378	秘笈：風蜈											來自五毒的負面狀態：閃避[00ff00]減少defense_v1[-]點	Wdu_mj04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4381	秘笈：迷心蠱											來自五毒的負面狀態：主動技能冷卻時間+[00ff00]allfactionskill_cd1/15[-]秒	Wdu_mj01_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4410	心劍	34410										每次普攻命中提升自身屬性：\n基礎攻擊力+[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4411	心劍											基礎攻擊力+[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4413	峰插雲景	1457										鎖足狀態，禁止使用輕功	CangjianSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4418	鶴歸孤山											基礎攻擊力+[00ff00]physics_potentialdamage_p1%[-]	Cangjian_bd02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4419	鶴歸孤山											來自藏劍的負面狀態：\n基礎攻擊力[00ff00]減少physics_potentialdamage_p1%[-]\n毒攻傷害[00ff00]減少add_dottype_wood_p2%[-]	Cangjian_bd02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4432	映波鎖瀾	14432										來自藏劍的負面狀態：基礎移動速度[00ff00]減少runspeed_p1%[-]	Cangjian_bd04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4443	秘笈：心劍											會心一擊+[00ff00]deadlystrike_v1[-]	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4449	秘笈：心劍											會心一擊+[00ff00]deadlystrike_v1[-]	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4451	秘笈：平湖斷月	14432										來自藏劍的負面狀態：基礎移動速度[00ff00]減少runspeed_p1%[-]	Cj_mj03_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4456	秘笈：心劍											會心一擊+[00ff00]deadlystrike_v1[-]\n攻擊速度+[00ff00]attackspeed_v1[-]	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4458	秘笈：平湖斷月	14432										來自藏劍的負面狀態：基礎移動速度[00ff00]減少runspeed_p1%[-]	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4459	秘笈：平湖斷月	2849										免疫屬性效果與負面效果	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4462	秘笈：峰插雲景											來自藏劍的負面狀態：基礎全系抗性[00ff00]減少all_series_resist_p1%[-]	Cj_mj04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4488	心劍	34410										每次普攻命中提升自身屬性：\n基礎攻擊力+[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4489	心劍											基礎攻擊力+[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4509	雲生結海	1008										基礎攻擊力+[00ff00]physics_potentialdamage_p1%[-]\n基礎全系抗性+[00ff00]all_series_resist_p1%[-]\n反彈近程傷害+[00ff00]meleedamagereturn_p1%[-]\n反彈遠程傷害+[00ff00]rangedamagereturn_p1%[-]	ChanggeSkill_03_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4510	雲生結海	1008										基礎攻擊力+[00ff00]physics_potentialdamage_p1%[-]\n基礎全系抗性+[00ff00]all_series_resist_p1%[-]\n反彈近程傷害+[00ff00]meleedamagereturn_p1%[-]\n反彈遠程傷害+[00ff00]rangedamagereturn_p1%[-]	ChanggeSkill_03_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4519	江逐月天											來自長歌的負面狀態：\n基礎命中[00ff00]減少attackrate_p1%[-]\n基礎會心[00ff00]減少deadlystrike_p1%[-]	ChanggeSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4520	江逐月天											基礎攻擊力+[00ff00]physics_potentialdamage_p1%[-]\n攻擊速度+[00ff00]attackspeed_v1[-]\n移動速度+[00ff00]runspeed_v1[-]	ChanggeSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4528	魔音纏繞	14528										來自長歌的負面狀態：\n基礎攻擊力[00ff00]減少physics_potentialdamage_p1%[-]\n基礎命中[00ff00]減少attackrate_p1%[-]\n基礎會心[00ff00]減少deadlystrike_p1%[-]\n基礎全系抗性[00ff00]減少all_series_resist_p1%[-]	Changge_bd05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4542	陽春白雪	14542										在陽春白雪的持續時間內，回復效果無效	Changge_bd02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
