AttribID	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3
1429		1|1|1		0.5	m3_009	4	0.5	159|89|89|255	0	241|241|241|255	3.27	255|255|255|255	0									
1430		1|1|1		0.5	m3_009	4	0.5	148|232|229|255	0	233|255|215|255	3.14	114|225|255|255	4.39									
1431		1|1|1		0.41	m3_010	4	0.41	255|247|241|35	5.9	241|227|227|255	3.89	240|112|109|123	0									
1432		1|1|1		0.63	m3_010	4	0.63	4|114|168|255	7.81	126|192|195|255	3.46	255|255|255|255	7.03									
1433		1|1|1		0.5	m3_010	4	0.5	118|118|118|255	4.87	255|152|135|255	3.69	255|153|153|255	7.76									
1434		1|1|1		0.37	m3_011	4	0.37	142|185|255|255	8.19	255|255|255|255	3.33	249|230|190|255	3.59									
1435		1|1|1		0.5	m3_011	4	0.5	135|255|185|255	4.97	255|233|178|255	3.38	255|244|236|255	4.04									
1436		1|1|1		0.5	m3_011	4	0.5	255|80|80|255	4.97	255|243|252|255	3.38	255|212|179|255	4.04									
1437		1|1|1		0.62	m3_012	4	0.62	140|140|140|255	3.25	74|74|74|187	3.85	255|187|41|187	2.55									
1438		1|1|1		0.68	m3_012	4	0.68	255|26|26|145	2.94	127|11|11|174	3.59	255|245|112|255	3.92									
1439		1|1|1		0.68	m3_012	4	0.68	148|170|255|0	2.94	255|255|255|174	3.59	240|186|90|255	3.92									
1471		1|1|1		0.21	m3_010	4	0.21	255|145|86|184	3.19	249|192|71|255	3.79	255|255|255|255	6.87									
1472		1|1|1		0.5	m3_011	4	0.5	245|188|65|255	6.98	255|252|234|255	3.38	260|253|153|255	4									
1473		1|1|1		0.68	m3_012	4	0.68	255|15|0|255	4.48	255|222|88|174	3.92	255|218|63|255	3.92									
1501		1|1|1		0.53	f3_001	4	0.53	189|169|155|255	6.09	189|9|95|255	6.58	165|149|137|0	7.55									
1502		1|1|1		0.53	f3_001	4	0.53	140|136|123|255	7.47	196|7|97|255	6.58	251|214|118|255	8.05									
1503		1|1|1		0.55	f3_001	4	0.55	142|137|122|255	7.47	157|31|65|255	6.58	255|127|198|215	6.77									
1504		1|1|1		0.1	f3_003	4	0.1	63|63|80|110	4.29	249|249|249|0	1.5	123|168|230|255	4.45									
1505		1|1|1		0.17	f3_003	4	0.17	151|73|101|255	10.11	213|139|208|255	3.34	202|165|165|255	5.46									
1506		1|1|1		0.31	f3_003	4	0.31	149|31|73|251	5.29	165|50|91|255	4.28	61|28|38|236	6.47									
1507		1|1|1		0.66	f3_002	4	0.66	119|52|73|183	5.55	206|206|206|255	4.73	196|166|68|255	9.42									
1508		1|1|1		0.66	f3_002	4	0.66	119|52|73|183	5.55	206|206|206|255	4.73	189|169|156|255	9.42									
1509		1|1|1		0.51	f3_002	4	0.51	89|35|54|183	6.16	238|180|106|255	6.04	118|111|111|202	5.27									
1510		1|1|1		0.6	f3_004	4	0.6	249|220|126|165	7.5	84|240|255|255	0	200|61|93|177	2.89									
1511		1|1|1		0.6	f3_004	4	0.6	123|90|90|185	7.5	65|61|61|232	6.47	119|97|115|177	2.89									
1512		1|1|1		0.6	f3_004	4	0.6	91|35|35|255	14.05	195|149|80|255	6.47	119|97|115|177	2.89									
1513		1|1|1		0.47	f3_006	4	0.47	58|27|13|175	5	176|120|0|175	5.97	235|241|220|94	2.2									
1514		1|1|1		0.47	f3_006	4	0.47	153|121|52|175	5	27|97|77|175	6.69	199|238|201|94	2.2									
1515		1|1|1		0.47	f3_006	4	0.47	143|52|153|175	4.94	230|57|104|175	0	238|201|199|94	2.2									
1516		1|1|1	1	0.55	f3_005	0	0.55	63|63|63|255	8.42	48|46|40|196	10.89	230|110|110|190	3.56									
1517		1|1|1	1	0.55	f3_005	0	0.55	63|63|63|255	8.42	54|48|30|196	10.89	110|230|135|190	3.56									
1518		1|1|1	1	0.56	f3_005	0	0.56	142|52|113|200	5.3	28|10|14|255	13.69	247|154|214|255	3.56									
1519		1|1|1		0.2	f3_007	4	0.2	84|60|60|255	5.51	238|35|35|194	5.56	41|41|41|185	6.7									
1520		1|1|1		0.19	f3_007	4	0.19	255|255|255|255	3.76	116|231|236|255	4.81	183|175|139|215	7.44									
1521		1|1|1		0.16	f3_007	4	0.16	236|215|215|255	4.24	131|115|107|255	4.81	69|4|38|255	8.47									
1522		1|1|1		0.54	f3_008	4	0.54	121|104|46|255	10.58	255|155|211|255	0	228|43|43|255	5.31									
1523		1|1|1		0.68	f3_008	4	0.68	121|121|121|255	7.07	218|227|234|255	0	97|255|228|255	5.31									
1524		1|1|1		0.9	f3_008	4	0.9	255|255|255|255	4.59	99|99|99|255	6.72	255|230|247|24	0									
1525		1|1|1		0.2	f3_007	4	0.2	255|207|54|255	4.07	255|184|0|255	13.26	255|231|0|255	7.37									
1526		1|1|1		0.1	f3_008	4	0.1	255|247|0|255	5.44	67|67|67|255	8.79	255|195|0|255	6.46									
1527		1|1|1		0.5	f3_009	4	0.5	255|167|11|255	4.05	187|187|187|255	0	255|221|135|230	3.6									
1528		1|1|1		0.5	f3_009	4	0.5	7|96|159|255	4.05	187|187|187|255	0	255|231|135|230	3.6									
1529		1|1|1		0.5	f3_009	4	0.5	215|123|123|255	4.05	255|103|181|141	0	255|198|253|230	3.6									
1530		1|1|1		0.5	f3_009	4	0.5	197|210|140|255	4.05	103|255|236|141	0	253|199|141|230	3.6									
1531		1|1|1		0.45	f3_010	4	0.45	255|205|116|182	3.13	45|99|61|196	6.31	105|232|82|188	4.02									
1532		1|1|1		0.45	f3_010	4	0.45	255|201|133|182	3.13	60|185|236|255	6.31	255|209|129|176	4.02									
1533		1|1|1		0.45	f3_010	4	0.45	247|190|138|255	4.93	215|63|85|228	5.98	255|255|255|255	6.23									
1534		1|1|1		0.5	f3_011	4	0.5	40|202|168|255	2.88	200|255|255|255	3.25	82|255|169|255	5.09									
1535		1|1|1		0.5	f3_011	4	0.5	255|74|182|255	4.2	190|182|251|255	4.46	255|123|207|255	5.35									
1536		1|1|1		0.5	f3_011	4	0.5	241|117|71|255	5.36	255|226|226|255	3.48	255|165|106|255	5.16									
1537		1|1|1		0.5	f3_012	4	0.5	183|21|21|255	7.02	255|255|255|255	4.01	176|34|37|255	3.73									
1538		1|1|1		0.5	f3_012	4	0.5	80|80|80|255	0	202|246|255|255	3.71	84|193|238|255	3.67									
1539		1|1|1		0.5	f3_012	4	0.5	255|91|162|255	0	202|246|255|255	3.71	255|176|194|255	3.67									
1571		1|1|1		0.45	f3_010	4	0.45	255|238|223|255	4.64	153|112|50|255	10.03	255|240|208|255	5.57									
1572		1|1|1		0.5	f3_011	4	0.5	243|178|80|255	6.29	255|244|223|255	0	255|217|118|255	5.28									
1573		1|1|1		0.5	f3_012	4	0.5	0|223|195|255	0	255|255|255|255	3.71	238|172|0|255	3.63									
1601		1|1|1		0.28	m4_001	4	0.28	138|128|113|255	3.55	91|174|119|255	0	255|242|210|255	7.3									
1602		1|1|1		0.28	m4_001	4	0.28	62|149|92|255	3.55	108|55|58|255	0	161|132|71|255	13.7									
1603		1|1|1		0.28	m4_001	4	0.28	165|165|165|255	3.55	46|46|46|255	4.78	73|135|135|255	15.14									
1604		1|1|1		0.66	m4_003	4	0.66	217|149|46|255	4.45	106|151|88|255	5.51	74|153|130|255	8.68									
1605		1|1|1		0.66	m4_003	4	0.66	236|230|156|255	2.79	191|149|108|255	4.08	168|255|180|255	3.81									
1606		1|1|1		0.66	m4_003	4	0.66	138|45|45|255	5.39	118|64|94|255	7	166|111|111|255	0									
1607		1|1|1		0.4	m4_002	4	0.4	117|159|147|255	6.67	63|55|46|255	9.6	140|153|125|255	6.21									
1608		1|1|1		0.38	m4_002	4	0.38	241|226|208|255	7.49	48|46|29|255	9.82	114|98|78|255	6.21									
1609		1|1|1		0.78	m4_002	4	0.78	89|79|79|255	6.54	37|33|31|255	12.28	112|84|34|255	18									
1610		1|1|1		0.35	m4_007	4	0.35	251|90|42|211	0	97|35|57|255	0	185|57|57|234	7.12									
1611		1|1|1		0.49	m4_007	4	0.49	176|245|180|255	7.06	88|85|66|255	0	110|241|122|255	5.37									
1612		1|1|1		0.68	m4_007	4	0.68	255|255|255|255	7.06	206|226|236|255	0	234|224|224|234	6.33									
1613		1|1|1		0.41	m4_004	4	0.41	104|88|88|255	0	228|200|84|255	8.58	135|123|86|255	6.23									
1614		1|1|1		0.28	m4_004	4	0.28	110|195|255|255	4.53	234|222|222|255	7.55	155|155|155|255	5.32									
1615		1|1|1		0.68	m4_004	4	0.68	255|231|41|255	3.66	84|84|84|255	8.52	136|126|126|255	6.23									
1616		1|1|1		0.72	m4_006	4	0.72	175|179|145|255	4.44	63|63|63|255	7.85	191|54|54|255	11									
1617		1|1|1		0.72	m4_006	4	0.72	58|58|58|255	3.68	91|194|255|255	7	255|208|58|255	10.45									
1618		1|1|1		0.72	m4_006	4	0.72	84|84|84|255	0	129|129|129|255	4.49	255|247|225|255	10.45									
1619		1|1|1		0.6	m4_005	4	0.6	255|255|255|255	0	63|231|255|255	8.03	255|255|255|255	0									
1620		1|1|1		0.18	m4_005	4	0.18	28|240|196|255	0	73|73|73|255	6.58	255|255|255|255	0									
1621		1|1|1		0.6	m4_005	4	0.6	93|89|97|255	3.45	214|242|251|255	7.5	202|202|202|255	11.9									
1622		1|1|1		0.39	m4_008	4	0.39	68|163|195|255	4.99	255|255|255|0	0	255|249|247|156	2.54									
1623		1|1|1		0.38	m4_008	4	0.38	255|209|127|179	3	206|210|177|255	0	255|78|78|156	4.61									
1624		1|1|1		0.8	m4_008	4	0.8	178|179|148|255	2.27	97|88|88|255	6.22	245|227|227|255	8.43									
1625		1|1|1		0.61	m4_005	4	0.61	255|226|0|255	4.08	255|174|0|255	9.07	255|195|0|255	12.95									
1626		1|1|1		0.56	m4_008	4	0.56	255|216|0|255	4.82	195|181|0|255	6.83	255|205|0|255	9.86									
1627		1|1|1		0.5	m4_009	4	0.5	255|168|14|42	3.49	61|61|61|255	4.81	255|195|0|255	10.07									
1628		1|1|1		0.85	m4_009	5	0.85	155|157|156|42	3.49	101|114|123|255	4.81	121|199|255|255	7.27									
1629		1|1|1		0.5	m4_009	4	0.5	165|97|126|42	3.49	140|59|59|255	4.81	160|121|217|255	6.21									
1630		1|1|1	1	0.5	m4_009	0	0.5	155|157|156|42	3.49	110|195|255|255	4.81	187|177|177|255	4.93									
1631		1|1|1		0.1	m4_010	4	0.1	255|251|232|255	8.08	101|203|208|215	4.15	21|163|157|255	4.56									
1632		1|1|1		0.1	m4_010	4	0.1	102|128|253|255	5.86	247|255|245|255	5.66	160|148|255|255	3.61									
1633		1|1|1		0.1	m4_010	4	0.1	198|164|51|255	9.29	249|64|64|255	4.46	58|58|58|255	3.7									
1634		1|1|1		0.5	m4_011	4	0.5	90|251|158|255	5.25	245|241|209|255	4.13	245|211|99|255	5.57									
1635		1|1|1		0.5	m4_011	4	0.5	255|235|223|242	7.41	213|61|61|255	4.19	238|113|68|255	6.34									
1636		1|1|1		0.5	m4_011	4	0.5	113|125|245|255	10.44	33|99|189|255	4.77	225|242|255|255	4.49									
1637		1|1|1		0.25	m4_012	4	0.25	255|255|255|255	5.4	168|143|110|255	3.37	86|45|45|255	4.61									
1638		1|1|1		0.25	m4_012	4	0.25	255|210|65|255	5.4	53|129|136|255	3.37	203|226|223|255	4.61									
1639		1|1|1		0.25	m4_012	4	0.25	255|255|255|255	5.4	135|56|64|255	3.08	59|65|42|255	4.61									
1671		1|1|1		0.1	m4_010	4	0.1	181|101|57|255	5.4	253|168|40|255	5.19	240|180|91|255	4.6									
1672		1|1|1		0.5	m4_011	4	0.5	249|204|106|255	9.04	255|254|251|255	3.53	255|156|31|255	5.54									
1673		1|1|1		0.25	m4_012	4	0.25	255|232|104|255	5.24	213|168|18|255	4	24|86|68|255	4.4									
1701		1|1|1		0.35	f4_001	4	0.35	148|168|228|202	4.03	121|69|255|192	4.38	255|255|255|255	3.58									
1702		1|1|1		0.35	f4_001	4	0.35	228|199|148|221	4.03	255|211|69|192	5.01	255|255|255|255	3.58									
1703		1|1|1		0.35	f4_001	4	0.35	179|179|179|202	4.03	255|14|59|192	4.38	255|255|255|255	3.58									
1704		1|1|1		0.42	f4_005	4	0.42	123|255|255|219	3.53	79|234|195|255	3.34	255|255|255|255	3.75									
1705		1|1|1		0.35	f4_005	4	0.35	255|247|142|192	3.67	178|189|73|255	3.19	255|255|255|255	3.59									
1706		1|1|1		0.42	f4_005	4	0.42	253|255|241|255	4.44	255|248|232|255	3.41	255|255|255|255	3.71									
1707		1|1|1	1	0.13	f4_006	0	0.13	255|238|103|249	3.42	66|86|57|255	3.42	211|255|89|66	2.26									
1708		1|1|1		0.35	f4_006	4	0.35	255|255|255|255	3.42	255|255|255|255	3.42	255|255|255|255	0									
1709		1|1|1		0.4	f4_006	4	0.4	255|56|56|255	3.42	178|28|28|255	4.15	204|88|88|32	2.5									
1710		1|1|1		0.46	f4_002	4	0.46	114|240|203|200	4.56	228|255|223|255	3.48	255|255|255|255	0									
1711		1|1|1		0.39	f4_002	4	0.39	82|80|80|139	3.21	255|255|255|255	3.42	255|255|255|255	0									
1712		1|1|1		0.55	f4_002	4	0.55	198|132|247|188	4.19	46|46|46|255	4.43	255|255|255|255	0									
1713		1|1|1		0.31	f4_003	4	0.31	142|255|199|199	5.1	255|255|255|255	3.47	255|255|255|255	3.74									
1714		1|1|1		0.36	f4_003	4	0.36	63|63|63|255	5.67	236|231|203|255	3.94	255|255|255|255	3.64									
1715		1|1|1		0.36	f4_003	4	0.36	255|0|0|224	3.71	37|37|37|255	-0.48	255|255|255|255	3.75									
1716		1|1|1		0.63	f4_004	4	0.63	55|86|47|168	4.78	135|135|135|224	4.73	197|255|183|255	3.14									
1717		1|1|1		0.62	f4_004	4	0.62	249|155|255|207	3.67	71|71|71|126	6.52	193|211|255|171	3.07									
1718		1|1|1		0.29	f4_004	4	0.29	58|58|58|255	3.36	255|41|41|217	4.59	193|18|22|255	3.81									
1719		1|1|1	1	0.1	f4_007	0	0.1	131|34|34|255	3.47	255|255|255|255	2.93	255|255|255|255	0									
1720		1|1|1	1	0.1	f4_007	0	0.1	120|166|230|255	0	54|46|58|255	0	255|255|255|255	0									
1721		1|1|1		0.1	f4_007	4	0.1	255|165|165|255	3.91	255|166|166|207	3.09	255|255|255|255	0									
1722		1|1|1		0.36	f4_008	4	0.36	116|255|220|255	4.43	135|205|255|255	4.08	255|255|255|255	3.5									
1723		1|1|1		0.36	f4_008	4	0.36	97|150|255|255	4.55	255|224|97|255	3.76	255|255|255|255	0									
1724		1|1|1		0.36	f4_008	4	0.36	48|42|42|255	4.18	255|28|28|192	2.58	255|255|255|255	3.64									
1725		1|1|1		0.1	f4_009	4	0.1	14|255|155|255	4.01	149|255|237|255	3.37	255|255|255|255	0									
1726		1|1|1		0.1	f4_009	4	0.1	255|56|56|215	3.4	230|74|74|255	3.18	255|255|255|255	0									
1727		1|1|1		0.1	f4_009	4	0.1	202|41|111|255	0	41|41|41|255	0	255|255|255|255	0									
1728		1|1|1		0.34	f4_007	4	0.34	255|201|59|255	3.71	255|191|76|232	3.49	255|255|255|255	0									
1729		1|1|1		0.36	f4_008	4	0.36	255|194|86|229	4.44	74|74|74|255	3.03	255|255|255|255	3.59									
1730		1|1|1		0.5	f4_009	4	0.5	255|186|37|255	5.53	255|216|0|255	3.85	255|223|48|255	2.75									
1731		1|1|1		0.48	f4_010	4	0.48	255|103|103|185	4.63	255|220|210|187	0	245|188|65|255	4.08									
1732		1|1|1		0.48	f4_010	4	0.48	71|255|255|255	3.73	232|232|232|164	2.83	229|181|255|255	3.81									
1733		1|1|1		0.48	f4_010	4	0.48	255|203|225|255	5.75	255|93|185|182	2.6	170|251|255|255	0									
1734		1|1|1		0.5	f4_011	4	0.5	172|207|255|255	4.3	112|134|241|255	5.29	100|125|247|255	4.27									
1735		1|1|1		0.5	f4_011	4	0.5	249|158|152|255	5.3	255|121|121|255	4.96	253|104|113|255	6.08									
1736		1|1|1		0.5	f4_011	4	0.5	247|255|238|255	3.46	196|236|144|255	4.07	177|240|107|255	4.67									
1737		1|1|1	1	0	f4_012	0	0	72|55|125|255	0	255|78|228|255	0	77|219|184|255	0									
1738		1|1|1	1	0	f4_012	0	0	255|240|240|255	0	255|187|191|255	0	255|89|89|255	0									
1739		1|1|1	1	0.1	f4_012	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
1771		1|1|1		0.48	f4_010	4	0.48	255|249|236|255	5.35	255|183|56|255	4.09	230|250|255|255	3.95									
1772		1|1|1		0.5	f4_011	4	0.5	255|220|131|255	3.72	255|206|103|255	4.34	255|168|58|255	4.02									
1773		1|1|1	1	0.1	f4_012	0	0.1	255|246|138|255	0	252|255|67|255	0	255|134|69|255	0									
1801		1|1|1		0.5	m5_001	4	0.5	101|101|101|255	5.71	146|145|145|255	4.48	255|63|186|0	4.4									
1802		1|1|1		0.5	m5_001	4	0.5	251|228|101|215	6.01	225|194|115|255	6.94	234|220|112|255	5.54									
1803		1|1|1		0.5	m5_001	4	0.5	67|62|37|233	6.74	152|176|155|255	9.26	255|248|213|255	8.84									
1804		1|1|1		0.6	m5_004	4	0.6	144|112|72|255	7.95	255|112|112|153	4.17	56|56|56|255	3.66									
1805		1|1|1		0.6	m5_004	4	0.6	74|74|74|255	10.74	168|234|93|255	5.47	47|46|46|243	4.39									
1806		1|1|1		0.6	m5_004	4	0.6	211|211|211|144	9.6	255|255|255|211	5.03	208|208|208|255	4.41									
1807		1|1|1		0.5	m5_006	4	0.5	111|147|253|211	5.69	212|144|255|195	4.84	191|247|255|255	7.72									
1808		1|1|1		0.5	m5_006	4	0.5	213|163|88|255	7.2	146|106|35|255	8.21	204|104|75|171	4.29									
1809		1|1|1		0.5	m5_006	4	0.5	226|226|226|255	6.34	187|183|162|255	8.21	255|182|91|171	4.29									
1810		1|1|1		0.45	m5_002	4	0.45	185|237|255|209	0	113|119|255|255	7.76	255|211|172|121	2.77									
1811		1|1|1		0.45	m5_002	4	0.45	245|226|196|185	2.65	255|63|75|88	3.41	234|189|212|128	0									
1812		1|1|1		0.45	m5_002	4	0.45	133|133|133|255	5.19	155|155|155|255	2.25	255|86|86|255	7.41									
1813		1|1|1		0.5	m5_007	4	0.5	238|115|115|187	4.26	236|217|210|255	4.3	139|227|245|179	5.6									
1814		1|1|1		0.5	m5_007	4	0.5	97|144|111|187	4.26	255|210|131|255	3.77	245|220|115|179	4.62									
1815		1|1|1		0.5	m5_007	4	0.5	255|56|56|206	4.32	48|48|48|136	0	232|205|176|255	0									
1816		1|1|1		0.5	m5_003	4	0.5	168|255|247|255	6.19	255|158|95|255	6.36	255|228|170|255	7.47									
1817		1|1|1		0.5	m5_003	4	0.5	251|159|108|106	4.29	255|245|252|255	5.31	255|255|255|255	7.47									
1818		1|1|1		0.5	m5_003	4	0.5	85|140|185|106	6.3	255|80|80|255	3.27	101|49|73|255	7.47									
1819		1|1|1		0.5	m5_005	4	0.5	189|97|97|110	3.76	223|175|104|121	0	221|221|221|138	5.71									
1820		1|1|1		0.46	m5_005	4	0.46	130|145|249|235	3.35	136|152|255|131	4.02	242|243|227|239	7.64									
1821		1|1|1		0.5	m5_005	4	0.5	44|44|41|110	0	217|194|95|121	0	255|191|123|138	5.39									
1822		1|1|1		0.5	m5_009	4	0.5	101|191|255|78	2.76	255|255|255|255	2.71	255|255|255|136	4.05									
1823		1|1|1		0.5	m5_009	4	0.5	138|255|197|212	3.55	243|240|255|255	7.58	255|192|114|255	7.48									
1824		1|1|1		0.5	m5_009	4	0.5	255|252|245|255	7.63	193|145|102|255	7.8	243|112|112|208	6.74									
1825		1|1|1		0.5	m5_008	4	0.5	255|162|78|255	8.32	110|183|123|255	3.68	174|174|171|255	9.32									
1826		1|1|1		0.5	m5_008	4	0.5	59|198|255|255	7.26	111|124|253|219	3.33	213|143|122|255	9.26									
1827		1|1|1		0.5	m5_008	4	0.5	219|196|122|188	7.26	208|196|145|219	3.07	97|248|255|255	5.28									
1828		1|1|1		0.82	m5_005	4	0.82	191|138|0|110	0	129|129|129|29	0	255|191|123|138	5.39									
1829		1|1|1		0.62	m5_009	4	0.62	63|52|52|255	9.03	255|171|13|53	6.7	255|174|0|255	8.04									
1830		1|1|1		0.5	m5_008	4	0.5	73|73|73|255	8	255|174|31|255	3.76	255|174|0|255	6.89									
1831		1|1|1		0.1	m5_010	4	0.1	245|143|50|255	4.88	127|255|239|255	3.99	255|217|161|255	3.84									
1832		1|1|1		0.41	m5_010	4	0.41	255|94|46|255	4.02	251|190|112|222	4.91	255|246|232|255	3.23									
1833		1|1|1		0.1	m5_010	4	0.1	255|246|230|106	3.58	255|73|73|255	4.22	255|193|127|255	0									
1834		1|1|1		0.5	m5_011	4	0.5	223|229|255|255	5.47	108|170|255|255	5.57	190|208|251|255	4.47									
1835		1|1|1		0.5	m5_011	4	0.5	249|182|146|255	5.75	255|71|71|255	6.35	255|246|225|255	4.21									
1836		1|1|1		0.5	m5_011	4	0.5	149|245|162|255	5.27	238|255|238|255	10.38	255|241|163|255	4.81									
1837		1|1|1		0.5	m5_012	4	0.5	255|200|118|255	3.73	125|125|125|255	3.86	245|93|93|255	4									
1838		1|1|1		0.5	m5_012	4	0.5	255|200|118|255	3.73	255|255|255|255	3.86	134|128|138|255	4									
1839		1|1|1		0.5	m5_012	4	0.5	241|198|106|255	3.73	216|255|189|255	4.17	106|136|135|160	4									
1871		1|1|1		0.1	m5_010	4	0.1	255|252|249|141	0	255|180|69|255	7.42	255|208|142|204	3.06									
1872		1|1|1		0.5	m5_011	4	0.5	255|209|127|255	5.75	255|170|80|255	8.73	255|245|208|255	4.81									
1873		1|1|1		0.5	m5_012	4	0.5	241|164|48|255	4.6	220|155|255|255	4.5	166|92|35|190	4									
1901		1|1|1		0.36	f5_001	4	0.36	228|192|116|115	0	71|163|208|255	2.9	110|189|196|255	3.78									
1902		1|1|1		0.36	f5_001	4	0.36	255|73|73|208	2.5	255|249|225|255	3	255|248|219|106	2.21									
1903		1|1|1		0.36	f5_001	4	0.36	178|111|68|125	0	213|199|179|190	-0.81	255|205|118|255	3.35									
1904		1|1|1		0.62	f5_004	4	0.62	255|233|195|243	3.28	174|48|48|255	8.31	221|166|69|141	5.02									
1905		1|1|1		0.58	f5_004	4	0.58	241|161|193|255	4.46	255|99|199|255	5.18	249|206|161|255	6.68									
1906		1|1|1		0.5	f5_004	4	0.5	138|32|32|255	2.63	255|216|187|255	7.25	255|239|187|214	5.84									
1907		1|1|1		0.5	f5_005	4	0.5	144|137|117|0	0	210|255|204|144	0	255|208|187|35	0									
1908		1|1|1		0.5	f5_005	4	0.5	255|114|114|255	3.94	225|104|181|172	0	255|111|108|255	0									
1909		1|1|1		0.5	f5_005	4	0.5	251|206|88|255	3.86	247|172|138|255	5.21	210|164|67|35	0									
1910		1|1|1		0.5	f5_003	4	0.5	241|64|133|210	0	183|114|170|199	3.72	213|101|245|255	0									
1911		1|1|1		0.28	f5_003	4	0.28	255|37|37|255	5.58	39|33|33|255	4.45	249|77|137|255	5.51									
1912		1|1|1		0.5	f5_003	4	0.5	130|208|215|255	4.63	249|191|117|255	3.58	253|166|55|255	6.27									
1913		1|1|1		0.41	f5_002	4	0.41	129|66|104|72	0	250|168|255|137	0	189|114|255|0	0									
1914		1|1|1		0.43	f5_002	4	0.43	59|127|127|134	0	121|188|255|145	0	32|243|226|0	0									
1915		1|1|1		0.5	f5_002	4	0.5	133|53|53|0	0	255|131|131|0	0	255|86|201|0	0									
1916		1|1|1		0.5	f5_008	4	0.5	52|52|52|231	4.21	255|67|67|215	4.21	157|26|26|90	5.95									
1917		1|1|1		0.5	f5_008	4	0.5	107|135|215|255	4.35	114|80|149|255	6.86	201|119|238|255	4.09									
1918		1|1|1		0.5	f5_008	4	0.5	255|220|106|255	3.6	139|193|141|255	5.99	113|206|156|255	6.95									
1919		1|1|1		0.1	f5_006	4	0.1	241|241|241|255	4.73	106|193|135|121	5.35	237|253|230|255	3.28									
1920		1|1|1		0.1	f5_006	1	0.1	159|37|37|255	3.81	143|191|179|255	5.83	255|213|213|255	3.69									
1921		1|1|1		0.91	f5_006	4	0.91	232|202|179|209	4.81	188|113|221|106	4.57	255|178|178|255	3.84									
1922		1|1|1		0.84	f5_007	1	0.84	8|240|192|255	0	243|244|255|255	0	113|145|238|255	6.59									
1923		1|1|1	1	0.61	f5_007	0	0.61	247|67|67|255	0	243|244|255|255	0	184|113|238|255	6.59									
1924		1|1|1	1	0.61	f5_007	0	0.61	255|220|131|227	0	243|244|255|255	0	55|253|204|255	6.59									
1925		1|1|1		0.47	f5_009	4	0.47	112|133|238|255	5.27	255|174|73|255	0	64|116|86|255	7.83									
1926		1|1|1		0.46	f5_009	4	0.46	116|242|247|201	3.52	216|216|216|255	3.5	255|255|255|255	0									
1927		1|1|1		0.46	f5_009	4	0.46	255|95|158|227	3.98	127|210|217|193	0	198|151|255|255	5.29									
1928		1|1|1		0.11	f5_006	4	0.11	255|186|39|255	5.21	148|144|137|255	7.06	245|245|245|255	0.89									
1929		1|1|1		0.5	f5_007	4	0.5	255|216|0|255	3.31	255|163|0|255	3.77	255|163|0|255	11.42									
1930		1|1|1	1	0.9	f5_009	0	0.9	255|237|198|255	3.57	255|255|255|255	0	255|255|255|255	0									
1931		1|1|1		0.46	f5_010	4	0.46	60|208|247|255	4.44	219|231|255|255	3.31	148|255|237|255	3.23									
1932		1|1|1		0.46	f5_010	4	0.46	255|88|222|255	4.59	116|160|247|255	3.57	226|148|255|255	3.84									
1933		1|1|1		0.58	f5_010	4	0.58	255|61|61|255	6.22	253|124|124|255	3.26	208|214|214|255	5.16									
1934		1|1|1		0.5	f5_011	4	0.5	247|237|178|255	3.47	97|255|209|255	3.86	255|172|142|255	4.77									
1935		1|1|1		0.5	f5_011	4	0.5	41|41|41|255	3.94	241|85|85|255	4.33	255|235|213|255	4.2									
1936		1|1|1		0.5	f5_011	4	0.5	255|198|198|255	4.12	185|55|176|255	4.73	255|203|93|255	4.22									
1937		1|1|1		0.12	f5_012	4	0.12	255|214|108|255	5.09	50|50|50|255	3.4	255|209|174|255	4.37									
1938		1|1|1		0.12	f5_012	4	0.12	201|218|251|255	5.85	138|71|179|255	3.27	255|174|174|255	4.25									
1939		1|1|1		0.12	f5_012	4	0.12	255|255|255|204	4.31	49|47|65|255	3.4	194|255|159|255	4.37									
1971		1|1|1		0.46	f5_010	4	0.46	255|159|97|255	7.09	255|168|89|255	3.31	255|252|249|255	4.27									
1972		1|1|1		0.63	f5_011	4	0.63	249|173|58|255	4.12	84|84|84|255	4.73	255|255|255|255	5.14									
1973		1|1|1		0.12	f5_012	4	0.12	255|230|93|204	4.31	255|205|118|255	3.4	255|229|121|255	4.37									
2001		1|1|1		0.52	m6_010	4	0.52	255|148|185|255	0	255|56|101|255	6.37	181|72|72|255	3.7									
2002		1|1|1		0.52	m6_010	4	0.52	255|201|166|255	0	116|116|116|255	6.37	72|181|181|255	3.7									
2003		1|1|1		0.52	m6_010	4	0.52	174|143|62|255	3.65	234|137|15|255	8.59	69|64|64|255	3.61									
2004		1|1|1		0.1	m6_001	4	0.1	144|240|192|255	4.86	255|208|138|255	3.22	52|225|196|255	4.88									
2005		1|1|1		0.61	m6_001	4	0.61	131|131|131|168	5.62	243|218|112|214	3.39	255|131|0|190	4.56									
2006		1|1|1		0.61	m6_001	4	0.61	55|142|185|198	6.11	112|151|243|214	4.91	0|212|255|190	4.56									
