ResId	ResFile	ResFile2	ResAttribID	ResAttribID2	Desc
854	Player/Doodads/weapons/Prefabs/f3_d007_l.prefab	Player/Doodads/weapons/Prefabs/f3_d007_r.prefab	10484	10484	天忍刺14
855	Player/Doodads/weapons/Prefabs/f3_d005_l.prefab	Player/Doodads/weapons/Prefabs/f3_d005_r.prefab	10485	10485	天忍刺15
856	Player/Doodads/weapons/Prefabs/f3_d003_l.prefab	Player/Doodads/weapons/Prefabs/f3_d003_r.prefab	10486	10486	天忍刺16
857	Player/Doodads/weapons/Prefabs/f3_d008_l.prefab	Player/Doodads/weapons/Prefabs/f3_d008_r.prefab	10487	10487	天忍刺17
858	Player/Doodads/weapons/Prefabs/f3_d009_l.prefab	Player/Doodads/weapons/Prefabs/f3_d009_r.prefab	10488	10488	天忍刺18
859	Player/Doodads/weapons/Prefabs/f3_d010_l.prefab	Player/Doodads/weapons/Prefabs/f3_d010_r.prefab	10489	10489	天忍刺19
860	Player/Doodads/weapons/Prefabs/f3_d011_l.prefab	Player/Doodads/weapons/Prefabs/f3_d011_r.prefab	10490	10490	天忍刺20
861		Player/Doodads/weapons/Prefabs/m4_w012.prefab		10491	少林棍11
862		Player/Doodads/weapons/Prefabs/m4_w003.prefab		10492	少林棍12
863		Player/Doodads/weapons/Prefabs/m4_w004.prefab		10493	少林棍13
864		Player/Doodads/weapons/Prefabs/m4_w005.prefab		10494	少林棍14
865		Player/Doodads/weapons/Prefabs/m4_w006.prefab		10495	少林棍15
866		Player/Doodads/weapons/Prefabs/m4_w007.prefab		10496	少林棍16
867		Player/Doodads/weapons/Prefabs/m4_w009.prefab		10497	少林棍17
868		Player/Doodads/weapons/Prefabs/m4_w008.prefab		10498	少林棍18
869		Player/Doodads/weapons/Prefabs/m4_w010.prefab		10499	少林棍19
870		Player/Doodads/weapons/Prefabs/m4_w011.prefab		10500	少林棍20
871		Player/Doodads/weapons/Prefabs/f4_k012.prefab		10501	翠烟伞11
872		Player/Doodads/weapons/Prefabs/f4_k006.prefab		10502	翠烟伞12
873		Player/Doodads/weapons/Prefabs/f4_k002.prefab		10503	翠烟伞13
874		Player/Doodads/weapons/Prefabs/f4_k003.prefab		10504	翠烟伞14
875		Player/Doodads/weapons/Prefabs/f4_k004.prefab		10505	翠烟伞15
876		Player/Doodads/weapons/Prefabs/f4_k007.prefab		10506	翠烟伞16
877		Player/Doodads/weapons/Prefabs/f4_k008.prefab		10507	翠烟伞17
878		Player/Doodads/weapons/Prefabs/f4_k009.prefab		10508	翠烟伞18
879		Player/Doodads/weapons/Prefabs/f4_k010.prefab		10509	翠烟伞19
880		Player/Doodads/weapons/Prefabs/f4_k011.prefab		10510	翠烟伞20
881	Player/Doodads/weapons/Prefabs/m5_a012_l.prefab	Player/Doodads/weapons/Prefabs/m5_a012_r.prefab	10511	10511	唐门弩11
882	Player/Doodads/weapons/Prefabs/m5_a003_l.prefab	Player/Doodads/weapons/Prefabs/m5_a003_r.prefab	10512	10512	唐门弩12
883	Player/Doodads/weapons/Prefabs/m5_a004_l.prefab	Player/Doodads/weapons/Prefabs/m5_a004_r.prefab	10513	10513	唐门弩13
884	Player/Doodads/weapons/Prefabs/m5_a005_l.prefab	Player/Doodads/weapons/Prefabs/m5_a005_r.prefab	10514	10514	唐门弩14
885	Player/Doodads/weapons/Prefabs/m5_a009_l.prefab	Player/Doodads/weapons/Prefabs/m5_a009_r.prefab	10515	10515	唐门弩15
886	Player/Doodads/weapons/Prefabs/m5_a007_l.prefab	Player/Doodads/weapons/Prefabs/m5_a007_r.prefab	10516	10516	唐门弩16
887	Player/Doodads/weapons/Prefabs/m5_a006_l.prefab	Player/Doodads/weapons/Prefabs/m5_a006_r.prefab	10517	10517	唐门弩17
888	Player/Doodads/weapons/Prefabs/m5_a008_l.prefab	Player/Doodads/weapons/Prefabs/m5_a008_r.prefab	10518	10518	唐门弩18
889	Player/Doodads/weapons/Prefabs/m5_a010_l.prefab	Player/Doodads/weapons/Prefabs/m5_a010_r.prefab	10519	10519	唐门弩19
890	Player/Doodads/weapons/Prefabs/m5_a011_l.prefab	Player/Doodads/weapons/Prefabs/m5_a011_r.prefab	10520	10520	唐门弩20
891	Player/Doodads/weapons/Prefabs/f5_s012_l.prefab	Player/Doodads/weapons/Prefabs/f5_s012_r.prefab	10521	10521	昆仑剑11
892	Player/Doodads/weapons/Prefabs/f5_s003_l.prefab	Player/Doodads/weapons/Prefabs/f5_s003_r.prefab	10522	10522	昆仑剑12
893	Player/Doodads/weapons/Prefabs/f5_s004_l.prefab	Player/Doodads/weapons/Prefabs/f5_s004_r.prefab	10523	10523	昆仑剑13
894	Player/Doodads/weapons/Prefabs/f5_s005_l.prefab	Player/Doodads/weapons/Prefabs/f5_s005_r.prefab	10524	10524	昆仑剑14
895	Player/Doodads/weapons/Prefabs/f5_s006_l.prefab	Player/Doodads/weapons/Prefabs/f5_s006_r.prefab	10525	10525	昆仑剑15
896	Player/Doodads/weapons/Prefabs/f5_s007_l.prefab	Player/Doodads/weapons/Prefabs/f5_s007_r.prefab	10526	10526	昆仑剑16
897	Player/Doodads/weapons/Prefabs/f5_s008_l.prefab	Player/Doodads/weapons/Prefabs/f5_s008_r.prefab	10527	10527	昆仑剑17
898	Player/Doodads/weapons/Prefabs/f5_s009_l.prefab	Player/Doodads/weapons/Prefabs/f5_s009_r.prefab	10528	10528	昆仑剑18
899	Player/Doodads/weapons/Prefabs/f5_s010_l.prefab	Player/Doodads/weapons/Prefabs/f5_s010_r.prefab	10529	10529	昆仑剑19
900	Player/Doodads/weapons/Prefabs/f5_s011_l.prefab	Player/Doodads/weapons/Prefabs/f5_s011_r.prefab	10530	10530	昆仑剑20
901		Player/Doodads/weapons/Prefabs/m6_h012.prefab		10531	丐帮棍11
902		Player/Doodads/weapons/Prefabs/m6_h003.prefab		10532	丐帮棍12
903		Player/Doodads/weapons/Prefabs/m6_h004.prefab		10533	丐帮棍13
904		Player/Doodads/weapons/Prefabs/m6_h005.prefab		10534	丐帮棍14
905		Player/Doodads/weapons/Prefabs/m6_h006.prefab		10535	丐帮棍15
906		Player/Doodads/weapons/Prefabs/m6_h007.prefab		10536	丐帮棍16
907		Player/Doodads/weapons/Prefabs/m6_h008.prefab		10537	丐帮棍17
908		Player/Doodads/weapons/Prefabs/m6_h009.prefab		10538	丐帮棍18
909		Player/Doodads/weapons/Prefabs/m6_h010.prefab		10539	丐帮棍19
910		Player/Doodads/weapons/Prefabs/m6_h011.prefab		10540	丐帮棍20
911		Player/Doodads/weapons/Prefabs/f6_h012.prefab		10541	五毒笛11
912		Player/Doodads/weapons/Prefabs/f6_h003.prefab		10542	五毒笛12
913		Player/Doodads/weapons/Prefabs/f6_h004.prefab		10543	五毒笛13
914		Player/Doodads/weapons/Prefabs/f6_h005.prefab		10544	五毒笛14
915		Player/Doodads/weapons/Prefabs/f6_h006.prefab		10545	五毒笛15
916		Player/Doodads/weapons/Prefabs/f6_h007.prefab		10546	五毒笛16
917		Player/Doodads/weapons/Prefabs/f6_h008.prefab		10547	五毒笛17
918		Player/Doodads/weapons/Prefabs/f6_h009.prefab		10548	五毒笛18
919		Player/Doodads/weapons/Prefabs/f6_h010.prefab		10549	五毒笛19
920		Player/Doodads/weapons/Prefabs/f6_h011.prefab		10550	五毒笛20
921	Player/Doodads/weapons/Prefabs/m7_s012_l.prefab	Player/Doodads/weapons/Prefabs/m7_s012_r.prefab	10551	10551	藏剑剑11
922	Player/Doodads/weapons/Prefabs/m7_s003_l.prefab	Player/Doodads/weapons/Prefabs/m7_s003_r.prefab	10552	10552	藏剑剑12
923	Player/Doodads/weapons/Prefabs/m7_s004_l.prefab	Player/Doodads/weapons/Prefabs/m7_s004_r.prefab	10553	10553	藏剑剑13
924	Player/Doodads/weapons/Prefabs/m7_s005_l.prefab	Player/Doodads/weapons/Prefabs/m7_s005_r.prefab	10554	10554	藏剑剑14
925	Player/Doodads/weapons/Prefabs/m7_s006_l.prefab	Player/Doodads/weapons/Prefabs/m7_s006_r.prefab	10555	10555	藏剑剑15
926	Player/Doodads/weapons/Prefabs/m7_s007_l.prefab	Player/Doodads/weapons/Prefabs/m7_s007_r.prefab	10556	10556	藏剑剑16
927	Player/Doodads/weapons/Prefabs/m7_s008_l.prefab	Player/Doodads/weapons/Prefabs/m7_s008_r.prefab	10557	10557	藏剑剑17
928	Player/Doodads/weapons/Prefabs/m7_s009_l.prefab	Player/Doodads/weapons/Prefabs/m7_s009_r.prefab	10558	10558	藏剑剑18
929	Player/Doodads/weapons/Prefabs/m7_s010_l.prefab	Player/Doodads/weapons/Prefabs/m7_s010_r.prefab	10559	10559	藏剑剑19
930	Player/Doodads/weapons/Prefabs/m7_s011_l.prefab	Player/Doodads/weapons/Prefabs/m7_s011_r.prefab	10560	10560	藏剑剑20
931		Player/Doodads/weapons/Prefabs/f7_s012.prefab		10561	长歌扇11
932		Player/Doodads/weapons/Prefabs/f7_s003.prefab		10562	长歌扇12
933		Player/Doodads/weapons/Prefabs/f7_s004.prefab		10563	长歌扇13
934		Player/Doodads/weapons/Prefabs/f7_s005.prefab		10564	长歌扇14
935		Player/Doodads/weapons/Prefabs/f7_s006.prefab		10565	长歌扇15
936		Player/Doodads/weapons/Prefabs/f7_s007.prefab		10566	长歌扇16
937		Player/Doodads/weapons/Prefabs/f7_s008.prefab		10567	长歌扇17
938		Player/Doodads/weapons/Prefabs/f7_s009.prefab		10568	长歌扇18
939		Player/Doodads/weapons/Prefabs/f7_s010.prefab		10569	长歌扇19
940		Player/Doodads/weapons/Prefabs/f7_s011.prefab		10570	长歌扇20
941		Player/Doodads/weapons/Prefabs/m1_l002.prefab		10571	15门派武器11
942		Player/Doodads/weapons/Prefabs/m1_l003.prefab		10572	15门派武器12
943		Player/Doodads/weapons/Prefabs/m1_l005.prefab		10573	15门派武器13
944		Player/Doodads/weapons/Prefabs/m1_l007.prefab		10574	15门派武器14
945		Player/Doodads/weapons/Prefabs/m1_l006.prefab		10575	15门派武器15
946		Player/Doodads/weapons/Prefabs/m1_l004.prefab		10576	15门派武器16
947		Player/Doodads/weapons/Prefabs/m1_l008.prefab		10577	15门派武器17
948		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10578	15门派武器18
949		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10579	15门派武器19
950		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10580	15门派武器20
951		Player/Doodads/weapons/Prefabs/m1_l002.prefab		10581	16门派武器11
952		Player/Doodads/weapons/Prefabs/m1_l003.prefab		10582	16门派武器12
953		Player/Doodads/weapons/Prefabs/m1_l005.prefab		10583	16门派武器13
954		Player/Doodads/weapons/Prefabs/m1_l007.prefab		10584	16门派武器14
955		Player/Doodads/weapons/Prefabs/m1_l006.prefab		10585	16门派武器15
956		Player/Doodads/weapons/Prefabs/m1_l004.prefab		10586	16门派武器16
957		Player/Doodads/weapons/Prefabs/m1_l008.prefab		10587	16门派武器17
958		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10588	16门派武器18
959		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10589	16门派武器19
960		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10590	16门派武器20
961		Player/Doodads/weapons/Prefabs/m1_l002.prefab		10591	17门派武器11
962		Player/Doodads/weapons/Prefabs/m1_l003.prefab		10592	17门派武器12
963		Player/Doodads/weapons/Prefabs/m1_l005.prefab		10593	17门派武器13
964		Player/Doodads/weapons/Prefabs/m1_l007.prefab		10594	17门派武器14
965		Player/Doodads/weapons/Prefabs/m1_l006.prefab		10595	17门派武器15
966		Player/Doodads/weapons/Prefabs/m1_l004.prefab		10596	17门派武器16
967		Player/Doodads/weapons/Prefabs/m1_l008.prefab		10597	17门派武器17
968		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10598	17门派武器18
969		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10599	17门派武器19
970		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10600	17门派武器20
971		Player/Doodads/weapons/Prefabs/m1_l002.prefab		10601	18门派武器11
972		Player/Doodads/weapons/Prefabs/m1_l003.prefab		10602	18门派武器12
973		Player/Doodads/weapons/Prefabs/m1_l005.prefab		10603	18门派武器13
974		Player/Doodads/weapons/Prefabs/m1_l007.prefab		10604	18门派武器14
975		Player/Doodads/weapons/Prefabs/m1_l006.prefab		10605	18门派武器15
976		Player/Doodads/weapons/Prefabs/m1_l004.prefab		10606	18门派武器16
977		Player/Doodads/weapons/Prefabs/m1_l008.prefab		10607	18门派武器17
978		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10608	18门派武器18
979		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10609	18门派武器19
980		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10610	18门派武器20
981		Player/Doodads/weapons/Prefabs/m1_l002.prefab		10611	19门派武器11
982		Player/Doodads/weapons/Prefabs/m1_l003.prefab		10612	19门派武器12
983		Player/Doodads/weapons/Prefabs/m1_l005.prefab		10613	19门派武器13
984		Player/Doodads/weapons/Prefabs/m1_l007.prefab		10614	19门派武器14
985		Player/Doodads/weapons/Prefabs/m1_l006.prefab		10615	19门派武器15
986		Player/Doodads/weapons/Prefabs/m1_l004.prefab		10616	19门派武器16
987		Player/Doodads/weapons/Prefabs/m1_l008.prefab		10617	19门派武器17
988		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10618	19门派武器18
989		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10619	19门派武器19
990		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10620	19门派武器20
991		Player/Doodads/weapons/Prefabs/m1_l002.prefab		10621	20门派武器11
992		Player/Doodads/weapons/Prefabs/m1_l003.prefab		10622	20门派武器12
993		Player/Doodads/weapons/Prefabs/m1_l005.prefab		10623	20门派武器13
994		Player/Doodads/weapons/Prefabs/m1_l007.prefab		10624	20门派武器14
995		Player/Doodads/weapons/Prefabs/m1_l006.prefab		10625	20门派武器15
996		Player/Doodads/weapons/Prefabs/m1_l004.prefab		10626	20门派武器16
997		Player/Doodads/weapons/Prefabs/m1_l008.prefab		10627	20门派武器17
998		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10628	20门派武器18
999		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10629	20门派武器19
1000		Player/Doodads/weapons/Prefabs/m1_l009.prefab		10630	20门派武器20
1001	Player/Doodads/weapons/Prefabs/m2_h007.prefab	Player/Doodads/weapons/Prefabs/m2_h007.prefab	11001	11001	天王出生锤·偏色1
1002	Player/Doodads/weapons/Prefabs/m2_h007.prefab	Player/Doodads/weapons/Prefabs/m2_h007.prefab	11002	11002	天王出生锤·偏色2
1003	Player/Doodads/weapons/Prefabs/m2_h007.prefab	Player/Doodads/weapons/Prefabs/m2_h007.prefab	11003	11003	天王出生锤·偏色3
1004	Player/Doodads/weapons/Prefabs/m2_h006.prefab	Player/Doodads/weapons/Prefabs/m2_h006.prefab	11004	11004	天王锤1·偏色1
1005	Player/Doodads/weapons/Prefabs/m2_h006.prefab	Player/Doodads/weapons/Prefabs/m2_h006.prefab	11005	11005	天王锤1·偏色2
1006	Player/Doodads/weapons/Prefabs/m2_h006.prefab	Player/Doodads/weapons/Prefabs/m2_h006.prefab	11006	11006	天王锤1·偏色3
1007	Player/Doodads/weapons/Prefabs/m2_h002.prefab	Player/Doodads/weapons/Prefabs/m2_h002.prefab	11007	11007	天王锤2·偏色1
1008	Player/Doodads/weapons/Prefabs/m2_h002.prefab	Player/Doodads/weapons/Prefabs/m2_h002.prefab	11008	11008	天王锤2·偏色2
1009	Player/Doodads/weapons/Prefabs/m2_h002.prefab	Player/Doodads/weapons/Prefabs/m2_h002.prefab	11009	11009	天王锤2·偏色3
1010	Player/Doodads/weapons/Prefabs/m2_h001.prefab	Player/Doodads/weapons/Prefabs/m2_h001.prefab	11010	11010	天王锤3·偏色1
1011	Player/Doodads/weapons/Prefabs/m2_h001.prefab	Player/Doodads/weapons/Prefabs/m2_h001.prefab	11011	11011	天王锤3·偏色2
1012	Player/Doodads/weapons/Prefabs/m2_h001.prefab	Player/Doodads/weapons/Prefabs/m2_h001.prefab	11012	11012	天王锤3·偏色3
1013	Player/Doodads/weapons/Prefabs/m2_h003.prefab	Player/Doodads/weapons/Prefabs/m2_h003.prefab	11013	11013	天王锤4·偏色1
1014	Player/Doodads/weapons/Prefabs/m2_h003.prefab	Player/Doodads/weapons/Prefabs/m2_h003.prefab	11014	11014	天王锤4·偏色2
1015	Player/Doodads/weapons/Prefabs/m2_h003.prefab	Player/Doodads/weapons/Prefabs/m2_h003.prefab	11015	11015	天王锤4·偏色3
1016	Player/Doodads/weapons/Prefabs/m2_h005.prefab	Player/Doodads/weapons/Prefabs/m2_h005.prefab	11016	11016	天王锤5·偏色1
1017	Player/Doodads/weapons/Prefabs/m2_h005.prefab	Player/Doodads/weapons/Prefabs/m2_h005.prefab	11017	11017	天王锤5·偏色2
1018	Player/Doodads/weapons/Prefabs/m2_h005.prefab	Player/Doodads/weapons/Prefabs/m2_h005.prefab	11018	11018	天王锤5·偏色3
1019	Player/Doodads/weapons/Prefabs/m2_h004.prefab	Player/Doodads/weapons/Prefabs/m2_h004.prefab	11019	11019	天王锤6·偏色1
1020	Player/Doodads/weapons/Prefabs/m2_h004.prefab	Player/Doodads/weapons/Prefabs/m2_h004.prefab	11020	11020	天王锤6·偏色2
1021	Player/Doodads/weapons/Prefabs/m2_h004.prefab	Player/Doodads/weapons/Prefabs/m2_h004.prefab	11021	11021	天王锤6·偏色3
1022	Player/Doodads/weapons/Prefabs/m2_h008.prefab	Player/Doodads/weapons/Prefabs/m2_h008.prefab	11022	11022	天王锤7·偏色1
1023	Player/Doodads/weapons/Prefabs/m2_h008.prefab	Player/Doodads/weapons/Prefabs/m2_h008.prefab	11023	11023	天王锤7·偏色2
1024	Player/Doodads/weapons/Prefabs/m2_h008.prefab	Player/Doodads/weapons/Prefabs/m2_h008.prefab	11024	11024	天王锤7·偏色3
1025	Player/Doodads/weapons/Prefabs/m2_h009.prefab	Player/Doodads/weapons/Prefabs/m2_h009.prefab	11025	11025	天王锤8·偏色1
1026	Player/Doodads/weapons/Prefabs/m2_h009.prefab	Player/Doodads/weapons/Prefabs/m2_h009.prefab	11026	11026	天王锤8·偏色2
1027	Player/Doodads/weapons/Prefabs/m2_h009.prefab	Player/Doodads/weapons/Prefabs/m2_h009.prefab	11027	11027	天王锤8·偏色3
1028	Player/Doodads/weapons/Prefabs/m2_h010.prefab	Player/Doodads/weapons/Prefabs/m2_h010.prefab	11028	11028	天王锤9·偏色1
1029	Player/Doodads/weapons/Prefabs/m2_h010.prefab	Player/Doodads/weapons/Prefabs/m2_h010.prefab	11029	11029	天王锤9·偏色2
1030	Player/Doodads/weapons/Prefabs/m2_h010.prefab	Player/Doodads/weapons/Prefabs/m2_h010.prefab	11030	11030	天王锤9·偏色3
1031	Player/Doodads/weapons/Prefabs/m2_h011.prefab	Player/Doodads/weapons/Prefabs/m2_h011.prefab	11031	11031	天王锤10·偏色1
1032	Player/Doodads/weapons/Prefabs/m2_h011.prefab	Player/Doodads/weapons/Prefabs/m2_h011.prefab	11032	11032	天王锤10·偏色2
1033	Player/Doodads/weapons/Prefabs/m2_h011.prefab	Player/Doodads/weapons/Prefabs/m2_h011.prefab	11033	11033	天王锤10·偏色3
1034	Player/Doodads/weapons/Prefabs/m2_h012.prefab	Player/Doodads/weapons/Prefabs/m2_h012.prefab	11034	11034	天王锤11·偏色1
1035	Player/Doodads/weapons/Prefabs/m2_h012.prefab	Player/Doodads/weapons/Prefabs/m2_h012.prefab	11035	11035	天王锤11·偏色2
1036	Player/Doodads/weapons/Prefabs/m2_h012.prefab	Player/Doodads/weapons/Prefabs/m2_h012.prefab	11036	11036	天王锤11·偏色3
1101		Player/Doodads/weapons/Prefabs/f2_s001.prefab		11101	峨眉出生剑·偏色1
1102		Player/Doodads/weapons/Prefabs/f2_s001.prefab		11102	峨眉出生剑·偏色2
1103		Player/Doodads/weapons/Prefabs/f2_s001.prefab		11103	峨眉出生剑·偏色3
1104		Player/Doodads/weapons/Prefabs/f2_s002.prefab		11104	峨眉剑1·偏色1
1105		Player/Doodads/weapons/Prefabs/f2_s002.prefab		11105	峨眉剑1·偏色2
1106		Player/Doodads/weapons/Prefabs/f2_s002.prefab		11106	峨眉剑1·偏色3
1107		Player/Doodads/weapons/Prefabs/f2_s003.prefab		11107	峨眉剑2·偏色1
1108		Player/Doodads/weapons/Prefabs/f2_s003.prefab		11108	峨眉剑2·偏色2
1109		Player/Doodads/weapons/Prefabs/f2_s003.prefab		11109	峨眉剑2·偏色3
1110		Player/Doodads/weapons/Prefabs/f2_s006.prefab		11110	峨眉剑3·偏色1
1111		Player/Doodads/weapons/Prefabs/f2_s006.prefab		11111	峨眉剑3·偏色2
1112		Player/Doodads/weapons/Prefabs/f2_s006.prefab		11112	峨眉剑3·偏色3
1113		Player/Doodads/weapons/Prefabs/f2_s004.prefab		11113	峨眉剑4·偏色1
1114		Player/Doodads/weapons/Prefabs/f2_s004.prefab		11114	峨眉剑4·偏色2
1115		Player/Doodads/weapons/Prefabs/f2_s004.prefab		11115	峨眉剑4·偏色3
1116		Player/Doodads/weapons/Prefabs/f2_s005.prefab		11116	峨眉剑5·偏色1
1117		Player/Doodads/weapons/Prefabs/f2_s005.prefab		11117	峨眉剑5·偏色2
1118		Player/Doodads/weapons/Prefabs/f2_s005.prefab		11118	峨眉剑5·偏色3
1119		Player/Doodads/weapons/Prefabs/f2_s007.prefab		11119	峨眉剑6·偏色1
1120		Player/Doodads/weapons/Prefabs/f2_s007.prefab		11120	峨眉剑6·偏色2
1121		Player/Doodads/weapons/Prefabs/f2_s007.prefab		11121	峨眉剑6·偏色3
1122		Player/Doodads/weapons/Prefabs/f2_s008.prefab		11122	峨眉剑7·偏色1
1123		Player/Doodads/weapons/Prefabs/f2_s008.prefab		11123	峨眉剑7·偏色2
1124		Player/Doodads/weapons/Prefabs/f2_s008.prefab		11124	峨眉剑7·偏色3
1125		Player/Doodads/weapons/Prefabs/f2_s009.prefab		11125	峨眉剑8·偏色1
1126		Player/Doodads/weapons/Prefabs/f2_s009.prefab		11126	峨眉剑8·偏色2
1127		Player/Doodads/weapons/Prefabs/f2_s009.prefab		11127	峨眉剑8·偏色3
1128		Player/Doodads/weapons/Prefabs/f2_s010.prefab		11128	峨眉剑9·偏色1
1129		Player/Doodads/weapons/Prefabs/f2_s010.prefab		11129	峨眉剑9·偏色2
1130		Player/Doodads/weapons/Prefabs/f2_s010.prefab		11130	峨眉剑9·偏色3
1131		Player/Doodads/weapons/Prefabs/f2_s011.prefab		11131	峨眉剑10·偏色1
1132		Player/Doodads/weapons/Prefabs/f2_s011.prefab		11132	峨眉剑10·偏色2
1133		Player/Doodads/weapons/Prefabs/f2_s011.prefab		11133	峨眉剑10·偏色3
1134		Player/Doodads/weapons/Prefabs/f2_s012.prefab		11134	峨眉剑11·偏色1
1135		Player/Doodads/weapons/Prefabs/f2_s012.prefab		11135	峨眉剑11·偏色2
1136		Player/Doodads/weapons/Prefabs/f2_s012.prefab		11136	峨眉剑11·偏色3
1201	Player/Doodads/weapons/Prefabs/f1_a001.prefab		11201		桃花出生弓·偏色1
1202	Player/Doodads/weapons/Prefabs/f1_a001.prefab		11202		桃花出生弓·偏色2
1203	Player/Doodads/weapons/Prefabs/f1_a001.prefab		11203		桃花出生弓·偏色3
1204	Player/Doodads/weapons/Prefabs/f1_a004.prefab		11204		桃花弓1·偏色1
1205	Player/Doodads/weapons/Prefabs/f1_a004.prefab		11205		桃花弓1·偏色2
1206	Player/Doodads/weapons/Prefabs/f1_a004.prefab		11206		桃花弓1·偏色3
1207	Player/Doodads/weapons/Prefabs/f1_a002.prefab		11207		桃花弓2·偏色1
1208	Player/Doodads/weapons/Prefabs/f1_a002.prefab		11208		桃花弓2·偏色2
1209	Player/Doodads/weapons/Prefabs/f1_a002.prefab		11209		桃花弓2·偏色3
1210	Player/Doodads/weapons/Prefabs/f1_a003.prefab		11210		桃花弓3·偏色1
1211	Player/Doodads/weapons/Prefabs/f1_a003.prefab		11211		桃花弓3·偏色2
1212	Player/Doodads/weapons/Prefabs/f1_a003.prefab		11212		桃花弓3·偏色3
1213	Player/Doodads/weapons/Prefabs/f1_a005.prefab		11213		桃花弓4·偏色1
1214	Player/Doodads/weapons/Prefabs/f1_a005.prefab		11214		桃花弓4·偏色2
1215	Player/Doodads/weapons/Prefabs/f1_a005.prefab		11215		桃花弓4·偏色3
1216	Player/Doodads/weapons/Prefabs/f1_a006.prefab		11216		桃花弓5·偏色1
1217	Player/Doodads/weapons/Prefabs/f1_a006.prefab		11217		桃花弓5·偏色2
1218	Player/Doodads/weapons/Prefabs/f1_a006.prefab		11218		桃花弓5·偏色3
1219	Player/Doodads/weapons/Prefabs/f1_a007.prefab		11219		桃花弓6·偏色1
1220	Player/Doodads/weapons/Prefabs/f1_a007.prefab		11220		桃花弓6·偏色2
1221	Player/Doodads/weapons/Prefabs/f1_a007.prefab		11221		桃花弓6·偏色3
1222	Player/Doodads/weapons/Prefabs/f1_a008.prefab		11222		桃花弓7·偏色1
1223	Player/Doodads/weapons/Prefabs/f1_a008.prefab		11223		桃花弓7·偏色2
1224	Player/Doodads/weapons/Prefabs/f1_a008.prefab		11224		桃花弓7·偏色3
1225	Player/Doodads/weapons/Prefabs/f1_a009.prefab		11225		桃花弓8·偏色1
1226	Player/Doodads/weapons/Prefabs/f1_a009.prefab		11226		桃花弓8·偏色2
1227	Player/Doodads/weapons/Prefabs/f1_a009.prefab		11227		桃花弓8·偏色3
1228	Player/Doodads/weapons/Prefabs/f1_a010.prefab		11228		桃花弓9·偏色1
1229	Player/Doodads/weapons/Prefabs/f1_a010.prefab		11229		桃花弓9·偏色2
1230	Player/Doodads/weapons/Prefabs/f1_a010.prefab		11230		桃花弓9·偏色3
1231	Player/Doodads/weapons/Prefabs/f1_a011.prefab		11231		桃花弓10·偏色1
1232	Player/Doodads/weapons/Prefabs/f1_a011.prefab		11232		桃花弓10·偏色2
1233	Player/Doodads/weapons/Prefabs/f1_a011.prefab		11233		桃花弓10·偏色3
1234	Player/Doodads/weapons/Prefabs/f1_a012.prefab		11234		桃花弓11·偏色1
1235	Player/Doodads/weapons/Prefabs/f1_a012.prefab		11235		桃花弓11·偏色2
1236	Player/Doodads/weapons/Prefabs/f1_a012.prefab		11236		桃花弓11·偏色3
1301		Player/Doodads/weapons/Prefabs/m1_l001.prefab		11301	逍遥出生枪·偏色1
1302		Player/Doodads/weapons/Prefabs/m1_l001.prefab		11302	逍遥出生枪·偏色2
1303		Player/Doodads/weapons/Prefabs/m1_l001.prefab		11303	逍遥出生枪·偏色3
1304		Player/Doodads/weapons/Prefabs/m1_l002.prefab		11304	逍遥枪1·偏色1
1305		Player/Doodads/weapons/Prefabs/m1_l002.prefab		11305	逍遥枪1·偏色2
1306		Player/Doodads/weapons/Prefabs/m1_l002.prefab		11306	逍遥枪1·偏色3
1307		Player/Doodads/weapons/Prefabs/m1_l003.prefab		11307	逍遥枪2·偏色1
1308		Player/Doodads/weapons/Prefabs/m1_l003.prefab		11308	逍遥枪2·偏色2
1309		Player/Doodads/weapons/Prefabs/m1_l003.prefab		11309	逍遥枪2·偏色3
1310		Player/Doodads/weapons/Prefabs/m1_l005.prefab		11310	逍遥枪3·偏色1
1311		Player/Doodads/weapons/Prefabs/m1_l005.prefab		11311	逍遥枪3·偏色2
1312		Player/Doodads/weapons/Prefabs/m1_l005.prefab		11312	逍遥枪3·偏色3
1313		Player/Doodads/weapons/Prefabs/m1_l007.prefab		11313	逍遥枪4·偏色1
1314		Player/Doodads/weapons/Prefabs/m1_l007.prefab		11314	逍遥枪4·偏色2
