ChangeId	Desc	Part	ConsumeCount	ColorItem1	ColorItem2	ColorItem3	ColorItem4	ColorItem5	ColorItem6	ColorItem7	ColorItem8	NameFacion1	NameFacion2	NameFacion3	NameFacion4	NameFacion5	NameFacion6	NameFacion7	NameFacion8	NameFacion9	NameFacion10	NameFacion11	NameFacion12	NameFacion13	NameFacion14
1076	外裝T6（天忍）·60天	0		4777								天忍專屬：<青竹覓影>	天忍專屬：<落花映雪>	天忍專屬：<落花映雪>	天忍專屬：<青竹覓影>	天忍專屬：<青竹覓影>	天忍專屬：<落花映雪>	天忍專屬：<青竹覓影>	天忍專屬：<落花映雪>	天忍專屬：<青竹覓影>	天忍專屬：<落花映雪>	天忍專屬：<青竹覓影>	天忍專屬：<落花映雪>	天忍專屬：<青竹覓影>	天忍專屬：<落花映雪>
1077	外裝T6（少林）·60天	0		4778								少林專屬：<青竹覓影>	少林專屬：<落花映雪>	少林專屬：<落花映雪>	少林專屬：<青竹覓影>	少林專屬：<青竹覓影>	少林專屬：<落花映雪>	少林專屬：<青竹覓影>	少林專屬：<落花映雪>	少林專屬：<青竹覓影>	少林專屬：<落花映雪>	少林專屬：<青竹覓影>	少林專屬：<落花映雪>	少林專屬：<青竹覓影>	少林專屬：<落花映雪>
1078	外裝T6（翠煙）·60天	0		4779								翠煙專屬：<青竹覓影>	翠煙專屬：<落花映雪>	翠煙專屬：<落花映雪>	翠煙專屬：<青竹覓影>	翠煙專屬：<青竹覓影>	翠煙專屬：<落花映雪>	翠煙專屬：<青竹覓影>	翠煙專屬：<落花映雪>	翠煙專屬：<青竹覓影>	翠煙專屬：<落花映雪>	翠煙專屬：<青竹覓影>	翠煙專屬：<落花映雪>	翠煙專屬：<青竹覓影>	翠煙專屬：<落花映雪>
1079	外裝T6（唐門）·60天	0		4780								唐門專屬：<青竹覓影>	唐門專屬：<落花映雪>	唐門專屬：<落花映雪>	唐門專屬：<青竹覓影>	唐門專屬：<青竹覓影>	唐門專屬：<落花映雪>	唐門專屬：<青竹覓影>	唐門專屬：<落花映雪>	唐門專屬：<青竹覓影>	唐門專屬：<落花映雪>	唐門專屬：<青竹覓影>	唐門專屬：<落花映雪>	唐門專屬：<青竹覓影>	唐門專屬：<落花映雪>
1080	外裝T6（昆侖）·60天	0		4781								昆侖專屬：<青竹覓影>	昆侖專屬：<落花映雪>	昆侖專屬：<落花映雪>	昆侖專屬：<青竹覓影>	昆侖專屬：<青竹覓影>	昆侖專屬：<落花映雪>	昆侖專屬：<青竹覓影>	昆侖專屬：<落花映雪>	昆侖專屬：<青竹覓影>	昆侖專屬：<落花映雪>	昆侖專屬：<青竹覓影>	昆侖專屬：<落花映雪>	昆侖專屬：<青竹覓影>	昆侖專屬：<落花映雪>
1081	外裝T6（丐幫）·60天	0		4782								丐幫專屬：<青竹覓影>	丐幫專屬：<落花映雪>	丐幫專屬：<落花映雪>	丐幫專屬：<青竹覓影>	丐幫專屬：<青竹覓影>	丐幫專屬：<落花映雪>	丐幫專屬：<青竹覓影>	丐幫專屬：<落花映雪>	丐幫專屬：<青竹覓影>	丐幫專屬：<落花映雪>	丐幫專屬：<青竹覓影>	丐幫專屬：<落花映雪>	丐幫專屬：<青竹覓影>	丐幫專屬：<落花映雪>
1082	外裝T6（五毒）·60天	0		4783								五毒專屬：<青竹覓影>	五毒專屬：<落花映雪>	五毒專屬：<落花映雪>	五毒專屬：<青竹覓影>	五毒專屬：<青竹覓影>	五毒專屬：<落花映雪>	五毒專屬：<青竹覓影>	五毒專屬：<落花映雪>	五毒專屬：<青竹覓影>	五毒專屬：<落花映雪>	五毒專屬：<青竹覓影>	五毒專屬：<落花映雪>	五毒專屬：<青竹覓影>	五毒專屬：<落花映雪>
1091	T7外裝【天王】浮光·夢羽	0	10	3878	3879	3880	3881					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1092	T7外裝【峨眉】浮光·夢緣	0	10	5863	5864	5865	5866					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1093	T7外裝【桃花】浮光·夢蝶	0	10	5867	5868	5869	5870					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1094	T7外裝【逍遙】浮光·夢羽	0	10	5871	5872	5873	5874					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1095	T7外裝【武當】浮光·夢緣	0	10	5875	5876	5877	5878					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1096	T7外裝【天忍】浮光·夢羽	0	10	5879	5880	5881	5882					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1097	T7外裝【少林】浮光·夢緣	0	10	5883	5884	5885	5886					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1098	T7外裝【翠煙】浮光·夢蝶	0	10	5887	5888	5889	5890					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1099	T7外裝【唐門】浮光·夢羽	0	10	5891	5892	5893	5894					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1100	T7外裝【昆侖】浮光·夢緣	0	10	5895	5896	5897	5898					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1101	T7外裝【丐幫】浮光·夢緣	0	10	5899	5900	5901	5902					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1102	T7外裝【五毒】浮光·夢蝶	0	10	5903	5904	5905	5906					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1103	T7外裝【藏劍】浮光·夢緣	0	10	5907	5908	5909	5910					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1104	T7外裝【長歌】浮光·夢緣	0	10	5911	5912	5913	5914					外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢羽>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢蝶>系列	外裝：<浮光·夢緣>系列	外裝：<浮光·夢緣>系列
1151	T5時裝天王（黑幫）	0	10	6288	6289	6290	6291					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1152	T5時裝峨眉（黑幫）	0	10	6292	6293	6294	6295					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1153	T5時裝桃花（黑幫）	0	10	6296	6297	6298	6299					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1154	T5時裝逍遙（黑幫）	0	10	6300	6301	6302	6303					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1155	T5時裝武當（黑幫）	0	10	6304	6305	6306	6307					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1156	T5時裝天忍（黑幫）	0	10	6308	6309	6310	6311					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1157	T5時裝少林（黑幫）	0	10	6312	6313	6314	6315					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1158	T5時裝翠煙（黑幫）	0	10	6316	6317	6318	6319					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1159	T5時裝唐門（黑幫）	0	10	6320	6321	6322	6323					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1160	T5時裝昆侖（黑幫）	0	10	6324	6325	6326	6327					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1161	T5時裝丐幫（黑幫）	0	10	6328	6329	6330	6331					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1162	T5時裝五毒（黑幫）	0	10	6332	6333	6334	6335					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1163	T5時裝藏劍（黑幫）	0	10	6336	6337	6338	6339					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
1164	T5時裝長歌（黑幫）	0	10	6340	6341	6342	6343					外裝：<狂客·天王>系列	外裝：<狷者·峨眉>系列	外裝：<魅靈·桃花>系列	外裝：<邪俠·逍遙>系列	外裝：<邪俠·武當>系列	外裝：<狷者·天忍>系列	外裝：<狂客·少林>系列	外裝：<魅靈·翠煙>系列	外裝：<邪俠·唐門>系列	外裝：<狷者·昆侖>系列	外裝：<狂客·丐幫>系列	外裝：<魅靈·五毒>系列	外裝：<邪俠·藏劍>系列	外裝：<魅靈·長歌>系列
2001	江湖俠少裝(7天)	0		3896								新手：<明光戰甲>	新手：<夢迷裳>	新手：<綺麗裳>	新手：<逸俠長衫>	新手：<問道衫>	新手：<迷魂衣>	新手：<明淨衫>	新手：<碧蘿裳>	新手：<鎖月衫>	新手：<雪清衣>	新手：<醉清衫>	新手：<紫瀾裳>	新手：<雲棲衫>	新手：<琴調裳>
2002	江湖俠少裝	0	2	2580	2662	2663	2664					新手：<明光戰甲>系列	新手：<夢迷裳>系列	新手：<綺麗裳>系列	新手：<逸俠長衫>系列	新手：<問道衫>系列	新手：<迷魂衣>系列	新手：<明淨衫>系列	新手：<碧蘿裳>系列	新手：<鎖月衫>系列	新手：<雪清衣>系列	新手：<醉清衫>系列	新手：<紫瀾裳>系列	新手：<雲棲衫>系列	新手：<琴調裳>系列
2003	正常裝T1	0	2	2570	2641	2642	2643					1階：<破虜戰甲>系列	1階：<飛雪裳>系列	1階：<雲錦裳>系列	1階：<乘風長衫>系列	1階：<離塵衫>系列	1階：<赤練衣>系列	1階：<虛竹衫>系列	1階：<丁香裳>系列	1階：<銀鉤衫>系列	1階：<墨霜衣>系列	1階：<飛魚衫>系列	1階：<鳳尾裳>系列	1階：<南皇衫>系列	1階：<瓊台裳>系列
2004	正常裝T2	0	2	2571	2644	2645	2646					2階：<貪狼戰甲>系列	2階：<凝霜裳>系列	2階：<夢蝶裳>系列	2階：<踏月長衫>系列	2階：<問意衫>系列	2階：<血月衣>系列	2階：<羅漢衫>系列	2階：<青蓮裳>系列	2階：<藍褶衫>系列	2階：<紫玉衣>系列	2階：<赤麟衫>系列	2階：<銜雨裳>系列	2階：<燭天衫>系列	2階：<瑤花裳>系列
2005	正常裝T3	0	2	2572	2647	2648	2649					3階：<耀日戰甲>系列	3階：<冰心裳>系列	3階：<碧落裳>系列	3階：<流雲長衫>系列	3階：<清虛衫>系列	3階：<隕星衣>系列	3階：<金剛衫>系列	3階：<繁花裳>系列	3階：<金紋衫>系列	3階：<太清衣>系列	3階：<鬼面衫>系列	3階：<蝶翼裳>系列	3階：<破軍衫>系列	3階：<秋霽裳>系列
2006	正常裝T4	0	2	2573	2650	2651	2652					4階：<白虎戰甲>系列	4階：<綾羅裳>系列	4階：<琉璃裳>系列	4階：<奔雷長衫>系列	4階：<純陽衫>系列	4階：<離殤衣>系列	4階：<誅邪衫>系列	4階：<紅顏裳>系列	4階：<霜葉衫>系列	4階：<落雁衣>系列	4階：<黑雲衫>系列	4階：<青幕裳>系列	4階：<靖世衫>系列	4階：<拜星裳>系列
2007	正常裝T5	0	2	2574	2653	2654	2655					5階：<蒼龍戰甲>系列	5階：<韻霓裳>系列	5階：<青鸞裳>系列	5階：<紫霄長衫>系列	5階：<太極衫>系列	5階：<蝕心衣>系列	5階：<菩提衫>系列	5階：<瓔珞裳>系列	5階：<天河衫>系列	5階：<寒梅衣>系列	5階：<狼煙衫>系列	5階：<纏玉裳>系列	5階：<定國衫>系列	5階：<離鸞裳>系列
2008	正常裝T6	0	2	2575	2656	2657	2658					6階：<麒麟戰甲>系列	6階：<傾城裳>系列	6階：<鳳羽裳>系列	6階：<星辰長衫>系列	6階：<真武衫>系列	6階：<修羅衣>系列	6階：<浮屠衫>系列	6階：<紫霞裳>系列	6階：<墨獅衫>系列	6階：<飛瀑衣>系列	6階：<鐵手衫>系列	6階：<紫螢裳>系列	6階：<塑雪衫>系列	6階：<天香裳>系列
2009	正常裝T7	0	2	2576	2659	2660	2661					7階：<霸王戰甲>系列	7階：<閉月裳>系列	7階：<瑤池裳>系列	7階：<蒼穹長衫>系列	7階：<紫微衫>系列	7階：<戮魔衣>系列	7階：<般若衫>系列	7階：<綺繡裳>系列	7階：<玄甲衫>系列	7階：<靈狐衣>系列	7階：<驚羽衫>系列	7階：<欺霜裳>系列	7階：<霜天衫>系列	7階：<酹月裳>系列
2010	正常裝T8	0	2	2577	2710	2711	2712					8階：<戰神戰甲>系列	8階：<天玄裳>系列	8階：<月華裳>系列	8階：<寰宇長衫>系列	8階：<上清衫>系列	8階：<滅魂衣>系列	8階：<達摩衫>系列	8階：<幻彩裳>系列	8階：<修羅衫>系列	8階：<流光衣>系列	8階：<伏虎衫>系列	8階：<冥火裳>系列	8階：<秦風衫>系列	8階：<傾杯裳>系列
2011	正常裝T9	0	2	2578	3937	3938	3939					9階：<傲血戰甲>系列	9階：<映霞裳>系列	9階：<花雨裳>系列	9階：<暮雲長衫>系列	9階：<歸真衫>系列	9階：<魅影衣>系列	9階：<須彌衫>系列	9階：<青絲裳>系列	9階：<煉神衫>系列	9階：<玉宇衣>系列	9階：<降龍衫>系列	9階：<幽碧裳>系列	9階：<桀驁衫>系列	9階：<催雪裳>系列
2012	正常裝T10	0	2	2579	3940	3941	3942					10階：<龍武戰甲>系列	10階：<紅塵裳>系列	10階：<玲瓏裳>系列	10階：<蒼崖長衫>系列	10階：<兩儀衫>系列	10階：<蒼冥衣>系列	10階：<普渡衫>系列	10階：<流霜裳>系列	10階：<混魔衫>系列	10階：<鎏金衣>系列	10階：<卿狂衫>系列	10階：<天蠱裳>系列	10階：<血鋒衫>系列	10階：<秋水裳>系列
2013	正常裝T11	0	2	5269	5270	5271	5272					11階：<鳳皇戰甲>系列	11階：<織雲裳>系列	11階：<雲蝶裳>系列	11階：<銀麟長衫>系列	11階：<太乙衫>系列	11階：<幽離衣>系列	11階：<明王衫>系列	11階：<浣花裳>系列	11階：<天機衫>系列	11階：<墨雪衣>系列	11階：<入雲衫>系列	11階：<暮雨裳>系列	11階：<劍茗衫>系列	11階：<疏影裳>系列
3001	天王武器外裝T1	1	10	3933	3934	3935	3936					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3002	峨眉武器外裝T1	1	10	4381	4382	4383	4384					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3003	桃花武器外裝T1	1	10	4385	4386	4387	4388					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3004	逍遙武器外裝T1	1	10	4389	4390	4391	4392					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3005	武當武器外裝T1	1	10	4393	4394	4395	4396					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
3006	天忍武器外裝T1	1	10	4397	4398	4399	4400					外裝：<流星水果錘>系列	外裝：<薔薇風霜劍>系列	外裝：<晴天落花弓>系列	外裝：<飛天流彗槍>系列	外裝：<太岳金桔劍>系列	外裝：<破月春花刺>系列	外裝：<扶風破夢杖>系列	外裝：<夢幻芙蕖枝>系列	外裝：<神弩木生花>系列	外裝：<桃花笑春風>系列	外裝：<翠玉青竹杖>系列	外裝：<苗疆朝顏笛>系列	外裝：<冷杉翠芽枝>系列	外裝：<搖曳百合束>系列
