IconId	Atlas	Sprite	ExtAtlas	ExtSprite	Desc1	Desc2
11119	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T4_Q3			桃花T3正常裝備外衣·偏色2	
11120	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T4_Q4			桃花T3正常裝備外衣·偏色3	
11121	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T5_Q2			桃花T4正常裝備外衣·偏色1	
11122	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T5_Q3			桃花T4正常裝備外衣·偏色2	
11123	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T5_Q4			桃花T4正常裝備外衣·偏色3	
11124	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T6_Q2			桃花T5正常裝備外衣·偏色1	
11125	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T6_Q3			桃花T5正常裝備外衣·偏色2	
11126	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T6_Q4			桃花T5正常裝備外衣·偏色3	
11127	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T7_Q2			桃花T6正常裝備外衣·偏色1	
11128	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T7_Q3			桃花T6正常裝備外衣·偏色2	
11129	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment02.prefab	TH_Armor_T7_Q4			桃花T6正常裝備外衣·偏色3	
11130	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T1_Q2			逍遙新手裝外衣·偏色1	
11131	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T1_Q3			逍遙新手裝外衣·偏色2	
11132	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T1_Q4			逍遙新手裝外衣·偏色3	
11133	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T2_Q2			逍遙T1正常裝備外衣·偏色1	
11134	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T2_Q3			逍遙T1正常裝備外衣·偏色2	
11135	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T2_Q4			逍遙T1正常裝備外衣·偏色3	
11136	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T3_Q2			逍遙T2正常裝備外衣·偏色1	
11137	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T3_Q3			逍遙T2正常裝備外衣·偏色2	
11138	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T3_Q4			逍遙T2正常裝備外衣·偏色3	
11139	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T4_Q2			逍遙T3正常裝備外衣·偏色1	
11140	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T4_Q3			逍遙T3正常裝備外衣·偏色2	
11141	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T4_Q4			逍遙T3正常裝備外衣·偏色3	
11142	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T5_Q2			逍遙T4正常裝備外衣·偏色1	
11143	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T5_Q3			逍遙T4正常裝備外衣·偏色2	
11144	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T5_Q4			逍遙T4正常裝備外衣·偏色3	
11145	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T6_Q2			逍遙T5正常裝備外衣·偏色1	
11146	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T6_Q3			逍遙T5正常裝備外衣·偏色2	
11147	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T6_Q4			逍遙T5正常裝備外衣·偏色3	
11148	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T7_Q2			逍遙T6正常裝備外衣·偏色1	
11149	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T7_Q3			逍遙T6正常裝備外衣·偏色2	
11150	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T7_Q4			逍遙T6正常裝備外衣·偏色3	
11151	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T1_Q2			武當新手裝外衣·偏色1	
11152	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T1_Q3			武當新手裝外衣·偏色2	
11153	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T1_Q4			武當新手裝外衣·偏色3	
11154	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T2_Q2			武當T1正常裝備外衣·偏色1	
11155	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T2_Q3			武當T1正常裝備外衣·偏色2	
11156	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T2_Q4			武當T1正常裝備外衣·偏色3	
11157	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T3_Q2			武當T2正常裝備外衣·偏色1	
11158	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T3_Q3			武當T2正常裝備外衣·偏色2	
11159	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T3_Q4			武當T2正常裝備外衣·偏色3	
11160	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T4_Q2			武當T3正常裝備外衣·偏色1	
11161	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T4_Q3			武當T3正常裝備外衣·偏色2	
11162	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T4_Q4			武當T3正常裝備外衣·偏色3	
11163	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T5_Q2			武當T4正常裝備外衣·偏色1	
11164	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T5_Q3			武當T4正常裝備外衣·偏色2	
11165	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T5_Q4			武當T4正常裝備外衣·偏色3	
11166	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T6_Q2			武當T5正常裝備外衣·偏色1	
11167	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T6_Q3			武當T5正常裝備外衣·偏色2	
11168	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T6_Q4			武當T5正常裝備外衣·偏色3	
11169	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T7_Q2			武當T6正常裝備外衣·偏色1	
11170	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T7_Q3			武當T6正常裝備外衣·偏色2	
11171	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T7_Q4			武當T6正常裝備外衣·偏色3	
11172	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T1_Q2			天忍新手裝外衣·偏色1	
11173	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T1_Q3			天忍新手裝外衣·偏色2	
11174	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T1_Q4			天忍新手裝外衣·偏色3	
11175	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T3_Q2			天忍T1正常裝備外衣·偏色1	
11176	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T3_Q3			天忍T1正常裝備外衣·偏色2	
11177	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T3_Q4			天忍T1正常裝備外衣·偏色3	
11178	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T2_Q2			天忍T2正常裝備外衣·偏色1	
11179	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T2_Q3			天忍T2正常裝備外衣·偏色2	
11180	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T2_Q4			天忍T2正常裝備外衣·偏色3	
11181	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T5_Q2			天忍T3正常裝備外衣·偏色1	
11182	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T5_Q3			天忍T3正常裝備外衣·偏色2	
11183	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T5_Q4			天忍T3正常裝備外衣·偏色3	
11184	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T6_Q2			天忍T4正常裝備外衣·偏色1	
11185	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T6_Q3			天忍T4正常裝備外衣·偏色2	
11186	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T6_Q4			天忍T4正常裝備外衣·偏色3	
11187	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T7_Q2			天忍T5正常裝備外衣·偏色1	
11188	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T7_Q3			天忍T5正常裝備外衣·偏色2	
11189	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T7_Q4			天忍T5正常裝備外衣·偏色3	
11190	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T4_Q2			天忍T6正常裝備外衣·偏色1	
11191	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T4_Q3			天忍T6正常裝備外衣·偏色2	
11192	UI/Atlas/NewAtlas/Equipment/TianrenEquipment02.prefab	TR_Armor_T4_Q4			天忍T6正常裝備外衣·偏色3	
11193	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment.prefab	SL_Armor_T1_Q1			少林新手裝外衣	
11194	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment.prefab	CY_Armor_T1_Q1			翠煙新手裝外衣	
11195	UI/Atlas/NewAtlas/Equipment/TangmenEquipment.prefab	TM_Armor_T1_Q1			唐門新手裝外衣	
11196	UI/Atlas/NewAtlas/Equipment/KunlunEquipment.prefab	KL_Armor_T1_Q1			崑崙新手裝外衣	
11201	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T1_Q1			少林外衣1	
11202	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T1_Q2			少林外衣1·偏色1	
11203	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T1_Q3			少林外衣1·偏色2	
11204	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T1_Q4			少林外衣1·偏色3	
11205	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T2_Q1			少林外衣2	
11206	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T2_Q2			少林外衣2·偏色1	
11207	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T2_Q3			少林外衣2·偏色2	
11208	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T2_Q4			少林外衣2·偏色3	
11209	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T2_Q5			少林外衣2·偏色4	
11210	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Waiyi_T2_Q6			少林外衣2·偏色5	
11211	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T1_Q1			翠煙外衣1	
11212	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T1_Q2			翠煙外衣1·偏色1	
11213	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T1_Q3			翠煙外衣1·偏色2	
11214	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T1_Q4			翠煙外衣1·偏色3	
11215	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T2_Q1			翠煙外衣2	
11216	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T2_Q2			翠煙外衣2·偏色1	
11217	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T2_Q3			翠煙外衣2·偏色2	
11218	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T2_Q4			翠煙外衣2·偏色3	
11219	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T2_Q5			翠煙外衣2·偏色4	
11220	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Waiyi_T2_Q6			翠煙外衣2·偏色5	
11221	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T1_Q2			少林新手裝外衣·偏色1	
11222	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T1_Q3			少林新手裝外衣·偏色2	
11223	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T1_Q4			少林新手裝外衣·偏色3	
11224	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T2_Q2			少林T1正常裝備外衣·偏色1	
11225	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T2_Q3			少林T1正常裝備外衣·偏色2	
11226	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T2_Q4			少林T1正常裝備外衣·偏色3	
11227	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T3_Q2			少林T2正常裝備外衣·偏色1	
11228	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T3_Q3			少林T2正常裝備外衣·偏色2	
11229	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T3_Q4			少林T2正常裝備外衣·偏色3	
11230	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T4_Q2			少林T3正常裝備外衣·偏色1	
11231	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T4_Q3			少林T3正常裝備外衣·偏色2	
11232	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T4_Q4			少林T3正常裝備外衣·偏色3	
11233	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T5_Q2			少林T4正常裝備外衣·偏色1	
11234	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T5_Q3			少林T4正常裝備外衣·偏色2	
11235	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T5_Q4			少林T4正常裝備外衣·偏色3	
11236	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T6_Q2			少林T5正常裝備外衣·偏色1	
11237	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T6_Q3			少林T5正常裝備外衣·偏色2	
11238	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T6_Q4			少林T5正常裝備外衣·偏色3	
11239	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T7_Q2			少林T6正常裝備外衣·偏色1	
11240	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T7_Q3			少林T6正常裝備外衣·偏色2	
11241	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T7_Q4			少林T6正常裝備外衣·偏色3	
11242	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T1_Q2			翠煙新手裝外衣·偏色1	
11243	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T1_Q3			翠煙新手裝外衣·偏色2	
11244	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T1_Q4			翠煙新手裝外衣·偏色3	
11245	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T2_Q2			翠煙T1正常裝備外衣·偏色1	
11246	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T2_Q3			翠煙T1正常裝備外衣·偏色2	
11247	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T2_Q4			翠煙T1正常裝備外衣·偏色3	
11248	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T3_Q2			翠煙T2正常裝備外衣·偏色1	
11249	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T3_Q3			翠煙T2正常裝備外衣·偏色2	
11250	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T3_Q4			翠煙T2正常裝備外衣·偏色3	
11251	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T4_Q2			翠煙T3正常裝備外衣·偏色1	
11252	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T4_Q3			翠煙T3正常裝備外衣·偏色2	
11253	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T4_Q4			翠煙T3正常裝備外衣·偏色3	
11254	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T5_Q2			翠煙T4正常裝備外衣·偏色1	
11255	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T5_Q3			翠煙T4正常裝備外衣·偏色2	
11256	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T5_Q4			翠煙T4正常裝備外衣·偏色3	
11257	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T6_Q2			翠煙T5正常裝備外衣·偏色1	
11258	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T6_Q3			翠煙T5正常裝備外衣·偏色2	
11259	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment02.prefab	CY_Armor_T6_Q4			翠煙T5正常裝備外衣·偏色3	
11260	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Armor_T7_Q2			翠煙T6正常裝備外衣·偏色1	
11261	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Armor_T7_Q3			翠煙T6正常裝備外衣·偏色2	
11262	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Armor_T7_Q4			翠煙T6正常裝備外衣·偏色3	
11263	UI/Atlas/NewAtlas/Equipment/TianwangEquipment03.prefab	TW_Armor_T8_Q2			天王T7正常裝備外衣·偏色1	
11264	UI/Atlas/NewAtlas/Equipment/TianwangEquipment03.prefab	TW_Armor_T8_Q3			天王T7正常裝備外衣·偏色2	
11265	UI/Atlas/NewAtlas/Equipment/TianwangEquipment03.prefab	TW_Armor_T8_Q4			天王T7正常裝備外衣·偏色3	
11266	UI/Atlas/NewAtlas/Equipment/EmeiEquipment03.prefab	EM_Armor_T8_Q2			峨嵋T7正常裝備外衣·偏色1	
11267	UI/Atlas/NewAtlas/Equipment/EmeiEquipment03.prefab	EM_Armor_T8_Q3			峨嵋T7正常裝備外衣·偏色2	
11268	UI/Atlas/NewAtlas/Equipment/EmeiEquipment03.prefab	EM_Armor_T8_Q4			峨嵋T7正常裝備外衣·偏色3	
11269	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment03.prefab	TH_Armor_T8_Q2			桃花T7正常裝備外衣·偏色1	
11270	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment03.prefab	TH_Armor_T8_Q3			桃花T7正常裝備外衣·偏色2	
11271	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment03.prefab	TH_Armor_T8_Q4			桃花T7正常裝備外衣·偏色3	
11272	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T8_Q2			逍遙T7正常裝備外衣·偏色1	
11273	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T8_Q3			逍遙T7正常裝備外衣·偏色2	
11274	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment02.prefab	XY_Armor_T8_Q4			逍遙T7正常裝備外衣·偏色3	
11275	UI/Atlas/NewAtlas/Equipment/WudangEquipment03.prefab	WD_Armor_T8_Q2			武當T7正常裝備外衣·偏色1	
11276	UI/Atlas/NewAtlas/Equipment/WudangEquipment02.prefab	WD_Armor_T8_Q1			武當T7正常裝備外衣·偏色2	
11277	UI/Atlas/NewAtlas/Equipment/WudangEquipment03.prefab	WD_Armor_T8_Q4			武當T7正常裝備外衣·偏色3	
11278	UI/Atlas/NewAtlas/Equipment/TianrenEquipment03.prefab	TR_Armor_T8_Q2			天忍T7正常裝備外衣·偏色1	
11279	UI/Atlas/NewAtlas/Equipment/TianrenEquipment03.prefab	TR_Armor_T8_Q3			天忍T7正常裝備外衣·偏色2	
11280	UI/Atlas/NewAtlas/Equipment/TianrenEquipment03.prefab	TR_Armor_T8_Q4			天忍T7正常裝備外衣·偏色3	
11281	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T8_Q2			少林T7正常裝備外衣·偏色1	
11282	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T8_Q3			少林T7正常裝備外衣·偏色2	
11283	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment02.prefab	SL_Armor_T8_Q4			少林T7正常裝備外衣·偏色3	
11284	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Armor_T8_Q2			翠煙T7正常裝備外衣·偏色1	
11285	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Armor_T8_Q3			翠煙T7正常裝備外衣·偏色2	
11286	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Armor_T8_Q4			翠煙T7正常裝備外衣·偏色3	
11287	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Armor_T9_Q2			翠煙T8正常裝備外衣·偏色1	
11288	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Armor_T9_Q3			翠煙T8正常裝備外衣·偏色2	
11289	UI/Atlas/NewAtlas/Equipment/CuiYanEquipment03.prefab	CY_Armor_T9_Q4			翠煙T8正常裝備外衣·偏色3	
11290	UI/Atlas/NewAtlas/Equipment/TianwangEquipment03.prefab	TW_Armor_T9_Q2			天王T8正常裝備外衣·偏色1	
11291	UI/Atlas/NewAtlas/Equipment/TianwangEquipment03.prefab	TW_Armor_T9_Q3			天王T8正常裝備外衣·偏色2	
11292	UI/Atlas/NewAtlas/Equipment/TianwangEquipment03.prefab	TW_Armor_T9_Q4			天王T8正常裝備外衣·偏色3	
11293	UI/Atlas/NewAtlas/Equipment/EmeiEquipment03.prefab	EM_Armor_T9_Q2			峨眉T8正常裝備外衣·偏色1	
11294	UI/Atlas/NewAtlas/Equipment/EmeiEquipment03.prefab	EM_Armor_T9_Q3			峨眉T8正常裝備外衣·偏色2	
11295	UI/Atlas/NewAtlas/Equipment/EmeiEquipment03.prefab	EM_Armor_T9_Q4			峨眉T8正常裝備外衣·偏色3	
11296	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment03.prefab	TH_Armor_T9_Q2			桃花T8正常裝備外衣·偏色1	
11297	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment03.prefab	TH_Armor_T9_Q3			桃花T8正常裝備外衣·偏色2	
11298	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment03.prefab	TH_Armor_T9_Q4			桃花T8正常裝備外衣·偏色3	
11299	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment03.prefab	XY_Armor_T9_Q2			逍遙T8正常裝備外衣·偏色1	
11300	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment03.prefab	XY_Armor_T9_Q3			逍遙T8正常裝備外衣·偏色2	
11301	UI/Atlas/NewAtlas/Equipment/XiaoyaoEquipment03.prefab	XY_Armor_T9_Q4			逍遙T8正常裝備外衣·偏色3	
11302	UI/Atlas/NewAtlas/Equipment/WudangEquipment03.prefab	WD_Armor_T9_Q2			武當T8正常裝備外衣·偏色1	
11303	UI/Atlas/NewAtlas/Equipment/WudangEquipment03.prefab	WD_Armor_T9_Q3			武當T8正常裝備外衣·偏色2	
11304	UI/Atlas/NewAtlas/Equipment/WudangEquipment03.prefab	WD_Armor_T9_Q4			武當T8正常裝備外衣·偏色3	
11305	UI/Atlas/NewAtlas/Equipment/TianrenEquipment03.prefab	TR_Armor_T9_Q2			天忍T8正常裝備外衣·偏色1	
11306	UI/Atlas/NewAtlas/Equipment/TianrenEquipment03.prefab	TR_Armor_T9_Q3			天忍T8正常裝備外衣·偏色2	
11307	UI/Atlas/NewAtlas/Equipment/TianrenEquipment03.prefab	TR_Armor_T9_Q4			天忍T8正常裝備外衣·偏色3	
11308	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Armor_T9_Q2			少林T8正常裝備外衣·偏色1	
11309	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Armor_T9_Q3			少林T8正常裝備外衣·偏色2	
11310	UI/Atlas/NewAtlas/Equipment/ShaoLinEquipment03.prefab	SL_Armor_T9_Q4			少林T8正常裝備外衣·偏色3	
11311	UI/Atlas/NewAtlas/Equipment/TianwangEquipment05.prefab	TW_Armor_T10_Q2			天王T9正常裝備外衣·偏色1	
11312	UI/Atlas/NewAtlas/Equipment/TianwangEquipment05.prefab	TW_Armor_T10_Q3			天王T9正常裝備外衣·偏色2	
11313	UI/Atlas/NewAtlas/Equipment/TianwangEquipment05.prefab	TW_Armor_T10_Q4			天王T9正常裝備外衣·偏色3	
11314	UI/Atlas/NewAtlas/Equipment/EmeiEquipment05.prefab	EM_Armor_T10_Q3			峨眉T9正常裝備外衣·偏色1	
11315	UI/Atlas/NewAtlas/Equipment/EmeiEquipment05.prefab	EM_Armor_T10_Q4			峨眉T9正常裝備外衣·偏色2	
11316	UI/Atlas/NewAtlas/Equipment/EmeiEquipment05.prefab	EM_Armor_T10_Q2			峨眉T9正常裝備外衣·偏色3	
11317	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment05.prefab	TH_Armor_T10_Q2			桃花T9正常裝備外衣·偏色1	
11318	UI/Atlas/NewAtlas/Equipment/TaohuaEquipment05.prefab	TH_Armor_T10_Q3			桃花T9正常裝備外衣·偏色2	
