SoundID	Desc	Bank	Sound
6818	苏墨云 无敌斩1	Npc	Play_Play_Npc_Sumoyun03a
	苏墨云 无敌斩2	Npc	Play_Play_Npc_Sumoyun03b
	苏墨云 无敌斩3	Npc	Play_Play_Npc_Sumoyun03c
5021	无名壮汉 普攻	Npc	Play_Npc_Wumingzhuanghan01
6806	无名壮汉 暴击	Npc	Play_Npc_Wumingzhuanghan02
6808	无名壮汉 地裂	Npc	Play_Npc_Wumingzhuanghan03
6335	肖动尘 普攻	Npc	Play_Npc_Xiaodongchen01
6341	肖动尘 蓄力冲刺的蓄力	Npc	Play_Npc_Xiaodongchen02
6343	肖动尘 蓄力冲刺的冲刺	Npc	Play_Npc_Xiaodongchen02a
6336	肖动尘 击退半月斩	Npc	Play_Npc_Xiaodongchen03
6337	肖动尘 范围雷击	Npc	Play_Npc_Xiaodongchen04
6338	独孤剑普攻	Npc	Play_DuGuJian_Skill01
6339	独孤剑冲	Npc	Play_DuGuJian_Skill03
6340	独孤剑剑雨单特效	Npc	Play_DuGuJian_Skill02
6341	独孤剑剑雨全特效	Npc	Play_DuGuJian_BiSha
