GroupId	SaveId	Desc	Level	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3
1010		任脉穴位主角属性10	20	lifemax_v	6000																		
1011		任脉穴位主角属性11	1	basic_damage_v	25		25																
1011		任脉穴位主角属性11	2	basic_damage_v	38		38																
1011		任脉穴位主角属性11	3	basic_damage_v	51		51																
1011		任脉穴位主角属性11	4	basic_damage_v	64		64																
1011		任脉穴位主角属性11	5	basic_damage_v	77		77																
1011		任脉穴位主角属性11	6	basic_damage_v	90		90																
1011		任脉穴位主角属性11	7	basic_damage_v	103		103																
1011		任脉穴位主角属性11	8	basic_damage_v	116		116																
1011		任脉穴位主角属性11	9	basic_damage_v	129		129																
1011		任脉穴位主角属性11	10	basic_damage_v	142		142																
1011		任脉穴位主角属性11	11	basic_damage_v	155		155																
1011		任脉穴位主角属性11	12	basic_damage_v	168		168																
1011		任脉穴位主角属性11	13	basic_damage_v	181		181																
1011		任脉穴位主角属性11	14	basic_damage_v	194		194																
1011		任脉穴位主角属性11	15	basic_damage_v	206		206																
1011		任脉穴位主角属性11	16	basic_damage_v	217		217																
1011		任脉穴位主角属性11	17	basic_damage_v	228		228																
1011		任脉穴位主角属性11	18	basic_damage_v	239		239																
1011		任脉穴位主角属性11	19	basic_damage_v	250		250																
1011		任脉穴位主角属性11	20	basic_damage_v	260		260																
1012		任脉穴位同伴属性1	1	lifemax_v	150																		
1012		任脉穴位同伴属性1	2	lifemax_v	537																		
1012		任脉穴位同伴属性1	3	lifemax_v	924																		
1012		任脉穴位同伴属性1	4	lifemax_v	1311																		
1012		任脉穴位同伴属性1	5	lifemax_v	1698																		
1012		任脉穴位同伴属性1	6	lifemax_v	2085																		
1012		任脉穴位同伴属性1	7	lifemax_v	2472																		
1012		任脉穴位同伴属性1	8	lifemax_v	2859																		
1012		任脉穴位同伴属性1	9	lifemax_v	3246																		
1012		任脉穴位同伴属性1	10	lifemax_v	3633																		
1012		任脉穴位同伴属性1	11	lifemax_v	4020																		
1012		任脉穴位同伴属性1	12	lifemax_v	4407																		
1012		任脉穴位同伴属性1	13	lifemax_v	4794																		
1012		任脉穴位同伴属性1	14	lifemax_v	5181																		
1012		任脉穴位同伴属性1	15	lifemax_v	5568																		
1012		任脉穴位同伴属性1	16	lifemax_v	5955																		
1012		任脉穴位同伴属性1	17	lifemax_v	6342																		
1012		任脉穴位同伴属性1	18	lifemax_v	6729																		
1012		任脉穴位同伴属性1	19	lifemax_v	7116																		
1012		任脉穴位同伴属性1	20	lifemax_v	7500																		
1013		任脉穴位同伴属性2	1	metal_resist_v	15																		
1013		任脉穴位同伴属性2	2	metal_resist_v	29																		
1013		任脉穴位同伴属性2	3	metal_resist_v	43																		
1013		任脉穴位同伴属性2	4	metal_resist_v	57																		
1013		任脉穴位同伴属性2	5	metal_resist_v	71																		
1013		任脉穴位同伴属性2	6	metal_resist_v	85																		
1013		任脉穴位同伴属性2	7	metal_resist_v	99																		
1013		任脉穴位同伴属性2	8	metal_resist_v	113																		
1013		任脉穴位同伴属性2	9	metal_resist_v	127																		
1013		任脉穴位同伴属性2	10	metal_resist_v	141																		
1013		任脉穴位同伴属性2	11	metal_resist_v	154																		
1013		任脉穴位同伴属性2	12	metal_resist_v	167																		
1013		任脉穴位同伴属性2	13	metal_resist_v	180																		
1013		任脉穴位同伴属性2	14	metal_resist_v	193																		
1013		任脉穴位同伴属性2	15	metal_resist_v	206																		
1013		任脉穴位同伴属性2	16	metal_resist_v	219																		
1013		任脉穴位同伴属性2	17	metal_resist_v	232																		
1013		任脉穴位同伴属性2	18	metal_resist_v	245																		
1013		任脉穴位同伴属性2	19	metal_resist_v	258																		
1013		任脉穴位同伴属性2	20	metal_resist_v	270																		
1014		任脉穴位同伴属性3	1	wood_resist_v	15																		
1014		任脉穴位同伴属性3	2	wood_resist_v	29																		
1014		任脉穴位同伴属性3	3	wood_resist_v	43																		
1014		任脉穴位同伴属性3	4	wood_resist_v	57																		
1014		任脉穴位同伴属性3	5	wood_resist_v	71																		
1014		任脉穴位同伴属性3	6	wood_resist_v	85																		
1014		任脉穴位同伴属性3	7	wood_resist_v	99																		
1014		任脉穴位同伴属性3	8	wood_resist_v	113																		
1014		任脉穴位同伴属性3	9	wood_resist_v	127																		
1014		任脉穴位同伴属性3	10	wood_resist_v	141																		
1014		任脉穴位同伴属性3	11	wood_resist_v	154																		
1014		任脉穴位同伴属性3	12	wood_resist_v	167																		
1014		任脉穴位同伴属性3	13	wood_resist_v	180																		
1014		任脉穴位同伴属性3	14	wood_resist_v	193																		
1014		任脉穴位同伴属性3	15	wood_resist_v	206																		
1014		任脉穴位同伴属性3	16	wood_resist_v	219																		
1014		任脉穴位同伴属性3	17	wood_resist_v	232																		
1014		任脉穴位同伴属性3	18	wood_resist_v	245																		
1014		任脉穴位同伴属性3	19	wood_resist_v	258																		
1014		任脉穴位同伴属性3	20	wood_resist_v	270																		
1015		任脉穴位同伴属性4	1	water_resist_v	15																		
1015		任脉穴位同伴属性4	2	water_resist_v	29																		
1015		任脉穴位同伴属性4	3	water_resist_v	43																		
1015		任脉穴位同伴属性4	4	water_resist_v	57																		
1015		任脉穴位同伴属性4	5	water_resist_v	71																		
1015		任脉穴位同伴属性4	6	water_resist_v	85																		
1015		任脉穴位同伴属性4	7	water_resist_v	99																		
1015		任脉穴位同伴属性4	8	water_resist_v	113																		
1015		任脉穴位同伴属性4	9	water_resist_v	127																		
1015		任脉穴位同伴属性4	10	water_resist_v	141																		
1015		任脉穴位同伴属性4	11	water_resist_v	154																		
1015		任脉穴位同伴属性4	12	water_resist_v	167																		
1015		任脉穴位同伴属性4	13	water_resist_v	180																		
1015		任脉穴位同伴属性4	14	water_resist_v	193																		
1015		任脉穴位同伴属性4	15	water_resist_v	206																		
1015		任脉穴位同伴属性4	16	water_resist_v	219																		
1015		任脉穴位同伴属性4	17	water_resist_v	232																		
1015		任脉穴位同伴属性4	18	water_resist_v	245																		
1015		任脉穴位同伴属性4	19	water_resist_v	258																		
1015		任脉穴位同伴属性4	20	water_resist_v	270																		
1016		任脉穴位同伴属性5	1	fire_resist_v	15																		
1016		任脉穴位同伴属性5	2	fire_resist_v	29																		
1016		任脉穴位同伴属性5	3	fire_resist_v	43																		
1016		任脉穴位同伴属性5	4	fire_resist_v	57																		
1016		任脉穴位同伴属性5	5	fire_resist_v	71																		
1016		任脉穴位同伴属性5	6	fire_resist_v	85																		
1016		任脉穴位同伴属性5	7	fire_resist_v	99																		
1016		任脉穴位同伴属性5	8	fire_resist_v	113																		
1016		任脉穴位同伴属性5	9	fire_resist_v	127																		
1016		任脉穴位同伴属性5	10	fire_resist_v	141																		
1016		任脉穴位同伴属性5	11	fire_resist_v	154																		
1016		任脉穴位同伴属性5	12	fire_resist_v	167																		
1016		任脉穴位同伴属性5	13	fire_resist_v	180																		
1016		任脉穴位同伴属性5	14	fire_resist_v	193																		
1016		任脉穴位同伴属性5	15	fire_resist_v	206																		
1016		任脉穴位同伴属性5	16	fire_resist_v	219																		
1016		任脉穴位同伴属性5	17	fire_resist_v	232																		
1016		任脉穴位同伴属性5	18	fire_resist_v	245																		
1016		任脉穴位同伴属性5	19	fire_resist_v	258																		
1016		任脉穴位同伴属性5	20	fire_resist_v	270																		
1017		任脉穴位同伴属性6	1	earth_resist_v	15																		
1017		任脉穴位同伴属性6	2	earth_resist_v	29																		
1017		任脉穴位同伴属性6	3	earth_resist_v	43																		
1017		任脉穴位同伴属性6	4	earth_resist_v	57																		
1017		任脉穴位同伴属性6	5	earth_resist_v	71																		
1017		任脉穴位同伴属性6	6	earth_resist_v	85																		
1017		任脉穴位同伴属性6	7	earth_resist_v	99																		
1017		任脉穴位同伴属性6	8	earth_resist_v	113																		
1017		任脉穴位同伴属性6	9	earth_resist_v	127																		
1017		任脉穴位同伴属性6	10	earth_resist_v	141																		
1017		任脉穴位同伴属性6	11	earth_resist_v	154																		
1017		任脉穴位同伴属性6	12	earth_resist_v	167																		
1017		任脉穴位同伴属性6	13	earth_resist_v	180																		
1017		任脉穴位同伴属性6	14	earth_resist_v	193																		
1017		任脉穴位同伴属性6	15	earth_resist_v	206																		
1017		任脉穴位同伴属性6	16	earth_resist_v	219																		
1017		任脉穴位同伴属性6	17	earth_resist_v	232																		
1017		任脉穴位同伴属性6	18	earth_resist_v	245																		
1017		任脉穴位同伴属性6	19	earth_resist_v	258																		
1017		任脉穴位同伴属性6	20	earth_resist_v	270																		
1018		任脉穴位同伴属性7	1	basic_damage_v	30		30																
1018		任脉穴位同伴属性7	2	basic_damage_v	45		45																
1018		任脉穴位同伴属性7	3	basic_damage_v	60		60																
1018		任脉穴位同伴属性7	4	basic_damage_v	75		75																
1018		任脉穴位同伴属性7	5	basic_damage_v	90		90																
1018		任脉穴位同伴属性7	6	basic_damage_v	105		105																
1018		任脉穴位同伴属性7	7	basic_damage_v	120		120																
1018		任脉穴位同伴属性7	8	basic_damage_v	135		135																
1018		任脉穴位同伴属性7	9	basic_damage_v	150		150																
1018		任脉穴位同伴属性7	10	basic_damage_v	165		165																
1018		任脉穴位同伴属性7	11	basic_damage_v	179		179																
1018		任脉穴位同伴属性7	12	basic_damage_v	193		193																
1018		任脉穴位同伴属性7	13	basic_damage_v	207		207																
1018		任脉穴位同伴属性7	14	basic_damage_v	221		221																
1018		任脉穴位同伴属性7	15	basic_damage_v	234		234																
1018		任脉穴位同伴属性7	16	basic_damage_v	247		247																
1018		任脉穴位同伴属性7	17	basic_damage_v	260		260																
1018		任脉穴位同伴属性7	18	basic_damage_v	273		273																
1018		任脉穴位同伴属性7	19	basic_damage_v	286		286																
1018		任脉穴位同伴属性7	20	basic_damage_v	300		300																
1019		任脉穴位同伴属性8	1	ignore_defense_v	45																		
1019		任脉穴位同伴属性8	2	ignore_defense_v	67																		
1019		任脉穴位同伴属性8	3	ignore_defense_v	89																		
1019		任脉穴位同伴属性8	4	ignore_defense_v	111																		
1019		任脉穴位同伴属性8	5	ignore_defense_v	133																		
1019		任脉穴位同伴属性8	6	ignore_defense_v	155																		
1019		任脉穴位同伴属性8	7	ignore_defense_v	177																		
1019		任脉穴位同伴属性8	8	ignore_defense_v	199																		
1019		任脉穴位同伴属性8	9	ignore_defense_v	221																		
1019		任脉穴位同伴属性8	10	ignore_defense_v	243																		
1019		任脉穴位同伴属性8	11	ignore_defense_v	264																		
1019		任脉穴位同伴属性8	12	ignore_defense_v	285																		
1019		任脉穴位同伴属性8	13	ignore_defense_v	306																		
1019		任脉穴位同伴属性8	14	ignore_defense_v	327																		
1019		任脉穴位同伴属性8	15	ignore_defense_v	348																		
1019		任脉穴位同伴属性8	16	ignore_defense_v	369																		
1019		任脉穴位同伴属性8	17	ignore_defense_v	390																		
1019		任脉穴位同伴属性8	18	ignore_defense_v	411																		
1019		任脉穴位同伴属性8	19	ignore_defense_v	432																		
1019		任脉穴位同伴属性8	20	ignore_defense_v	450																		
1020		任脉穴位同伴属性9	1	damage4npc_p	1																		
1020		任脉穴位同伴属性9	2	damage4npc_p	2																		
1020		任脉穴位同伴属性9	3	damage4npc_p	3																		
1020		任脉穴位同伴属性9	4	damage4npc_p	4																		
1020		任脉穴位同伴属性9	5	damage4npc_p	5																		
1020		任脉穴位同伴属性9	6	damage4npc_p	6																		
1020		任脉穴位同伴属性9	7	damage4npc_p	7																		
1020		任脉穴位同伴属性9	8	damage4npc_p	8																		
1020		任脉穴位同伴属性9	9	damage4npc_p	9																		
1020		任脉穴位同伴属性9	10	damage4npc_p	10																		
1020		任脉穴位同伴属性9	11	damage4npc_p	11																		
1020		任脉穴位同伴属性9	12	damage4npc_p	12																		
1020		任脉穴位同伴属性9	13	damage4npc_p	13																		
1020		任脉穴位同伴属性9	14	damage4npc_p	14																		
1020		任脉穴位同伴属性9	15	damage4npc_p	15																		
1020		任脉穴位同伴属性9	16	damage4npc_p	16																		
1020		任脉穴位同伴属性9	17	damage4npc_p	17																		
1020		任脉穴位同伴属性9	18	damage4npc_p	18																		
1020		任脉穴位同伴属性9	19	damage4npc_p	19																		
1020		任脉穴位同伴属性9	20	damage4npc_p	20																		
1021		任脉穴位同伴属性10	1	lifemax_v	225																		
1021		任脉穴位同伴属性10	2	lifemax_v	687																		
1021		任脉穴位同伴属性10	3	lifemax_v	1149																		
1021		任脉穴位同伴属性10	4	lifemax_v	1611																		
1021		任脉穴位同伴属性10	5	lifemax_v	2073																		
1021		任脉穴位同伴属性10	6	lifemax_v	2535																		
1021		任脉穴位同伴属性10	7	lifemax_v	2997																		
1021		任脉穴位同伴属性10	8	lifemax_v	3459																		
1021		任脉穴位同伴属性10	9	lifemax_v	3921																		
1021		任脉穴位同伴属性10	10	lifemax_v	4383																		
1021		任脉穴位同伴属性10	11	lifemax_v	4845																		
1021		任脉穴位同伴属性10	12	lifemax_v	5307																		
1021		任脉穴位同伴属性10	13	lifemax_v	5769																		
1021		任脉穴位同伴属性10	14	lifemax_v	6231																		
1021		任脉穴位同伴属性10	15	lifemax_v	6693																		
1021		任脉穴位同伴属性10	16	lifemax_v	7155																		
1021		任脉穴位同伴属性10	17	lifemax_v	7617																		
1021		任脉穴位同伴属性10	18	lifemax_v	8079																		
1021		任脉穴位同伴属性10	19	lifemax_v	8541																		
1021		任脉穴位同伴属性10	20	lifemax_v	9000																		
1022		任脉穴位同伴属性11	1	basic_damage_v	37		37																
1022		任脉穴位同伴属性11	2	basic_damage_v	56		56																
1022		任脉穴位同伴属性11	3	basic_damage_v	75		75																
1022		任脉穴位同伴属性11	4	basic_damage_v	94		94																
1022		任脉穴位同伴属性11	5	basic_damage_v	113		113																
1022		任脉穴位同伴属性11	6	basic_damage_v	132		132																
1022		任脉穴位同伴属性11	7	basic_damage_v	151		151																
1022		任脉穴位同伴属性11	8	basic_damage_v	170		170																
1022		任脉穴位同伴属性11	9	basic_damage_v	189		189																
1022		任脉穴位同伴属性11	10	basic_damage_v	208		208																
1022		任脉穴位同伴属性11	11	basic_damage_v	227		227																
1022		任脉穴位同伴属性11	12	basic_damage_v	246		246																
1022		任脉穴位同伴属性11	13	basic_damage_v	265		265																
1022		任脉穴位同伴属性11	14	basic_damage_v	284		284																
1022		任脉穴位同伴属性11	15	basic_damage_v	302		302																
1022		任脉穴位同伴属性11	16	basic_damage_v	320		320																
1022		任脉穴位同伴属性11	17	basic_damage_v	338		338																
1022		任脉穴位同伴属性11	18	basic_damage_v	356		356																
1022		任脉穴位同伴属性11	19	basic_damage_v	374		374																
1022		任脉穴位同伴属性11	20	basic_damage_v	390		390																
1023		任脉穴位同伴属性12	1	strength_v	10			vitality_v	10			dexterity_v	10			energy_v	10						
1023		任脉穴位同伴属性12	2	strength_v	15			vitality_v	15			dexterity_v	15			energy_v	15						
1023		任脉穴位同伴属性12	3	strength_v	20			vitality_v	20			dexterity_v	20			energy_v	20						
1023		任脉穴位同伴属性12	4	strength_v	25			vitality_v	25			dexterity_v	25			energy_v	25						
1023		任脉穴位同伴属性12	5	strength_v	30			vitality_v	30			dexterity_v	30			energy_v	30						
1023		任脉穴位同伴属性12	6	strength_v	35			vitality_v	35			dexterity_v	35			energy_v	35						
1023		任脉穴位同伴属性12	7	strength_v	40			vitality_v	40			dexterity_v	40			energy_v	40						
1023		任脉穴位同伴属性12	8	strength_v	45			vitality_v	45			dexterity_v	45			energy_v	45						
1023		任脉穴位同伴属性12	9	strength_v	50			vitality_v	50			dexterity_v	50			energy_v	50						
1023		任脉穴位同伴属性12	10	strength_v	55			vitality_v	55			dexterity_v	55			energy_v	55						
1023		任脉穴位同伴属性12	11	strength_v	60			vitality_v	60			dexterity_v	60			energy_v	60						
1023		任脉穴位同伴属性12	12	strength_v	65			vitality_v	65			dexterity_v	65			energy_v	65						
1023		任脉穴位同伴属性12	13	strength_v	70			vitality_v	70			dexterity_v	70			energy_v	70						
1023		任脉穴位同伴属性12	14	strength_v	75			vitality_v	75			dexterity_v	75			energy_v	75						
1023		任脉穴位同伴属性12	15	strength_v	80			vitality_v	80			dexterity_v	80			energy_v	80						
1023		任脉穴位同伴属性12	16	strength_v	84			vitality_v	84			dexterity_v	84			energy_v	84						
1023		任脉穴位同伴属性12	17	strength_v	88			vitality_v	88			dexterity_v	88			energy_v	88						
1023		任脉穴位同伴属性12	18	strength_v	92			vitality_v	92			dexterity_v	92			energy_v	92						
1023		任脉穴位同伴属性12	19	strength_v	96			vitality_v	96			dexterity_v	96			energy_v	96						
1023		任脉穴位同伴属性12	20	strength_v	100			vitality_v	100			dexterity_v	100			energy_v	100						
1024		督脉穴位主角属性1	1	ignore_metal_resist_v	100	20																	
1024		督脉穴位主角属性1	2	ignore_metal_resist_v	100	27																	
1024		督脉穴位主角属性1	3	ignore_metal_resist_v	100	34																	
1024		督脉穴位主角属性1	4	ignore_metal_resist_v	100	41																	
1024		督脉穴位主角属性1	5	ignore_metal_resist_v	100	48																	
1024		督脉穴位主角属性1	6	ignore_metal_resist_v	100	55																	
1024		督脉穴位主角属性1	7	ignore_metal_resist_v	100	62																	
1024		督脉穴位主角属性1	8	ignore_metal_resist_v	100	69																	
1024		督脉穴位主角属性1	9	ignore_metal_resist_v	100	76																	
1024		督脉穴位主角属性1	10	ignore_metal_resist_v	100	83																	
1024		督脉穴位主角属性1	11	ignore_metal_resist_v	100	90																	
1024		督脉穴位主角属性1	12	ignore_metal_resist_v	100	97																	
1024		督脉穴位主角属性1	13	ignore_metal_resist_v	100	104																	
1024		督脉穴位主角属性1	14	ignore_metal_resist_v	100	111																	
1024		督脉穴位主角属性1	15	ignore_metal_resist_v	100	118																	
1024		督脉穴位主角属性1	16	ignore_metal_resist_v	100	125																	
1024		督脉穴位主角属性1	17	ignore_metal_resist_v	100	132																	
1024		督脉穴位主角属性1	18	ignore_metal_resist_v	100	138																	
1024		督脉穴位主角属性1	19	ignore_metal_resist_v	100	144																	
1024		督脉穴位主角属性1	20	ignore_metal_resist_v	100	150																	
1025		督脉穴位主角属性2	1	ignore_wood_resist_v	100	20																	
1025		督脉穴位主角属性2	2	ignore_wood_resist_v	100	27																	
1025		督脉穴位主角属性2	3	ignore_wood_resist_v	100	34																	
1025		督脉穴位主角属性2	4	ignore_wood_resist_v	100	41																	
1025		督脉穴位主角属性2	5	ignore_wood_resist_v	100	48																	
1025		督脉穴位主角属性2	6	ignore_wood_resist_v	100	55																	
1025		督脉穴位主角属性2	7	ignore_wood_resist_v	100	62																	
1025		督脉穴位主角属性2	8	ignore_wood_resist_v	100	69																	
1025		督脉穴位主角属性2	9	ignore_wood_resist_v	100	76																	
1025		督脉穴位主角属性2	10	ignore_wood_resist_v	100	83																	
1025		督脉穴位主角属性2	11	ignore_wood_resist_v	100	90																	
1025		督脉穴位主角属性2	12	ignore_wood_resist_v	100	97																	
1025		督脉穴位主角属性2	13	ignore_wood_resist_v	100	104																	
1025		督脉穴位主角属性2	14	ignore_wood_resist_v	100	111																	
1025		督脉穴位主角属性2	15	ignore_wood_resist_v	100	118																	
1025		督脉穴位主角属性2	16	ignore_wood_resist_v	100	125																	
1025		督脉穴位主角属性2	17	ignore_wood_resist_v	100	132																	
1025		督脉穴位主角属性2	18	ignore_wood_resist_v	100	138																	
1025		督脉穴位主角属性2	19	ignore_wood_resist_v	100	144																	
1025		督脉穴位主角属性2	20	ignore_wood_resist_v	100	150																	
1026		督脉穴位主角属性3	1	ignore_water_resist_v	100	20																	
1026		督脉穴位主角属性3	2	ignore_water_resist_v	100	27																	
1026		督脉穴位主角属性3	3	ignore_water_resist_v	100	34																	
1026		督脉穴位主角属性3	4	ignore_water_resist_v	100	41																	
1026		督脉穴位主角属性3	5	ignore_water_resist_v	100	48																	
1026		督脉穴位主角属性3	6	ignore_water_resist_v	100	55																	
1026		督脉穴位主角属性3	7	ignore_water_resist_v	100	62																	
1026		督脉穴位主角属性3	8	ignore_water_resist_v	100	69																	
1026		督脉穴位主角属性3	9	ignore_water_resist_v	100	76																	
1026		督脉穴位主角属性3	10	ignore_water_resist_v	100	83																	
1026		督脉穴位主角属性3	11	ignore_water_resist_v	100	90																	
1026		督脉穴位主角属性3	12	ignore_water_resist_v	100	97																	
1026		督脉穴位主角属性3	13	ignore_water_resist_v	100	104																	
1026		督脉穴位主角属性3	14	ignore_water_resist_v	100	111																	
1026		督脉穴位主角属性3	15	ignore_water_resist_v	100	118																	
1026		督脉穴位主角属性3	16	ignore_water_resist_v	100	125																	
1026		督脉穴位主角属性3	17	ignore_water_resist_v	100	132																	
1026		督脉穴位主角属性3	18	ignore_water_resist_v	100	138																	
1026		督脉穴位主角属性3	19	ignore_water_resist_v	100	144																	
1026		督脉穴位主角属性3	20	ignore_water_resist_v	100	150																	
1027		督脉穴位主角属性4	1	ignore_fire_resist_v	100	20																	
1027		督脉穴位主角属性4	2	ignore_fire_resist_v	100	27																	
1027		督脉穴位主角属性4	3	ignore_fire_resist_v	100	34																	
1027		督脉穴位主角属性4	4	ignore_fire_resist_v	100	41																	
1027		督脉穴位主角属性4	5	ignore_fire_resist_v	100	48																	
1027		督脉穴位主角属性4	6	ignore_fire_resist_v	100	55																	
1027		督脉穴位主角属性4	7	ignore_fire_resist_v	100	62																	
1027		督脉穴位主角属性4	8	ignore_fire_resist_v	100	69																	
1027		督脉穴位主角属性4	9	ignore_fire_resist_v	100	76																	
1027		督脉穴位主角属性4	10	ignore_fire_resist_v	100	83																	
1027		督脉穴位主角属性4	11	ignore_fire_resist_v	100	90																	
1027		督脉穴位主角属性4	12	ignore_fire_resist_v	100	97																	
1027		督脉穴位主角属性4	13	ignore_fire_resist_v	100	104																	
1027		督脉穴位主角属性4	14	ignore_fire_resist_v	100	111																	
1027		督脉穴位主角属性4	15	ignore_fire_resist_v	100	118																	
1027		督脉穴位主角属性4	16	ignore_fire_resist_v	100	125																	
1027		督脉穴位主角属性4	17	ignore_fire_resist_v	100	132																	
1027		督脉穴位主角属性4	18	ignore_fire_resist_v	100	138																	
1027		督脉穴位主角属性4	19	ignore_fire_resist_v	100	144																	
1027		督脉穴位主角属性4	20	ignore_fire_resist_v	100	150																	
1028		督脉穴位主角属性5	1	ignore_earth_resist_v	100	20																	
1028		督脉穴位主角属性5	2	ignore_earth_resist_v	100	27																	
1028		督脉穴位主角属性5	3	ignore_earth_resist_v	100	34																	
1028		督脉穴位主角属性5	4	ignore_earth_resist_v	100	41																	
1028		督脉穴位主角属性5	5	ignore_earth_resist_v	100	48																	
1028		督脉穴位主角属性5	6	ignore_earth_resist_v	100	55																	
1028		督脉穴位主角属性5	7	ignore_earth_resist_v	100	62																	
1028		督脉穴位主角属性5	8	ignore_earth_resist_v	100	69																	
1028		督脉穴位主角属性5	9	ignore_earth_resist_v	100	76																	
1028		督脉穴位主角属性5	10	ignore_earth_resist_v	100	83																	
1028		督脉穴位主角属性5	11	ignore_earth_resist_v	100	90																	
1028		督脉穴位主角属性5	12	ignore_earth_resist_v	100	97																	
1028		督脉穴位主角属性5	13	ignore_earth_resist_v	100	104																	
1028		督脉穴位主角属性5	14	ignore_earth_resist_v	100	111																	
1028		督脉穴位主角属性5	15	ignore_earth_resist_v	100	118																	
1028		督脉穴位主角属性5	16	ignore_earth_resist_v	100	125																	
1028		督脉穴位主角属性5	17	ignore_earth_resist_v	100	132																	
1028		督脉穴位主角属性5	18	ignore_earth_resist_v	100	138																	
1028		督脉穴位主角属性5	19	ignore_earth_resist_v	100	144																	
1028		督脉穴位主角属性5	20	ignore_earth_resist_v	100	150																	
1029		督脉穴位主角属性6	1	basic_damage_v	25		25																
1029		督脉穴位主角属性6	2	basic_damage_v	38		38																
1029		督脉穴位主角属性6	3	basic_damage_v	51		51																
1029		督脉穴位主角属性6	4	basic_damage_v	64		64																
1029		督脉穴位主角属性6	5	basic_damage_v	77		77																
1029		督脉穴位主角属性6	6	basic_damage_v	90		90																
1029		督脉穴位主角属性6	7	basic_damage_v	103		103																
1029		督脉穴位主角属性6	8	basic_damage_v	116		116																
1029		督脉穴位主角属性6	9	basic_damage_v	129		129																
1029		督脉穴位主角属性6	10	basic_damage_v	142		142																
1029		督脉穴位主角属性6	11	basic_damage_v	154		154																
1029		督脉穴位主角属性6	12	basic_damage_v	166		166																
1029		督脉穴位主角属性6	13	basic_damage_v	178		178																
1029		督脉穴位主角属性6	14	basic_damage_v	190		190																
1029		督脉穴位主角属性6	15	basic_damage_v	202		202																
1029		督脉穴位主角属性6	16	basic_damage_v	214		214																
1029		督脉穴位主角属性6	17	basic_damage_v	226		226																
1029		督脉穴位主角属性6	18	basic_damage_v	238		238																
1029		督脉穴位主角属性6	19	basic_damage_v	250		250																
1029		督脉穴位主角属性6	20	basic_damage_v	260		260																
1030		督脉穴位主角属性7	1	lifemax_v	150																		
1030		督脉穴位主角属性7	2	lifemax_v	460																		
1030		督脉穴位主角属性7	3	lifemax_v	770																		
1030		督脉穴位主角属性7	4	lifemax_v	1080																		
1030		督脉穴位主角属性7	5	lifemax_v	1390																		
1030		督脉穴位主角属性7	6	lifemax_v	1700																		
1030		督脉穴位主角属性7	7	lifemax_v	2010																		
1030		督脉穴位主角属性7	8	lifemax_v	2320																		
1030		督脉穴位主角属性7	9	lifemax_v	2630																		
1030		督脉穴位主角属性7	10	lifemax_v	2940																		
1030		督脉穴位主角属性7	11	lifemax_v	3250																		
1030		督脉穴位主角属性7	12	lifemax_v	3560																		
1030		督脉穴位主角属性7	13	lifemax_v	3870																		
1030		督脉穴位主角属性7	14	lifemax_v	4180																		
1030		督脉穴位主角属性7	15	lifemax_v	4490																		
1030		督脉穴位主角属性7	16	lifemax_v	4800																		
1030		督脉穴位主角属性7	17	lifemax_v	5110																		
1030		督脉穴位主角属性7	18	lifemax_v	5420																		
1030		督脉穴位主角属性7	19	lifemax_v	5720																		
1030		督脉穴位主角属性7	20	lifemax_v	6000																		
1031		督脉穴位主角属性8	1	deadlystrike_v	15																		
1031		督脉穴位主角属性8	2	deadlystrike_v	24																		
1031		督脉穴位主角属性8	3	deadlystrike_v	33																		
1031		督脉穴位主角属性8	4	deadlystrike_v	42																		
1031		督脉穴位主角属性8	5	deadlystrike_v	51																		
1031		督脉穴位主角属性8	6	deadlystrike_v	60																		
1031		督脉穴位主角属性8	7	deadlystrike_v	69																		
1031		督脉穴位主角属性8	8	deadlystrike_v	78																		
1031		督脉穴位主角属性8	9	deadlystrike_v	87																		
1031		督脉穴位主角属性8	10	deadlystrike_v	96																		
1031		督脉穴位主角属性8	11	deadlystrike_v	105																		
1031		督脉穴位主角属性8	12	deadlystrike_v	114																		
1031		督脉穴位主角属性8	13	deadlystrike_v	123																		
1031		督脉穴位主角属性8	14	deadlystrike_v	132																		
1031		督脉穴位主角属性8	15	deadlystrike_v	140																		
1031		督脉穴位主角属性8	16	deadlystrike_v	148																		
1031		督脉穴位主角属性8	17	deadlystrike_v	156																		
1031		督脉穴位主角属性8	18	deadlystrike_v	164																		
1031		督脉穴位主角属性8	19	deadlystrike_v	172																		
1031		督脉穴位主角属性8	20	deadlystrike_v	180																		
1032		督脉穴位主角属性9	1	defense_v	45																		
1032		督脉穴位主角属性9	2	defense_v	62																		
1032		督脉穴位主角属性9	3	defense_v	79																		
1032		督脉穴位主角属性9	4	defense_v	96																		
1032		督脉穴位主角属性9	5	defense_v	113																		
1032		督脉穴位主角属性9	6	defense_v	130																		
1032		督脉穴位主角属性9	7	defense_v	147																		
1032		督脉穴位主角属性9	8	defense_v	164																		
1032		督脉穴位主角属性9	9	defense_v	181																		
1032		督脉穴位主角属性9	10	defense_v	198																		
1032		督脉穴位主角属性9	11	defense_v	215																		
