ChangeId	Desc	Part	ConsumeCount	ColorItem1	ColorItem2	ColorItem3	ColorItem4	ColorItem5	ColorItem6	ColorItem7	ColorItem8	NameFacion1	NameFacion2	NameFacion3	NameFacion4	NameFacion5	NameFacion6	NameFacion7	NameFacion8	NameFacion9	NameFacion10	NameFacion11	NameFacion12	NameFacion13	NameFacion14
1081	外装T6（丐帮）·60天	0		4782								丐帮专属：<青竹觅影>	丐帮专属：<落花映雪>	丐帮专属：<落花映雪>	丐帮专属：<青竹觅影>	丐帮专属：<青竹觅影>	丐帮专属：<落花映雪>	丐帮专属：<青竹觅影>	丐帮专属：<落花映雪>	丐帮专属：<青竹觅影>	丐帮专属：<落花映雪>	丐帮专属：<青竹觅影>	丐帮专属：<落花映雪>	丐帮专属：<青竹觅影>	丐帮专属：<落花映雪>
1082	外装T6（五毒）·60天	0		4783								五毒专属：<青竹觅影>	五毒专属：<落花映雪>	五毒专属：<落花映雪>	五毒专属：<青竹觅影>	五毒专属：<青竹觅影>	五毒专属：<落花映雪>	五毒专属：<青竹觅影>	五毒专属：<落花映雪>	五毒专属：<青竹觅影>	五毒专属：<落花映雪>	五毒专属：<青竹觅影>	五毒专属：<落花映雪>	五毒专属：<青竹觅影>	五毒专属：<落花映雪>
1091	T7外装【天王】浮光·梦羽	0	10	3878	3879	3880	3881					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1092	T7外装【峨眉】浮光·梦缘	0	10	5863	5864	5865	5866					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1093	T7外装【桃花】浮光·梦蝶	0	10	5867	5868	5869	5870					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1094	T7外装【逍遥】浮光·梦羽	0	10	5871	5872	5873	5874					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1095	T7外装【武当】浮光·梦缘	0	10	5875	5876	5877	5878					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1096	T7外装【天忍】浮光·梦羽	0	10	5879	5880	5881	5882					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1097	T7外装【少林】浮光·梦缘	0	10	5883	5884	5885	5886					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1098	T7外装【翠烟】浮光·梦蝶	0	10	5887	5888	5889	5890					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1099	T7外装【唐门】浮光·梦羽	0	10	5891	5892	5893	5894					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1100	T7外装【昆仑】浮光·梦缘	0	10	5895	5896	5897	5898					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1101	T7外装【丐帮】浮光·梦缘	0	10	5899	5900	5901	5902					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1102	T7外装【五毒】浮光·梦蝶	0	10	5903	5904	5905	5906					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1103	T7外装【藏剑】浮光·梦缘	0	10	5907	5908	5909	5910					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1104	T7外装【长歌】浮光·梦缘	0	10	5911	5912	5913	5914					外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦羽>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦蝶>系列	外装：<浮光·梦缘>系列	外装：<浮光·梦缘>系列
1151	T5时装天王（黑帮）	0	10	6288	6289	6290	6291					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1152	T5时装峨眉（黑帮）	0	10	6292	6293	6294	6295					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1153	T5时装桃花（黑帮）	0	10	6296	6297	6298	6299					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1154	T5时装逍遥（黑帮）	0	10	6300	6301	6302	6303					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1155	T5时装武当（黑帮）	0	10	6304	6305	6306	6307					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1156	T5时装天忍（黑帮）	0	10	6308	6309	6310	6311					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1157	T5时装少林（黑帮）	0	10	6312	6313	6314	6315					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1158	T5时装翠烟（黑帮）	0	10	6316	6317	6318	6319					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1159	T5时装唐门（黑帮）	0	10	6320	6321	6322	6323					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1160	T5时装昆仑（黑帮）	0	10	6324	6325	6326	6327					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1161	T5时装丐帮（黑帮）	0	10	6328	6329	6330	6331					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1162	T5时装五毒（黑帮）	0	10	6332	6333	6334	6335					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1163	T5时装藏剑（黑帮）	0	10	6336	6337	6338	6339					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
1164	T5时装长歌（黑帮）	0	10	6340	6341	6342	6343					外装：<狂客·天王>系列	外装：<狷者·峨眉>系列	外装：<魅灵·桃花>系列	外装：<邪侠·逍遥>系列	外装：<邪侠·武当>系列	外装：<狷者·天忍>系列	外装：<狂客·少林>系列	外装：<魅灵·翠烟>系列	外装：<邪侠·唐门>系列	外装：<狷者·昆仑>系列	外装：<狂客·丐帮>系列	外装：<魅灵·五毒>系列	外装：<邪侠·藏剑>系列	外装：<魅灵·长歌>系列
2001	江湖侠少装(7天)	0		3896								新手：<明光战甲>	新手：<梦迷裳>	新手：<绮丽裳>	新手：<逸侠长衫>	新手：<问道衫>	新手：<迷魂衣>	新手：<明净衫>	新手：<碧萝裳>	新手：<锁月衫>	新手：<雪清衣>	新手：<醉清衫>	新手：<紫澜裳>	新手：<云栖衫>	新手：<琴调裳>
2002	江湖侠少装	0	2	2580	2662	2663	2664					新手：<明光战甲>系列	新手：<梦迷裳>系列	新手：<绮丽裳>系列	新手：<逸侠长衫>系列	新手：<问道衫>系列	新手：<迷魂衣>系列	新手：<明净衫>系列	新手：<碧萝裳>系列	新手：<锁月衫>系列	新手：<雪清衣>系列	新手：<醉清衫>系列	新手：<紫澜裳>系列	新手：<云栖衫>系列	新手：<琴调裳>系列
2003	正常装T1	0	2	2570	2641	2642	2643					1阶：<破虏战甲>系列	1阶：<飞雪裳>系列	1阶：<云锦裳>系列	1阶：<乘风长衫>系列	1阶：<离尘衫>系列	1阶：<赤练衣>系列	1阶：<虚竹衫>系列	1阶：<丁香裳>系列	1阶：<银钩衫>系列	1阶：<墨霜衣>系列	1阶：<飞鱼衫>系列	1阶：<凤尾裳>系列	1阶：<南皇衫>系列	1阶：<琼台裳>系列
2004	正常装T2	0	2	2571	2644	2645	2646					2阶：<贪狼战甲>系列	2阶：<凝霜裳>系列	2阶：<梦蝶裳>系列	2阶：<踏月长衫>系列	2阶：<问意衫>系列	2阶：<血月衣>系列	2阶：<罗汉衫>系列	2阶：<青莲裳>系列	2阶：<蓝褶衫>系列	2阶：<紫玉衣>系列	2阶：<赤麟衫>系列	2阶：<衔雨裳>系列	2阶：<烛天衫>系列	2阶：<瑶花裳>系列
2005	正常装T3	0	2	2572	2647	2648	2649					3阶：<耀日战甲>系列	3阶：<冰心裳>系列	3阶：<碧落裳>系列	3阶：<流云长衫>系列	3阶：<清虚衫>系列	3阶：<陨星衣>系列	3阶：<金刚衫>系列	3阶：<繁花裳>系列	3阶：<金纹衫>系列	3阶：<太清衣>系列	3阶：<鬼面衫>系列	3阶：<蝶翼裳>系列	3阶：<破军衫>系列	3阶：<秋霁裳>系列
2006	正常装T4	0	2	2573	2650	2651	2652					4阶：<白虎战甲>系列	4阶：<绫罗裳>系列	4阶：<琉璃裳>系列	4阶：<奔雷长衫>系列	4阶：<纯阳衫>系列	4阶：<离殇衣>系列	4阶：<诛邪衫>系列	4阶：<红颜裳>系列	4阶：<霜叶衫>系列	4阶：<落雁衣>系列	4阶：<黑云衫>系列	4阶：<青幕裳>系列	4阶：<靖世衫>系列	4阶：<拜星裳>系列
2007	正常装T5	0	2	2574	2653	2654	2655					5阶：<苍龙战甲>系列	5阶：<韵霓裳>系列	5阶：<青鸾裳>系列	5阶：<紫霄长衫>系列	5阶：<太极衫>系列	5阶：<蚀心衣>系列	5阶：<菩提衫>系列	5阶：<璎珞裳>系列	5阶：<天河衫>系列	5阶：<寒梅衣>系列	5阶：<狼烟衫>系列	5阶：<缠玉裳>系列	5阶：<定国衫>系列	5阶：<离鸾裳>系列
2008	正常装T6	0	2	2575	2656	2657	2658					6阶：<麒麟战甲>系列	6阶：<倾城裳>系列	6阶：<凤羽裳>系列	6阶：<星辰长衫>系列	6阶：<真武衫>系列	6阶：<修罗衣>系列	6阶：<浮屠衫>系列	6阶：<紫霞裳>系列	6阶：<墨狮衫>系列	6阶：<飞瀑衣>系列	6阶：<铁手衫>系列	6阶：<紫萤裳>系列	6阶：<塑雪衫>系列	6阶：<天香裳>系列
2009	正常装T7	0	2	2576	2659	2660	2661					7阶：<霸王战甲>系列	7阶：<闭月裳>系列	7阶：<瑶池裳>系列	7阶：<苍穹长衫>系列	7阶：<紫微衫>系列	7阶：<戮魔衣>系列	7阶：<般若衫>系列	7阶：<绮绣裳>系列	7阶：<玄甲衫>系列	7阶：<灵狐衣>系列	7阶：<惊羽衫>系列	7阶：<欺霜裳>系列	7阶：<霜天衫>系列	7阶：<酹月裳>系列
2010	正常装T8	0	2	2577	2710	2711	2712					8阶：<战神战甲>系列	8阶：<天玄裳>系列	8阶：<月华裳>系列	8阶：<寰宇长衫>系列	8阶：<上清衫>系列	8阶：<灭魂衣>系列	8阶：<达摩衫>系列	8阶：<幻彩裳>系列	8阶：<修罗衫>系列	8阶：<流光衣>系列	8阶：<伏虎衫>系列	8阶：<冥火裳>系列	8阶：<秦风衫>系列	8阶：<倾杯裳>系列
2011	正常装T9	0	2	2578	3937	3938	3939					9阶：<傲血战甲>系列	9阶：<映霞裳>系列	9阶：<花雨裳>系列	9阶：<暮云长衫>系列	9阶：<归真衫>系列	9阶：<魅影衣>系列	9阶：<须弥衫>系列	9阶：<青丝裳>系列	9阶：<炼神衫>系列	9阶：<玉宇衣>系列	9阶：<降龙衫>系列	9阶：<幽碧裳>系列	9阶：<桀骜衫>系列	9阶：<催雪裳>系列
2012	正常装T10	0	2	2579	3940	3941	3942					10阶：<龙武战甲>系列	10阶：<红尘裳>系列	10阶：<玲珑裳>系列	10阶：<苍崖长衫>系列	10阶：<两仪衫>系列	10阶：<苍冥衣>系列	10阶：<普渡衫>系列	10阶：<流霜裳>系列	10阶：<混魔衫>系列	10阶：<鎏金衣>系列	10阶：<卿狂衫>系列	10阶：<天蛊裳>系列	10阶：<血锋衫>系列	10阶：<秋水裳>系列
2013	正常装T11	0	2	5269	5270	5271	5272					11阶：<凤皇战甲>系列	11阶：<织云裳>系列	11阶：<云蝶裳>系列	11阶：<银麟长衫>系列	11阶：<太乙衫>系列	11阶：<幽离衣>系列	11阶：<明王衫>系列	11阶：<浣花裳>系列	11阶：<天机衫>系列	11阶：<墨雪衣>系列	11阶：<入云衫>系列	11阶：<暮雨裳>系列	11阶：<剑茗衫>系列	11阶：<疏影裳>系列
3001	天王武器外装T1	1	10	3933	3934	3935	3936					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3002	峨眉武器外装T1	1	10	4381	4382	4383	4384					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3003	桃花武器外装T1	1	10	4385	4386	4387	4388					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3004	逍遥武器外装T1	1	10	4389	4390	4391	4392					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3005	武当武器外装T1	1	10	4393	4394	4395	4396					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3006	天忍武器外装T1	1	10	4397	4398	4399	4400					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3007	少林武器外装T1	1	10	4401	4402	4403	4404					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3008	翠烟武器外装T1	1	10	4405	4406	4407	4408					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3009	唐门武器外装T1	1	10	4409	4410	4411	4412					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3010	昆仑武器外装T1	1	10	4413	4414	4415	4416					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3011	丐帮武器外装T1	1	10	4417	4418	4419	4420					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
3012	五毒武器外装T1	1	10	4421	4422	4423	4424					外装：<流星水果锤>系列	外装：<蔷薇风霜剑>系列	外装：<晴天落花弓>系列	外装：<飞天流彗枪>系列	外装：<太岳金桔剑>系列	外装：<破月春花刺>系列	外装：<扶风破梦杖>系列	外装：<梦幻芙蕖枝>系列	外装：<神弩木生花>系列	外装：<桃花笑春风>系列	外装：<翠玉青竹杖>系列	外装：<苗疆朝颜笛>系列	外装：<冷杉翠芽枝>系列	外装：<摇曳百合束>系列
