TemplateId	Desc	AttribType1	AttribLevel1	AttribType2	AttribLevel2	AttribType3	AttribLevel3	AttribType4	AttribLevel4	AttribType5	AttribLevel5	AttribType6	AttribLevel6
541	T3戒指（中）	strength_v	7	energy_v	7	lifemax_v	7	wood_resist_v	7	defense_v	7		
542	T4戒指（中）	strength_v	9	energy_v	9	lifemax_v	9	wood_resist_v	9	defense_v	9		
543	T5戒指（中）	strength_v	11	energy_v	11	lifemax_v	11	wood_resist_v	11	defense_v	11		
544	T6戒指（中）	energy_v	14	strength_v	12	lifemax_v	12	wood_resist_v	12	ignore_defense_v	12	deadlystrike_v	12
545	T7戒指（中）	strength_v	15	energy_v	15	lifemax_v	15	wood_resist_v	15	defense_v	15		
546	T8戒指（中）	strength_v	17	energy_v	17	lifemax_v	17	wood_resist_v	17	defense_v	17		
3808	T9戒指（中）	strength_v	19	energy_v	19	lifemax_v	19	wood_resist_v	19	defense_v	19		
3809	T10戒指（中）	strength_v	21	energy_v	21	lifemax_v	21	wood_resist_v	21	defense_v	21		
547	T1戒指（高）	energy_v	6	strength_v	6	lifemax_v	6	wood_resist_v	6	ignore_defense_v	6	deadlystrike_v	6
548	T2戒指（高）	energy_v	8	strength_v	8	lifemax_v	8	wood_resist_v	8	ignore_defense_v	8	deadlystrike_v	8
549	T3戒指（高）	energy_v	10	strength_v	10	lifemax_v	10	wood_resist_v	10	ignore_defense_v	10	deadlystrike_v	10
550	T4戒指（高）	energy_v	12	strength_v	12	lifemax_v	12	wood_resist_v	12	ignore_defense_v	12	deadlystrike_v	12
551	T5戒指（高）	energy_v	14	strength_v	14	lifemax_v	14	wood_resist_v	14	ignore_defense_v	14	deadlystrike_v	14
552	T6戒指（高）	energy_v	16	strength_v	16	lifemax_v	16	wood_resist_v	16	ignore_defense_v	16	deadlystrike_v	16
553	T7戒指（高）	energy_v	18	strength_v	18	lifemax_v	18	wood_resist_v	18	ignore_defense_v	18	deadlystrike_v	18
554	T8戒指（高）	energy_v	20	strength_v	20	lifemax_v	20	wood_resist_v	20	ignore_defense_v	20	deadlystrike_v	20
3810	T9戒指（高）	energy_v	22	strength_v	22	lifemax_v	22	wood_resist_v	22	ignore_defense_v	22	deadlystrike_v	22
3811	T10戒指（高）	energy_v	24	strength_v	24	lifemax_v	24	wood_resist_v	24	ignore_defense_v	24	deadlystrike_v	24
507	T1玉佩（低）	vitality_v	2	energy_v	2	lifemax_v	2	fire_resist_v	2	ignore_defense_v	2		
508	T2玉佩（低）	vitality_v	4	energy_v	4	lifemax_v	4	fire_resist_v	4	ignore_defense_v	4		
509	T3玉佩（低）	vitality_v	6	energy_v	6	lifemax_v	6	fire_resist_v	6	ignore_defense_v	6		
510	T4玉佩（低）	vitality_v	8	energy_v	8	lifemax_v	8	fire_resist_v	8	ignore_defense_v	8		
511	T5玉佩（低）	vitality_v	10	energy_v	10	lifemax_v	10	fire_resist_v	10	ignore_defense_v	10		
512	T6玉佩（低）	vitality_v	12	energy_v	12	lifemax_v	12	fire_resist_v	12	ignore_defense_v	12		
513	T7玉佩（低）	vitality_v	14	energy_v	14	lifemax_v	14	fire_resist_v	14	ignore_defense_v	14		
514	T8玉佩（低）	vitality_v	16	energy_v	16	lifemax_v	16	fire_resist_v	16	ignore_defense_v	16		
3812	T9玉佩（低）	vitality_v	18	energy_v	18	lifemax_v	18	fire_resist_v	18	ignore_defense_v	18		
3813	T10玉佩（低）	vitality_v	20	energy_v	20	lifemax_v	20	fire_resist_v	20	ignore_defense_v	20		
515	T1玉佩（中）	vitality_v	3	energy_v	3	lifemax_v	3	fire_resist_v	3	ignore_defense_v	3		
516	T2玉佩（中）	vitality_v	5	energy_v	5	lifemax_v	5	fire_resist_v	5	ignore_defense_v	5		
517	T3玉佩（中）	vitality_v	7	energy_v	7	lifemax_v	7	fire_resist_v	7	ignore_defense_v	7		
518	T4玉佩（中）	vitality_v	9	energy_v	9	lifemax_v	9	fire_resist_v	9	ignore_defense_v	9		
519	T5玉佩（中）	vitality_v	11	energy_v	11	lifemax_v	11	fire_resist_v	11	ignore_defense_v	11		
520	T6玉佩（中）	vitality_v	14	energy_v	12	lifemax_v	12	recover_life_v	12	fire_resist_v	12	deadlystrike_damage_p	12
521	T7玉佩（中）	vitality_v	15	energy_v	15	lifemax_v	15	fire_resist_v	15	ignore_defense_v	15		
522	T8玉佩（中）	vitality_v	17	energy_v	17	lifemax_v	17	fire_resist_v	17	ignore_defense_v	17		
3814	T9玉佩（中）	vitality_v	19	energy_v	19	lifemax_v	19	fire_resist_v	19	ignore_defense_v	19		
3815	T10玉佩（中）	vitality_v	21	energy_v	21	lifemax_v	21	fire_resist_v	21	ignore_defense_v	21		
523	T1玉佩（高）	vitality_v	6	energy_v	6	lifemax_v	6	recover_life_v	6	fire_resist_v	6	deadlystrike_damage_p	6
524	T2玉佩（高）	vitality_v	8	energy_v	8	lifemax_v	8	recover_life_v	8	fire_resist_v	8	deadlystrike_damage_p	8
525	T3玉佩（高）	vitality_v	10	energy_v	10	lifemax_v	10	recover_life_v	10	fire_resist_v	10	deadlystrike_damage_p	10
526	T4玉佩（高）	vitality_v	12	energy_v	12	lifemax_v	12	recover_life_v	12	fire_resist_v	12	deadlystrike_damage_p	12
527	T5玉佩（高）	vitality_v	14	energy_v	14	lifemax_v	14	recover_life_v	14	fire_resist_v	14	deadlystrike_damage_p	14
528	T6玉佩（高）	vitality_v	16	energy_v	16	lifemax_v	16	recover_life_v	16	fire_resist_v	16	deadlystrike_damage_p	16
529	T7玉佩（高）	vitality_v	18	energy_v	18	lifemax_v	18	recover_life_v	18	fire_resist_v	18	deadlystrike_damage_p	18
530	T8玉佩（高）	vitality_v	20	energy_v	20	lifemax_v	20	recover_life_v	20	fire_resist_v	20	deadlystrike_damage_p	20
3816	T9玉佩（高）	vitality_v	22	energy_v	22	lifemax_v	22	recover_life_v	22	fire_resist_v	22	deadlystrike_damage_p	22
3817	T10玉佩（高）	vitality_v	24	energy_v	24	lifemax_v	24	recover_life_v	24	fire_resist_v	24	deadlystrike_damage_p	24
340	T1护身符（低）	vitality_v	2	dexterity_v	2	lifemax_v	2	earth_resist_v	2	ignore_defense_v	2		
341	T2护身符（低）	vitality_v	4	dexterity_v	4	lifemax_v	4	earth_resist_v	4	ignore_defense_v	4		
342	T3护身符（低）	vitality_v	6	dexterity_v	6	lifemax_v	6	earth_resist_v	6	ignore_defense_v	6		
343	T4护身符（低）	vitality_v	8	dexterity_v	8	lifemax_v	8	earth_resist_v	8	ignore_defense_v	8		
344	T5护身符（低）	vitality_v	10	dexterity_v	10	lifemax_v	10	earth_resist_v	10	ignore_defense_v	10		
345	T6护身符（低）	vitality_v	12	dexterity_v	12	lifemax_v	12	earth_resist_v	12	ignore_defense_v	12		
346	T7护身符（低）	vitality_v	14	dexterity_v	14	lifemax_v	14	earth_resist_v	14	ignore_defense_v	14		
347	T8护身符（低）	vitality_v	16	dexterity_v	16	lifemax_v	16	earth_resist_v	16	ignore_defense_v	16		
3818	T9护身符（低）	vitality_v	18	dexterity_v	18	lifemax_v	18	earth_resist_v	18	ignore_defense_v	18		
3819	T10护身符（低）	vitality_v	20	dexterity_v	20	lifemax_v	20	earth_resist_v	20	ignore_defense_v	20		
348	T1护身符（中）	vitality_v	3	dexterity_v	3	lifemax_v	3	earth_resist_v	3	ignore_defense_v	3		
349	T2护身符（中）	vitality_v	5	dexterity_v	5	lifemax_v	5	earth_resist_v	5	ignore_defense_v	5		
350	T3护身符（中）	vitality_v	7	dexterity_v	7	lifemax_v	7	earth_resist_v	7	ignore_defense_v	7		
351	T4护身符（中）	vitality_v	9	dexterity_v	9	lifemax_v	9	earth_resist_v	9	ignore_defense_v	9		
352	T5护身符（中）	vitality_v	11	dexterity_v	11	lifemax_v	11	earth_resist_v	11	ignore_defense_v	11		
353	T6护身符（中）	vitality_v	14	dexterity_v	12	lifemax_v	12	recover_life_v	12	earth_resist_v	12	ignore_defense_v	12
354	T7护身符（中）	vitality_v	15	dexterity_v	15	lifemax_v	15	earth_resist_v	15	ignore_defense_v	15		
355	T8护身符（中）	vitality_v	17	dexterity_v	17	lifemax_v	17	earth_resist_v	17	ignore_defense_v	17		
3820	T9护身符（中）	vitality_v	19	dexterity_v	19	lifemax_v	19	earth_resist_v	19	ignore_defense_v	19		
3821	T10护身符（中）	vitality_v	21	dexterity_v	21	lifemax_v	21	earth_resist_v	21	ignore_defense_v	21		
356	T1护身符（高）	vitality_v	6	dexterity_v	6	lifemax_v	6	recover_life_v	6	earth_resist_v	6	ignore_defense_v	6
357	T2护身符（高）	vitality_v	8	dexterity_v	8	lifemax_v	8	recover_life_v	8	earth_resist_v	8	ignore_defense_v	8
358	T3护身符（高）	vitality_v	10	dexterity_v	10	lifemax_v	10	recover_life_v	10	earth_resist_v	10	ignore_defense_v	10
359	T4护身符（高）	vitality_v	12	dexterity_v	12	lifemax_v	12	recover_life_v	12	earth_resist_v	12	ignore_defense_v	12
360	T5护身符（高）	vitality_v	14	dexterity_v	14	lifemax_v	14	recover_life_v	14	earth_resist_v	14	ignore_defense_v	14
361	T6护身符（高）	vitality_v	16	dexterity_v	16	lifemax_v	16	recover_life_v	16	earth_resist_v	16	ignore_defense_v	16
362	T7护身符（高）	vitality_v	18	dexterity_v	18	lifemax_v	18	recover_life_v	18	earth_resist_v	18	ignore_defense_v	18
363	T8护身符（高）	vitality_v	20	dexterity_v	20	lifemax_v	20	recover_life_v	20	earth_resist_v	20	ignore_defense_v	20
3822	T9护身符（高）	vitality_v	22	dexterity_v	22	lifemax_v	22	recover_life_v	22	earth_resist_v	22	ignore_defense_v	22
3823	T10护身符（高）	vitality_v	24	dexterity_v	24	lifemax_v	24	recover_life_v	24	earth_resist_v	24	ignore_defense_v	24
1246	T1武器	basic_damage_v	2	attackrate_v	1								
1247	T1项链	strength_v	2	defense_v	1								
1248	T1戒指	energy_v	2	defense_v	1								
1249	T1玉佩	vitality_v	2	ignore_defense_v	1								
1250	T1护身符	dexterity_v	2	ignore_defense_v	1								
1251	T1帽子	energy_v	2	water_resist_v	1								
1252	T1衣服	lifemax_v	2	metal_resist_v	1								
1253	T1护腕	strength_v	2	wood_resist_v	1								
1254	T1腰带	dexterity_v	2	fire_resist_v	1								
1255	T1鞋子	vitality_v	2	earth_resist_v	1								
1529	T1衣服	lifemax_v	3	metal_resist_v	2								
6080	【定制稀有】代言人之戒	deadlystrike_v	10	strength_v	8	defense_v	7	ignore_defense_v	6				
