Name	Path	IsPreLoad	Layer	Desc	BlackBg	AutoHideInFightMode	IsStay	OpenSound	CloseSound	OpenAni	CloseAni	BackBtnClose
SurveyPanel	UI/Prefabs/SurveryPanel.prefab		LAYER_NORMAL	問卷調查	1					NormalOpen	NormalClose	1
BossReferral	UI/Prefabs/Fuben/BossDebutPanel.prefab		LAYER_NORMAL	關卡中Boss出場介紹								
StoryBlackBg	UI/Prefabs/Fuben/BlackScreenPlotPanel.prefab		LAYER_NORMAL	劇情黑屏								
LingJueFengLayerPanel	UI/Prefabs/Fuben/LingJueFengLayerPanel.prefab		LAYER_INFO	凌絕峰UI特效								
TaskStoryBlackPanel	UI/Prefabs/Task/TaskStoryPanel.prefab		LAYER_NORMAL	任務黑屏對話						TaskStoryPanelOpen	TaskStoryPanelClose	
SwornFriendsConnectPanel	UI/Prefabs/Task/SwornFriendsConnectPanel.prefab		LAYER_NORMAL	結拜對白						TaskStoryPanelOpen	TaskStoryPanelClose	
SwornFriendsTitlePanel	UI/Prefabs/SocialNew/SwornPanel.prefab 		LAYER_NORMAL	結拜主稱號						NormalOpen	NormalClose	
SwornFriendsPersonalTitlePanel	UI/Prefabs/SocialNew/PersonalSwornPanel.prefab 		LAYER_NORMAL	結拜個人稱號						NormalOpen	NormalClose	
SwornFriendsConnected	UI/Prefabs/SocialNew/SwornEffectsPanel.prefab		LAYER_POPUP	結拜成功彈窗介面						NormalOpen		
NearbyTeamPanel	UI/Prefabs/Team/NearTeamPanel.prefab		LAYER_NORMAL	附近隊伍查看介面						NormalOpen	NormalClose	1
PartnerArrayPanel	UI/Prefabs/Companion/CompanionArrayPanel.prefab		LAYER_NORMAL	同伴出戰佈陣介面	1							1
BossLeaderOutputPanel	UI/Prefabs/Calendar/BossLeaderOutputPanel.prefab		LAYER_NORMAL	名將傷害輸出								1
PartnerSelectSkillBook	UI/Prefabs/Companion/CompanionSkillBookPanel.prefab		LAYER_POPUP	同伴選擇技能書UI						NormalOpen		1
PartnerStoryPanel	UI/Prefabs/Companion/CompanionStoryPanel.prefab		LAYER_POPUP	同伴故事傳記UI						NormalOpen		1
PartnerSelectCoverSkill	UI/Prefabs/Companion/CompanionSkillBookCoverPanel.prefab		LAYER_NORMAL	同伴選擇要覆蓋技能UI						NormalOpen		1
RedBagPanel	UI/Prefabs/NewFamily/FamilyRedPaperPanel.prefab		LAYER_NORMAL	幫派紅包	1					NormalOpen	NormalClose	1
RedBagDetailPanel	UI/Prefabs/NewFamily/GetRedPaperPanel.prefab		LAYER_POPUP	幫派紅包						NormalOpen	NormalClose	1
ChapterPanel	UI/Prefabs/Fuben/ChapterPanel.prefab		LAYER_NORMAL	章節表現	1					ChapterPanel		
GiftSystem	UI/Prefabs/SocialNew/GiftSystemPanel.prefab		LAYER_NORMAL	禮物	1					NormalOpen	NormalClose	1
GiftPlay	UI/Prefabs/SocialNew/GiftPlayPanel.prefab		LAYER_NORMAL	禮物特效						NormalOpen	NormalClose	
PartnerProtential	UI/Prefabs/Companion/CompanionQualityUpPanel.prefab		LAYER_NORMAL	同伴使用資質丹UI								1
ItemSelectPanel	UI/Prefabs/Tips&notice/ItemSelectPanel.prefab		LAYER_POPUP	選擇性道具UI								1
PartnerSkillTips	UI/Prefabs/Companion/CompanionSkillTipPanel.prefab		LAYER_POPUP	技能詳細展示介面	1					NormalOpen	NormalClose	1
PartnerReInitPanel	UI/Prefabs/Companion/CompanionWashingPanel.prefab		LAYER_NORMAL	同伴洗髓	1					NormalOpen	NormalClose	
EquipMakerPanel	UI/Prefabs/NewFamily/EquipMakerPanel.prefab		LAYER_NORMAL	兵甲坊	1					NormalOpen	NormalClose	1
MessageBoxBig	UI/Prefabs/Tips&notice/MessageBoxBig.prefab		LAYER_POPUP	通用彈窗(大)				8002	8003	NormalOpen		
AsyncPartner	UI/Prefabs/Yibuzhandou/AsyncPanel.prefab		LAYER_HOME	非同步戰鬥同伴清單								1
TeamBattleResultPanel	UI/Prefabs/Calendar/StarTowerAccountFinal.prefab		LAYER_NORMAL	通天塔結算	1					NormalOpen	NormalClose	1
FlowerBoxPlay	UI/Prefabs/SocialNew/GiftPlayAllPanel.prefab		LAYER_NORMAL	99玫瑰幸運草						NormalOpen	NormalClose	
ShowSkillPreView	UI/Prefabs/Login/ShowSkillPreView.prefab		LAYER_HOME	登入技能展示								
HomeScreenVoice	UI/Prefabs/HomeScreen/HomeScreenVoice.prefab		LAYER_HOME	主介面-即時語音								
TrialPanel	UI/Prefabs/Calendar/TrialPanel.prefab		LAYER_NORMAL	劇情挑戰	1							1
FiveElements	UI/Prefabs/FiveElements.prefab		LAYER_NORMAL	五行關係	1							
SupplementBox	UI/Prefabs/WelfareActivities/RewardBackPanel.prefab		LAYER_NORMAL	補領彈窗								1
PrivilegePanel	UI/Prefabs/Role/PrivilegePanel.prefab		LAYER_NORMAL	登入特權						NormalOpen		1
NewInformationPanel	UI/Prefabs/Calendar/NewInformationPanel.prefab		LAYER_NORMAL	最新消息	1					NormalOpen	NormalClose	1
HomeScreenCommunity	UI/Prefabs/HomeScreen/HomeScreenCommunity.prefab		LAYER_NORMAL	主介面社交						NormalOpen		1
SharePanel	UI/Prefabs/SharePanel.prefab		LAYER_POPUP	分享介面						NormalOpen		1
ShowOffPanel	UI/Prefabs/ShowOffPanel.prefab		LAYER_NORMAL	分享詳細介面						NormalOpen		1
FactionMonkeyPanel	UI/Prefabs/Calendar/ElectionPanel.prefab		LAYER_NORMAL	門派大師兄						NormalOpen	NormalClose	1
PartnerGradeLevelup	UI/Prefabs/Companion/CompanionPotentialUpPanel.prefab		LAYER_POPUP	同伴突破顯示								
DomainBattleReport	UI/Prefabs/NewFamily/TerritoryBattlefieldPanel.prefab 		LAYER_NORMAL	領土戰戰報	1					NormalOpen	NormalClose	1
StoneTipsPanel	UI/Prefabs/Tips&notice/BigItemTips2.prefab		LAYER_POPUP	魂石道具資訊介面						NormalOpen		1
DomainBattleTip	UI/Prefabs/NewFamily/TerritoryTipPanel.prefab		LAYER_NORMAL	領土提示						NormalOpen	NormalClose	1
DomainBattleHomeInfo	UI/Prefabs/NewFamily/TerritoryInfoPanel.prefab		LAYER_HOME	領土戰的主介面								1
WaiyiPreview	UI/Prefabs/Role/DressColour.prefab		LAYER_NORMAL	外裝預覽染色	1					NormalOpen		1
WhiteTigerFubenEntryList	UI/Prefabs/Calendar/BaihutangEnterPanel.prefab		LAYER_NORMAL									
LeavePanel	UI/Prefabs/LeavePanel.prefab		LAYER_HOME	離開介面								
TeamMatchPanel	UI/Prefabs/Team/TeamMatchingPanel.prefab		LAYER_NORMAL	隊伍匹配介面						NormalOpen		1
GMListPanel	UI/Prefabs/Debug/GMList.prefab		LAYER_NORMAL	GM介面						NormalOpen	NormalClose	
KinChangeName	UI/Prefabs/NewFamily/FamilyChangeNamePanel.prefab		LAYER_NORMAL	改幫派名字						NormalOpen		1
CardCollection	UI/Prefabs/Tips&notice/CardCollectionTips.prefab		LAYER_NORMAL	收集冊								1
CollectionCardList	UI/Prefabs/Tips&notice/CardCheckPanel.prefab		LAYER_NORMAL	卡片清單查看								1
GrowInvestPanel	UI/Prefabs/WelfareActivities/GrowInvestPanel.prefab		LAYER_POPUP	一本萬利推送提示						NormalOpen	NormalClose	1
OnlineOnHookPanel	UI/Prefabs/Tips&notice/Managed.prefab		LAYER_NORMAL	線上託管						NormalOpen	NormalClose	1
ExchangePanel	UI/Prefabs/Exchange.prefab		LAYER_NORMAL	兌換						NormalOpen	NormalClose	1
DomainMap	UI/Prefabs/MiniMap/TerritoryMapPanel.prefab		LAYER_NORMAL	領地地圖	1					NormalOpen	NormalClose	1
ArenaPanel	UI/Prefabs/Arena/ArenaPanel.prefab		LAYER_NORMAL	擂臺挑戰						NormalOpen	NormalClose	1
ChallengerPanel	UI/Prefabs/Arena/SelectChallengerPanel.prefab		LAYER_NORMAL	擂臺挑戰申請						NormalOpen	NormalClose	
ArenaAccount	UI/Prefabs/Arena/ArenaAccount.prefab		LAYER_NORMAL	擂臺對戰資訊展示	1					ArenaAccount		
ArenaBattleInfo	UI/Prefabs/Arena/ArenaBattleInfo.prefab		LAYER_NORMAL	擂臺戰鬥比分								
ArenaChallengerInfoPanel	UI/Prefabs/Arena/ArenaChallengeInfo.prefab		LAYER_NORMAL	挑戰資訊								
WatchMenuPanel	UI/Prefabs/Arena/ArenaMatchPanel.prefab		LAYER_NORMAL	觀戰								
VaultDonationPanel	UI/Prefabs/NewFamily/VaultDonationPanel.prefab		LAYER_NORMAL	捐獻次數						NormalOpen	NormalClose	1
BloodPanel	UI/Prefabs/NewFamily/BloodPanel.prefab		LAYER_HOME	大血條								
StudentReportPanel	UI/Prefabs/MasterApprentice/ApprenticeTarget.prefab		LAYER_NORMAL	師徒目標彙報						NormalOpen	NormalClose	
TeacherGiftPanel	UI/Prefabs/MasterApprentice/MasterGivePanel.prefab		LAYER_NORMAL	師徒贈送	1					NormalOpen	NormalClose	
TeacherDeclarationPanel	UI/Prefabs/MasterApprentice/MasterDeclarationPanel.prefab		LAYER_NORMAL	收徒公告						NormalOpen	NormalClose	
TeacherRewardPanel	UI/Prefabs/MasterApprentice/MasterAwardPanel.prefab		LAYER_NORMAL	出師獎勵預覽	1					NormalOpen	NormalClose	
QixiPoemPanel	UI/Prefabs/Calendar/DoubleSeventhFestivalInterlude.prefab		LAYER_NORMAL									
QixiAnimationPanel	UI/Prefabs/Calendar/HuaBanYuFengguPanel.prefab		LAYER_NORMAL									
QixiSendGiftPanel	UI/Prefabs/Calendar/DoubleSeventhFestivalGifePanel.prefab		LAYER_NORMAL									
GatherBoxAnimation	UI/Prefabs/Tips&notice/KinGatherPanel.prefab		LAYER_NORMAL									
FBInvitationPanel	UI/Prefabs/SocialNew/FBInvitationPanel.prefab		LAYER_NORMAL									1
EvaluatePanel	UI/Prefabs/EvaluatePanel.prefab		LAYER_NORMAL									
EquipmentEvolutionPanel	UI/Prefabs/Strengthen/EquipmentEvolutionPanel.prefab		LAYER_NORMAL	裝備進化	1					NormalOpen	NormalClose	
RefinePanel	UI/Prefabs/Strengthen/RefinePanel.prefab		LAYER_POPUP	裝備精煉	1							
ImperialTombPanel	UI/Prefabs/Calendar/ImperialTombPanel.prefab		LAYER_NORMAL		1							1
RegressionPrivilegePanel	UI/Prefabs/WelfareActivities/WelcomeBack/WelcomeBackPanel.prefab		LAYER_NORMAL	回歸特權	1							
HomeScreenTip	UI/Prefabs/Fuben/HomeScreenTip.prefab		LAYER_INFO	淩絕峰提示								
JuanZhouPanel	UI/Prefabs/Tips&notice/ReelTipPanel.prefab		LAYER_NORMAL	卷軸道具面板								
BlessPanel	UI/Prefabs/Calendar/BlessingPanel.prefab		LAYER_NORMAL	送祝福	1							
BlessPanelWord	UI/Prefabs/Calendar/NewYearBlessingPanel.prefab		LAYER_NORMAL	送祝福2	1							
AgreementPanel	UI/Prefabs/Login/AgreementPanel.prefab		LAYER_NORMAL	使用者協定								
Comment	UI/Prefabs/Tips&notice/CommentPanel.prefab		LAYER_NORMAL	引導評論								
DreamlandPanel	UI/Prefabs/Calendar/DreamlandPanel.prefab		LAYER_NORMAL	心魔幻境選門派	1							
DreamlandGivePanel	UI/Prefabs/Calendar/DreamlandGivePanel.prefab		LAYER_NORMAL	心魔幻境贈送								
DreamlandMapPanel	UI/Prefabs/Calendar/DreamlandMapPanel.prefab		LAYER_NORMAL	心魔幻境中地圖								
RedPaperSharePanel	UI/Prefabs/Tips&notice/RedPaperSharePanel.prefab		LAYER_NORMAL	微信紅包						NormalOpen		
DreamlandLevelUpPanel	UI/Prefabs/Calendar/DreamlandLevelUpPanel.prefab		LAYER_NORMAL	心魔幻境裝備升級								
WeekendQuizPanel	UI/Prefabs/Quiz/WeekendQuizPanel.prefab 		LAYER_NORMAL	每日答題						NormalOpen	NormalClose	
DreamlandInfoPanel	UI/Prefabs/Calendar/DreamlandInfoPanel.prefab		LAYER_HOME	心魔幻境主介面								
DreamlandCheatsPanel	UI/Prefabs/Calendar/DreamlandCheatsPanel.prefab		LAYER_NORMAL	心魔幻境角色裝備	1							
DreamlandShopPanel	UI/Prefabs/Calendar/DreamlandShopPanel.prefab		LAYER_NORMAL	心魔幻境出售列表								
HorsePanel	UI/Prefabs/MountsPanel.prefab		LAYER_NORMAL	坐騎介面	1					NormalOpen		1
TxtWeixinGameCenter	UI/Prefabs/Rank/TxtGameCenter.prefab		LAYER_NORMAL	微信中心登入提示文字						NormalOpen		1
DreamlandJoinPanel	UI/Prefabs/Calendar/DreamlandJoinPanel.prefab		LAYER_NORMAL	心魔幻境報名	1							
DreamlandStrengthenPanel	UI/Prefabs/Calendar/DreamlandStrengthenPanel.prefab		LAYER_NORMAL	心魔強化介面								
DreamlandReportPanel	UI/Prefabs/Calendar/DreamlandReportPanel.prefab		LAYER_NORMAL	心魔戰報	1							
SnowballEffectPanel	UI/Prefabs/Calendar/SnowballEffectPanel.prefab		LAYER_NORMAL	飄雪特效						NormalOpen	NormalClose	
InscriptionChangePanel	UI/Prefabs/Tips&notice/InscriptionChangePanel.prefab		LAYER_NORMAL	銘刻石替換								
BiWuZhaoQinPanel	UI/Prefabs/Calendar/OpenMarriagePanel.prefab		LAYER_NORMAL	招親介面	1							
TextSelectPanel	UI/Prefabs/Calendar/TitleSeletePanel.prefab		LAYER_POPUP	文本選擇器								
BiWuZhaoQinList	UI/Prefabs/Calendar/JoinMarriagePanel.prefab		LAYER_NORMAL	參與招親介面	1							
QQFriendApplyPanel	UI/Prefabs/SocialNew/QQFriendApplyPanel.prefab		LAYER_NORMAL	QQ添加好友介面	1					NormalOpen		
TxtTipPanel	UI/Prefabs/Tips&notice/TxtTipPanel.prefab		LAYER_POPUP	文本tips						NormalOpen		
WishingPanel	UI/Prefabs/Calendar/WishingTreePanel.prefab		LAYER_NORMAL									
WishListPanel	UI/Prefabs/Calendar/WishListPanel.prefab		LAYER_NORMAL									
WishListCheckPanel	UI/Prefabs/Calendar/WishListChackPanel.prefab		LAYER_NORMAL									
FightTablePanel	UI/Prefabs/Calendar/TournamentMarriagePanel.prefab		LAYER_NORMAL	對戰表介面	1					NormalOpen	NormalClose	
MainShowOffPanel	UI/Prefabs/MainCityShowOffPanel.prefab		LAYER_NORMAL	炫耀介面	1					NormalOpen		
FriendRecallPanel	UI/Prefabs/WelfareActivities/WelcomeBack/PartnersBackPanel.prefab		LAYER_NORMAL	玩家召回	1							
PartnerAwarenessPanel	UI/Prefabs/Companion/CompanionAwakenPanel.prefab		LAYER_NORMAL	同伴覺醒UI	1							
PartnerSelectPanel	UI/Prefabs/Companion/CompanionAwakenSelectPanel.prefab		LAYER_POPUP	同伴選擇UI								
LoginActNpcPanel	UI/Prefabs/WelfareActivities/NewServerReward/NewYearNpcPanel.prefab		LAYER_NORMAL	新年登錄活動NPC	1							
NewYearTxtPanel	UI/Prefabs/Calendar/NewYearTxtPanel.prefab		LAYER_NORMAL	送祝福文字輸入								
ChouJiangEffectPanel	UI/Prefabs/RoosterEffectsPanel.prefab		LAYER_NORMAL	抽獎特效								
TextSelectPanel2	UI/Prefabs/Calendar/MarriageTitlePanel.prefab		LAYER_POPUP	文本選擇器，兩條								
QingRenJieDazuoPanel	UI/Prefabs/Calendar/QingrenjieEffectsPanel.prefab		LAYER_NORMAL									
QingRenJieInvitePanel	UI/Prefabs/Calendar/QingrenjieInteractionPanel.prefab		LAYER_NORMAL									
QingRenJieTitlePanel	UI/Prefabs/Calendar/QingrenjieTitlePanel.prefab		LAYER_NORMAL									
MessageBoxInput	UI/Prefabs/Tips&notice/MessageBoxInput.prefab		LAYER_POPUP	輸入彈窗				8002	8003	NormalOpen		
SendGiftPanel	UI/Prefabs/SocialNew/DanGivePanel.prefab		LAYER_NORMAL	送禮	1							
FriendImpressionPanel	UI/Prefabs/SocialNew/FriendImpressionPanel.prefab		LAYER_NORMAL	好友標籤	1							
FriendImpressionAgreePanel	UI/Prefabs/SocialNew/FriendImpressionAgreePanel.prefab		LAYER_NORMAL	好友標籤描述								
ChatHostList	UI/Prefabs/ChatNew/AnchorPanel.prefab		LAYER_NORMAL	主播排期列表	1							
HouseDecorationPanel	UI/Prefabs/Home/HomeSettingPanel.prefab		LAYER_NORMAL	家園裝修UI								
FurnitureMake	UI/Prefabs/Home/HomeMakePanel.prefab		LAYER_NORMAL	傢俱打造UI	1							
HouseComfortablePanle	UI/Prefabs/Home/HomeComfortablePanle.prefab		LAYER_POPUP	家園舒適度UI								
HouseComfortableDetailsPanle	UI/Prefabs/Home/HomeComfortableDetailsPanle.prefab		LAYER_POPUP	傢俱增加舒適度詳情UI								
HouseManagerPanel	UI/Prefabs/Home/HomeManagePanel.prefab		LAYER_NORMAL	家園管理UI	1							
HouseSharePanel	UI/Prefabs/Home/HomeSharePanel.prefab		LAYER_NORMAL	家園螢幕擷取畫面分享								
FurnitureOptUi	UI/Prefabs/Home/HomeUsePanel.prefab		LAYER_POPUP	傢俱使用UI								
HouseCameraPanel	UI/Prefabs/Home/HomeCameraPanel.prefab		LAYER_POPUP	拍照視角								
VitalitySkillPanel	UI/Prefabs/Tips&notice/VitalitySkillPanel.prefab		LAYER_NORMAL	真元技能升級	1							
PlantHelpCurePanel	UI/Prefabs/Home/HomeAssistPanel.prefab		LAYER_NORMAL	協助養護	1							
PlantCurePanel	UI/Prefabs/Tips&notice/PlantTipPanel.prefab		LAYER_NORMAL	植物養護	1							
PlantCureConfirmPanel	UI/Prefabs/Tips&notice/PlantPromptPanel.prefab		LAYER_NORMAL	植物養護確認								
VitalityEffectPanel	UI/Prefabs/Strengthen/VitalityEffectPanel.prefab		LAYER_POPUP	冥思特效								
PlantStatePanel	UI/Prefabs/Home/HomePlantPanel.prefab		LAYER_HOME	植物狀態提示								
HouseInvitePanel	UI/Prefabs/Home/HomeInvitePanel.prefab		LAYER_POPUP	邀請入住								
ProgressBarPanel	UI/Prefabs/Tips&notice/BarPanel.prefab		LAYER_NORMAL	進度條						NormalOpen	NormalClose	
ItemTemplateSellPanel	UI/Prefabs/Home/HomeSellPanel.prefab		LAYER_NORMAL	範本物品出售						NormalOpen	NormalClose	1
HomeSettingGuide	UI/Prefabs/Home/HomeSettingGuide.prefab		LAYER_NORMAL		1							
AchievementList	UI/Prefabs/Achievement/AchievementFurniturePanel.prefab		LAYER_NORMAL		1							
MuseEffectPanel	UI/Prefabs/Strengthen/VitalityEffectPanel2.prefab		LAYER_NORMAL	冥想特效						NormalOpen	NormalClose	
BattleRankEffectPanel	UI/Prefabs/Effect/BattleRankEffectPanel.prefab		LAYER_INFO	戰場資格賽獲得特效								
OperationSet	UI/Prefabs/OperationSetPanel.prefab		LAYER_NORMAL	快速鍵配置	1					NormalOpen		1
GrowFlowersPanel	UI/Prefabs/FestivaIActivity/GrowFlowersPanel.prefab		LAYER_NORMAL	節日家園種樹活動						NormalOpen		
AthleticsHonor	UI/Prefabs/Calendar/HonorPanel.prefab		LAYER_NORMAL	武林榮譽	1							
AthleticsHonorTip	UI/Prefabs/Calendar/HonorTipPanel.prefab		LAYER_NORMAL	武林榮譽								
AthleticsHonorAni	UI/Prefabs/Calendar/HonorRankPanel.prefab		LAYER_NORMAL	武林榮譽								
ShowGainItem	UI/Prefabs/Effect/AnniversaryBoxPanel.prefab		LAYER_NORMAL	展示物品UI	1							
BeautyCompetitionPanel	UI/Prefabs/Calendar/BeautyCompetitionPanel.prefab		LAYER_NORMAL	武林第一美女贈送列表						NormalOpen		1
NpcBiWuZhaoQinUi	UI/Prefabs/SocialNew/SpokespersonPanel.prefab		LAYER_NORMAL	Npc比武招親Ui	1							
PortraitItemPreviewPanel	UI/Prefabs/Tips&notice/HeadPreviewPanel.prefab		LAYER_NORMAL									
LockScreenPanel	UI/Prefabs/LockScreenPanel.prefab		LAYER_INFO	鎖屏								
CardPickRecordPanel	UI/Prefabs/Companion/CompanionRecordPanel.prefab		LAYER_NORMAL	招募提示和歷史	1					NormalOpen		1
WLDHJoinPanel	UI/Prefabs/WuLinDaHui/WLDHJoinPanel.prefab		LAYER_NORMAL		1					NormalOpen		
WLDHRankPanel	UI/Prefabs/WuLinDaHui/WLDHRankPanel.prefab		LAYER_NORMAL							NormalOpen		
WLDHBattlefieldPanel	UI/Prefabs/WuLinDaHui/WLDHBattlefieldPanel.prefab		LAYER_NORMAL	決賽戰報	1					NormalOpen		
WeddingInterludePanel	UI/Prefabs/Marry/WeddingInterludePanel.prefab		LAYER_NORMAL	拜堂開始特效介面								
WeddingHeadPointPanel	UI/Prefabs/Marry/WeddingHeadPointPanel.prefab		LAYER_NORMAL	拜堂跟隨主角名字介面								
WeddingTxtPanel	UI/Prefabs/Marry/WeddingTxtPanel.prefab		LAYER_NORMAL	婚禮類似黑條提示								
CampBattleInfo	UI/Prefabs/CampBattle/CampBattleInfo.prefab		LAYER_HOME	陣營戰場資訊								
CampBattlePanel	UI/Prefabs/CampBattle/CampBattlePanel.prefab		LAYER_NORMAL	陣營戰場對陣資訊	1							
SkillBookEquipPanel	UI/Prefabs/Skill/SkillBookEquipPanel.prefab		LAYER_NORMAL		1							1
JingMaiPanel	UI/Prefabs/Meridian/MeridianPanel.prefab		LAYER_NORMAL	經脈系統	1							
ChatPrefixPanel	UI/Prefabs/ChatNew/ChatPrefixPanel.prefab		LAYER_NORMAL	聊天首碼設置	1					NormalOpen		1
JingMaiTipsPanel	UI/Prefabs/Meridian/MeridianTipPanel.prefab		LAYER_NORMAL	經脈附加屬性介面								
MarriageRequestPanel	UI/Prefabs/Marry/MarriageRequestPanel.prefab		LAYER_NORMAL	求婚介面						NormalOpen		
JingMaiMapPanel	UI/Prefabs/Meridian/MeridianMapPanel.prefab		LAYER_NORMAL		1							
YanHuaAniPanel	UI/Prefabs/Effect/Yanhua_520.prefab		LAYER_NORMAL	求婚煙花特效介面								
MarriageTitlePanel	UI/Prefabs/Marry/MarryTitlePanel.prefab		LAYER_POPUP	修改結婚稱號								
MarriagePaperPanel	UI/Prefabs/Marry/MarryBookPanel.prefab		LAYER_NORMAL	婚書	1							
WeddingBookPanel	UI/Prefabs/Marry/MarryPanel.prefab		LAYER_NORMAL	預訂婚禮介面	1					NormalOpen		
WeddingBookDetailPanel	UI/Prefabs/Marry/MarryReservePanel.prefab		LAYER_NORMAL	預訂婚禮詳情介面	1					NormalOpen		
WeddingCashGiftPanel	UI/Prefabs/Marry/MarryCashGiftPanel.prefab		LAYER_POPUP	送禮金	1							
WeddingChoosePromisePanel	UI/Prefabs/Marry/MarryOathPanel.prefab		LAYER_NORMAL	求婚選擇誓言介面								
WeddingEnterPanel	UI/Prefabs/Marry/MarryEnterPanel.prefab		LAYER_NORMAL	申請進入婚禮介面								
WeddingWelcomeApplyPanel	UI/Prefabs/Marry/MarrySendPanel.prefab		LAYER_NORMAL	邀請進入婚禮介面								
WeddingDatePanel	UI/Prefabs/Marry/MarryDatePanel.prefab		LAYER_NORMAL	選擇婚期時間介面						NormalOpen		
WeddingSendPromisePanel	UI/Prefabs/Marry/MarrySwearPanel.prefab		LAYER_NORMAL	結婚山盟海誓介面								
WeddingWelcomePanel	UI/Prefabs/Marry/MarryCardPanel.prefab		LAYER_NORMAL	結婚請柬詳情介面	1							
WeddingBlessingPanel	UI/Prefabs/Marry/MarryBlessing.prefab		LAYER_NORMAL	結婚送祝福介面								
