SoundID	Desc	Bank	Sound
6357	蘇家總管 三連擊	Npc	Play_Npc_Sujiazongguan02
6361	蘇家總管 砸地蓄力	Npc	Play_Npc_Sujiazongguan03
6355	蘇家總管 砸地地裂	Npc	Play_Npc_Sujiazongguan03a
6816	蘇墨雲 半月斬	Npc	Play_Npc_Sumoyun01
6821	蘇墨雲 半月斬雙子彈	Npc	Play_Npc_Sumoyun02
6822	蘇墨雲 無敵斬蓄力	Npc	Play_Npc_Sumoyun03
6818	蘇墨雲 無敵斬1	Npc	Play_Play_Npc_Sumoyun03a
	蘇墨雲 無敵斬2	Npc	Play_Play_Npc_Sumoyun03b
	蘇墨雲 無敵斬3	Npc	Play_Play_Npc_Sumoyun03c
5021	無名壯漢 普攻	Npc	Play_Npc_Wumingzhuanghan01
6806	無名壯漢 暴擊	Npc	Play_Npc_Wumingzhuanghan02
6808	無名壯漢 地裂	Npc	Play_Npc_Wumingzhuanghan03
6335	肖動塵 普攻	Npc	Play_Npc_Xiaodongchen01
6341	肖動塵 蓄力衝刺的蓄力	Npc	Play_Npc_Xiaodongchen02
6343	肖動塵 蓄力衝刺的衝刺	Npc	Play_Npc_Xiaodongchen02a
6336	肖動塵 擊退半月斬	Npc	Play_Npc_Xiaodongchen03
6337	肖動塵 範圍雷擊	Npc	Play_Npc_Xiaodongchen04
6338	獨孤劍普攻	Npc	Play_DuGuJian_Skill01
6339	獨孤劍沖	Npc	Play_DuGuJian_Skill03
6340	獨孤劍劍雨單特效	Npc	Play_DuGuJian_Skill02
6341	獨孤劍劍雨全特效	Npc	Play_DuGuJian_BiSha
