Type	TitleID	Name	Achievement	ColorDesc	ColorID	GTopColorID	GBottomColorID	OutlineColorID	Timeout	ImgAltlas	ImgPrefix	EffectResID	Rank	WorldNotify	Desc	Quality	Icon
Title38	2042	長歌豪傑	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1	恭喜「$M」全區服長歌戰力排名前500，獲得了稱號【長歌豪傑】	全區服長歌戰力排名前500		
Title39	2043	第一潛龍	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		在潛龍頭銜沖榜活動中位列[FFFE0D]第1名[-]	5	
Title40	2044	第一倚天	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		在倚天頭銜沖榜活動中位列[FFFE0D]第1名[-]	5	
Title41	2045	十大潛龍	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		在潛龍頭銜沖榜活動中位列[FFFE0D]第2-10名[-]	4	
Title42	2046	十大倚天	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		在倚天頭銜沖榜活動中位列[FFFE0D]第2-10名[-]	4	
Title43	2047	棒打鴛鴦	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		在跨服歷代名將活動中完成對項羽真身的最後一擊	5	
HK_Title1	2500	縱貫線第一幫	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title2	2501	南北二路大幫	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title3	2502	海線第一	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title4	2503	揸Fit人	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title5	2504	金牌打手	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title6	2505	古惑仔	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title7	2506	濁水溪霸主	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title8	2507	天下第一幫	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title9	2508	山線無敵	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title10	2509	縱貫江湖	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title11	2510	傲視群雄	Title_Normal;	藍色稱號	200	204	205	206	2592000				1				
HK_Title12	2511	超脫眾人	Title_Normal;	藍色稱號	200	204	205	206	2592000				1				
HK_Title13	2512	獨孤求敗	Title_Normal;	藍色稱號	200	204	205	206	2592000				1				
HK_Title14	2513	蓋世無雙	Title_Normal;	藍色稱號	200	204	205	206	2592000				1				
HK_Title15	2514	絕頂高手	Title_Normal;	藍色稱號	200	204	205	206	2592000				1				
HK_Title16	2515	難逢敵手	Title_Normal;	藍色稱號	200	204	205	206	2592000				1				
HK_Title17	2516	驚鴻俠影	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1				
HK_Title18	2517	名鎮中原 	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1				
HK_Title19	2518	震古鑠今 	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1				
HK_Title20	2519	封面潮人	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
HK_Title21	2520	潮流教主	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
HK_Title22	2521	時尚達人	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
HK_Admin_Title23	2522	劍俠小編		橙色稱號	200	213	214	215	2592000				1				
HK_Admin_Title24	2523	我是GM		橙色稱號	200	213	214	215	2592000				1				
HK_Admin_Title25	2524	活動專員		橙色稱號	200	213	214	215	2592000				1				
HK_Admin_Title26	2525	禮品派送專員		特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Admin_Title27	2526	新手指導員		金色稱號	200	216	217	218	2592000				1				
HK_Admin_Title28	2527	蓋世無雙		特殊稱號（紅色）	200	222	223	224					1				
HK_Admin_Title29	2528	絕頂高手		特殊稱號（紅色）	200	222	223	224					1				
HK_Admin_Title30	2529	難逢敵手		特殊稱號（紅色）	200	222	223	224					1				
HK_Admin_Title31	2530	月滿乾坤		紫色稱號	200	207	208	209	2592000				1				
HK_Admin_Title32	2531	花好月圓		藍色稱號	200	204	205	206	2592000				1				
HK_Title33	2532	威震武林	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	259200				1				
HK_Title34	2533	香港第一幫派	Title_Normal;	特殊稱號（紅色）	200	222	223	224	1296000				1				
HK_Title35	2534	台灣第一幫派	Title_Normal;	特殊稱號（紅色）	200	222	223	224	1296000				1				
HK_Title36	2535	境外第一幫派	Title_Normal;	特殊稱號（紅色）	200	222	223	224	1296000				1				
HK_Title37	2536	雄霸一方	Title_Normal;	特殊稱號（紅色）	200	222	223	224	1296000				1				
HK_Title38	2537	義薄雲天	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title39	2538	仗劍天涯	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title40	2539	猛龍過江	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title41	2540	隻手遮天	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title42	2541	戰無不勝	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title43	2542	勝者為王	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title44	2543	蓋世英雄	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title45	2544	人劍合一	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title46	2545	俠肝義膽	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title47	2546	卧虎藏龍	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title48	2547	亂世英雄	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title49	2548	獨孤九劍	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	604800				1				
HK_Title50	2549	迷蹤仙派	Title_Normal;	特殊稱號（綠色）	200	219	220	221	604800				1				
HK_Title51	2550	才富五車	Title_Normal;	特殊稱號（紅色）	200	222	223	224	604800				1				
HK_Title52	2551	武林至尊	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	604800				1				
HK_Title53	2552	天下無雙	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	604800				1				
HK_Title54	2553	金牌打手	Title_Normal;	特殊稱號（紅色）	200	222	223	224	604800				1				
HK_Title55	2554	舉世無雙	Title_Normal;	特殊稱號（紅色）	200	222	223	224	604800				1				
HK_Title56	2555	神乎其技	Title_Normal;	特殊稱號（紅色）	200	222	223	224	604800				1				
HK_Title57	2556	爐火純青	Title_Normal;	特殊稱號（紅色）	200	222	223	224	604800				1				
HK_Title58	2557	身手了得	Title_Normal;	特殊稱號（紅色）	200	222	223	224	604800				1				
HK_Title59	2558	登峰造極	Title_Normal;	特殊稱號（紅色）	200	222	223	224	604800				1				
HK_Title60	2559	伯樂	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
HK_Title61	2560	名駒之主	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
HK_Title62	2561	超級巨星	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	1728000				1				
HK_Title63	2562	靈魂導師	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	1728000				1				
HK_Title64	2563	財神爺	Title_Normal;	特殊稱號（紅色）	200	222	223	224	1296000				1				
HK_Title65	2564	一見你就笑	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	1296000				1				
HK_Title66	2565	五福臨門	Title_Normal;Title_Orange	橙色稱號	200	213	214	215					1				
HK_Title67	2566	萬事如意	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
HK_Title68	2567	嶄露頭角	Title_Normal;	藍色稱號	200	204	205	206	2592000				1				
HK_Title69	2568	眾星捧月	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	5184000				1				
HK_Title70	2569	玉樹臨風	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	5184000				1				
HK_Title71	2570	沉魚落雁	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	5184000				1				
HK_Title72	2571	煮酒論英雄	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
FubenNpc	3000	鼓舞		藍色稱號	200	204	205	206					1		副本NPC稱號		
FubenNpc	3001	迅捷		藍色稱號	200	204	205	206					1		副本NPC稱號		
FubenNpc	3002	治癒		藍色稱號	200	204	205	206					1		副本NPC稱號		
FubenNpc	3003	屍爆		紫色稱號	200	207	208	209					1		副本NPC稱號		
FubenNpc	3004	反彈		紫色稱號	200	207	208	209					1		副本NPC稱號		
FubenNpc	3005	秒殺		紅色稱號	300			301					1		副本NPC稱號		
FubenNpc	3006	劇毒		藍色稱號	200	204	205	206					1		副本NPC稱號		
FubenNpc	3007	優先擊殺		紅色稱號	300			301					1		副本NPC稱號		
FubenNpc	3008	強體		藍色稱號	200	204	205	206					1		副本NPC稱號		
FubenNpc	3009	免疫擊退		藍色稱號	200	204	205	206					1		副本NPC稱號		
FubenNpc	3010	昔日的迴響		紫色稱號	200	207	208	209					1		副本NPC稱號		
FubenNpc	3011	儘快開啟		紅色稱號	300			301					1		副本NPC稱號		
FubenNpc	3012	儘快撲滅		紅色稱號	300			301					1		副本NPC稱號		
VN_Title1	3500	紅色稱號1	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title2	3501	紅色稱號2	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title3	3502	紅色稱號3	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title4	3503	紅色稱號4	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title5	3504	紅色稱號5	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title6	3505	紅色稱號6	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title7	3506	紅色稱號7	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title8	3507	紅色稱號8	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title9	3508	紅色稱號9	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title10	3509	紅色稱號10	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
VN_Title11	3510	紫色稱號1	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title12	3511	紫色稱號2	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title13	3512	紫色稱號3	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title14	3513	紫色稱號4	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title15	3514	紫色稱號5	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title16	3515	紫色稱號6	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title17	3516	紫色稱號7	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title18	3517	紫色稱號8	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title19	3518	紫色稱號9	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title20	3519	紫色稱號10	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title21	3520	橙色稱號1	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title22	3521	橙色稱號2	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title23	3522	橙色稱號3	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title24	3523	橙色稱號4	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title25	3524	橙色稱號5	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title26	3525	橙色稱號6	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title27	3526	橙色稱號7	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title28	3527	橙色稱號8	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title29	3528	橙色稱號9	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title30	3529	橙色稱號10	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title31	3530	Fanpagge 翻唱活動第一稱號	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	5184000				1				
VN_Title32	3531	Fanpagge 翻唱活動第二稱號	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	5184000				1				
VN_Title33	3532	Fanpagge 翻唱活動第三稱號	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	5184000				1				
VN_Title34	3533	Fanpagge 活動稱號第一稱號	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	7776000				1				
VN_Title35	3534	Fanpagge 活動稱號第二稱號	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	7776000				1				
VN_Title36	3535	Fanpagge 活動稱號第三稱號	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	7776000				1				
VN_Title37	3536	Fanpagge 活動稱號第四稱號	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	7776000				1				
VN_Title38	3537	Fanpagge 活動稱號第五稱號	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	15552000				1				
VN_Title39	3538	Fanpagge 活動稱號第六稱號	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	15552000				1				
VN_Title40	3539	Fanpagge 活動稱號第七稱號	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	15552000				1				
VN_Title41	3540	預備稱號1	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title42	3541	預備稱號2	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title43	3542	預備稱號3	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title44	3543	預備稱號4	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title45	3544	預備稱號5	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1				
VN_Title46	3545	預備稱號6	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	7776000				1				
VN_Title47	3546	預備稱號7	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	7776000				1				
VN_Title48	3547	預備稱號8	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	7776000				1				
VN_Title49	3548	預備稱號9	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	7776000				1				
VN_Title50	3549	預備稱號10	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	7776000				1				
VN_Title51	3550	預備稱號11	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	15552000				1				
VN_Title52	3551	預備稱號12	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	15552000				1				
VN_Title53	3552	預備稱號13	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	15552000				1				
VN_Title54	3553	預備稱號14	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	15552000				1				
VN_Title55	3554	預備稱號15	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	15552000				1				
KinOpenSrvActivity1	4000	第一幫派堂主	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		百大幫派活動中幫派排名第一的榮譽		
KinOpenSrvActivity2	4001	第一幫派副堂主	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		百大幫派活動中幫派排名第一的榮譽		
KinOpenSrvActivity3	4002	第一幫派會長	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		百大幫派活動中幫派排名第一的榮譽		
KinOpenSrvActivity4	4003	第一幫派組長	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		百大幫派活動中幫派排名第一的榮譽		
KinOpenSrvActivity5	4004	第一幫派成員	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		百大幫派活動中幫派排名第一的榮譽		
KinOpenSrvActivity6	4005	十大幫派堂主	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		百大幫派活動中幫派排名前十的榮譽		
KinOpenSrvActivity7	4006	十大幫派副堂主	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		百大幫派活動中幫派排名前十的榮譽		
KinOpenSrvActivity8	4007	十大幫派會長	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		百大幫派活動中幫派排名前十的榮譽		
KinOpenSrvActivity9	4008	十大幫派組長	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		百大幫派活動中幫派排名前十的榮譽		
KinOpenSrvActivity10	4009	十大幫派成員	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		百大幫派活動中幫派排名前十的榮譽		
KinOpenSrvActivity11	4010	卓越幫派堂主	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1		百大幫派活動中幫派排名第11~20名		
KinOpenSrvActivity12	4011	卓越幫派副堂主	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1		百大幫派活動中幫派排名第11~20名		
KinOpenSrvActivity13	4012	卓越幫派會長	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1		百大幫派活動中幫派排名第11~20名		
KinOpenSrvActivity14	4013	卓越幫派組長	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1		百大幫派活動中幫派排名第11~20名		
KinOpenSrvActivity15	4014	卓越幫派成員	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1		百大幫派活動中幫派排名第11~20名		
KinOpenSrvActivity16	4015	第一幫派總堂主	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		百大幫派活動中幫派排名第一的榮譽		
KinOpenSrvActivity17	4016	十大幫派總堂主	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		百大幫派活動中幫派排名前十的榮譽		
KinOpenSrvActivity18	4017	卓越幫派總堂主	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1		百大幫派活動中幫派排名第11~20名		
KinOpenSrvActivity19	4018	第一幫派吉祥物	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		百大幫派活動中幫派排名第一的榮譽		
KinOpenSrvActivity20	4019	十大幫派吉祥物	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		百大幫派活動中幫派排名前十的榮譽		
KinOpenSrvActivity21	4020	卓越幫派吉祥物	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	2592000				1		百大幫派活動中幫派排名第11~20名		
XM_Title1	4500	煮酒會英雄	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
XM_Title2	4501	俠義之心	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	604800				1				
XM_Title3	4502	天籟之音	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	5184000				1				
XM_Title4	4503	靈魂導師	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	5184000				1				
XM_Title5	4504	雪利兵殘	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1				
XM_Title6	4505	ToT好痛	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1				
XM_Title7	4506	還真的郎君	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1				
XM_Title8	4507	爺只是傳說	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1				
XM_Title9	4508	凜·守護神	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1				
XM_Admin_Title10	4509	我是GM	Title_Normal;	特殊稱號（紅色）	200	222	223	224					1				
XM_Title11	4510	天籟新秀	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	5184000				1				
XM_Title12	4511	人氣寶貝	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	5184000				1				
XM_Title13	4512	天籟見證人	Title_Normal;	特殊稱號（紅色）	200	222	223	224	5184000				1				
XM_Title14	4513	新馬第一總堂主	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1				
XM_Title15	4514	新馬第一幫派	Title_Normal;	特殊稱號（紅色）	200	222	223	224	2592000				1				
XM_Title16	4515	巔峰至尊	Title_Normal;Title_Orange	橙色稱號	200	213	214	215		UI/Atlas/BeautyTitle/BeautyTitle.prefab  	BeautyTitle1_		1				
daiyanren1	5000	武當新秀		粉色稱號	200	210	211	212					1		代言人活動		
daiyanren2	5001	峨嵋新秀		粉色稱號	200	210	211	212					1		代言人活動		
daiyanren3	5002	寂寞雙煞		紫色稱號	200	207	208	209					1		代言人活動		
daiyanren4	5003	寂寞雙煞		紫色稱號	200	207	208	209					1		代言人活動		
LevelOpenSrvActivity1	5004	一騎絕塵	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服等級沖榜活動中排名[FFFE0D]前十[-]，獲得此稱號		
LevelOpenSrvActivity2	5005	躡景追風	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	2592000				1		恭喜俠士在開服等級衝榜活動中排名[FFFE0D]第11-100名[-]，獲得此稱號		
PowerOpenSrvActivity1	5006	天王第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity2	5007	峨嵋第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity3	5008	桃花第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity4	5009	逍遙第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity5	5010	武當第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity6	5011	天忍第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity7	5012	少林第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity8	5013	翠煙第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity9	5014	唐門第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity10	5015	崑崙第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity11	5016	丐幫第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity12	5017	五毒第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity13	5018	藏劍第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity14	5019	長歌第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity15	5020	門派第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity16	5021	門派第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity17	5022	門派第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity18	5023	門派第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity19	5024	門派第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity20	5025	門派第一	Title_Normal;Title_Orange	橙色稱號	200	213	214	215	2592000				1		恭喜俠士在開服戰力沖榜活動中戰力排名[FFFE0D]第1[-]，榮獲此稱號，有效期[FFFE0D]30天[-]	6	
WeekendQuestionTitle1	5030	見多識廣	Title_Normal;Title_Purple	紫色稱號	200	207	208	209	864000				1		恭喜俠士在五一江湖動靈機活動中答對[FFFE0D]10[-]題，榮獲此稱號，有效期[FFFE0D]10天[-]		
WeekendQuestionTitle2	5031	博古通今	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	864000				1		恭喜俠士在五一江湖動靈機活動中答對[FFFE0D]16[-]題，榮獲此稱號，有效期[FFFE0D]10天[-]		
WeekendIdiom	5032	入室升堂	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	864000				1		恭喜俠士在有緣一線牽中獲得[FFFE0D]40[-]積分，榮獲此稱號，有效期[FFFE0D]10天[-]		
DefendFubenTitle1	5033	情比金堅	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	864000				1		恭喜俠士在五一江湖展身手中成功防禦[FFFE0D]6[-]輪，榮獲此稱號，有效期[FFFE0D]10天[-]		
Laba_Messenger1	5034	賞善罰惡使	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		臘八節活動		
Laba_Boss1	5035	偽俠客島主	Title_Normal;Title_Purple	紫色稱號	200	207	208	209					1		臘八節活動		
Laba_Boss2	5036	幕後黑手	Title_Normal;Title_Pink	粉色稱號	200	210	211	212					1		臘八節活動		
LaBa_Wish_1	5037	眾星捧月	Title_Normal;Title_Pink	粉色稱號	200	210	211	212	864000						許願樹活動中點贊排名獲得的稱號		
