nDialogId	szDialogIndex	nLookNpcTemplateId	nNpcTemplateId	szNpcSay	szPlayerSay	szStoryBefore	szStoryAfter	nSoundId	szAction
122	122		415	捕獸夾？适才我們進谷，看見大路正中置有一個捕獸夾，想必是你家小姐放的，我去看看，說不定可以幫你們找回小姐。					
122	122		1110	可是一位身著紫衣的姑娘？她就是我家薔薇小姐，落葉谷的千金。					
122	122				（就知道如此刁蠻的必定是某家的小姐，想不到她的來頭這麼大）如此說來，我們幫你們去將她找回吧。				
122	122		1110	如此就有勞二位了！我去想辦法拖一拖我家主人，希望兩位能夠及時趕回！多謝了！					
123	123	1098	415	不知薔薇姑娘是否已然盡興？我特來請姑娘大駕，速回山莊。					
123	123		1098	你怎麼會知道我叫薔薇？（薔薇把髮釵扔進水中）如果你把髮釵找回來，我就跟你回去！我勸你考慮清楚！水裡非但有食人魚，還奇寒徹骨。即使你不被吃掉，也會因時間過長受不住陰寒而凍死！					
123	123		415	天下之大真是無奇不有！人吃魚不過尋常事，魚吃人當真稀罕！我定要親眼看看！若是尋回髮釵，你定要與我一同回去！一言為定！					
123	123		415		（楊兄還真是藝高人膽大……）楊兄自己小心些！				
124	124		1098	為什麼要下去？若不是你功力深厚……唉，沒見過像你這樣的人！從小大家都說我任性，沒人肯陪我玩，只有你和他們不一樣……					
124	124		415	呵呵，區區小事，何足掛齒！					
124	124		1098	你這個人真有意思！好，我們回去罷！					
124	124				（總算是讓這個刁蠻丫頭回家了……）				
125	125		1102	你是不是又淘氣了？					
125	125		1098	哪有呀，爹！我要先回房一下，楊大哥，我待會再出來找你玩，不許偷偷走了噢！					
125	125		415	晚輩久仰前輩大名，不勝景仰，今日特來拜訪，晚輩雖然自知功力粗淺，但還是斗膽希望前輩能夠指點一二，望前輩成全！					
125	125		1103	哈哈，明知山有虎，偏向虎山行，我最喜歡有勇氣的年輕人，既然你敢向我挑戰，我就成全你罷！只是你我比武，須尋找一處靜僻之地，單獨決鬥！					
125	125				楊兄，我先回悲魔山莊替你向納蘭姑娘報個平安，晚輩就先行告辭了！				
126	126		415	可含，看到真兒姑娘了嗎？					
126	126		1112	真兒小姐昨晚跟我說她睡不著，要出去散散心，於是整個晚上都沒回來。公子快去找找吧。					
126	126		415	你知道她去哪裡了嗎？					
126	126		1112	真兒小姐在公子不在時，常從偏門去東面的樹林散步，公子可以去那兒找找看。					
126	126		415	（與你對望一眼）我們現在就去找。					
127	127		415	多謝孟前輩指點，前輩武功高強，令人敬佩！					
127	127		1102	嗯，年輕人，好好考慮我的建議，機會不是人人都能遇上的，你可不要錯過了！					
127	127		415	……是，$N，走吧，我們回悲魔山莊。					
127	127				（不知道孟前輩提了什麼建議……）				
128	128		415	紫軒！你怎麼會在這裡？					
128	128		1091	楊大哥……你是來找一位納蘭姑娘的嗎？					
128	128		415	不錯！你是怎麼知道的？					
128	128		1091	那日楊大哥棄我而去，我本想一死了之，卻被飛龍堡的少堡主月眉兒姑娘救起，並把我帶回飛龍堡……經月姑娘開導，我放棄了求死的念頭，但也不想長留飛龍堡，於是準備回往芭蕉小築……					
128	128		1091	就在早時經過一片樹林時，遇到了十幾個黑衣蒙面人脅持一個姑娘，在和他們的對話中我得知那個姑娘複姓納蘭，而且她還提及了楊大哥的名字。					
128	128		1091	我想這位納蘭姑娘和楊大哥必定有密切的關係，於是出手相救，怎奈他們人多勢眾，而且個個身手不俗，我沒有救下納蘭姑娘，但從他們的打扮裝束來看很像飛龍堡的人。					
128	128		415	紫軒……你怎麼能……唉，對不起，如今真兒是我最重要的人。不過飛龍堡的人為什麼要綁架真兒呢？難道月眉兒她……不行，我還是去飛龍堡走一趟吧。					
129	129		415	在下悲魔山莊楊影楓，快叫你們堡主月眉兒出來見我！					
129	129		1113	楊兄，真不巧，月少堡主昨日出去辦事，還沒回來，楊兄如果有事找少堡主，不如在飛龍堡暫住幾日，等少堡主回來。					
129	129		415	哼！分明是做了見不得人的事，不敢出來見我了。哼！你們綁架了我的真兒，是不是想要我的《武道德經》呀？實話告訴你我根本就沒有什麼《武道德經》，今日我是來要人的。					
129	129		1113	楊兄，鄙堡武學雖然淺薄，但也不需要於用如此卑鄙的手段來奪取什麼《武道德經》，何況我們根本沒有綁架什麼真兒姑娘。					
129	129		415	哼！有人親眼看見的還能有假？今日你們如果不交出真兒，休怪我楊影楓拆了你們的飛龍堡。					
129	129		1113	楊兄，飛龍堡雖然在江湖上沒什麼名氣，但也不是被別人說拆就拆的。來啊，弟兄們，既然楊兄一心要闖飛龍堡，我們說不得要動手護堡了！弟兄們，快來護堡！					
129	129				（此事有蹊蹺，不過楊兄如今心急如焚，只怕是不會聽勸了，看來只能動手了！）				
6135	6135		1098	楊大哥，謝謝你救了我。你會向我爹求親嗎？					
6135	6135		415	我不能這麼做……					
6135	6135		1098	楊大哥，你是不是已經有心上人了？					
6135	6135		415	薔薇姑娘，我先送去回落葉谷吧。					
6137	6137		1103	楊影楓，老夫一生從不受人恩惠，你這次救了小女一命，可算是對老夫有恩，你想讓老夫怎麼報答你呢？					
6137	6137		415	一點小事，談不上什麼報答，這是我應該做的。					
6137	6137		1103	你不是很想學我的武功嗎？你為什麼不讓我傳你絕世武功呢？					
6137	6137		415	楊影楓：晚輩的確很欽佩前輩的絕世武功，但是……晚輩救薔薇小姐絕不是為了這個目的。					
6137	6137		1103	不知有多少人想拜在我的門下都求之不得，而你有恩於我卻……楊影楓，你果然是與眾不同啊，怪不得薔薇這孩子對你情有獨鍾。					
6137	6137		1103	楊少俠，不知飛龍堡和我落葉谷有什麼過節，為什麼要綁架我的女兒？想當初上官飛龍創立飛龍堡時，對堡內弟子要求極其嚴格，如今怎麼會做起這種勾當了？					
6137	6137		415	晚輩也很奇怪，他們不但綁架了薔薇，還綁架了我的朋友納蘭真。其中蹊蹺晚輩一定會查個水落石出的。					
6138	6138		1210	莊主，你總算是回來了！					
6139	6139		1210	莊主，你不在的時候飛龍堡的少堡主月眉兒來找過你。					
6139	6139		415	啊！？她現在哪裡？我正想找她。					
6139	6139		1210	她看你不在，就留了個口信說約你在凌絕峰頂見面。					
6139	6139		415	淩絕峰頂！？那不是我爹和她爹當年決鬥的地方嗎？看來今天我要和月眉兒之間又要有一場決戰……					
131	131		1113	楊影楓，算你厲害，好漢不吃眼前虧，等我們少堡主回來再找你算帳。					
131	131		415	不知道真兒被關在哪裡，讓我四處找找看。					
131	131				（方才一路闖來，看來納蘭姑娘確實不在此處）楊兄，方才我已觀察過，納蘭姑娘和月姑娘似乎都不在此處，我們還是趕緊去別的地方尋找，以免耽誤！				
131	131		415	……好吧！還是先回悲魔山莊再做打算吧。					
132	132		415	月眉兒！你為什麼要綁架我的真兒？上一代的恩怨……我爹是有些不對……但你如果想給你爹報仇……也不必用如此卑鄙的手段！					
132	132		1097	楊影楓！你好大的膽子！我不去找你報仇，你反倒來闖我飛龍堡來了？哼！楊影楓，你欺人太甚，我爹當年本不願和你爹比武，但是你爹卻苦苦相逼，結果害得我家破人亡……					
132	132		1097	如今，你又不分青紅皂白跑到飛龍堡，打死打傷我無數弟子，哼！若不是我剛巧回來，你是不是準備把我的手下都給收拾了？我告訴你，納蘭真已經被我解決了！我今天就和你做個了斷。					
132	132		415	什麼！？……真兒！你！月眉兒……我要解決你……給我的真兒報仇！					
132	132		1097	好！我倒要看看，你楊影楓到底有什麼大本事，來我飛龍堡大肆搗亂！盧總管，你先退下！我一個人應付此事！					
134	134		415	真兒！原來你沒死！可是你為什麼要阻止我？不是月眉兒把你綁架了嗎？……這到底是怎麼回事？					
134	134		1101	影楓哥！你太糊塗了！你怎麼能……唉！					
134	134				兩位……事情詳細經過就先別說了，月姑娘受了重傷，命懸一線，先救月姑娘要緊！				
134	134		415	走！我們立刻回忘憂島找胡神醫！					
135	135		1101	胡神醫！這位月姑娘受了重傷，求求你救救她！					
135	135		417	這位姑娘的傷勢很重，我只能暫時保住她的性命。要想徹底醫好她，必須以先天無極真氣打通她全身的經脈，然後用銀絲草十二株煎服三日方能痊癒。當世能有如此功力的，只有孟知秋。					
135	135				事不宜遲，我們兵分兩路，我和楊兄帶著月姑娘前去找孟前輩，胡神醫，勞煩你與納蘭姑娘再去採摘一些銀絲草來！				
136	136		1103	楊兄，要老夫救人也可以，不過你得答應我一件事——和薔薇成親，怎麼樣？不難辦吧。你救過小女，我本不該再提什麼條件，但是為了薇兒的幸福，只好出此下策，望少俠理解。					
136	136		415	這個……前輩……晚輩恕難從命……					
136	136		1103	楊影楓，論相貌、論武功、小女有哪點配不上你？你為何總是推三阻四呢？我給你一天的時間，你好好考慮一下吧。					
136	136		719	孟知秋甩袖就走進屋中					
6136	6136				楊兄，看來要說動孟前輩，還是得薔薇姑娘出面，你我不如去見見薔薇姑娘，看看她是否願意幫我們。				
6136	6136		415	你說得對，為今之計，只有希望薔薇能說動他了。					
137	137		415	薔薇！終於找到你了！					
137	137		719	楊影楓給薔薇講了事情的經過……					
137	137		1099	影楓哥，我爹太不講理了！讓我跟他說去……我們走！					
138	138		1099	爹……你怎麼能這樣難為影楓哥呢？?					
138	138		1103	薇兒，我這還不都是為了你著想嗎？?					
138	138		1099	我和影楓哥之間的事用不著你管，你快幫影楓哥救人吧。					
138	138		1103	唉……真是女大不由爺呀……也罷……你們先回去休息吧，我今晚救人就是了。					
138	138		415	晚輩代月姑娘多謝前輩的救命之恩了。					
139	139				薔薇姑娘，月姑娘怎麼樣了？				
139	139		1099	爹說月姑娘已經沒事了，要你們早點用銀絲草給她進行治療。他需要閉關修煉一段時間，如果你們要走就不必向他告辭了。					
139	139		415	薇兒，這一次多謝你了……					
139	139		1099	嗯，楊大哥，希望你好好保存我送給你的東西。好了，月姑娘傷勢很重，你們快去吧。					
140	140		413	影楓哥，你們回來了，孟前輩答應替月姑娘療傷了嗎？草藥早就已經採摘好了！					
140	140				孟前輩已經幫月姑娘療傷！				
140	140		413	太好了！你們先將眉兒姐交給我，我熬制完藥物後就喂她喝下，還有一些需要外敷的草藥，你們就別跟來啦，先幫我把藥材拿給胡神醫吧。					
6140	6140				胡神醫，這是納蘭姑娘讓我交給你的藥材。				
6140	6140		417	嗯，有了這些藥，再加上孟知秋傳功，月眉兒這條命算是保住了。					
6141	6141				咦，納蘭姑娘你怎麼來了？莫非是月姑娘出什麼事了？				
141	141				納蘭姑娘，月姑娘怎麼樣了？				
141	141		413	眉兒姐沒事了，不過還要好好休養一陣，對了，告訴你們一個秘密，上官飛龍生前和我爹原本是師兄弟，我和眉兒姐更是姐妹！她身上有一塊和我正好相反的玉佩。					
141	141				什麼？竟有這樣的事……這未免也太湊巧了！				
141	141		413	娘臨死前對眉兒姐說，她在忘憂島禁地的密室裡留下了一封書信，上面寫明瞭當時發生的一切，兩枚玉佩就是打開密室的鑰匙。你們留在這兒照顧眉兒姐，我要去密室看看！					
141	141				（忘憂島是納蘭姑娘自小生長的地方，應該不會有什麼問題）納蘭姑娘多加小心。				
142	142		1097	楊影楓，你雖然救了我，但是我們之間的恩怨不會從此一筆勾銷的。					
142	142		415	……月眉兒，你知道是誰冒充飛龍堡的人綁架了真兒和薔薇嗎？我覺得這些人好像在故意製造我們之間的誤會。					
142	142		1097	原來你也不是很笨呀。不過我也不知道！我本來也在調查此事……但你卻趁我不在跑到飛龍堡……					
142	142		415	（臉紅）對不起……我是擔心真兒……對了，真兒呢，她拿著玉佩去了忘憂島禁地，怎麼去了這麼久還沒回來？難道出事了！我們去看看！					
142	142		1097	等一下，如果你們遇見納蘭潛凜，要小心一點。					
142	142				小心島主？這卻又是為什麼？				
142	142		1097	真兒跟你說過了吧，我和她是親姐妹，我爹和納蘭潛凜都是無憂教主月重天的徒弟，納蘭潛凜為了「武道德經」不惜加害自己師父，真兒這次去，就是為了毀掉「武道德經」！					
142	142				竟然有這樣的事情？若他真是這般狠辣，真兒恐怕不會這麼順利！我去看看！				
143	143				嗯？剛才好像有一道人影一閃而過，難道是我的錯覺？				
143	143				咦？又有人出來了！看起來似乎受了傷！好像……是納蘭姑娘？				
144	144		413	影楓哥……					
144	144		415	真兒，你怎麼了？是誰打傷你的？					
144	144		413	是孟……咳……孟知秋…我在密室中發現了娘留下的遺書和「武道德經」…我覺得那是一本不祥之書……咳咳……想把它毀掉…想不到孟知秋突然出現，打傷了我，搶走了「武道德經」……					
144	144		415	想不到……原來孟知秋這麼陰險。不行……我要去找他要回秘笈，也給真兒討個公道！眉兒，你留在這裡幫我照顧一下真兒！					
145	145		415	孟知秋！想不到你竟如此卑鄙無恥！不但搶走了「武道德經」，還打傷真兒！					
145	145		1099	這怎麼可能？我爹他一直都沒有離開過落葉谷。影楓哥，我爹不會這麼做的，你一定是看錯了！					
145	145		1103	胡言亂語！老夫何時搶過「武道德經」？又何時打傷了納蘭姑娘？真是笑話，自從你離開落葉谷後，我一直在閉關修煉恢復元氣。					
145	145		1103	出關後恰逢武當天星道長前來拜訪，之後我和他一直在切磋武功，這中間怎麼可能去奪經傷人呢？不信你可以去向天星道長求證，他此刻應該還未走遠。					
145	145		415	好，我就去一趟，一定會把這件事查個水落石出的。					
145	145		1099	影楓哥，我要跟你一起去。爹，我相信你一定是被人陷害的，我要給你討回清白。					
146	146		415	天星道長，在下此次前來是特地向道長求證一件事的。請問道長日前可曾去過天山落葉谷？					
146	146		1392	不錯，貧道去過。貧道得知數十年前已經絕跡江湖的魔教——無憂教又重新崛起，目前在各處活動頻繁，於是找孟盟主商討對策。					
146	146		415	原來如此，多謝道長相告，晚輩告辭了。					
147	147		1092	楊大哥！我正在到處找你呢！					
148	148		1092	楊大哥，你還記得張仲天嗎？原來他沒死。上次在客棧之時，他被卓非凡盯上，不得不詐死脫身，那本秘笈實際上是一本假的。原來他是魔教中人！					
148	148		415	我已經知道了，那本假秘笈害我好慘哪。不過我倒是沒想到張兄原來是忘憂教中人。					
148	148		1099	魔教教主納蘭潛凜早年在中原武林散佈關於「武道德經」的謠言，意在挑起紛爭，為魔教再次進入中原做準備。日前他不知從何處得到了真正的「武道德經」，被張仲天無意中發現……					
148	148		415	啊！原來是他？是他搶走了「武道德經」!					
148	148		1099	張仲天對納蘭潛凜一片忠心，但納蘭潛凜為了不使秘密洩漏，卻欲將他滅口，他心中著實不甘，拼著重傷來告訴我們，魔教在中原的勢力越來越大，楊大哥你也是主要目標，你要多加小心！					
148	148		415	紫軒，多謝你通知我。原來是他打傷了真兒！他怎的連自己的親生女兒都不放過？					
148	148		1099	看來納蘭潛凜是想挑撥你和我爹之間的關係，然後從中漁利。					
148	148		415	薇兒，在天星道長證實你爹的清白之後，我便開始懷疑納蘭潛凜了，只是還不敢確定，畢竟虎毒不食子，現在看來，多半不會錯了。納蘭潛凜假扮成孟前輩，搶走了秘笈並且打傷了真兒！					
148	148		1099	那真兒姐和眉兒姐現在豈不是很危險？我們趕緊回忘憂島吧！					
151	151				可惡！看來我們還是來晚了一步！得闖進無憂教禁地救出她們！				
151	151		1146	果然來送死了！抓活的！教主對這兩個人很感興趣！					
152	152		415	眉兒和真兒一定就在無憂禁地深處的地牢，我們走！					
153	153		415	走！我們這就去救出她們！					
155	155				楊大哥，此處危險，我們還是儘早離開為好！				
155	155		415	嗯，眉兒，真兒，你們忍著點，我們先離開這裡。					
156	156		1147	楊影楓！教主命我帶你們回去，這次你逃不掉了。既然來了，就別想走了！兄弟們上，一個也不能放走！					
156	156				（楊兄失魂落魄，得趕緊擊退他們想方法離開）				
157	157		1147	楊影楓！你再往前我就先收拾了薔薇。你還是乖乖的束手就擒，回去等候教主發落。					
157	157				你以為我們會束手就擒嗎？				
157	157		1147	（憑這裡的人要對付他們恐怕損失不小）把她們先帶回摘星樓。想救她們的話就來摘星樓吧。					
157	157		415	真兒，眉兒，薔薇……我一定要救你們出來！					
158	158				楊大哥，這分明是個陷阱，若我們貿然前去，恐怕也是有去無回！				
158	158		415	我們還是先回去找孟老前輩幫忙吧。					
159	159		415	前輩……怎麼會這樣？					
159	159		1103	魔教教主納蘭潛凜……他想要稱霸中原武林，自然不肯放過我……薇兒呢……她不是和你在一起嗎？					
159	159		415	薇兒她……被魔教的人抓走了。唉……我真沒用。					
159	159		1103	以你現在的功力，還不是納蘭潛凜的敵手，我要傳功給你。我已經活不長了……但薇兒她還小，我死之後，她便再無親人，希望你能好好照顧她。					
159	159		415	前輩你放心，我一定會的。					
160	160		415	就是此處了！走！我們就來闖上一闖！					
161	161		1148	大俠饒命！放過我們！我們告訴你紫軒姑娘被關押在哪裡！					
161	161				（竟然連紫軒姑娘都被抓來了？我們都還沒逼供，這些人就直接說了出來，真是沒用）不想死的就快說！				
164	164		1092	楊大哥！$N，真的是你們？我以為再也見不到你們了。					
164	164		415	紫軒，你的傷勢怎麼樣？你找到月眉兒了嗎？					
164	164		1092	不要緊，休息一段時間就會好的。我打聽到她們可能被關在飛龍堡的某個地方。					
164	164				這裡十分危險，我們先送紫軒姑娘離開這兒，然後再去飛龍堡救人！				
165	165		1092	好了，出了這個門口就安全了，你們先別管我了，快去救月眉兒吧。我自己會照顧自己的……咳咳……納蘭潛凜的武功非常厲害，你們千萬要小心。					
165	165		415	你回去以後安心養傷，我們先去飛龍堡救她們出來，再回來找你。					
165	165				紫軒姑娘，不必擔心，我們會把她們都救出來的！你先好生休養吧！				
165	165		1092	你們保重，一定要回來……					
166	166				糟糕！看來飛龍堡也已經被攻破了！我們得趕緊了！				
166	166				看來這裡經歷了一場大戰！要想知道她們在哪，又不想引起騷動，還真是有些困……				
167	167		1149	（遠處突然傳來聲音）月眉兒，你已經被包圍了，乖乖的跟我們回去見教主吧。我知道你已經身受重傷了，還是乖乖的束手就擒吧，省得我們費事。					
167	167		1097	哼，你們有本事就抓我回去。我死也不會跟你們回去的。					
167	167		415	是眉兒！你們住手！眉兒，不要害怕，我來了。					
168	168		415	眉兒！你是怎麼逃出來的？你知道納蘭真和薔薇的下落嗎？					
168	168		1097	我被關在飛龍堡的通天塔里，幸虧總管盧肇顥捨命把我救了出來，但是他卻……她們也被關在通天塔里，我本想救她們出來，但通天塔高手如雲，我只好先出來，沒想到在這見到了你。					
168	168		415	我看你傷得不輕，還是先去寒波谷養傷吧，紫軒正好也在寒波谷。					
168	168		1097	我的傷勢不要緊，我自己前往就可以了，好了，我不耽誤你的時間了，你快去救人吧。					
170	170		415	薇兒！讓你受苦了。真兒呢？					
170	170		1099	影楓哥！我終於把你給盼來了，嗚……你不知道你不在的時候，我有多想你，你要是再不來，我就準備跳塔了。真兒姐姐好像又和他父親和好了，他們一起離開了飛龍堡，不知去了哪裡。					
170	170		415	薇兒！你怎麼這麼傻……現在沒事了，我們快些離開這兒吧。					
170	170		1099	影楓哥……我想回落葉谷，你能帶我回去看看嗎？					
170	170		415	好……					
171	171		1099	影楓哥……我害怕……我怕再也見不到你了……你對我真好……就算明天我就死了，也心滿意足了。					
171	171		415	薇兒，你怎麼了？好好的哭什麼。你好像有什麼事在瞞著我？					
171	171		1099	影楓哥……我恐怕就快要死了……在飛龍堡時，魔教護法“黑煞瘟神”卜風想非禮我，幸虧真兒姐姐及時趕到收拾了他，但我已中了一種叫穿腸雪蛛毒的西域奇毒，十日內就會全身腐爛而死。					
171	171		415	那卜風的身上沒有解藥嗎？真兒呢？她又在哪裡？不行，我們現在就去找解藥。					
171	171		1099	不要啊……影楓哥……我只要你這樣靜靜的陪著我。					
171	171		415	薇兒，我帶你回忘憂島找胡神醫，說不定他有辦法救你。					
171	171		1099	影楓哥……只要能和你在一起，去哪裡都行。					
172	172		417	噫？這不是楊老弟嗎？怎麼又有空兒到我這裡來作客了。					
172	172		415	胡神醫，我是來找你救人的。就是我身後這位姑娘，她是武林盟主孟知秋的女兒。她中了“黑煞瘟神”卜風的穿腸雪蛛之毒，今天已經是第五天了。					
172	172		417	穿腸雪蛛毒……這種毒藥來自西域，相傳是用西域穿腸草加上西域雪蛛之毒配製而成。只有用另外一種毒才能解。據我診斷，再不出五日，雪蛛之毒就會發作，到時全身會逐漸潰爛……					
172	172		417	穿腸草和雪蛛遠在西域，中原罕有。就算你能取得來，也為時已晚了。楊兄，我這裡有十顆“天心鎖命丹”，待她毒發之時可以暫時鎮住毒性，每日服一粒，可延她十日性命。					
172	172		1099	影楓哥……算了吧……還記得當初我們是怎麼認識的嗎？你帶我去那兒走走好不好？					
172	172		415	好，我們這就去……多謝胡神醫……					
173	173		1099	影楓哥，你還記得這裡嗎？					
173	173		415	當然記得，那只扁……蒼鷹，你的發釵……還有那可怖的魚……					
173	173		1099	（微微一笑）影楓哥！你可不許叫它扁毛畜生！那時候我與你比武，你不是有心連帶著把我也繞進去罵了嗎？					
173	173		415	（勉強擠出一絲笑容）都是我的錯，我以後再也不這麼叫了。					
173	173		1099	才不是呢！我只是覺得你很好……想和你多待一會……影楓哥，我有點累了，你帶我回你建立的悲魔山莊好不好？					
173	173		415	好……					
174	174				嗯？是納蘭姑娘？她怎麼會在這裡？				
175	175		415	真兒，終於又見到你了，你還好吧。薇兒她……					
175	175		1099	真兒姐姐……再見到你我真高興。					
175	175		413	影楓哥，我還好，我在這裡等你們已經三天了。					
175	175		413	薔薇妹妹，我已經給你拿到“穿腸雪蛛”得解藥了！我假意和爹和好，然後從司空情那裡騙來的。別耽誤了，我這就進去給薔薇妹妹解毒，你們在這裡等我。					
176	176		415	真兒！薇兒怎麼樣了？					
176	176		413	她的毒已經解開了，現在正在休息，我們暫時先不要打擾她。					blush
176	176		415	嗯，那就好。真兒，我打算去忘憂島歸隱，你有什麼打算嗎？					
176	176		413	……影楓哥……不管你去哪裡……我都跟著你。影楓哥……你是不是也很喜歡眉兒姐姐、薔薇姑娘還有紫軒姑娘？					happy
176	176		415	這個……我……					
176	176		413	喜歡就是喜歡……幹嘛還吞吞吐吐的？					sad
176	176		415	……不過我最喜歡的還是你……					
176	176		413	影楓哥……唉，她們都是很好的人，我與她們也相處融洽，只是我……					angry
176	176		415	（沉默片刻）我明白，我先去寒波谷看看眉兒和紫軒她們，你在這裡等我好嗎？我回來一定給你們一個交代。					
176	176		413	嗯……我們就在這裡等你。一路小心，早去早回……					think
177	177		415	眉兒！紫軒！					
177	177		1097	楊大哥！你來了。					
177	177		1092	楊大哥……					
177	177		719	楊影楓給紫軒和月眉兒講了事情的經過……					
177	177		415	事不宜遲，我們這就出發吧。					
178	178		954	哈哈……楊影楓，你讓老夫找得好辛苦啊！看在我兩個女兒這麼喜歡你的份上，我今天給你最後一次機會，你要是肯加入我教，我不但把她們都許配給你，而且讓你繼承我的教主之位。					
178	178		415	納蘭潛凜，你不用再費心機了，我是不會答應你的。					
178	178		954	好……很好……既然如此，可就別管我翻臉無情了！					
178	178		415	這裡地方太小，我們到比武場一決高下吧。					
178	178		954	哼……就老夫領教一下……看你到底有什麼高招。					
180	180		719	楊影楓等人將納蘭潛凜的屍體就地安葬……眾人分別祭拜納蘭潛凜過後……					
180	180		415	真兒、眉兒、軒兒、薇兒，你們先回忘憂島吧。對了，$N，你有何打算？是否要與我們一同前往？					
180	180				楊大哥，我還想再看看這個江湖。此行一別，再見已不知是何時，你們要好好保重！				
180	180		415	嗯，你年紀尚輕，將來前途不可限量，「武道德經」你要收好，切莫忘記，無論如何，心中要存有一絲正氣！若是你對武林舊事感興趣，不妨去瞭解一下昔日獨孤大俠的過往事蹟。					
180	180				是，我定當謹記，楊大哥，她們四位姑娘，你打算如何……				
180	180		415	嗯，對這江湖，我已有些厭倦，唉，我心中最愛的，終歸是真兒……說不得只能辜負她們三人了。至於眉兒、軒兒、薇兒，唉，但願她們找到能夠託付一生的人。					
180	180				當斷不斷，必受其害。楊大哥你想清楚便好，那我就此告辭了，將來若有機會，你我再相聚！保重！				
181	181				老闆娘，不知……				
181	181		99	（撇了你一眼）你先前打聽的事情，已有了些著落，傳聞昔日大名鼎鼎的「山河社稷圖」又重現江湖了，此物可比「武道德經」更令人癡狂……					
181	181				山河社稷圖？當年不是已經落入獨孤劍大俠之手了嗎？他現在怎麼樣了？				
181	181		99	如今又已過了數十載，誰知道獨孤劍那老傢伙現在怎麼樣了，唉，昔日他來我這小酒館喝酒的時候，我還是個小女孩呢。你若想知道，便去找盧青問問吧。					
181	181				好！順著這條線索，興許能夠見到獨孤大俠，說不定還有和他攜手抗敵的機會！我這就去了！				
182	182				盧大俠，晚輩慕名前來，聽聞昔日獨孤劍大俠乃是衡山劍派掌門，特來聽聞他的事蹟。				
182	182	1160	1160	（微微一笑）原來如此，近年來也有不少年輕俠客前來，有的是為了增長見聞，也有的為尋找秘笈，也罷，我就帶你去昔日他與五色教交手的地方看看。					
182	182				有勞盧大俠了。				
183	183		1160	便是此處了，來，隨我上去。					
184	184		1160	當年家師劉輕舟身受重傷，體內的奇經八脈均已被震斷，就此逝去，他將把一份很重要的書信放在山下的一塊石頭下，此後，大師兄就肩負重任。					
184	184				當時究竟發生了什麼？				
184	184		1160	（我倒要看看，你究竟是為什麼而來的）等我慢慢與你道來。					
186	186				原來當年是五色教下的狠手，獨孤大俠當年初次對敵，竟能全滅五色教徒，真是厲害！不知道當年那封信上都寫了些什麼？				
186	186		1160	（看來真是慕名而來的，如今「山河社稷圖」重現於世的消息不脛而走，只怕會給大師兄引來不少麻煩，也許他能幫的上忙。）					
186	186		1160	信中是一張名單，上書柳中原、顧楓、無虛、韓……但名單被撕去了一角，“韓”後面的字和另外一個人的名字看不到，你若是想知道，不妨去武夷劍派一問。					
186	186				（看來盧大俠似乎有所隱瞞，不願提起）好！多謝盧大俠！				
187	187				那邊有一位樵夫，問問看如何前往武夷劍派。				
188	188				請問您是否知道怎麼去武夷劍派呢？				
188	188		1163	怎地近日那麼多人來！又是一位！呐，我告訴你，東北方向的路呢，是通向臨安的；如果你要去武夷山，就往東南方向走。路上有個九猴洞，九猴洞裡有很多惡猴，記好了沒有？					
188	188				多謝。				
189	189				看來這就是九猴洞了，我就不信區區猴子還能攔得住我！				
191	191				師兄，我來詢問關於當年獨孤大俠前來拜見柳前輩的事，不知……				
191	191		1165	（回禮）少俠，你說的這些事，恐怕只有掌門師兄知道，不巧得很，掌門師兄前幾天去了其他地方，現在不在山上。					
191	191				（看來白跑一趟了，只能先回襄陽找老闆問問了）多謝師兄。				
192	192		99	怎麼垂頭喪氣的？看來是沒有得到想要的消息？					
192	192		719	你將事情的經過說了一遍……					
192	192		99	無妨，我這裡倒有一個線索，昔日獨孤劍曾經被一個名為趙七娘的小姑娘纏住，後來他撮合了這姑娘和一個木匠，成了一段好事。喏，給你，她現在就住這兒。					
192	192				（大喜）多謝老闆娘！我這就去看看能不能得到什麼線索！				
193	193		1013	嘿嘿嘿，小姑娘，跟我們走吧，大爺保證讓你欲仙欲死！					
193	193		1176	你們……你們不要過來！再過來！我……我就要喊人了！					
193	193				住手！光天化日之下竟敢調戲少女！看我怎麼收拾你們！				
195	195				姑娘，你沒事吧？沒受傷吧？				
195	195		1176	（沉默）唉，多謝相救……小女子感激不盡……若沒其他事，小女子可要先行一步了，告辭……					
195	195				（咦！真是奇了怪了，我救了這姑娘，怎地反而她好像不太高興的樣子！等等，那邊好像有人！去看看是誰！）				
196	196				奇怪，方才明明感覺這裡有人，可能是我看錯了？算了，先去周木匠家吧！				
197	197				兩位可是周木匠與趙七娘？				
197	197		1170	（兩人對望一眼）我們就是，你是？					
197	197				太好了！你可還記得昔日的獨孤劍大俠？能否講講他的事蹟？				
197	197		1171	呵呵，原來你是來問這個的，當年獨孤劍路過臨安，當時年輕，被他的風采吸引，後來他就撮合了我和這死鬼，幸好選對了人……					
197	197		1170	呵呵，如今我兒子也已經長大啦，唉，只是他喜歡的人……怕是有些難……獨孤大俠撮合我們之後也不知道去哪兒了！我們已有十數年未見過他了！					
197	197				（奇怪，這個青年為何一直看著我，好像認識我一樣，既然這裡沒消息，我還是早點離開好了）謝謝兩位相告，在下就先行告辭了！				
