Name	Path	IsPreLoad	Layer	Desc	BlackBg	AutoHideInFightMode	IsStay	OpenSound	CloseSound	OpenAni	CloseAni	BackBtnClose
StoryBlackBg	UI/Prefabs/Fuben/BlackScreenPlotPanel.prefab		LAYER_NORMAL	剧情黑屏								
LingJueFengLayerPanel	UI/Prefabs/Fuben/LingJueFengLayerPanel.prefab		LAYER_INFO	凌绝峰UI特效								
TaskStoryBlackPanel	UI/Prefabs/Task/TaskStoryPanel.prefab		LAYER_NORMAL	任务黑屏对话						TaskStoryPanelOpen	TaskStoryPanelClose	
SwornFriendsConnectPanel	UI/Prefabs/Task/SwornFriendsConnectPanel.prefab		LAYER_NORMAL	结拜对白						TaskStoryPanelOpen	TaskStoryPanelClose	
SwornFriendsTitlePanel	UI/Prefabs/SocialNew/SwornPanel.prefab 		LAYER_NORMAL	结拜主称号						NormalOpen	NormalClose	
SwornFriendsPersonalTitlePanel	UI/Prefabs/SocialNew/PersonalSwornPanel.prefab 		LAYER_NORMAL	结拜个人称号						NormalOpen	NormalClose	
SwornFriendsConnected	UI/Prefabs/SocialNew/SwornEffectsPanel.prefab		LAYER_POPUP	结拜成功弹窗界面						NormalOpen		
NearbyTeamPanel	UI/Prefabs/Team/NearTeamPanel.prefab		LAYER_NORMAL	附近队伍查看界面						NormalOpen	NormalClose	1
PartnerArrayPanel	UI/Prefabs/Companion/CompanionArrayPanel.prefab		LAYER_NORMAL	同伴出战布阵界面	1							1
BossLeaderOutputPanel	UI/Prefabs/Calendar/BossLeaderOutputPanel.prefab		LAYER_NORMAL	名将伤害输出								1
PartnerSelectSkillBook	UI/Prefabs/Companion/CompanionSkillBookPanel.prefab		LAYER_POPUP	同伴选择技能书UI						NormalOpen		1
PartnerStoryPanel	UI/Prefabs/Companion/CompanionStoryPanel.prefab		LAYER_POPUP	同伴故事传记UI						NormalOpen		1
PartnerSelectCoverSkill	UI/Prefabs/Companion/CompanionSkillBookCoverPanel.prefab		LAYER_NORMAL	同伴选择要覆盖技能UI						NormalOpen		1
RedBagPanel	UI/Prefabs/NewFamily/FamilyRedPaperPanel.prefab		LAYER_NORMAL	家族红包	1					NormalOpen	NormalClose	1
RedBagDetailPanel	UI/Prefabs/NewFamily/GetRedPaperPanel.prefab		LAYER_POPUP	家族红包						NormalOpen	NormalClose	1
ChapterPanel	UI/Prefabs/Fuben/ChapterPanel.prefab		LAYER_NORMAL	章节表现	1					ChapterPanel		
GiftSystem	UI/Prefabs/SocialNew/GiftSystemPanel.prefab		LAYER_NORMAL	礼物	1					NormalOpen	NormalClose	1
GiftPlay	UI/Prefabs/SocialNew/GiftPlayPanel.prefab		LAYER_NORMAL	礼物特效						NormalOpen	NormalClose	
PartnerProtential	UI/Prefabs/Companion/CompanionQualityUpPanel.prefab		LAYER_NORMAL	同伴使用资质丹UI								1
ItemSelectPanel	UI/Prefabs/Tips&notice/ItemSelectPanel.prefab		LAYER_POPUP	选择性道具UI								1
PartnerSkillTips	UI/Prefabs/Companion/CompanionSkillTipPanel.prefab		LAYER_POPUP	技能详细展示界面	1					NormalOpen	NormalClose	1
PartnerReInitPanel	UI/Prefabs/Companion/CompanionWashingPanel.prefab		LAYER_NORMAL	同伴洗髓	1					NormalOpen	NormalClose	
EquipMakerPanel	UI/Prefabs/NewFamily/EquipMakerPanel.prefab		LAYER_NORMAL	兵甲坊	1					NormalOpen	NormalClose	1
MessageBoxBig	UI/Prefabs/Tips&notice/MessageBoxBig.prefab		LAYER_POPUP	通用弹窗(大)				8002	8003	NormalOpen		
AsyncPartner	UI/Prefabs/Yibuzhandou/AsyncPanel.prefab		LAYER_HOME	异步战斗同伴列表								1
TeamBattleResultPanel	UI/Prefabs/Calendar/StarTowerAccountFinal.prefab		LAYER_NORMAL	通天塔结算	1					NormalOpen	NormalClose	1
FlowerBoxPlay	UI/Prefabs/SocialNew/GiftPlayAllPanel.prefab		LAYER_NORMAL	99玫瑰幸运草						NormalOpen	NormalClose	
ShowSkillPreView	UI/Prefabs/Login/ShowSkillPreView.prefab		LAYER_HOME	登录技能展示								
HomeScreenVoice	UI/Prefabs/HomeScreen/HomeScreenVoice.prefab		LAYER_HOME	主界面-实时语音								
TrialPanel	UI/Prefabs/Calendar/TrialPanel.prefab		LAYER_NORMAL	剧情挑战	1							1
FiveElements	UI/Prefabs/FiveElements.prefab		LAYER_NORMAL	五行关系	1							
SupplementBox	UI/Prefabs/WelfareActivities/RewardBackPanel.prefab		LAYER_NORMAL	补领弹窗								1
PrivilegePanel	UI/Prefabs/Role/PrivilegePanel.prefab		LAYER_NORMAL	登入特权						NormalOpen		1
NewInformationPanel	UI/Prefabs/Calendar/NewInformationPanel.prefab		LAYER_NORMAL	最新消息	1					NormalOpen	NormalClose	1
HomeScreenCommunity	UI/Prefabs/HomeScreen/HomeScreenCommunity.prefab		LAYER_NORMAL	主界面社交						NormalOpen		1
SharePanel	UI/Prefabs/SharePanel.prefab		LAYER_POPUP	分享界面						NormalOpen		1
ShowOffPanel	UI/Prefabs/ShowOffPanel.prefab		LAYER_NORMAL	分享详细界面						NormalOpen		1
FactionMonkeyPanel	UI/Prefabs/Calendar/ElectionPanel.prefab		LAYER_NORMAL	门派大师兄						NormalOpen	NormalClose	1
PartnerGradeLevelup	UI/Prefabs/Companion/CompanionPotentialUpPanel.prefab		LAYER_POPUP	同伴突破显示								
DomainBattleReport	UI/Prefabs/NewFamily/TerritoryBattlefieldPanel.prefab 		LAYER_NORMAL	领土战战报	1					NormalOpen	NormalClose	1
StoneTipsPanel	UI/Prefabs/Tips&notice/BigItemTips2.prefab		LAYER_POPUP	魂石道具信息界面						NormalOpen		1
DomainBattleTip	UI/Prefabs/NewFamily/TerritoryTipPanel.prefab		LAYER_NORMAL	领土提示						NormalOpen	NormalClose	1
DomainBattleHomeInfo	UI/Prefabs/NewFamily/TerritoryInfoPanel.prefab		LAYER_HOME	领土战的主界面								1
WaiyiPreview	UI/Prefabs/Role/DressColour.prefab		LAYER_NORMAL	外装预览染色	1					NormalOpen		1
WhiteTigerFubenEntryList	UI/Prefabs/Calendar/BaihutangEnterPanel.prefab		LAYER_NORMAL									
LeavePanel	UI/Prefabs/LeavePanel.prefab		LAYER_HOME	离开界面								
TeamMatchPanel	UI/Prefabs/Team/TeamMatchingPanel.prefab		LAYER_NORMAL	队伍匹配界面						NormalOpen		1
GMListPanel	UI/Prefabs/Debug/GMList.prefab		LAYER_NORMAL	GM界面						NormalOpen	NormalClose	
KinChangeName	UI/Prefabs/NewFamily/FamilyChangeNamePanel.prefab		LAYER_NORMAL	改家族名字						NormalOpen		1
CardCollection	UI/Prefabs/Tips&notice/CardCollectionTips.prefab		LAYER_NORMAL	收集册								1
CollectionCardList	UI/Prefabs/Tips&notice/CardCheckPanel.prefab		LAYER_NORMAL	卡片列表查看								1
GrowInvestPanel	UI/Prefabs/WelfareActivities/GrowInvestPanel.prefab		LAYER_POPUP	一本万利推送提示						NormalOpen	NormalClose	1
OnlineOnHookPanel	UI/Prefabs/Tips&notice/Managed.prefab		LAYER_NORMAL	在线托管						NormalOpen	NormalClose	1
ExchangePanel	UI/Prefabs/Exchange.prefab		LAYER_NORMAL	兑换						NormalOpen	NormalClose	1
DomainMap	UI/Prefabs/MiniMap/TerritoryMapPanel.prefab		LAYER_NORMAL	领地地图	1					NormalOpen	NormalClose	1
ArenaPanel	UI/Prefabs/Arena/ArenaPanel.prefab		LAYER_NORMAL	擂台挑战						NormalOpen	NormalClose	1
ChallengerPanel	UI/Prefabs/Arena/SelectChallengerPanel.prefab		LAYER_NORMAL	擂台挑战申请						NormalOpen	NormalClose	
ArenaAccount	UI/Prefabs/Arena/ArenaAccount.prefab		LAYER_NORMAL	擂台对战信息展示	1					ArenaAccount		
ArenaBattleInfo	UI/Prefabs/Arena/ArenaBattleInfo.prefab		LAYER_NORMAL	擂台战斗比分								
ArenaChallengerInfoPanel	UI/Prefabs/Arena/ArenaChallengeInfo.prefab		LAYER_NORMAL	挑战信息								
WatchMenuPanel	UI/Prefabs/Arena/ArenaMatchPanel.prefab		LAYER_NORMAL	观战								
VaultDonationPanel	UI/Prefabs/NewFamily/VaultDonationPanel.prefab		LAYER_NORMAL	捐献次数						NormalOpen	NormalClose	1
BloodPanel	UI/Prefabs/NewFamily/BloodPanel.prefab		LAYER_HOME	大血条								
StudentReportPanel	UI/Prefabs/MasterApprentice/ApprenticeTarget.prefab		LAYER_NORMAL	师徒目标汇报						NormalOpen	NormalClose	
TeacherGiftPanel	UI/Prefabs/MasterApprentice/MasterGivePanel.prefab		LAYER_NORMAL	师徒赠送	1					NormalOpen	NormalClose	
TeacherDeclarationPanel	UI/Prefabs/MasterApprentice/MasterDeclarationPanel.prefab		LAYER_NORMAL	收徒公告						NormalOpen	NormalClose	
TeacherRewardPanel	UI/Prefabs/MasterApprentice/MasterAwardPanel.prefab		LAYER_NORMAL	出师奖励预览	1					NormalOpen	NormalClose	
QixiPoemPanel	UI/Prefabs/Calendar/DoubleSeventhFestivalInterlude.prefab		LAYER_NORMAL									
QixiAnimationPanel	UI/Prefabs/Calendar/HuaBanYuFengguPanel.prefab		LAYER_NORMAL									
QixiSendGiftPanel	UI/Prefabs/Calendar/DoubleSeventhFestivalGifePanel.prefab		LAYER_NORMAL									
GatherBoxAnimation	UI/Prefabs/Tips&notice/KinGatherPanel.prefab		LAYER_NORMAL									
FBInvitationPanel	UI/Prefabs/SocialNew/FBInvitationPanel.prefab		LAYER_NORMAL									1
EvaluatePanel	UI/Prefabs/EvaluatePanel.prefab		LAYER_NORMAL									
EquipmentEvolutionPanel	UI/Prefabs/Strengthen/EquipmentEvolutionPanel.prefab		LAYER_NORMAL	装备进化	1					NormalOpen	NormalClose	
RefinePanel	UI/Prefabs/Strengthen/RefinePanel.prefab		LAYER_POPUP	装备精炼	1							
ImperialTombPanel	UI/Prefabs/Calendar/ImperialTombPanel.prefab		LAYER_NORMAL		1							1
RegressionPrivilegePanel	UI/Prefabs/WelfareActivities/WelcomeBack/WelcomeBackPanel.prefab		LAYER_NORMAL	回归特权	1							
HomeScreenTip	UI/Prefabs/Fuben/HomeScreenTip.prefab		LAYER_INFO	凌绝峰提示								
JuanZhouPanel	UI/Prefabs/Tips&notice/ReelTipPanel.prefab		LAYER_NORMAL	卷轴道具面板								
BlessPanel	UI/Prefabs/Calendar/BlessingPanel.prefab		LAYER_NORMAL	送祝福	1							
BlessPanelWord	UI/Prefabs/Calendar/NewYearBlessingPanel.prefab		LAYER_NORMAL	送祝福2	1							
AgreementPanel	UI/Prefabs/Login/AgreementPanel.prefab		LAYER_NORMAL	用户协议								
Comment	UI/Prefabs/Tips&notice/CommentPanel.prefab		LAYER_NORMAL	引导评论								
DreamlandPanel	UI/Prefabs/Calendar/DreamlandPanel.prefab		LAYER_NORMAL	心魔幻境选门派	1							
DreamlandGivePanel	UI/Prefabs/Calendar/DreamlandGivePanel.prefab		LAYER_NORMAL	心魔幻境赠送								
DreamlandMapPanel	UI/Prefabs/Calendar/DreamlandMapPanel.prefab		LAYER_NORMAL	心魔幻境中地图								
RedPaperSharePanel	UI/Prefabs/Tips&notice/RedPaperSharePanel.prefab		LAYER_NORMAL	微信红包						NormalOpen		
DreamlandLevelUpPanel	UI/Prefabs/Calendar/DreamlandLevelUpPanel.prefab		LAYER_NORMAL	心魔幻境装备升级								
WeekendQuizPanel	UI/Prefabs/Quiz/WeekendQuizPanel.prefab 		LAYER_NORMAL	每日答题						NormalOpen	NormalClose	
DreamlandInfoPanel	UI/Prefabs/Calendar/DreamlandInfoPanel.prefab		LAYER_HOME	心魔幻境主界面								
DreamlandCheatsPanel	UI/Prefabs/Calendar/DreamlandCheatsPanel.prefab		LAYER_NORMAL	心魔幻境角色装备	1							
DreamlandShopPanel	UI/Prefabs/Calendar/DreamlandShopPanel.prefab		LAYER_NORMAL	心魔幻境出售列表								
HorsePanel	UI/Prefabs/MountsPanel.prefab		LAYER_NORMAL	坐骑界面	1					NormalOpen		1
TxtWeixinGameCenter	UI/Prefabs/Rank/TxtGameCenter.prefab		LAYER_NORMAL	微信中心登入提示文字						NormalOpen		1
DreamlandJoinPanel	UI/Prefabs/Calendar/DreamlandJoinPanel.prefab		LAYER_NORMAL	心魔幻境报名	1							
DreamlandStrengthenPanel	UI/Prefabs/Calendar/DreamlandStrengthenPanel.prefab		LAYER_NORMAL	心魔强化界面								
DreamlandReportPanel	UI/Prefabs/Calendar/DreamlandReportPanel.prefab		LAYER_NORMAL	心魔战报	1							
SnowballEffectPanel	UI/Prefabs/Calendar/SnowballEffectPanel.prefab		LAYER_NORMAL	飘雪特效						NormalOpen	NormalClose	
InscriptionChangePanel	UI/Prefabs/Tips&notice/InscriptionChangePanel.prefab		LAYER_NORMAL	铭刻石替换								
BiWuZhaoQinPanel	UI/Prefabs/Calendar/OpenMarriagePanel.prefab		LAYER_NORMAL	招亲界面	1							
TextSelectPanel	UI/Prefabs/Calendar/TitleSeletePanel.prefab		LAYER_POPUP	文本选择器								
BiWuZhaoQinList	UI/Prefabs/Calendar/JoinMarriagePanel.prefab		LAYER_NORMAL	参与招亲界面	1							
QQFriendApplyPanel	UI/Prefabs/SocialNew/QQFriendApplyPanel.prefab		LAYER_NORMAL	QQ添加好友界面	1					NormalOpen		
TxtTipPanel	UI/Prefabs/Tips&notice/TxtTipPanel.prefab		LAYER_POPUP	文本tips						NormalOpen		
WishingPanel	UI/Prefabs/Calendar/WishingTreePanel.prefab		LAYER_NORMAL									
WishListPanel	UI/Prefabs/Calendar/WishListPanel.prefab		LAYER_NORMAL									
WishListCheckPanel	UI/Prefabs/Calendar/WishListChackPanel.prefab		LAYER_NORMAL									
FightTablePanel	UI/Prefabs/Calendar/TournamentMarriagePanel.prefab		LAYER_NORMAL	对战表界面	1					NormalOpen	NormalClose	
MainShowOffPanel	UI/Prefabs/MainCityShowOffPanel.prefab		LAYER_NORMAL	炫耀界面	1					NormalOpen		
FriendRecallPanel	UI/Prefabs/WelfareActivities/WelcomeBack/PartnersBackPanel.prefab		LAYER_NORMAL	玩家召回	1							
PartnerAwarenessPanel	UI/Prefabs/Companion/CompanionAwakenPanel.prefab		LAYER_NORMAL	同伴觉醒UI	1							
PartnerSelectPanel	UI/Prefabs/Companion/CompanionAwakenSelectPanel.prefab		LAYER_POPUP	同伴选择UI								
LoginActNpcPanel	UI/Prefabs/WelfareActivities/NewServerReward/NewYearNpcPanel.prefab		LAYER_NORMAL	新年登录活动NPC	1							
NewYearTxtPanel	UI/Prefabs/Calendar/NewYearTxtPanel.prefab		LAYER_NORMAL	送祝福文字输入								
ChouJiangEffectPanel	UI/Prefabs/RoosterEffectsPanel.prefab		LAYER_NORMAL	抽奖特效								
TextSelectPanel2	UI/Prefabs/Calendar/MarriageTitlePanel.prefab		LAYER_POPUP	文本选择器，两条								
QingRenJieDazuoPanel	UI/Prefabs/Calendar/QingrenjieEffectsPanel.prefab		LAYER_NORMAL									
QingRenJieInvitePanel	UI/Prefabs/Calendar/QingrenjieInteractionPanel.prefab		LAYER_NORMAL									
QingRenJieTitlePanel	UI/Prefabs/Calendar/QingrenjieTitlePanel.prefab		LAYER_NORMAL									
MessageBoxInput	UI/Prefabs/Tips&notice/MessageBoxInput.prefab		LAYER_POPUP	输入弹窗				8002	8003	NormalOpen		
SendGiftPanel	UI/Prefabs/SocialNew/DanGivePanel.prefab		LAYER_NORMAL	送礼	1							
FriendImpressionPanel	UI/Prefabs/SocialNew/FriendImpressionPanel.prefab		LAYER_NORMAL	好友标签	1							
FriendImpressionAgreePanel	UI/Prefabs/SocialNew/FriendImpressionAgreePanel.prefab		LAYER_NORMAL	好友标签描述								
ChatHostList	UI/Prefabs/ChatNew/AnchorPanel.prefab		LAYER_NORMAL	主播排期列表	1							
HouseDecorationPanel	UI/Prefabs/Home/HomeSettingPanel.prefab		LAYER_NORMAL	家园装修UI								
FurnitureMake	UI/Prefabs/Home/HomeMakePanel.prefab		LAYER_NORMAL	家具打造UI	1							
HouseComfortablePanle	UI/Prefabs/Home/HomeComfortablePanle.prefab		LAYER_POPUP	家园舒适度UI								
HouseComfortableDetailsPanle	UI/Prefabs/Home/HomeComfortableDetailsPanle.prefab		LAYER_POPUP	家具增加舒适度详情UI								
HouseManagerPanel	UI/Prefabs/Home/HomeManagePanel.prefab		LAYER_NORMAL	家园管理UI	1							
HouseSharePanel	UI/Prefabs/Home/HomeSharePanel.prefab		LAYER_NORMAL	家园屏幕快照分享								
FurnitureOptUi	UI/Prefabs/Home/HomeUsePanel.prefab		LAYER_POPUP	家具使用UI								
HouseCameraPanel	UI/Prefabs/Home/HomeCameraPanel.prefab		LAYER_POPUP	拍照视角								
VitalitySkillPanel	UI/Prefabs/Tips&notice/VitalitySkillPanel.prefab		LAYER_NORMAL	真元技能升级	1							
PlantHelpCurePanel	UI/Prefabs/Home/HomeAssistPanel.prefab		LAYER_NORMAL	协助养护	1							
PlantCurePanel	UI/Prefabs/Tips&notice/PlantTipPanel.prefab		LAYER_NORMAL	植物养护	1							
PlantCureConfirmPanel	UI/Prefabs/Tips&notice/PlantPromptPanel.prefab		LAYER_NORMAL	植物养护确认								
VitalityEffectPanel	UI/Prefabs/Strengthen/VitalityEffectPanel.prefab		LAYER_POPUP	冥思特效								
PlantStatePanel	UI/Prefabs/Home/HomePlantPanel.prefab		LAYER_HOME	植物状态提示								
HouseInvitePanel	UI/Prefabs/Home/HomeInvitePanel.prefab		LAYER_POPUP	邀请入住								
ProgressBarPanel	UI/Prefabs/Tips&notice/BarPanel.prefab		LAYER_NORMAL	进度条						NormalOpen	NormalClose	
ItemTemplateSellPanel	UI/Prefabs/Home/HomeSellPanel.prefab		LAYER_NORMAL	模板物品出售						NormalOpen	NormalClose	1
HomeSettingGuide	UI/Prefabs/Home/HomeSettingGuide.prefab		LAYER_NORMAL		1							
AchievementList	UI/Prefabs/Achievement/AchievementFurniturePanel.prefab		LAYER_NORMAL		1							
MuseEffectPanel	UI/Prefabs/Strengthen/VitalityEffectPanel2.prefab		LAYER_NORMAL	冥想特效						NormalOpen	NormalClose	
BattleRankEffectPanel	UI/Prefabs/Effect/BattleRankEffectPanel.prefab		LAYER_INFO	战场资格赛获得特效								
OperationSet	UI/Prefabs/OperationSetPanel.prefab		LAYER_NORMAL	快捷键配置	1					NormalOpen		1
GrowFlowersPanel	UI/Prefabs/FestivaIActivity/GrowFlowersPanel.prefab		LAYER_NORMAL	节日家园种树活动						NormalOpen		
AthleticsHonor	UI/Prefabs/Calendar/HonorPanel.prefab		LAYER_NORMAL	武林荣誉	1							
AthleticsHonorTip	UI/Prefabs/Calendar/HonorTipPanel.prefab		LAYER_NORMAL	武林荣誉								
AthleticsHonorAni	UI/Prefabs/Calendar/HonorRankPanel.prefab		LAYER_NORMAL	武林荣誉								
ShowGainItem	UI/Prefabs/Effect/AnniversaryBoxPanel.prefab		LAYER_NORMAL	展示物品UI	1							
BeautyCompetitionPanel	UI/Prefabs/Calendar/BeautyCompetitionPanel.prefab		LAYER_NORMAL	武林第一美女赠送列表						NormalOpen		1
NpcBiWuZhaoQinUi	UI/Prefabs/SocialNew/SpokespersonPanel.prefab		LAYER_NORMAL	Npc比武招亲Ui	1							
PortraitItemPreviewPanel	UI/Prefabs/Tips&notice/HeadPreviewPanel.prefab		LAYER_NORMAL									
LockScreenPanel	UI/Prefabs/LockScreenPanel.prefab		LAYER_INFO	锁屏								
CardPickRecordPanel	UI/Prefabs/Companion/CompanionRecordPanel.prefab		LAYER_NORMAL	招募提示和历史	1					NormalOpen		1
WLDHJoinPanel	UI/Prefabs/WuLinDaHui/WLDHJoinPanel.prefab		LAYER_NORMAL		1					NormalOpen		
WLDHRankPanel	UI/Prefabs/WuLinDaHui/WLDHRankPanel.prefab		LAYER_NORMAL							NormalOpen		
WLDHBattlefieldPanel	UI/Prefabs/WuLinDaHui/WLDHBattlefieldPanel.prefab		LAYER_NORMAL	决赛战报	1					NormalOpen		
WeddingInterludePanel	UI/Prefabs/Marry/WeddingInterludePanel.prefab		LAYER_NORMAL	拜堂开始特效界面								
WeddingHeadPointPanel	UI/Prefabs/Marry/WeddingHeadPointPanel.prefab		LAYER_NORMAL	拜堂跟随主角名字界面								
WeddingTxtPanel	UI/Prefabs/Marry/WeddingTxtPanel.prefab		LAYER_NORMAL	婚礼类似黑条提示								
CampBattleInfo	UI/Prefabs/CampBattle/CampBattleInfo.prefab		LAYER_HOME	阵营战场信息								
CampBattlePanel	UI/Prefabs/CampBattle/CampBattlePanel.prefab		LAYER_NORMAL	阵营战场对阵信息	1							
SkillBookEquipPanel	UI/Prefabs/Skill/SkillBookEquipPanel.prefab		LAYER_NORMAL		1							1
JingMaiPanel	UI/Prefabs/Meridian/MeridianPanel.prefab		LAYER_NORMAL	经脉系统	1							
ChatPrefixPanel	UI/Prefabs/ChatNew/ChatPrefixPanel.prefab		LAYER_NORMAL	聊天前缀设置	1					NormalOpen		1
JingMaiTipsPanel	UI/Prefabs/Meridian/MeridianTipPanel.prefab		LAYER_NORMAL	经脉附加属性界面								
MarriageRequestPanel	UI/Prefabs/Marry/MarriageRequestPanel.prefab		LAYER_NORMAL	求婚界面						NormalOpen		
JingMaiMapPanel	UI/Prefabs/Meridian/MeridianMapPanel.prefab		LAYER_NORMAL		1							
YanHuaAniPanel	UI/Prefabs/Effect/Yanhua_520.prefab		LAYER_NORMAL	求婚烟花特效界面								
MarriageTitlePanel	UI/Prefabs/Marry/MarryTitlePanel.prefab		LAYER_POPUP	修改结婚称号								
MarriagePaperPanel	UI/Prefabs/Marry/MarryBookPanel.prefab		LAYER_NORMAL	婚书	1							
WeddingBookPanel	UI/Prefabs/Marry/MarryPanel.prefab		LAYER_NORMAL	预订婚礼界面	1					NormalOpen		
WeddingBookDetailPanel	UI/Prefabs/Marry/MarryReservePanel.prefab		LAYER_NORMAL	预订婚礼详情界面	1					NormalOpen		
WeddingCashGiftPanel	UI/Prefabs/Marry/MarryCashGiftPanel.prefab		LAYER_POPUP	送礼金	1							
WeddingChoosePromisePanel	UI/Prefabs/Marry/MarryOathPanel.prefab		LAYER_NORMAL	求婚选择誓言界面								
WeddingEnterPanel	UI/Prefabs/Marry/MarryEnterPanel.prefab		LAYER_NORMAL	申请进入婚礼界面								
WeddingWelcomeApplyPanel	UI/Prefabs/Marry/MarrySendPanel.prefab		LAYER_NORMAL	邀请进入婚礼界面								
WeddingDatePanel	UI/Prefabs/Marry/MarryDatePanel.prefab		LAYER_NORMAL	选择婚期时间界面						NormalOpen		
WeddingSendPromisePanel	UI/Prefabs/Marry/MarrySwearPanel.prefab		LAYER_NORMAL	结婚山盟海誓界面								
WeddingWelcomePanel	UI/Prefabs/Marry/MarryCardPanel.prefab		LAYER_NORMAL	结婚请柬详情界面	1							
WeddingBlessingPanel	UI/Prefabs/Marry/MarryBlessing.prefab		LAYER_NORMAL	结婚送祝福界面								
