szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
HuaShanLunJianHelp	华山论剑须知		8	决赛			[FFFE0D]28号0点[-]预选赛[FFFE0D]前八[-]名进入决赛。决赛在专属场地进行，可以进入[FFFE0D]观战[-]，依次举行[FFFE0D]八强赛[-]（比赛1场）、[FFFE0D]半决赛[-]（比赛1场）及[FFFE0D]冠军赛[-]（3局2胜制）。决赛阶段平局时根据预选赛排行决定胜负。
HuaShanLunJianHelp	华山论剑须知		9	竞猜			决赛名单出炉后，通过“[FFFE0D]决赛战报[-]”可以查询晋级战队信息并竞猜冠军。决赛战报在决赛当日可通过[FFFE0D]最新消息[-]、[FFFE0D]活动日历[-]及决赛场中的[FFFE0D]战报[-]按钮打开。
HuaShanLunJianHelp	华山论剑须知		10	三人决斗赛			三人组成战队后，队员会被指定编号，比赛时会分别与其他战队对应编号的对手战斗，结束时根据每个队员比赛的输赢决定获胜战队。队员编号可以在比赛界面的“战队相关”功能按钮中改变。战斗时已上阵同伴均会出场助阵。
ChampionGuessHelp	冠军竞猜		1	活动介绍			在“[FFFE0D]决赛战报[-]”可以进行竞猜来预测本届的最终冠军战队，比赛结束时[FFFE0D]竞猜正确[-]的玩家能获得元宝奖励。
ChampionGuessHelp	冠军竞猜		2	竞猜规则			决赛开始前，可以任意更换预测的冠军队伍。竞猜正确的玩家能获得[FFFE0D]200元宝[-]奖励。
TeacherStudentHelp1	师徒须知		1	拜师条件	AddTeacherHelp		可以对比自身 [FFFE0D]等级≥%d级[-] 的侠士发送拜师请求（[00FF00]满足[-]/[FF0000]不满足[-]）\n[FFFE0D]条件：[-]%s
TeacherStudentHelp1	师徒须知		2	收徒条件	AddStudentHelp		可以对比自身 [FFFE0D]等级≤%d级[-] 的侠士发送收徒请求（[00FF00]满足[-]/[FF0000]不满足[-]）\n[FFFE0D]条件：[-]%s
TeacherStudentHelp1	师徒须知		3	收徒间隔			每次收徒成功后需要间隔 [FFFE0D]7天[-] 才能进行下一次收徒。\n[FFFE0D]（前2个徒弟名额没有收徒间隔限制）[-]
TeacherStudentHelp1	师徒须知		4	师徒传功			师父每天可以给每个 [FFFE0D]未出师的徒弟[-] 传功1次，师父等级必须比徒弟等级高才可进行师徒传功。\n[FFFE0D]（师徒传功不会消耗家族传功次数）[-]
TeacherStudentHelp1	师徒须知		5	师徒目标			徒弟达成师徒目标后，可以向 [FFFE0D]在线[-] 的师父进行汇报，汇报成功后徒弟获得 [FFFE0D]经验[-]，师父获得 [FFFE0D]名望[-]（可在名望商店购买物品）\n[FFFE0D]（结成师徒关系之前达成的师徒目标不可再获得奖励）[-]
TeacherStudentHelp1	师徒须知		6	解除关系·未出师师徒			可前往忘忧岛找上官飞龙申请解除 [FFFE0D]未出师的师徒关系[-]，需要 [FFFE0D]24小时[-] 的确认时间，期间随时可以取消申请。\n[FFFE0D]（解除师徒关系后，发起方24小时内不能再拜师/收徒）[-]
TeacherStudentHelp1	师徒须知		7	解除关系·已出师师徒			可前往忘忧岛找上官飞龙申请解除 [FFFE0D]已出师的师徒关系[-]，需要 [FFFE0D]14天[-] 的确认时间，并且提出申请的一方需要花费[FFFE0D]1000元宝[-]，期间随时可以取消申请。\n[FFFE0D]（取消申请后花费的元宝自动退还）[-]
TeacherStudentHelp1	师徒须知		8	师徒出师			[FFFE0D]出师条件：拜师时间超过14天、师徒目标达成50条以上[-]\n师徒组队由师父带队前往忘忧岛找上官飞龙进行出师仪式，出师后师徒双方均可获得出师奖励，且师父拥有 [FFFE0D]1次[-] 给徒弟赠送出师礼物的机会。
TeacherStudentHelp1	师徒须知		9	出师评价			[FFFE0D]普通：[-]徒弟达成 [FFFE0D]50条[-] 以上师徒目标；出师后师徒获得 [FFFE0D]普通出师奖励[-]\n[FFFE0D]杰出：[-]徒弟达成 [FFFE0D]60条[-] 以上师徒目标；出师后师徒获得 [FFFE0D]顶级出师奖励[-]
TeacherStudentHelp1	师徒须知		10	师徒任务·简介			徒弟出师后，师父每周可以从所有的师徒任务中挑选[FFFE0D]8个[-]布置给徒弟。\n徒弟完成并上交任务后师徒双方均可获得奖励。\n[FFFE0D]提示：徒弟上交任务是没有时间限定的，可在完成所有任务后再上交[-]
TeacherStudentHelp1	师徒须知		11	师徒任务·限制			·当徒弟的等级≥师父的等级后，师父不可再给徒弟布置任务。\n·师父每周只能给同一个徒弟布置[FFFE0D]1次[-]任务。
TeacherStudentHelp1	师徒须知		12	师徒任务·奖励			徒弟上交任务后，师父可获得[FFFE0D]名望奖励[-]，徒弟可获得[FFFE0D]经验奖励[-]。\n徒弟完成任务数量越多，双方获得的奖励越高。师父的奖励每周以[FFFE0D]完成任务数最多的2个徒弟[-]计算
TeacherStudentHelp2	师徒赠送		1	赠送规则			徒弟出师后，师父拥有 [FFFE0D]1次[-] 给徒弟赠送出师礼物的机会。\n[FFFE0D]（小提示：所赠送的礼物为师父背包中物品）[-]
TeacherStudentHelp2	师徒赠送		2	可赠送物品			[FFFE0D]外装、逐鹿令、名将令、盟主令、乌云踏雪、4阶及以上稀有装备、2级初级魂石、3级中级魂石、4级高级魂石、3级初级魂石、4级中级魂石、5级高级魂石、4级初级魂石、5级中级魂石[-]
BtnInvitationHelp	好友邀请		1	邀请规则			每邀请一位好友即可累计一次奖励次数，奖励次数达5次，及可领取白水晶*5
ImperialTombHelp	秦始皇陵须知		1	参与规则			等级≥60的玩家即可前往秦始皇陵，由于皇陵中毒雾弥漫，玩家每天只能在其中停留[FFFE0D]30分钟[-]，时间可累加，每天凌晨4点获得，[FFFE0D]最多累计至210分钟[-]。
ImperialTombHelp	秦始皇陵须知		2	地图规则			秦始皇陵中默认为家族模式，不可手动切换模式，[FFFE0D]不可开启修炼珠[-]，[FFFE0D]修炼珠的经验/掉率加成[-]均对秦始皇陵中的怪物[FFFE0D]无效[-]。
ImperialTombHelp	秦始皇陵须知		3	密室进入			击败秦始皇陵中的怪物后，较低概率会出现百将，将之击败有机会发现秦始皇陵的密室入口。秦始皇陵每层的百将均对应不同的密室。
ImperialTombHelp	秦始皇陵须知		4	密室规则			密室默认家族模式，不可切换，进入后有[FFFE0D]3分钟[-]保护时间，在密室中被重伤将被送离且无法返回。密室中每[FFFE0D]3分钟[-]随机刷新盗墓贼、宝箱和首领！密室中毒雾更浓，最多停留[FFFE0D]10分钟[-]，[FFFE0D]不会消耗[-]秦始皇陵的每日停留时间。
ImperialTombEmperorHelp	始皇降世须知		1	参与规则			开放79级等级上限后，始皇将在每[FFFE0D]周四、周日的22：00[-]现身秦始皇陵，等级≥60且[FFFE0D]有家族[-]的玩家方可参与；始皇降世期间进入皇陵，[FFFE0D]不消耗秦始皇陵每日停留时间[-]。
ImperialTombEmperorHelp	始皇降世须知		2	皇陵巨变			当始皇降世时，所有身处秦始皇陵中的侠士将会被秦皇的力量移出其领地，玩家需[FFFE0D]消耗一颗夜明珠[-]方可重新进入秦始皇陵；始皇降世期间，皇陵士卒为避君王之威，也将暂时重埋于土。
ImperialTombEmperorHelp	始皇降世须知		3	皇陵首领			始皇降世期间，每层皇陵均刷新三位首领的密室房间，秦朝机关术最高成就玄天武机、秦军杀神白起、丞相李斯将出现在密室中等待诸位侠士到来！
ImperialTombEmperorHelp	始皇降世须知		4	千古一帝			首领全被击杀或一定时间后，三层出现三个房间入口，[FFFE0D]每场活动只允许进入一个房间[-]，击败秦始皇按照对三个始皇的总输出排名，由前二十名家族瓜分宝藏，最先对始皇造成伤害的侠士和击杀者所在家族获得额外的输出。
ImperialTombEmperorHelp	始皇降世须知		5	九天疑冢			秦始皇血量降低到一定程度时，会将所有玩家随机传送到九天疑冢挑战疑冢伪帝，对疑冢伪帝造成伤害等同对秦始皇造成伤害，秦始皇血量下降一定比例或超过一定时间，所有玩家重回永生台，继续挑战秦始皇。
ImperialTombFemaleHelp	女帝疑冢须知		1	参与规则			开放129级等级上限后，女帝复苏将在每个[FFFE0D]周日的22：00[-]取代始皇降临，等级≥80且[FFFE0D]有家族[-]的玩家方可参与；女帝复苏开启期间，不影响秦始皇陵的进入。
ImperialTombFemaleHelp	女帝疑冢须知		2	大周复苏			21点55分，侠士可通过消耗[FFFE0D]2颗夜明珠[-]进入女帝疑冢，疑冢将于10点整刷新2个狄仁杰、2个无字碑、2个元芳共6个首领，首领入口将随机均分在地图的四个区域，同一个区域不会出现两个相同的首领入口。
ImperialTombFemaleHelp	女帝疑冢须知		3	疑冢诡事			通过[FFFE0D]主界面喇叭[-]进入的侠士将统一到达[FFFE0D]「白虎区」[-]，疑冢中迷云密布，且道路方向不明，各个首领及武则天的入口，需侠士手动寻找，进入首领房间后，传出将抵达最近的一个安全区。
ImperialTombFemaleHelp	女帝疑冢须知		4	天后女帝			首领全被击杀或一定时间后，地图将刷新三个女帝入口，[FFFE0D]每场活动只能进入一个女帝房间[-]，按照对三个女帝的总输出排名，由前二十名家族瓜分宝藏，最先对女帝造成伤害的侠士和击杀者所在家族获得额外的输出。
ImperialTombFemaleHelp	女帝疑冢须知		5	伪帝鸾宫			武则天血量降低到一定程度时，会将所有玩家随机传送到伪帝鸾宫挑战女帝鸾姬，对女帝鸾姬造成伤害等同对武则天造成伤害，武则天血量下降一定比例或超过一定时间，所有玩家重回大殿，继续挑战武则天。
InDifferBattleHelp	心魔幻境须知		1	无差别竞技			所有进入了心魔幻境的侠士，[FFFE0D]固定80级、不携带同伴、初始拥有相同的战力水平[-]，头衔将根据侠士在幻境中的战力[FFFE0D]自动晋升[-]，门派将在幻境开始后从[FFFE0D]随机6个[-]中选择。
InDifferBattleHelp	心魔幻境须知		2	活动流程			幻境中共有[FFFE0D]25个区域[-]，分[FFFE0D]4个阶段[-]进行，每个阶段结束后会有[FFFE0D]90秒休整时间[-]并且关闭若干个区域，第4阶段将在最后一个区域进行决战！\n[FFFE0D]（若区域关闭时未及时离开，将会受到当前血量10%的伤害）[-]
InDifferBattleHelp	心魔幻境须知		3	资源获取			通过[FFFE0D]开启宝箱、击杀小怪、击败其他侠士[-]等途径获取资源，提升在幻境中的战力水平。幻境中每位侠士仅有[FFFE0D]1条命[-]，队友之间的配合尤为重要！\n[FFFE0D]（队伍内获得资源时都将在队伍成员之间分配）[-]
InDifferBattleHelp	心魔幻境须知		4	特殊事件			幻境中某些特定的时间点将会刷出：[FFFE0D]神秘商人、心魔幻兽、心魔幻象[-]\n神秘商人专卖一些幻境中特有之物（消耗幻境中的特殊货币[FFFE0D]“幻玉”[-]），而[FFFE0D]击杀心魔幻兽[-]和[FFFE0D]开启心魔幻象[-]的侠士都将获得丰厚的幻境资源。
InDifferBattleHelp	心魔幻境须知		5	幻境限制			[FFFE0D]禁止：[-]幻境中禁止打坐、第四阶段（决战阶段）禁止骑马。\n[FFFE0D]匿名：[-]幻境中除队友以外，其他侠士都将以匿名的形式显示为“神秘人”。\n[FFFE0D]物品：[-]幻境中获得的所有物品，都将在离开幻境后消失。
InDifferBattleHelp	心魔幻境须知		6	积分获得			击败其他侠士[FFFE0D]（未阵亡的队员均可获得积分）[-]、阶段结束时存活、优胜的队伍获得额外积分\n[FFFE0D]小提示：个人积分越高活动奖励越丰厚哦！[-]
InDifferBattleHelp	心魔幻境须知		7	优胜规则			最终将以[FFFE0D]队伍存活人数、队伍总积分、存活队员总战力[-]判定优胜队伍。
InDifferBattleHelp	心魔幻境须知		8	积分/评价			[92D2FF]积分：[-]0~5        [92D2FF]评价：[-][FFFFFF]普通[-]        [92D2FF]积分：[-]6~15      [92D2FF]评价：[-][64db00]一般[-]\n[92D2FF]积分：[-]16~31    [92D2FF]评价：[-][11adf6]良好[-]        [92D2FF]积分：[-]32~47    [92D2FF]评价：[-][aa62fc]优秀[-]\n[92D2FF]积分：[-]48~95    [92D2FF]评价：[-][ff578c]卓越[-]        [92D2FF]积分：[-]96+        [92D2FF]评价：[-][ff8f06]最佳[-]
InDifferBattleHelp	心魔幻境须知		9	系列赛开放时间			开放[FFFE0D]109级[-]等级上限后，开启心魔幻境系列赛。
InDifferBattleHelp	心魔幻境须知		10	系列赛资格			月度赛资格：开赛前获得过[FFFE0D]心魔幻境良好[-]以上评价\n季度赛资格：开赛前获得过[FFFE0D]月度心魔幻境良好[-]以上评价\n年度赛资格：开赛前获得过[FFFE0D]季度心魔幻境良好[-]以上评价
InDifferBattleContestHelp	心魔幻境系列赛须知		1	开放时间			开放[FFFE0D]109级[-]等级上限后，开启心魔幻境系列赛。
InDifferBattleContestHelp	心魔幻境系列赛须知		2	系列赛资格			月度赛资格：开赛前获得过[FFFE0D]心魔幻境良好[-]以上评价\n季度赛资格：开赛前获得过[FFFE0D]月度心魔幻境良好[-]以上评价\n年度赛资格：开赛前获得过[FFFE0D]季度心魔幻境良好[-]以上评价
InDifferBattleScoreHelp	积分/胜负		1	积分获得			击败其他侠士[FFFE0D]（未阵亡的队员均可获得积分）[-]、阶段结束时存活、优胜的队伍获得额外积分\n[FFFE0D]小提示：个人积分越高活动奖励越丰厚哦！[-]
InDifferBattleScoreHelp	积分/胜负		2	优胜规则			最终将以[FFFE0D]队伍存活人数、队伍总积分、存活队员总战力[-]判定优胜队伍。
InDifferBattleScoreHelp	积分/胜负		3	积分/评价			[92D2FF]积分：[-]0~5        [92D2FF]评价：[-][FFFFFF]普通[-]        [92D2FF]积分：[-]6~15      [92D2FF]评价：[-][64db00]一般[-]\n[92D2FF]积分：[-]16~31    [92D2FF]评价：[-][11adf6]良好[-]        [92D2FF]积分：[-]32~47    [92D2FF]评价：[-][aa62fc]优秀[-]\n[92D2FF]积分：[-]48~95    [92D2FF]评价：[-][ff578c]卓越[-]        [92D2FF]积分：[-]96+        [92D2FF]评价：[-][ff8f06]最佳[-]
DaXueZhang	打雪仗须知		1	活动介绍			庆元旦迎新年，大家一起打雪仗。活动时间：[FFFE0D]2017年12月24日4点——2018年1月3日24点[-]。
DaXueZhang	打雪仗须知		2	活动参与			活动每日开放时间为：[FFFE0D]13：30[-]、[FFFE0D]16：00[-]及[FFFE0D]20：00[-]，每次开启3场，每场准备时间[FFFE0D]5分钟[-]。等级达到20级，通过“[FFFE0D]活动[-]”日历，单人或组队报名参加比赛，单人报名时会自动组队。
DaXueZhang	打雪仗须知		3	活动次数			每天可以获得[FFFE0D]1次[-]打雪仗参与次数，可累计[FFFE0D]3次[-]。使用道具“[FFFE0D]烈焰飞雪[-]”可增加打雪仗次数，每日最多使用[FFFE0D]1个[-]。
DaXueZhang	打雪仗须知		4	玩法介绍			进入专属地图，变身为顽皮的小孩进行一场激烈的雪球大战。采集神奇雪人、冰原陷阱及雪原神符提供的各种技能及有利效果，给对手造成无情打击，但要小心躲避忽然出现的年兽释放的强力技能。
DaXueZhang	打雪仗须知		5	比赛规则			比赛进行[FFFE0D]3轮[-]，给对手造成伤害能增加本队的积分，最后分多的队伍获胜。
GiftSystemHelp	赠送须知		1	直升丹礼盒赠送规则①			赠送礼盒需双方[FFFE0D]密度需达到15级[-]以上且[FFFE0D]两人均需在线[-]，赠送的礼盒本人无法使用，所以不要吝啬，快送给需要的好友吧！
GiftSystemHelp	赠送须知		2	直升丹礼盒赠送规则②			接受的侠士只能接受来自一人的馈赠，一旦接受，将再无法接受其他人的馈赠；送出方亦只可赠送给一名侠士，赠送后将无法再送给其他的侠士。\n    还请诸位侠士谨慎行事，再三思量。
BuyLevelUpHelp	直升须知		1	直升丹礼盒购买规则			直升丹可花费6000元宝购买，提升至剑侠V6可免费获得；亦可寻求其他玩家帮助赠送，需注意，无论通过哪种途径，[FFFE0D]直升丹只能购买一枚[-]，免费与花费元宝购买共用次数；
BuyLevelUpHelp	直升须知		2	直升丹礼盒使用规则			直升丹可让一名角色直接提升到指定等级，随着[FFFE0D]服务器开放时间[-]推移或[FFFE0D]剑侠尊享等级[-]提升还将获得额外的等级提升，但不同直升丹有最高提升等级上限，详情请查看道具描述。
BuyLevelUpHelp	直升须知		3	直升丹礼盒赠送规则			赠送礼盒需[FFFE0D]亲密度需达到15级[-]以上且[FFFE0D]两人均需在线[-]；[FFFE0D]无论是赠送还是接受，均只有一次机会[-]；即侠士只能接受一人的馈赠，送出方亦只可赠送给一名侠士，礼盒本人无法使用，快去找回并送给以前的老朋友吧！
DanGiveHelp	赠送接受须知		1	直升丹使用规则			直升丹可让一名角色直接提升到指定等级，随着[FFFE0D]服务器开放时间[-]推移或[FFFE0D]剑侠尊享等级[-]提升还将获得额外的等级提升，但不同直升丹有最高提升等级上限，详情请查看道具描述。
DanGiveHelp	赠送接受须知		2	直升丹赠送规则			赠送礼盒需[FFFE0D]亲密度需达到15级[-]以上且[FFFE0D]两人均需在线[-]；[FFFE0D]无论是赠送还是接受，均只有一次机会[-]；即侠士只能接受一人的馈赠，送出方亦只可赠送给一名侠士，快去找回并送给以前的老朋友吧！
ExpUpHelp	后起之秀须知		1	后起之秀规则①			一定等级以下的侠士可享受后起之秀的经验加成，根据当前服务器的等级开放上限，可以参与的等级也有所不同。
ExpUpHelp	后起之秀须知		2	后起之秀规则②			符合条件的侠士所有获得的经验都将得到加成！帮助你快速提升等级，早日驰骋江湖！
PartnersBack	重聚江湖须知		1	召回规则			召回次数仅有5次，一旦发送即消耗次数，请谨慎选择
PartnersBack	重聚江湖须知		2	增益状态			与召回玩家组队时将获得「重聚江湖」的增益状态，获得额外属性加成，且提升亲密度时将获得100%加成，有效期30天
PartnerAwarenessHelp	同伴觉醒须知		1	觉醒消耗			[e6d012]SSS级[-][FFFE0D]同伴觉醒：[-]5个“指定[ff8f06]SS级[-]同伴及对应的本命武器”、300资质丹\n[FFFE0D][ff8f06]SS级[-]同伴觉醒：[-]5个“指定[ff578c]S级[-]同伴及对应的本命武器”、75资质丹\n[FFFE0D][ff578c]S级[-]同伴觉醒：[-]5个“指定[aa62fc]A级[-]同伴”、25资质丹
PartnerAwarenessHelp	同伴觉醒须知		2	潜能觉醒			同伴觉醒后永久提升各项潜能。\n相同品质[FFFE0D]（例如都是[ff8f06]SS级[-]的「独孤剑」和「杨影枫」）[-]的同伴觉醒后增加的潜能是相同的，同伴品质越高觉醒后所增加的潜能越高。
PartnerAwarenessHelp	同伴觉醒须知		3	永久觉醒			·已觉醒的同伴，洗髓后不会影响觉醒所提升的潜能。\n·已觉醒的同伴为永久觉醒，之后所获得的该同伴都为已觉醒。
PartnerAwarenessHelp	同伴觉醒须知		4	返还规则			[FFFE0D]觉醒时被消耗的同伴返还规则：[-]\n·被消耗的同伴历史使用的资质丹全部返还\n·被消耗的同伴历史使用的技能书折算成洗髓丹返还
FriendImpressionHelp	祝福须知		1	祝福需求			双方必须在线；对方必须拥有祝福栏位数，每人最多收到15条祝福；只允许徒弟向师父赠送祝福
FriendImpressionHelp	祝福须知		2	祝福限制			对同一角色只能添加一条同样的固定祝福及自定义祝福；可以留任意条数的不同的自定义祝福，自定义祝福最多不超过7个字；自定义祝福只显示前5个留下祝福的侠士名；
FriendImpressionHelp	祝福须知		3	祝福奖励			添加固定祝福或自定义祝福后，双方亲密度提升100点，且均获得一个祝福礼盒，每天每人最多获得[FFFE0D]5个[-]，凌晨[FFFE0D]4点[-]重置；
FriendImpressionHelp	祝福须知		4	祝福奖励			师父最终收到的祝福数量达到15个时，还将额外获得一个名师礼盒
HouseHelp	家园须知		1	家园升级			花费一定数额的元宝可以升级家园，升级家园可以[FFFE0D]解锁更大面积、更漂亮的家园，增加家园舒适度，提升增加舒适度的有效家具数量，提升厢房的可居住数量[-]
HouseHelp	家园须知		2	舒适度			[FFFE0D]摆放家具可以提升家园的舒适度[-]\n·家具的等级越高提升的舒适度越高，不同类型的家具增加的舒适度不同\n·家园增加角色战力 = 当前家园舒适度 × 10
HouseHelp	家园须知		3	家园冥想			冥想可以获得元气#945，元气可用于凝聚真元。\n每天拥有1次冥想的次数，每天4:00重置次数。
HouseHelp	家园须知		4	冥想结果			冥想获得元气数量与冥想的结果有关。\n冥想结果按加成由高至低依次为：[e6d012]皆空[-]、[ff8f06]无我[-]、[ff578c]开悟[-]、[aa62fc]意动[-]、[11adf6]入定[-]
HouseHelp	家园须知		5	家园房客			·可邀请[FFFE0D]等级≥60级[-]且双方[FFFE0D]亲密度等级≥20级[-]的好友入住家园\n·每位侠士最多只能入住1位好友的家园\n[FFFE0D]房客搬离：进入寄居家园 -> 点击“家园”图标 -> 点击“搬离家园”按钮[-]
HouseHelp	家园须知		6	房客特权			·当房客家园舒适等级高于所寄居家园的舒适等级-5时，不再享有加成\n·享有加成的房客，其家园舒适等级必然不高于寄居家园舒适等级-5级\n[FFFE0D]提示：入住家园后，房客特权凌晨4:00以后生效[-]
HouseHelp	家园须知		7	家园伴侣			·成婚后自动入住对方的家园\n·享有的房客特权与寄居家园规则相同，最终享有的舒适等级加成为[FFFE0D]寄居家园和伴侣家园高的一方生效（伴侣家园的房客特权立即生效）[-]
HouseHelp	家园须知		8	房客权限			家园主人可以给房客赋予装修家园的权限，拥有权限的房客可以挪动当前家园内已摆放的家具
HouseHelp	家园须知		9	家园种树			可在家园的“苗圃”上种树，[FFFE0D]收成后可以获得家具制造材料“木材”[-]。树的成熟时间为7天，每天会随机进入异常状态，去除异常状态可以加速树的成熟时间。
HouseHelp	家园须知		10	种植养护			每天拥有[FFFE0D]1次[-]给自己树养护的次数和[FFFE0D]10次[-]协助好友养护的次数，[FFFE0D]每天只能协助同一个好友养护1次[-]，每天4:00重置次数。
RoomeHelp	家园厢房		1	家园房客			·可邀请[FFFE0D]等级≥60级[-]且双方[FFFE0D]亲密度等级≥20级[-]的好友入住家园\n·每位侠士最多只能入住1位好友的家园\n[FFFE0D]房客搬离：进入寄居家园 -> 点击“家园”图标 -> 点击“搬离家园”按钮[-]
RoomeHelp	家园厢房		2	房客特权			·当房客家园舒适等级高于所寄居家园的舒适等级-5时，不再享有加成\n·享有加成的房客，其家园舒适等级必然不高于寄居家园舒适等级-5级\n[FFFE0D]提示：入住家园后，房客特权凌晨4:00以后生效[-]
RoomeHelp	家园厢房		3	家园伴侣			·成婚后自动入住对方的家园\n·享有的房客特权与寄居家园规则相同，最终享有的舒适等级加成为[FFFE0D]寄居家园和伴侣家园高的一方生效（伴侣家园的房客特权立即生效）[-]
RoomeHelp	家园厢房		4	房客权限			家园主人可以给房客赋予装修家园的权限，拥有权限的房客可以挪动当前家园内已摆放的家具
PlantHelp	协助养护须知		1	规则说明			每天拥有[FFFE0D]1次[-]给自己树丛养护的次数和[FFFE0D]10次[-]协助好友养护的次数，[FFFE0D]每天只能协助同一个好友养护1次[-]，每天4:00重置次数。
MuseHelp	打坐冥想		1	家园冥想			冥想可以获得元气#945，元气可用于凝聚真元。\n每天拥有1次冥想的次数，每天4:00重置次数。
MuseHelp	打坐冥想		2	冥想结果			冥想获得元气数量与冥想的结果有关。\n冥想结果按加成由高至低依次为：[e6d012]皆空[-]、[ff8f06]无我[-]、[ff578c]开悟[-]、[aa62fc]意动[-]、[11adf6]入定[-]
QYHHelp	群英会须知		1	群英会简介			群英会是一个单人参与，一对一进行匹配对战的玩法
QYHHelp	群英会须知		2	参与规则			等级达到 [FFFE0D]80级[-] 的角色可以参加\n每次共可参加 [FFFE0D]6轮[-] 比赛
QYHHelp	群英会须知		3	携带同伴			在群英会，玩家可以携带最多[FFFE0D]4个[-]同伴同时出战
QYHHelp	群英会须知		4	胜负判定			过程中，如果一方所有成员（含同伴）战亡，则判定失败，另一方判胜。如果结束时，双方均有同伴或主角存活，则根据存活人数，多的一方判胜。如果存活人数相同，则伤害总输出量多的一方判胜
QYHHelp	群英会须知		5	积分及奖励			每胜利一场，获得[FFFE0D]2点[-]积分；失败一场，获得[FFFE0D]1点[-]积分。根据当日积分的多少，获得相应的奖励
AthleticsHonorHelp	武林荣誉须知		1	武林荣誉			根据侠士的活动成绩进行评定，由高至低分别为白金→黄金→白银→青铜→黑铁，不同活动荣誉的晋升条件不同，可点击荣誉图标查看详细规则，[FFFE0D]每月首日0点[-]将根据[FFFE0D]各活动最高段位[-]进行结算发奖，同时[FFFE0D]清空当月荣誉[-]。
AthleticsHonorHelp	武林荣誉须知		2	武林角逐赛资格			武林角逐赛资格获取与武林荣誉并无直接关系，不同活动的资格有特定的获取途径，详情可点击对应图标进行查看。
AthleticsHonorHelp	武林荣誉须知		3	年度决赛			年度竞技比赛是武林最高的荣耀，诸位侠士！何不一展身手，名动江湖！
WeatherHelp	家园昼夜须知		1	家园昼夜			[FFFE0D]白天：[-]卯时、辰时、巳时、午时、未时、申时\n[FFFE0D]夜晚：[-]酉时、戌时、亥时、子时、丑时、寅时\n[FFFE0D]提示：每个时辰持续3分钟[-]
WeatherHelp	家园昼夜须知		2	家园天气			家园会随机进入雷雨天气、晴天
WLDHHelp	武林大会须知		1	大会简介			测试模式
BattleMobaHelp	宋金攻防战		1	规则简介			[FFFE0D]每周一[-]特定时间段角色等级≥24级的玩家均可报名参加，报名后所有玩家随机分入「宋」或「金」进行对战，无法提前组队，以摧毁 [FFFE0D]敌方大营[-] 为主要目标。
BattleMobaHelp	宋金攻防战		2	胜负判定			·摧毁敌方大营的一方获胜\n·若活动结束时双方大营未被摧毁，则摧毁建筑数多的一方获胜，数量一致时，建筑剩余血量多是一方胜，血量一致时，总击杀数多的一方获胜
BattleMobaHelp	宋金攻防战		3	战场要素			战场会随机刷出[FFFE0D]野生生物、增益球[-]，击杀[FFFE0D]野生生物[-]或者拾取[FFFE0D]增益球[-]后将获得强力增益效果。
BattleMobaHelp	宋金攻防战		4	战地首领			击杀首领时对首领输出高的一方阵营，将会获得首领的协助\n·若超过[FFFE0D]10秒[-]没有对首领造成伤害，则输出量将会[FFFE0D]持续减少[-]\n·击杀首领的一方阵营获得额外的输出量
BattleMobaHelp	宋金攻防战		5	建筑规则			必须先摧毁外塔，才能够攻击内塔，必须摧毁内塔，才能攻击大营。\n[FFFE0D]敌方防御塔周围若没有本方的士兵/首领，则对防御塔造成的伤害-50%[-]
BattleBossHelp	宋金攻防战		1	战地首领			击杀首领时对首领输出高的一方阵营，将会获得首领的协助\n·若超过[FFFE0D]10秒[-]没有对首领造成伤害，则输出量将会[FFFE0D]持续减少[-]\n·击杀首领的一方阵营获得额外的输出量
FieldBossHelp	历代名将		1	本服历代名将			特定时间段进入指定名将地图，以家族为单位，根据对名将造成的伤害进行排名并获取丰厚奖励的家族活动。
FieldBossHelp	历代名将		2	跨服场次时间			首次获取资格后的[FFFE0D]每周一晚22:00 - 23:00[-]，将开启跨服历代名将（注：未获取资格的家族照旧参加本服历代名将）
FieldBossHelp	历代名将		3	跨服资格获取			以[FFFE0D]每周2/3/5/6[-]的本服历代名将的争夺结果，进行每周总积分统计后[FFFE0D]排名前3[-]的家族，可以获取跨服历代名将资格
FieldBossHelp	历代名将		4	积分获取规则			对80-110级的名将（李广/赵云/李元霸/项羽）造成伤害并上榜进入前5排名的家族进行积分统计，根据伤害排名获得各家族对应的积分，排名越靠前积分越高
FieldBossHelp	历代名将		5	积分结算规则			资格积分[FFFE0D]每周六晚本服名将结束[-]时进行结算并公布资格获取结果，资格积分每场跨服历代名将结束后清空重置
JingMaiHelp	同伴经脉		1	经脉简介			同伴使用资质丹可以获得[FFFE0D]真气[-]，通过消耗真气提升经脉中穴位的境界重数，可以让同伴和角色获得额外的属性和技能。
JingMaiHelp	同伴经脉		2	丹田			丹田有[FFFE0D]充盈[-]与[FFFE0D]疲劳[-]两个状态，可在同伴界面右下方查询。充盈时使用资质丹能获得真气值。同伴[FFFE0D]遣散[-]和[FFFE0D]洗髓[-]会使丹田进入疲劳状态，此时使用资质丹不能获得真气，但可以降低疲劳值。
