Desc	ActEventID	EventType	Frame	EventName	EventParam1	EventParam2	EventParam3	EventParam4	EventParam5	EventParamStr
天王錘法	1101	1		PlayEffect	9091				3	
天王錘法	1101	2	5	CanDoRun						
天王錘法	1101	2	5	CastLinkSkill						
驚雷訣	1102	1		CrossFade	1					
驚雷訣	1102	1		InstantDir	1000					
驚雷訣	1102	2	1	CanDoSkill						
驚雷訣	1102	2	4	CastSkill	1102					
驚雷訣	1102	1	0	LinkSkillInit	20	1103				
驚雷訣	1102	1		PlayEffect	202					
驚雷訣	1102	2	6	CanDoRun						
驚雷訣	1102	2	6	CastLinkSkill						
驚雷訣	1102	2	4	MovePos	30	40	150			
降龍訣	1103	1		CrossFade	1					
降龍訣	1103	1		InstantDir	1000					
降龍訣	1103	1	0	LinkSkillInit	20	1104				
降龍訣	1103	2	1	CanDoSkill						
降龍訣	1103	2	4	CastSkill	1103					
降龍訣	1103	2	6	CanDoRun						
降龍訣	1103	2	8	CastLinkSkill						
降龍訣	1103	1		PlayEffect	203					
降龍訣	1103	2	4	MovePos	50	50	150			
破天訣	1104	1		CrossFade	500					
破天訣	1104	1		InstantDir	1000					
破天訣	1104	2	1	CanDoSkill						
破天訣	1104	2	4	CastSkill	1104					
破天訣	1104	2	0	PlayEffect	204					
破天訣	1104	2	8	CanDoRun						
破天訣	1104	2	4	MovePos	50	50	150			
金鐘罩	1105	1		CastSkill	1105					
金鐘罩	1105	1		PlayEffect	9077					
回風落雁	1111	1		CrossFade	1					
回風落雁	1111	1		InstantDir	1000					
回風落雁	1111	1	0	LinkSkillInit	20	1112				
回風落雁	1111	2	1	CanDoSkill						
回風落雁	1111	2	3	CastSkill	1111					
回風落雁	1111	2	8	CanDoRun						
回風落雁	1111	2	8	CastLinkSkill						
回風落雁2	1112	1		CrossFade	1					
回風落雁2	1112	1		InstantDir	1000					
回風落雁2	1112	2	1	CanDoSkill						
回風落雁2	1112	2	5	CastSkill	1112					
回風落雁2	1112	1	0	LinkSkillInit	20	1113				
回風落雁2	1112	2	10	CanDoRun						
回風落雁2	1112	2	10	CastLinkSkill						
回風落雁3	1113	1		CrossFade	1					
回風落雁3	1113	1		InstantDir	1000					
回風落雁3	1113	1	0	LinkSkillInit	20	1114				
回風落雁3	1113	2	1	CanDoSkill						
回風落雁3	1113	2	4	CastSkill	1113					
回風落雁3	1113	2	11	CanDoRun						
回風落雁3	1113	2	11	CastLinkSkill						
回風落雁4	1114	1		CrossFade	500					
回風落雁4	1114	1		InstantDir	1000					
回風落雁4	1114	2	1	CanDoSkill						
回風落雁4	1114	2	5	CastSkill	1114					
回風落雁4	1114	2	8	CanDoRun						
斷魂刺	1115	1		CrossFade	1					
斷魂刺	1115	1		InstantDir	35					
斷魂刺	1115	2	4	PlayEffect	1115					
斷魂刺	1115	3		CastSkill	1116					
斷魂刺	1115	3		UnbindEffect	1115					
斷魂刺	1115	2	15	CanDoRun						
峨嵋劍術1	1131	1		CrossFade	1					
峨嵋劍術1	1131	1		InstantDir	1000					
峨嵋劍術1	1131	1		LinkSkillInit	20	1132				
峨嵋劍術1	1131	1		PlayEffect	301					
峨嵋劍術1	1131	2	1	CanDoSkill						
峨嵋劍術1	1131	2	3	CastSkill	1131					
峨嵋劍術1	1131	2	5	CastLinkSkill						
峨嵋劍術1	1131	2	5	CanDoRun						
峨嵋劍術2	1132	1		CrossFade	1					
峨嵋劍術2	1132	1		InstantDir	1000					
峨嵋劍術2	1132	1		LinkSkillInit	20	1133				
峨嵋劍術2	1132	1		PlayEffect	302					
峨嵋劍術2	1132	2	1	CanDoSkill						
峨嵋劍術2	1132	2	2	CastSkill	1132					
峨嵋劍術2	1132	2	7	CastLinkSkill						
峨嵋劍術2	1132	2	5	CanDoRun						
峨嵋劍術3	1133	1		CrossFade	1					
峨嵋劍術3	1133	1		InstantDir	1000					
峨嵋劍術3	1133	1		LinkSkillInit	20	1134				
峨嵋劍術3	1133	1		PlayEffect	303					
峨嵋劍術3	1133	2	1	CanDoSkill						
峨嵋劍術3	1133	2	3	CastSkill	1133					
峨嵋劍術3	1133	2	10	CastLinkSkill						
峨嵋劍術3	1133	2	8	CanDoRun						
峨嵋劍術4	1134	1		CrossFade	1					
峨嵋劍術4	1134	1		InstantDir	1000					
峨嵋劍術4	1134	1		PlayEffect						
峨嵋劍術4	1134	2	1	CanDoSkill						
峨嵋劍術4	1134	2	3	CastSkill	1134					
峨嵋劍術4	1134	2	6	CanDoRun						
峨嵋劍術4	1134	3		CrossFade	500					
江海凝波	1136	1		CrossFade	1					
江海凝波	1136	1		InstantDir	1000					
江海凝波	1136	1		PlayEffect						
江海凝波	1136	1		PlayEffect	6311			1	10	
江海凝波	1136	2	11	CastSkill	1136					
江海凝波_子	1137	1		CastSkill						
峨嵋劍術1	1140	1		CrossFade	1					
峨嵋劍術1	1140	1		InstantDir	1000					
峨嵋劍術1	1140	1		LinkSkillInit	20	1141				
峨嵋劍術1	1140	2	3	CastSkill	1140					
峨嵋劍術1	1140	2	1	CanDoSkill						
峨嵋劍術1	1140	2	5	CastLinkSkill						
峨嵋劍術1	1140	2	5	CanDoRun						
峨嵋劍術2	1141	1		CrossFade	1					
峨嵋劍術2	1141	1		InstantDir	1000					
峨嵋劍術2	1141	1		LinkSkillInit	20	1142				
峨嵋劍術2	1141	1		PlayEffect	302					
峨嵋劍術2	1141	2	1	CanDoSkill						
峨嵋劍術2	1141	2	2	CastSkill	1141					
峨嵋劍術2	1141	2	7	CastLinkSkill						
峨嵋劍術2	1141	2	5	CanDoRun						
峨嵋劍術3	1142	1		CrossFade	1					
峨嵋劍術3	1142	1		InstantDir	1000					
峨嵋劍術3	1142	1		LinkSkillInit	20	1143				
峨嵋劍術3	1142	1		PlayEffect	303					
峨嵋劍術3	1142	2	1	CanDoSkill						
峨嵋劍術3	1142	2	3	CastSkill	1142					
峨嵋劍術3	1142	2	10	CastLinkSkill						
峨嵋劍術3	1142	2	8	CanDoRun						
峨嵋劍術4	1143	1		CrossFade	1					
峨嵋劍術4	1143	1		InstantDir	1000					
峨嵋劍術4	1143	1		PlayEffect						
峨嵋劍術4	1143	2	1	CanDoSkill						
峨嵋劍術4	1143	2	3	CastSkill	1143					
峨嵋劍術4	1143	2	6	CanDoRun						
峨嵋劍術4	1143	3		CrossFade	500					
天舞寶輪	1144	1		CrossFade	1					
天舞寶輪	1144	1		InstantDir	1000					
天舞寶輪	1144	1		CastSkill	1144					
天舞寶輪	1144	1		PlayEffect	312					
天舞寶輪	1144	3		CrossFade	850					
天舞寶輪_子	1145	1		CastSkill	1145					
桃花箭術	1181	1		CrossFade	1					
桃花箭術	1181	1		InstantDir	1000					
桃花箭術	1181	2	1	CanDoSkill						
桃花箭術	1181	2	1	CastSkill	1181					
桃花箭術	1181	1	0	LinkSkillInit	20	1182				
桃花箭術	1181	1	0	PlayEffect	6401					
桃花箭術	1181	2	5	CanDoRun						
桃花箭術	1181	2	5	CastLinkSkill	1					
桃花箭術	1181	3		UnbindEffect	6401					
桃花箭術2	1182	1		CrossFade	500					
桃花箭術2	1182	1		InstantDir	1000					
桃花箭術2	1182	2	1	CanDoSkill						
桃花箭術2	1182	2	3	CastSkill	1182					
桃花箭術2	1182	1	0	LinkSkillInit	20	1183				
桃花箭術2	1182	2	1	PlayEffect	6402					
桃花箭術2	1182	2	6	CanDoRun						
桃花箭術2	1182	2	5	CastLinkSkill	1					
桃花箭術2	1182	3		UnbindEffect	6402					
桃花箭術3	1183	1		CrossFade	500					
桃花箭術3	1183	1		InstantDir	1000					
桃花箭術3	1183	2	1	CanDoSkill						
桃花箭術3	1183	2	3	CastSkill	1183					
桃花箭術3	1183	1	0	LinkSkillInit	20	1184				
桃花箭術3	1183	2	1	PlayEffect	6402					
桃花箭術3	1183	2	8	CanDoRun						
桃花箭術3	1183	2	7	CastLinkSkill	1					
桃花箭術3	1183	3		UnbindEffect	6402					
桃花箭術4	1184	1		CrossFade	500					
桃花箭術4	1184	1		InstantDir	1000					
桃花箭術4	1184	2	1	CanDoSkill						
桃花箭術4	1184	2	5	CastSkill	1184					
桃花箭術4	1184	1	0	PlayEffect	6403					
桃花箭術4	1184	2	8	CanDoRun						
桃花箭術4	1184	3		UnbindEffect	6403					
飛火流星	1188	1		CrossFade	1					
飛火流星	1188	1		InstantDir	1000					
飛火流星	1188	1		PlayEffect	6407					
飛火流星	1188	2	11	CastSkill	1188					
飛火流星	1188	2	11	PlayShake	60	160	1	1		
飛火流星_效果	1189	2	3	CastSkill	1189					
桃花箭術	1191	1		CrossFade	1					
桃花箭術	1191	1		InstantDir	1000					
桃花箭術	1191	2	1	CanDoSkill						
桃花箭術	1191	2	1	CastSkill	1191					
桃花箭術	1191	1	0	LinkSkillInit	20	1192				
桃花箭術	1191	1	0	PlayEffect	6401					
桃花箭術	1191	2	5	CanDoRun						
桃花箭術	1191	2	5	CastLinkSkill	1					
桃花箭術	1191	3		UnbindEffect	6401					
桃花箭術2	1192	1		CrossFade	500					
桃花箭術2	1192	1		InstantDir	1000					
桃花箭術2	1192	2	1	CanDoSkill						
桃花箭術2	1192	2	3	CastSkill	1192					
桃花箭術2	1192	1	0	LinkSkillInit	20	1193				
桃花箭術2	1192	2	1	PlayEffect	6402					
桃花箭術2	1192	2	6	CanDoRun						
桃花箭術2	1192	2	5	CastLinkSkill	1					
桃花箭術2	1192	3		UnbindEffect	6402					
桃花箭術3	1193	1		CrossFade	500					
桃花箭術3	1193	1		InstantDir	1000					
桃花箭術3	1193	2	1	CanDoSkill						
桃花箭術3	1193	2	3	CastSkill	1193					
桃花箭術3	1193	1	0	LinkSkillInit	20	1194				
桃花箭術3	1193	2	1	PlayEffect	6402					
桃花箭術3	1193	2	8	CanDoRun						
桃花箭術3	1193	2	7	CastLinkSkill	1					
桃花箭術3	1193	3		UnbindEffect	6402					
桃花箭術4	1194	1		CrossFade	500					
桃花箭術4	1194	1		InstantDir	1000					
桃花箭術4	1194	2	1	CanDoSkill						
桃花箭術4	1194	2	5	CastSkill	1194					
桃花箭術4	1194	1	0	PlayEffect	6403					
桃花箭術4	1194	2	8	CanDoRun						
桃花箭術4	1194	3		UnbindEffect	6403					
火鳳燎原	1195	1		CastSkill	1195					
火鳳燎原	1195	1		PlayEffect	6406					
逍遙槍法1	1221	1		CrossFade	1					
逍遙槍法1	1221	1		InstantDir	1000					
逍遙槍法1	1221	2	3	CastSkill	1221					
逍遙槍法1	1221	1	0	LinkSkillInit	20	1222				
逍遙槍法1	1221	2	1	CanDoSkill						
逍遙槍法1	1221	2	0	PlayEffect	501					
逍遙槍法1	1221	2	5	CanDoRun						
逍遙槍法1	1221	2	5	CastLinkSkill						
逍遥枪法2	1222	1		CrossFade	1					
逍遥枪法2	1222	1		InstantDir	1000					
逍遥枪法2	1222	2	4	CastSkill	1222					
逍遥枪法2	1222	1	0	LinkSkillInit	20	1223				
逍遥枪法2	1222	2	1	CanDoSkill						
逍遥枪法2	1222	2	0	PlayEffect	502					
逍遥枪法2	1222	2	6	CanDoRun						
逍遥枪法2	1222	2	6	CastLinkSkill						
逍遥枪法3	1223	1		CrossFade	1					
逍遥枪法3	1223	1		InstantDir	1000					
逍遥枪法3	1223	1		LinkSkillInit	20	1224				
逍遥枪法3	1223	2	1	CanDoSkill						
逍遥枪法3	1223	2	0	PlayEffect	503					
逍遥枪法3	1223	2	4	CastSkill	1223					
逍遥枪法3	1223	2	6	CanDoRun						
逍遥枪法3	1223	2	8	CastLinkSkill						
逍遥枪法3	1223	2	4	MovePos	60	25	150			
逍遥枪法4	1224	1		CrossFade	1					
逍遥枪法4	1224	1		InstantDir	1000					
逍遥枪法4	1224	2	1	CanDoSkill						
逍遥枪法4	1224	2	4	CastSkill	1224					
逍遥枪法4	1224	2	0	PlayEffect	504					
逍遥枪法4	1224	2	8	CanDoRun						
逍遥枪法4	1224	2	4	MovePos	60	25	150			
白虹貫日	1232	1		CrossFade	1					
白虹貫日	1232	1		InstantDir	1000					
白虹貫日	1232	2	1	CastSkill	1233					
白虹貫日	1232	2	1	PlayEffect	510	1				
白虹貫日	1232	2	8	ClearEffect	510					
白虹貫日	1232	3		ClearEffect	510					
白虹貫日_子1	1233	1		CastSkill	1233					
逍遙槍法1	1234	1		CrossFade	1					
逍遙槍法1	1234	1		InstantDir	1000					
逍遙槍法1	1234	2	3	CastSkill	1234					
逍遙槍法1	1234	1	0	LinkSkillInit	20	1235				
逍遙槍法1	1234	2	1	CanDoSkill						
逍遙槍法1	1234	2	0	PlayEffect	501					
逍遙槍法1	1234	2	5	CanDoRun						
逍遙槍法1	1234	2	5	CastLinkSkill						
逍遥枪法2	1235	1		CrossFade	1					
逍遥枪法2	1235	1		InstantDir	1000					
逍遥枪法2	1235	2	4	CastSkill	1235					
逍遥枪法2	1235	1	0	LinkSkillInit	20	1236				
逍遥枪法2	1235	2	1	CanDoSkill						
逍遥枪法2	1235	2	0	PlayEffect	502					
逍遥枪法2	1235	2	6	CanDoRun						
逍遥枪法2	1235	2	6	CastLinkSkill						
逍遥枪法3	1236	1		CrossFade	1					
逍遥枪法3	1236	1		InstantDir	1000					
逍遥枪法3	1236	1		LinkSkillInit	20	1237				
逍遥枪法3	1236	2	1	CanDoSkill						
逍遥枪法3	1236	2	0	PlayEffect	503					
逍遥枪法3	1236	2	4	CastSkill	1236					
逍遥枪法3	1236	2	6	CanDoRun						
逍遥枪法3	1236	2	8	CastLinkSkill						
逍遥枪法3	1236	2	4	MovePos	60	25	150			
逍遥枪法4	1237	1		CrossFade	1					
逍遥枪法4	1237	1		InstantDir	1000					
逍遥枪法4	1237	2	1	CanDoSkill						
逍遥枪法4	1237	2	4	CastSkill	1237					
逍遥枪法4	1237	2	0	PlayEffect	504					
逍遥枪法4	1237	2	8	CanDoRun						
逍遥枪法4	1237	2	4	MovePos	60	25	150			
七探蛇盤	1238	1		PlayEffect	6507				10	
七探蛇盤	1238	1		CrossFade	1					
七探蛇盤	1238	1		InstantDir	1000					
七探蛇盤_子1	1239	1		CastSkill	531					
七探蛇盤_子1	1239	1		PlaySound	5508					
七探蛇盤_子1	1239	1		RetsetPos						
七探蛇盤_子1	1239	1		CrossFade	1					
七探蛇盤_子1	1239	1		InstantDir	1000					
七探蛇盤_子1	1239	1		CastSkill	1239					
七探蛇盤_子1	1239	3		RemoveBuff	531					
七探蛇盘_子2	1240	1		CrossFade	1					
七探蛇盘_子2	1240	1		InstantDir	1000					
七探蛇盘_子2	1240	3		CastSkill	1240					
七探蛇盘_子3	1241	1		PlaySound	5509					
七探蛇盘_子3	1241	2	3	PlayEffect	508					
七探蛇盘_子3	1241	3		CrossFade	1					
七探蛇盘_子3	1241	3		UnbindEffect	508					
白虹貫日	1238	1		CrossFade	1					
白虹貫日	1238	1		InstantDir	1000					
白虹貫日	1238	2	1	CastSkill	1239					
白虹貫日	1238	2	1	PlayEffect	510	1				
白虹貫日	1238	2	8	ClearEffect	510					
白虹貫日	1238	3		ClearEffect	510					
白虹貫日_子1	1239	1		CastSkill	1239					
揮砍	1270	2	5	CastSkill	1270					
揮砍	1271	2	5	CastSkill	1271					
揮砍	1272	2	5	CastSkill	1272					
揮砍	1273	2	5	CastSkill	1273					
群體刀光重擊	1278	2	5	CastSkill	1278					
蕭動塵_普攻	1281	1		CrossFade	1					
蕭動塵_普攻	1281	1		InstantDir	1000					
蕭動塵_普攻	1281	2	8	CastSkill	1281					
橫掃	1282	1		CrossFade	1					
橫掃	1282	1		InstantDir	1000					
橫掃	1282	1		PlayEffect	1336					
橫掃	1282	2	12	CastSkill	1282					
橫掃	1282	3		DoCommonAct	7			15		
九溪彌煙	1284	2	6	CastSkill	1284					
九溪彌煙	1284	3		DoCommonAct	7			15		
九溪彌煙_子	1285	2	8	CastSkill	1285					
九溪彌煙_子	1285	3		DoCommonAct	7			13		
獨臂普攻	1286	1		CrossFade	1					
獨臂普攻	1286	1		InstantDir	1000					
獨臂普攻	1286	2	7	CastSkill	1286					
重拳三連擊	1287	1		CrossFade	1					
重拳三連擊	1287	1		InstantDir	1000					
重拳三連擊	1287	2	4	PlayEffect	1479				3	
重拳三連擊	1287	2	6	CastSkill	1287					
重拳三連擊	1287	2	7	MovePos	80	80	80			
重拳三連擊	1287	2	16	PlayEffect	1478					
重拳三連擊	1287	2	18	CastSkill	1287					
重拳三連擊	1287	2	18	MovePos	30	40	100			
重拳三連擊	1287	2	21	PlayEffect	1479					
重拳三連擊	1287	2	23	CastSkill	1288					
重拳三連擊	1287	2	23	MovePos	30	40	100			
重拳三連擊_子	1288	1		CrossFade	1					
重拳三連擊_子	1288	1		InstantDir	1000					
重拳三連擊_子	1288	2	6	CastSkill	1288					
寒冰斬	1289	1		CrossFade	1					
寒冰斬	1289	2	6	CastSkill	1289					
連環寒冰斬	1290	1		CrossFade	1					
連環寒冰斬	1290	1		InstantDir	1000					
連環寒冰斬	1290	2	11	CastSkill	1290					
連環寒冰斬_效果	1291	1		CastSkill	1291					
飛斬	1293	1		CrossFade	1					
飛斬	1293	2	4	CastSkill	1293					
飛斬	1293	2	7	CastSkill	1293					
掌擊	1294	1		CrossFade	1					
掌擊	1294	1		InstantDir	1000					
掌擊	1294	2	5	PlayEffect	1305				5	
掌擊	1294	2	8	CastSkill	1294					
風雪神槍	1295	1		PlayEffect	1295				-1	
風雪神槍	1295	2	5	CastSkill	1295					
連擊_動作	11296	1		DoCommonAct	16	1296		25		
連擊1	1296	1		CrossFade	1					
連擊1	1296	1		InstantDir	1000					
連擊1	1296	2	8	CastSkill	1296					
連擊1	1296	3		DoCommonAct	7			15		
連擊2	1297	1		CrossFade	1					
連擊2	1297	1		InstantDir	1000					
連擊2	1297	2	8	CastSkill	1297					
連擊3	1298	1		CrossFade	1					
連擊3	1298	1		InstantDir	1000					
連擊3	1298	2	8	CastSkill	1298					
排山倒海	11300	1		DoCommonAct	17	1300		70		
排山倒海	1300	1		CrossFade	1					
排山倒海	1300	1		InstantDir	1000					
排山倒海	1300	2	10	CastSkill	1549					
排山倒海	1300	2	20	CastSkill	1549					
排山倒海	1300	2	30	CastSkill	1549					
排山倒海	1300	2	8	CastSkill	1300					
排山倒海	1300	2	13	CastSkill	1300					
排山倒海	1300	2	18	CastSkill	1300					
排山倒海	1300	2	23	CastSkill	1300					
排山倒海	1300	2	28	CastSkill	1300					
排山倒海	1300	2	33	CastSkill	1300					
排山倒海	1300	3		DoCommonAct	7			20		
扇形_橫掃	1301	1		CrossFade	1					
扇形_橫掃	1301	1		InstantDir	1000					
扇形_橫掃	1301	1		PlayEffect						
扇形_橫掃	1301	2	12	CastSkill	1302					
扇形_橫掃	1301	2	26	CastSkill	1301					
掌擊	1303	1		CrossFade	1					
掌擊	1303	1		InstantDir	1000					
掌擊	1303	2	5	PlayEffect	1305				5	
掌擊	1303	2	8	CastSkill	1303					
掌擊_子	1322	1		DoCommonAct	16	1303		20		
連擊_動作	11304	1		DoCommonAct	16	1304		25		
連擊1	1304	1		CrossFade	1					
連擊1	1304	1		InstantDir	1000					
連擊1	1304	2	8	CastSkill	1304					
連擊1	1304	3		DoCommonAct	7			15		
連擊2	1305	1		CrossFade	1					
連擊2	1305	1		InstantDir	1000					
連擊2	1305	2	8	CastSkill	1305					
連擊3	1306	1		CrossFade	1					
連擊3	1306	1		InstantDir	1000					
連擊3	1306	2	8	CastSkill	1306					
地裂	1307	1		CrossFade	1					
地裂	1307	1		InstantDir	1000					
地裂	1307	2	20	CastSkill	1307					
地裂	1307	3		DoCommonAct	7			10		
扇形_風浪	1308	1		CrossFade	1					
扇形_風浪	1308	1		InstantDir	1000					
扇形_風浪	1308	2	15	CastSkill	1308					
扇形_風浪_效果	1309	2	3	CastSkill	1309					
扇形_龍捲風	1310	1		CrossFade	1					
扇形_龍捲風	1310	1		InstantDir	1000					
扇形_龍捲風	1310	2	15	CastSkill	1310					
扇形_龍捲風_效果	1311	1		CastSkill	1311					
雷動九天	1312	1		PlayEffect						
雷動九天	1312	1		CastSkill						
雷動九天	1312	3		PlaySound	6312					
地裂_效果	1316	2	3	CastSkill	1316					
蝙蝠_普攻	1317	1		PlayEffect	1317					
蝙蝠_普攻	1317	2	12	CastSkill	1317					
豪火球連彈（傷害）	1321	1		CastSkill	1321					
豪火球連彈	1323	1		CrossFade	1					
豪火球連彈	1323	1		InstantDir	1000					
豪火球連彈	1323	1		PlayEffect	7340			12		
豪火球連彈	1323	2	10	CastSkill	1323					
豪火球連彈_動作	11323	1		DoCommonAct	17	1323		10		
豪火球連彈_子（爆炸）	1324	1		CastSkill	1324					
乾坤大挪移_吸	1325	1		CrossFade	1					
乾坤大挪移_吸	1325	1		InstantDir	1000					
乾坤大挪移_吸	1325	1		CastSkill	1325					
乾坤大挪移_吸	1325	2	10	PlayEffect	208					
乾坤大挪移_吸	1325	2	10	CastSkill	1326					
乾坤大挪移_吸	1325	3		DoCommonAct	7			15		
乾坤大挪移_彈	1326	2	10	CastSkill	1326					
乾坤大挪移_彈	1326	2	10	PlayEffect	208					
乾坤大挪移_彈	1326	3		DoCommonAct	7			15		
火隕	1327	2	5	CastSkill	1327					
火隕	1327	3		DoCommonAct	7			20		
火隕_地裂效果	1328	1		CastSkill	1328					
火隕_傷害	1329	1		CastSkill	1329					
衝鋒	1330	1		CrossFade	1					
衝鋒	1330	1		InstantDir	1000					
衝鋒	1330	1		CastSkill	1331					
衝鋒	1330	1		PlayEffect	1330					
衝鋒	1330	3		ClearEffect	1330					
衝鋒	1330	3		DoCommonAct	7			20		
衝鋒_子	1331	1		CastSkill	1331					
飛刃	1332	1		CrossFade	1					
飛刃	1332	1		InstantDir	1000					
飛刃	1332	2	7	CastSkill	1332					
飛刃	1332	3		DoCommonAct	7			20		
七煞地裂	1333	2	12	CastSkill	1333					
七煞地裂	1333	3		DoCommonAct	7			20		
蕭動塵_普攻	1335	1		CrossFade	1					
蕭動塵_普攻	1335	1		InstantDir	1000					
蕭動塵_普攻	1335	1		PlayEffect	1335					
蕭動塵_普攻	1335	2	8	CastSkill	1335					
橫掃	1336	1		CrossFade	1					
橫掃	1336	1		InstantDir	1000					
橫掃	1336	1		PlayEffect	1336					
橫掃	1336	2	12	CastSkill	1336					
橫掃	1336	3		DoCommonAct	7			15		
驚雷	1337	2	10	CastSkill	1337					
驚雷	1337	3		DoCommonAct	7			30		
龍戰天_普攻	1340	1		PlayEffect	7323			12		
龍戰天_普攻	1340	2	8	CastSkill	1340					
七煞使普攻	11342	1		DoCommonAct	16	1342		20		
七煞使普攻	11342	3		CrossFade	1200					
七煞使普攻	1342	2	5	CastSkill	1342					
蕭動塵_衝鋒	1341	1		CastSkill	1341					
蕭動塵_衝鋒	1341	1		PlayEffect	9016					
蕭動塵_衝鋒	1341	3		ClearEffect	9016					
蕭動塵_衝鋒	1343	1		CrossFade	1					
蕭動塵_衝鋒	1343	1		InstantDir	1000					
蕭動塵_衝鋒	1343	1		CastSkill	1344					
蕭動塵_衝鋒	1343	1		CastSkill	1345					
蕭動塵_衝鋒	1343	1		PlayEffect						
蕭動塵_衝鋒	1343	3		ClearEffect						
蕭動塵_衝鋒	1343	3		DoCommonAct	7			20		
蕭動塵_衝鋒_子	1344	1		CastSkill	1344					
豪火球連彈（傷害）	1346	1		CastSkill	1346					
豪火球連彈	1347	1		CrossFade	1					
豪火球連彈	1347	1		InstantDir	1000					
豪火球連彈	1347	1		PlayEffect	7340			12		
豪火球連彈	1347	2	10	CastSkill	1347					
豪火球連彈	1347	3		DoCommonAct	7			30		
豪火球連彈_動作	11347	1		DoCommonAct	17	1347		10		
豪火球連彈_子（爆炸）	1348	1		CastSkill	1348					
九尾普攻	1349	2	8	CastSkill	1349					
五星連珠	1350	2	6	CastSkill	1350					
五星連珠	1350	3		DoCommonAct	7			15		
五星連珠_子	1354	2	8	CastSkill	1354					
五星連珠_子	1354	3		DoCommonAct	7			13		
雷靈破	1351	2	5	CastSkill	1351					
雷靈破	1351	3		DoCommonAct	7			22		
金剛墜	1355	1		CrossFade	1					
金剛墜	1355	1		InstantDir	35					
金剛墜	1355	2	17	PlaySound	6355					
金剛墜	1355	2	18	CastSkill	1356					
金剛墜	1355	2	18	CastSkill	1360					
金剛墜	1355	3		UnbindEffect	206					
金剛墜_子	1356	1		CastSkill	1356					
重拳三連擊	1357	1		CrossFade	1					
重拳三連擊	1357	1		InstantDir	1000					
重拳三連擊	1357	2	4	PlayEffect	1479				3	
重拳三連擊	1357	2	6	CastSkill	1357					
重拳三連擊	1357	2	7	MovePos	80	80	80			
重拳三連擊	1357	2	16	PlayEffect	1478					
重拳三連擊	1357	2	18	CastSkill	1357					
重拳三連擊	1357	2	18	MovePos	30	40	100			
重拳三連擊	1357	2	21	PlayEffect	1479					
重拳三連擊	1357	2	23	CastSkill	1358					
重拳三連擊	1357	2	23	MovePos	30	40	100			
重拳三連擊_子	1358	1		CrossFade	1					
重拳三連擊_子	1358	1		InstantDir	1000					
重拳三連擊_子	1358	2	6	CastSkill	1358					
獨臂普攻	1359	1		CrossFade	1					
獨臂普攻	1359	1		InstantDir	1000					
獨臂普攻	1359	2	10	CastSkill	1359					
金剛墜_前搖	1361	1		CastSkill	1453					
金剛墜_前搖	1361	1		CastSkill	1361					
金剛墜_前搖	1361	1		PlayEffect	9016				8	
狼王爪擊	1362	2	6	CastSkill	1362					
狂奔突襲_子1	1364	1		RetsetPos						
狂奔突襲_子1	1364	1		CrossFade	1					
狂奔突襲_子1	1364	1		InstantDir	1000					
狂奔突襲_子1	1364	1		PlayEffect	508					
狂奔突襲_子1	1364	2	6	CastSkill	1364					
狂奔突襲_子2	1365	2	3	PlayEffect	508					
狂奔突襲_子2	1365	3		CrossFade	1					
狂奔突襲_子2	1365	3		UnbindEffect	508					
狂暴噬血	1367	1		CastSkill	1367					
狂暴噬血	1367	1		PlayEffect	1367	1		16	270	
狂暴噬血	1367	1		PlayEffect	7367	1		15	270	
機關地刺	1368	2	6	CastSkill	1368					
奪魂鏈	1370	1		CastSkill	1372					
奪魂鏈	1370	2	10	CastSkill	1371					
奪魂鏈	1370	2	17	CastSkill	1370					
狂奔突襲_蓄力	1373	1		PlayEffect	1373	1				
狂奔突襲_蓄力	1373	3		ClearEffect	1373					
雷擊	1374	2	5	CastSkill	1375					
雷擊	1374	2	10	CastSkill	1374					
雷擊	1374	3		DoCommonAct	7			15		
冰鎖連環	1376	2	6	CastSkill	1376					
暴風雪	1377	2	5	CastSkill	1377					
暴風雪	1377	2	7	CastSkill	1378					
暴風雪	1377	3		DoCommonAct	7			20		
暴風雪_傷害	1378	1		CastSkill	1378					
冰鎖連環_蓄力	1379	1		PlayEffect	9017	1			10	
星月	1380	2	12	CastSkill	1380					
星月	1380	3		DoCommonAct	7			20		
連環星月	1381	2	5	CastSkill	1382					
連環星月	1381	2	12	CastSkill	1381					
連環星月	1381	3		DoCommonAct	7			20		
連環星月_子	1382	1		CastSkill	1382					
烈焰槍	11383	1		DoCommonAct	16	1383		25		
烈焰槍	1383	2	7	CastSkill	1383					
烈焰槍	1383	3		DoCommonAct	7			20		
火牆	1385	2	10	CastSkill	1385					
火牆	1385	3		DoCommonAct	7			30		
半月斬	1386	1		CrossFade	1					
半月斬	1386	1		InstantDir	1000					
半月斬	1386	2	3	PlayEffect	1305					
半月斬	1386	2	8	CastSkill	1386					
劍裂	1387	1		CrossFade	1					
劍裂	1387	1		InstantDir	1000					
劍裂	1387	2	8	CastSkill	1387					
劍裂	1387	3		DoCommonAct	7			10		
劍裂_效果	1388	2	3	CastSkill	1388					
旋風斬	1389	1		PlayEffect	1802	1				
旋風斬	1389	1		CastSkill	1390					
旋風斬	1389	2	5	CastSkill	1390					
旋風斬	1389	2	10	CastSkill	1390					
旋風斬	1389	2	15	CastSkill	1390					
旋風斬	1389	2	20	CastSkill	1390					
