NpcResId	NpcResFile	ResAttribID	Desc	RunSoundID	DeathSoundID	HitSoundID	Height	Width	at_frame	at_cross	bat_frame	bat_cross	die_frame	die_event	die_cross	dz_frame	dz_cross	jf_frame	jf_cross	jfd_frame	jfd_cross	jt_frame	jt_cross	wlk_frame	wlk_cross	wlk_event	run_frame	run_cross	run_event	st_frame	st_cross	st_event	st01_frame	st01_cross	st02_frame	st02_cross	sta_frame	sta_cross	qg_frame	qg_cross	at01_frame	at01_cross	at01_event	at02_frame	at02_cross	at03_frame	at03_cross	at04_frame	at04_cross	jn01_frame	jn01_cross	jn02_frame	jn02_cross	jn03_frame	jn03_cross	jn04_frame	jn04_cross	jn05_frame	jn05_cross	ex01_frame	ex01_cross	jn02a_frame	jn02a_cross	jn02b_frame	jn02b_cross	qg01_frame	qg01_cross	qg02_frame	qg02_cross	qg03_frame	qg03_cross	qg04_frame	qg04_cross	qg05_frame	qg05_cross	jn04(dl)_frame	jn04(dl)_cross	jsrun_frame	jsrun_cross	dl_frame	dl_cross	jf_gz_frame	jf_gz_cross	zx_frame	zx_cross	zst_frame	zst_cross	ts01_frame	ts01_cross	ts02_frame	ts02_cross	ts03_frame	ts03_cross
379	Player/critter/prefab/yaoqianshu001.prefab						1.7	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		20	0.2		20	0.2	20	0.2	20	0.2	13	0.4	15	0.1		17	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
380	Player/critter/prefab/gouhuo01.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
381	Player/critter/prefab/gouhuo01.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
382	Effect/Prefabs/JueSe/UI/zhiyin_jiantou.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
383	Effect/Prefabs/JueSe/UI/zhiyin_quan.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
384	Player/Npcs/Prefabs/npc_010_b.prefab						1.75	0.5	5	0.1	6	0.1	41		0			23	0.5	23	0.5		0.1	15	0.1		8	0.2		30	0.2		30	0.2	30	0.2	15	0.2		0.15	15	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
385	Player/Npcs/Prefabs/npc_011_b.prefab						1.75	0.5	15	0.1	6	0.1	21		0			24	0.5	24	0.5		0.1	15	0.1		8	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	20	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
386	Player/Npcs/Prefabs/npc_037_b.prefab						2.6	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		17	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
387	Player/Npcs/Prefabs/npc_010_b.prefab						2	0.5	5	0.1	6	0.1	41		0			23	0.5	23	0.5		0.1	15	0.1		8	0.2		30	0.2		30	0.2	30	0.2	15	0.2		0.15	15	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
388	Player/Npcs/Prefabs/npc_011_b.prefab						2	0.5	15	0.1	6	0.1	21		0			24	0.5	24	0.5		0.1	15	0.1		8	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	20	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
389	Player/critter/prefab/baoshikuang01.prefab						0.5	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
390	Player/critter/prefab/shuijingkuang01.prefab						0.5	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
391	Player/critter/prefab/jiazhuhuopeng01.prefab						0.5	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
392	Player/critter/prefab/jiazhuhuopeng02.prefab						0.5	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
393	Player/Npcs/Prefabs/npc_054_s.prefab						1.75	0.5	16	0.1	6	0.1	16		0			30	0.1	14	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	14	0.1		17	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
394	Player/Npcs/Prefabs/npc_057_s.prefab						1.9	0.5	15	0.1	6	0.1	17		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	20	0.15	14	0.1		19	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
395	Player/Characters/Prefabs/m2_001.prefab						1.8	0.5	45	0.1	6	0.1	19		0			35	0.09	35	0.09	5	0.1	15	0.1		18	0.1		30	0.1		30	0.1	30	0.1	30	0.1	20	0.05	15	0.1		15	0.08	13	0.1	13	0.05	17	0	15	0.1	5	0.2	18	0.15	60	0.15		0.15	15	0.08			18	0	6	0	13	0	18	0	18	0			24	0.4														
396	Player/Characters/Prefabs/f2_003.prefab						1.6	0.5	45	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		16	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	10	0.1		15	0.08	13	0.1	15	0.1	15	0.09	18	0.11	23	0.1	25	0.12	20	0.15		0.15	15	0.08			18	0	7	0	13	0	18	0	18	0			20	0.4														
397	Player/Characters/Prefabs/f1_001.prefab						1.2	0.5	45	0.1	6	0.1	15		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	15	0.08		15	0.08	16	0.065			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			17	0	7	0	13	0	18	0	17	0			20	0.4														
398	Player/Characters/Prefabs/m1_002.prefab						1.68	0.5	38	0.1	6	0.1	19		0			35	0.09	35	0.09	13	0.1	15	0.1		16	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.06	13	0.1		13	0.08	15	0.08	15	0.1	23	0.05	6	0.05	13	0.05	28	0.15	30	0.15	5		5	0.08	5	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4														
399	Player/Npcs/Prefabs/npc_016_b.prefab						1.75	0.5	16	0.1	6	0.1	18		0			10	0.5	10	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	18	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
400	Player/Npcs/Prefabs/npc_043_b.prefab		顧武				2.5	0.5	16	0.1	6	0.1	18		0			31	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
401	Player/Npcs/Prefabs/npc_044_b.prefab		楊湖				2.5	0.5	16	0.1	6	0.1	18		0			17	0.5	17	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
402	Player/Npcs/Prefabs/npc_053_b.prefab		趙節				2.5	0.5	16	0.1	6	0.1	18		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	20	0.15	15	0.1		16	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
403	Player/Npcs/Prefabs/npc_005_b.prefab						2.5	0.5	16	0.1	6	0.1	14		0			30	0.1	13	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	18	0.2		0.15	15	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
404	Player/Npcs/Prefabs/npc_051_b.prefab						2.5	0.5	16	0.1	6	0.1	20		0			30	0.1	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	13	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
405	Player/Npcs/Prefabs/npc_052_b.prefab						2.5	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	17	0.1		19	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
406	Player/Npcs/Prefabs/npc_060_b.prefab						2.5	0.5	5	0.1	6	0.1	18		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		13	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
407	Player/Npcs/Prefabs/npc_065_b.prefab						2.5	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	14	0.1		16	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
408	Player/Npcs/Prefabs/npc_031_b.prefab						2.5	0.5	16	0.1	6	0.1	16		0			14	0.5	14	0.5		0.1	15	0.1		9	0.2		30	0.2		30	0.2	30	0.2	20	0.2	43	0.4	15	0.1		14	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
409	Player/Npcs/Prefabs/npc_093_b.prefab		張如夢				2.5	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	29	0.15	15	0.1		25	0.08		0.1		0.1	10	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
410	Player/critter/prefab/WJ_zb001.prefab						3.5	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
411	Player/critter/prefab/WJ_zb002.prefab						2.5	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
412	Player/critter/prefab/XWJ_junqi.prefab						5	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
413	Player/critter/prefab/wj_shibei01.prefab						3	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
414	Player/critter/prefab/wj_shibei02.prefab						3	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
415	Player/critter/prefab/wj_shibei03.prefab						3	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
416	Player/critter/prefab/wj_shibei04.prefab						3	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
417	Player/Characters/Prefabs/m2_001_h.prefab		登入介面天王				1.65	0.5	45	0.1	6	0.1	19		0			35	0.09	35	0.09	5	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	20	0.05	15	0.1		15	0.08	13	0.1	13	0.05	17	0.5	15	0.1	5	0.2	18	0.15	60	0.15		0.15	15	0.08			18	0	6	0	13	0	18	0	18	0			24	0.4	58	0.1												
418	Player/Characters/Prefabs/f2_003_h.prefab		登入介面峨嵋				1.4	0.5	45	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	10	0.1		15	0.08	13	0.1	15	0.1	15	0.09	18	0.11	23	0.1	25	0.12	20	0.15		0.15	15	0.08			18	0	7	0	13	0	18	0	18	0			20	0.4	25	0.1												
419	Player/Characters/Prefabs/f1_001_h.prefab		登入介面桃花				1.15	0.5	45	0.1	6	0.1	15		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	15	0.08		15	0.08	16	0.065			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			17	0	7	0	13	0	18	0	17	0			20	0.4	27	0.1												
420	Player/Characters/Prefabs/m1_002_h.prefab		登入介面逍遙				1.56	0.5	38	0.1	6	0.1	19		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.06	13	0.1		13	0.08	15	0.08	15	0.1	23	0.05	6	0.05	13	0.05	28	0.15	30	0.15	5		5	0.08	5	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4	80	0.1												
421	Player/Npcs/Prefabs/m2_001_npc.prefab		天王心魔				2	0.5	45	0.1	6	0.1	19		0			35	0.09	35	0.09	5	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	20	0.05	15	0.1		15	0.08	13	0.1	13	0.05	17	0	15	0.1	5	0.2	18	0.15	60	0.15		0.15	15	0.08			18	0	6	0	13	0	18	0	18	0			24	0.4														
422	Player/Npcs/Prefabs/f2_001_npc.prefab		峨嵋心魔				2	0.5	45	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	10	0.1		15	0.08	13	0.1	15	0.1	15	0.09	18	0.11	23	0.1	25	0.12	20	0.15		0.15	15	0.08			18	0	7	0	13	0	18	0	18	0			20	0.4														
423	Player/Npcs/Prefabs/f1_001_npc.prefab		桃花心魔				1.6	0.5	45	0.1	6	0.1	15		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	15	0.08		15	0.08	16	0.065			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			17	0	7	0	13	0	18	0	17	0			20	0.4														
424	Player/Npcs/Prefabs/m1_001_npc.prefab		逍遙心魔				2	0.5	38	0.1	6	0.1	19		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.06	13	0.1		13	0.08	15	0.08	15	0.1	23	0.05	6	0.05	13	0.05	28	0.15	30	0.15	5		5	0.08	5	0.01	20	0	5	0	13	0	18	0	20	0	28	0.15	23	0.4														
425	Player/Npcs/Prefabs/npc_094_b.prefab		卓非凡				2.5	0.5	16	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08			33																						20	0.05	2	0.05		
426	Player/critter/prefab/critter_horse.prefab						1.75	0.5	16	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		136	0.2		136	0.2	136	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
427	Player/critter/prefab/critter_horse.prefab						1.75	0.5	16	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		170	0.2		170	0.2	170	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
428	Player/Characters/Prefabs/m3_001_h.prefab		登入介面武當				1.56	0.5	38	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		16	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.06	13	0.1		13	0.08	13	0.08	18	0.01	18	0.05	21	0.05	20	0.05	28	0.15	48	0.15	5		5	0.08	5	0.01	20	0	6	0	13	0	18	0	20	0	28	0.15	20	0.4	75	0.1												
429	Player/Characters/Prefabs/f3_001_h.prefab		登入介面天忍				1.4	0.5	45	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		12	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	15	0.08		15	0.08	16	0.065			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			18	0	7	0	13	0	18	0	17	0			20	0.4	76	0.1												
430	Player/Npcs/Prefabs/npc_102_b.prefab		月眉兒（放大版）				2.5	0.5	15	0.1	6	0.1	21		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	28	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
431	Player/Npcs/Prefabs/npc_081b.prefab						1.75	0.5	16	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
432	Player/Npcs/Prefabs/dl_qz.prefab		登入天王旗子				1.75	0.5	16	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	45	0.2	24	0.15	63	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
433	Player/Npcs/Prefabs/npc_005a.prefab		何暮雪				1.75	0.5	16	0.1	6	0.1	13		0			13	0.5	13	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	18	0.2		0.15	15	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
434	Player/Npcs/Prefabs/m3_001_npc.prefab		武當心魔				2	0.5	38	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		16	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.06	13	0.1		13	0.08	13	0.08	18	0.01	18	0.05	21	0.05	20	0.05	28	0.15	48	0.15	5		5	0.08	5	0.01	20	0	6	0	13	0	18	0	20	0	28	0.15	20	0.4														
435	Player/Npcs/Prefabs/f3_001_npc.prefab		天忍心魔				2	0.5	45	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	10	0.08		10	0.08	14	0.065	12	0.01	12	0.09	16	0.1	15	0.05	15	0.1	31	0.1		0.15	15	0.08			18	0	7	0	13	0	18	0	17	0			20	0.4														
436	Player/Npcs/Prefabs/npc_055_s.prefab						1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
437	Player/Npcs/Prefabs/npc_182_b.prefab		殺人蜂				1.75	0.5	15	0.1	6	0.1	10		0			14	0.5	14	0.5		0.1	20	0.1		21	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	10	0.1		15	0.08		0.1		0.1	21	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
438	Player/critter/prefab/critter_mache001.prefab		馬車				1.75	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		15	0.2		135	0.2		135	0.2	135	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
439	Player/critter/prefab/daihuacao.prefab		帶花藥草				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
440	Player/critter/prefab/guoshicao.prefab		果實藥草				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
441	Player/critter/prefab/jiaoyin.prefab		腳印				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
442	Player/critter/prefab/lubiao01.prefab		路標				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
443	Player/critter/prefab/lubiao02.prefab		路標				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
444	Player/critter/prefab/luoye.prefab		落葉堆				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
445	Player/critter/prefab/mucai.prefab		木柴				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
446	Player/critter/prefab/muxiang.prefab		木箱子				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
447	Player/critter/prefab/pingguo.prefab		果子堆				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
448	Player/critter/prefab/yaocao.prefab		藥草				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
449	Player/critter/prefab/yifu.prefab		衣服				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
450	Player/critter/prefab/caomao.prefab 		草帽				1	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
451	Player/Npcs/Prefabs/npc_118_b.prefab		無相				2.5	0.5	15	0.1	6	0.1	20		0			15	0.5	15	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	26	0.15	15	0.1		14	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
452	Player/Npcs/Prefabs/npc_119_b.prefab		張風				2.5	0.5	15	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	40	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
453	Player/Npcs/Prefabs/npc_120_b.prefab		林海				2.5	0.5	15	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
454	Player/Npcs/Prefabs/npc_152.prefab	66	新薔薇				2.5	0.5	15	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	23	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
455	Player/Npcs/Prefabs/npc_026_b.prefab		南宮彩虹				2.5	0.5	16	0.1	6	0.1	15		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	42	0.4	12	0.1		18	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
456	Effect/Prefabs/JueSe/NPC/Fuben/NPC_031-040/npc_032_at_03.prefab		毒水				1.75	0.5																																																																																					
457	Player/critter/prefab/sn_liyoudao01_yangyingfeng.prefab		受傷楊影楓				0.6	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		15	0.2		135	0.2		135	0.2	135	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
458	Player/Npcs/Prefabs/npc_056_b.prefab		孟知秋				2.5	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	19	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									25	0.05				
