szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
HuaShanLunJianHelp	華山論劍須知		3	活動時間			預選賽於每月[FFFE0D]7~27[-]號，每週[FFFE0D]一、三、五、七[-]進行比賽，比賽場地開放時間為[FFFE0D]21：30[-]，每[FFFE0D]3[-]分鐘開啟1場，共開[FFFE0D]8[-]場。決賽於[FFFE0D]28號[-]開始，時間與預選賽一致，分別舉行[FFFE0D]八強賽[-]、[FFFE0D]半決賽[-]及[FFFE0D]冠軍賽[-]（3局2勝）。
HuaShanLunJianHelp	華山論劍須知		4	賽制說明			華山論劍未來會有多種賽制，每種賽制比賽要求的戰隊人數不同，比賽形式也會有多種變化。第一屆開放雙人賽，允許兩人組隊並各自攜帶一個同伴助戰，助戰同伴可以在準備場中更換。
HuaShanLunJianHelp	華山論劍須知		5	勝負規則			比賽時根據戰隊傷敵數、剩餘同伴數量及傷害量判定勝負。
HuaShanLunJianHelp	華山論劍須知		6	戰隊相關			參加華山論劍必須進入一個[FFFE0D]戰隊[-]。預選賽開始後，可以通過[FFFE0D]比賽介面[-]（活動日曆處打開）提供的功能按鈕進行組建、退出及組人等戰隊操作。戰隊相關操作必須與目標單獨組隊才可進行。
HuaShanLunJianHelp	華山論劍須知		7	預選賽			賽季開始後，每週能獲得[FFFE0D]16次[-]預選賽參與次數，最多獲得[FFFE0D]32次[-]。預選賽排行榜根據戰隊[FFFE0D]積分[-]、[FFFE0D]勝場數[-]及[FFFE0D]比賽時間[-]綜合排行。預選賽勝、平、負分別獲得3、1、0積分，每場比賽耗時計入比賽時間作為晉級參考。
HuaShanLunJianHelp	華山論劍須知		8	決賽			[FFFE0D]28號0點[-]預選賽[FFFE0D]前八[-]名進入決賽。決賽在專屬場地進行，可以進入[FFFE0D]觀戰[-]，依次舉行[FFFE0D]八強賽[-]（比賽1場）、[FFFE0D]半決賽[-]（比賽1場）及[FFFE0D]冠軍賽[-]（3局2勝制）。決賽階段平局時根據預選賽排行決定勝負。
HuaShanLunJianHelp	華山論劍須知		9	競猜			決賽名單出爐後，通過“[FFFE0D]決賽戰報[-]”可以查詢晉級戰隊資訊並競猜冠軍。決賽戰報在決賽當日可通過[FFFE0D]最新消息[-]、[FFFE0D]活動日曆[-]及決賽場中的[FFFE0D]戰報[-]按鈕打開。
HuaShanLunJianHelp	華山論劍須知		10	三人決鬥賽			三人組成戰隊後，隊員會被指定編號，比賽時會分別與其他戰隊對應編號的對手戰鬥，結束時根據每個隊員比賽的輸贏決定獲勝戰隊。隊員編號可以在比賽介面的“戰隊相關”功能按鈕中改變。戰鬥時已上陣同伴均會出場助陣。
ChampionGuessHelp	冠軍競猜		1	活動介紹			在“[FFFE0D]決賽戰報[-]”可以進行競猜來預測本屆的最終冠軍戰隊，比賽結束時[FFFE0D]競猜正確[-]的玩家能獲得元寶獎勵。
ChampionGuessHelp	冠軍競猜		2	競猜規則			決賽開始前，可以任意更換預測的冠軍隊伍。競猜正確的玩家能獲得[FFFE0D]200元寶[-]獎勵。
TeacherStudentHelp1	師徒須知		1	拜師條件	AddTeacherHelp		可以對比自身 [FFFE0D]等級≥%d級[-] 的俠士發送拜師請求（[00FF00]滿足[-]/[FF0000]不滿足[-]）\n[FFFE0D]條件：[-]%s
TeacherStudentHelp1	師徒須知		2	收徒條件	AddStudentHelp		可以對比自身 [FFFE0D]等級≤%d級[-] 的俠士發送收徒請求（[00FF00]滿足[-]/[FF0000]不滿足[-]）\n[FFFE0D]條件：[-]%s
TeacherStudentHelp1	師徒須知		3	收徒間隔			每次收徒成功後需要間隔 [FFFE0D]7天[-] 才能進行下一次收徒。\n[FFFE0D]（前2個徒弟名額沒有收徒間隔限制）[-]
TeacherStudentHelp1	師徒須知		4	師徒傳功			師父每天可以給每個 [FFFE0D]未出師的徒弟[-] 傳功1次，師父等級必須比徒弟等級高才可進行師徒傳功。\n[FFFE0D]（師徒傳功不會消耗幫派傳功次數）[-]
TeacherStudentHelp1	師徒須知		5	師徒目標			徒弟達成師徒目標後，可以向 [FFFE0D]線上[-] 的師父進行彙報，彙報成功後徒弟獲得 [FFFE0D]經驗[-]，師父獲得 [FFFE0D]名望[-]（可在名望商店購買物品）\n[FFFE0D]（結成師徒關係之前達成的師徒目標不可再獲得獎勵）[-]
TeacherStudentHelp1	師徒須知		6	解除關係·未出師師徒			可前往忘憂島找上官飛龍申請解除 [FFFE0D]未出師的師徒關係[-]，需要 [FFFE0D]24小時[-] 的確認時間，期間隨時可以取消申請。\n[FFFE0D]（解除師徒關係後，發起方24小時內不能再拜師/收徒）[-]
TeacherStudentHelp1	師徒須知		7	解除關係·已出師師徒			可前往忘憂島找上官飛龍申請解除 [FFFE0D]已出師的師徒關係[-]，需要 [FFFE0D]14天[-] 的確認時間，並且提出申請的一方需要花費[FFFE0D]1000元寶[-]，期間隨時可以取消申請。\n[FFFE0D]（取消申請後花費的元寶自動退還）[-]
TeacherStudentHelp1	師徒須知		8	師徒出師			[FFFE0D]出師條件：拜師時間超過14天、師徒目標達成50條以上[-]\n師徒組隊由師父帶隊前往忘憂島找上官飛龍進行出師儀式，出師後師徒雙方均可獲得出師獎勵，且師父擁有 [FFFE0D]1次[-] 給徒弟贈送出師禮物的機會。
TeacherStudentHelp1	師徒須知		9	出師評價			[FFFE0D]普通：[-]徒弟達成 [FFFE0D]50條[-] 以上師徒目標；出師後師徒獲得 [FFFE0D]普通出師獎勵[-]\n[FFFE0D]傑出：[-]徒弟達成 [FFFE0D]60條[-] 以上師徒目標；出師後師徒獲得 [FFFE0D]頂級出師獎勵[-]
TeacherStudentHelp1	師徒須知		10	師徒任務·簡介			徒弟出師後，師父每週可以從所有的師徒任務中挑選[FFFE0D]8個[-]佈置給徒弟。\n徒弟完成並上交任務後師徒雙方均可獲得獎勵。\n[FFFE0D]提示：徒弟上交任務是沒有時間限定的，可在完成所有任務後再上交[-]
TeacherStudentHelp1	師徒須知		11	師徒任務·限制			·當徒弟的等級≥師父的等級後，師父不可再給徒弟佈置任務。\n·師父每週只能給同一個徒弟佈置[FFFE0D]1次[-]任務。
TeacherStudentHelp1	師徒須知		12	師徒任務·獎勵			徒弟上交任務後，師父可獲得[FFFE0D]名望獎勵[-]，徒弟可獲得[FFFE0D]經驗獎勵[-]。\n徒弟完成任務數量越多，雙方獲得的獎勵越高。師父的獎勵每週以[FFFE0D]完成任務數最多的2個徒弟[-]計算
TeacherStudentHelp2	師徒贈送		1	贈送規則			徒弟出師後，師父擁有 [FFFE0D]1次[-] 給徒弟贈送出師禮物的機會。\n[FFFE0D]（小提示：所贈送的禮物為師父背包中物品）[-]
TeacherStudentHelp2	師徒贈送		2	可贈送物品			[FFFE0D]外裝、逐鹿令、名將令、盟主令、烏雲踏雪、4階及以上稀有裝備、2級初級魂石、3級中級魂石、4級高級魂石、3級初級魂石、4級中級魂石、5級高級魂石、4級初級魂石、5級中級魂石[-]
BtnInvitationHelp	好友邀請		1	邀請規則			每邀請一位好友即可累計一次獎勵次數，獎勵次數達5次，即可領取白水晶*5
ImperialTombHelp	秦始皇陵須知		1	參與規則			等級≥60的玩家即可前往秦始皇陵，由於皇陵中毒霧彌漫，玩家每天只能在其中停留[FFFE0D]30分鐘[-]，時間可累加，每天淩晨4點獲得，[FFFE0D]最多累計至210分鐘[-]。
ImperialTombHelp	秦始皇陵須知		2	地圖規則			秦始皇陵中預設為幫派模式，不可手動切換模式，[FFFE0D]不可開啟修煉珠[-]，[FFFE0D]修煉珠的經驗/掉率加成[-]均對秦始皇陵中的怪物[FFFE0D]無效[-]。
ImperialTombHelp	秦始皇陵須知		3	密室進入			擊敗秦始皇陵中的怪物後，較低概率會出現百將，將之擊敗有機會發現秦始皇陵的密室入口。秦始皇陵每層的百將均對應不同的密室。
ImperialTombHelp	秦始皇陵須知		4	密室規則			密室預設幫派模式，不可切換，進入後有[FFFE0D]3分鐘[-]保護時間，在密室中被重傷將被送離且無法返回。密室中每[FFFE0D]3分鐘[-]隨機刷新盜墓賊、寶箱和首領！密室中毒霧更濃，最多停留[FFFE0D]10分鐘[-]，[FFFE0D]不會消耗[-]秦始皇陵的每日停留時間。
ImperialTombEmperorHelp	始皇降世須知		1	參與規則			開放79級等級上限後，始皇將在每[FFFE0D]週四、周日的22：00[-]現身秦始皇陵，等級≥60且[FFFE0D]有幫派[-]的玩家方可參與；始皇降世期間進入皇陵，[FFFE0D]不消耗秦始皇陵每日停留時間[-]。
ImperialTombEmperorHelp	始皇降世須知		2	皇陵巨變			當始皇降世時，所有身處秦始皇陵中的俠士將會被秦皇的力量移出其領地，玩家需[FFFE0D]消耗一顆夜明珠[-]方可重新進入秦始皇陵；始皇降世期間，皇陵士卒為避君王之威，也將暫時重埋於土。
ImperialTombEmperorHelp	始皇降世須知		3	皇陵首領			始皇降世期間，每層皇陵均刷新三位首領的密室房間，秦朝機關術最高成就玄天武機、秦軍殺神白起、丞相李斯將出現在密室中等待諸位俠士到來！
ImperialTombEmperorHelp	始皇降世須知		4	千古一帝			首領全被擊殺或一定時間後，三層出現三個房間入口，[FFFE0D]每場活動只允許進入一個房間[-]，擊敗秦始皇按照對三個始皇的總輸出排名，由前二十名幫派瓜分寶藏，最先對始皇造成傷害的俠士和擊殺者所在幫派獲得額外的輸出。
ImperialTombEmperorHelp	始皇降世須知		5	九天疑塚			秦始皇血量降低到一定程度時，會將所有玩家隨機傳送到九天疑塚挑戰疑塚偽帝，對疑塚偽帝造成傷害等同對秦始皇造成傷害，秦始皇血量下降一定比例或超過一定時間，所有玩家重回永生台，繼續挑戰秦始皇。
ImperialTombFemaleHelp	女帝疑塚須知		1	參與規則			開放129級等級上限後，女帝復蘇將在每個[FFFE0D]周日的22：00[-]取代始皇降臨，等級≥80且[FFFE0D]有幫派[-]的玩家方可參與；女帝復蘇開啟期間，不影響秦始皇陵的進入。
ImperialTombFemaleHelp	女帝疑塚須知		2	大周復蘇			21點55分，俠士可通過消耗[FFFE0D]2顆夜明珠[-]進入女帝疑塚，疑塚將於10點整刷新2個狄仁傑、2個無字碑、2個元芳共6個首領，首領入口將隨機均分在地圖的四個區域，同一個區域不會出現兩個相同的首領入口。
ImperialTombFemaleHelp	女帝疑塚須知		3	疑塚詭事			通過[FFFE0D]主介面喇叭[-]進入的俠士將統一到達[FFFE0D]「白虎區」[-]，疑塚中迷雲密佈，且道路方向不明，各個首領及武則天的入口，需俠士手動尋找，進入首領房間後，傳出將抵達最近的一個安全區。
ImperialTombFemaleHelp	女帝疑塚須知		4	天后女帝			首領全被擊殺或一定時間後，地圖將刷新三個女帝入口，[FFFE0D]每場活動只能進入一個女帝房間[-]，按照對三個女帝的總輸出排名，由前二十名幫派瓜分寶藏，最先對女帝造成傷害的俠士和擊殺者所在幫派獲得額外的輸出。
ImperialTombFemaleHelp	女帝疑塚須知		5	偽帝鸞宮			武則天血量降低到一定程度時，會將所有玩家隨機傳送到偽帝鸞宮挑戰女帝鸞姬，對女帝鸞姬造成傷害等同對武則天造成傷害，武則天血量下降一定比例或超過一定時間，所有玩家重回大殿，繼續挑戰武則天。
InDifferBattleHelp	心魔幻境須知		1	無差別競技			所有進入了心魔幻境的俠士，[FFFE0D]固定80級、不攜帶同伴、初始擁有相同的戰力水準[-]，頭銜將根據俠士在幻境中的戰力[FFFE0D]自動晉升[-]，門派將在幻境開始後從[FFFE0D]隨機6個[-]中選擇。
InDifferBattleHelp	心魔幻境須知		2	活動流程			幻境中共有[FFFE0D]25個區域[-]，分[FFFE0D]4個階段[-]進行，每個階段結束後會有[FFFE0D]90秒休整時間[-]並且關閉若干個區域，第4階段將在最後一個區域進行決戰！\n[FFFE0D]（若區域關閉時未及時離開，將會受到當前血量10%的傷害）[-]
InDifferBattleHelp	心魔幻境須知		3	資源獲取			通過[FFFE0D]開啟寶箱、擊殺小怪、擊敗其他俠士[-]等途徑獲取資源，提升在幻境中的戰力水準。幻境中每位俠士僅有[FFFE0D]1條命[-]，隊友之間的配合尤為重要！\n[FFFE0D]（隊伍內獲得資源時都將在隊伍成員之間分配）[-]
InDifferBattleHelp	心魔幻境須知		4	特殊事件			幻境中某些特定的時間點將會刷出：[FFFE0D]神秘商人、心魔幻獸、心魔幻象[-]\n神秘商人專賣一些幻境中特有之物（消耗幻境中的特殊貨幣[FFFE0D]“幻玉”[-]），而[FFFE0D]擊殺心魔幻獸[-]和[FFFE0D]開啟心魔幻象[-]的俠士都將獲得豐厚的幻境資源。
InDifferBattleHelp	心魔幻境須知		5	幻境限制			[FFFE0D]禁止：[-]幻境中禁止打坐、第四階段（決戰階段）禁止騎馬。\n[FFFE0D]匿名：[-]幻境中除隊友以外，其他俠士都將以匿名的形式顯示為“神秘人”。\n[FFFE0D]物品：[-]幻境中獲得的所有物品，都將在離開幻境後消失。
InDifferBattleHelp	心魔幻境須知		6	積分獲得			擊敗其他俠士[FFFE0D]（未陣亡的隊員均可獲得積分）[-]、階段結束時存活、優勝的隊伍獲得額外積分\n[FFFE0D]小提示：個人積分越高活動獎勵越豐厚哦！[-]
InDifferBattleHelp	心魔幻境須知		7	優勝規則			最終將以[FFFE0D]隊伍存活人數、隊伍總積分、存活隊員總戰力[-]判定優勝隊伍。
InDifferBattleHelp	心魔幻境須知		8	積分/評價			[92D2FF]積分：[-]0~5        [92D2FF]評價：[-][FFFFFF]普通[-]        [92D2FF]積分：[-]6~15      [92D2FF]評價：[-][64db00]一般[-]\n[92D2FF]積分：[-]16~31    [92D2FF]評價：[-][11adf6]良好[-]        [92D2FF]積分：[-]32~47    [92D2FF]評價：[-][aa62fc]優秀[-]\n[92D2FF]積分：[-]48~95    [92D2FF]評價：[-][ff578c]卓越[-]        [92D2FF]積分：[-]96+        [92D2FF]評價：[-][ff8f06]最佳[-]
InDifferBattleHelp	心魔幻境須知		9	系列賽開放時間			開放[FFFE0D]109級[-]等級上限後，開啟心魔幻境系列賽。
InDifferBattleHelp	心魔幻境須知		10	系列賽資格			月度賽資格：開賽前獲得過[FFFE0D]心魔幻境良好[-]以上評價\n季度賽資格：開賽前獲得過[FFFE0D]月度心魔幻境良好[-]以上評價\n年度賽資格：開賽前獲得過[FFFE0D]季度心魔幻境良好[-]以上評價
InDifferBattleContestHelp	心魔幻境系列賽須知		1	開放時間			開放[FFFE0D]109級[-]等級上限後，開啟心魔幻境系列賽。
InDifferBattleContestHelp	心魔幻境系列賽須知		2	系列賽資格			月度賽資格：開賽前獲得過[FFFE0D]心魔幻境良好[-]以上評價\n季度賽資格：開賽前獲得過[FFFE0D]月度心魔幻境良好[-]以上評價\n年度賽資格：開賽前獲得過[FFFE0D]季度心魔幻境良好[-]以上評價
InDifferBattleScoreHelp	積分/勝負		1	積分獲得			擊敗其他俠士[FFFE0D]（未陣亡的隊員均可獲得積分）[-]、階段結束時存活、優勝的隊伍獲得額外積分\n[FFFE0D]小提示：個人積分越高活動獎勵越豐厚哦！[-]
InDifferBattleScoreHelp	積分/勝負		2	優勝規則			最終將以[FFFE0D]隊伍存活人數、隊伍總積分、存活隊員總戰力[-]判定優勝隊伍。
InDifferBattleScoreHelp	積分/勝負		3	積分/評價			[92D2FF]積分：[-]0~5        [92D2FF]評價：[-][FFFFFF]普通[-]        [92D2FF]積分：[-]6~15      [92D2FF]評價：[-][64db00]一般[-]\n[92D2FF]積分：[-]16~31    [92D2FF]評價：[-][11adf6]良好[-]        [92D2FF]積分：[-]32~47    [92D2FF]評價：[-][aa62fc]優秀[-]\n[92D2FF]積分：[-]48~95    [92D2FF]評價：[-][ff578c]卓越[-]        [92D2FF]積分：[-]96+        [92D2FF]評價：[-][ff8f06]最佳[-]
DaXueZhang	打雪仗須知		1	活動介紹			慶元旦迎新年，大家一起打雪仗。活動時間：[FFFE0D]2016年12月24日4點——2017年1月3日24點[-]。
DaXueZhang	打雪仗須知		2	活動參與			活動每日開放時間為：[FFFE0D]13：30[-]、[FFFE0D]16：00[-]及[FFFE0D]20：00[-]，每次開啟3場，每場準備時間[FFFE0D]5分鐘[-]。等級達到20級，通過「[FFFE0D]活動[-]」日曆，單人或組隊報名參加比賽，單人報名時會自動組隊。
DaXueZhang	打雪仗須知		3	活動次數			每天可以獲得[FFFE0D]1次[-]打雪仗參與次數，可累計[FFFE0D]3次[-]。使用道具「[FFFE0D]烈焰飛雪[-]」可增加打雪仗次數，每日最多使用[FFFE0D]1個[-]。
DaXueZhang	打雪仗須知		4	玩法介紹			進入專屬地圖，變身為頑皮的小孩進行一場激烈的雪球大戰。採集神奇雪人、冰原陷阱及雪原神符提供的各種技能及有利效果，給對手造成無情打擊，但要小心躲避忽然出現的年獸釋放的強力技能。
DaXueZhang	打雪仗須知		5	比賽規則			比賽進行[FFFE0D]3輪[-]，給對手造成傷害能增加本隊的積分，最後分多的隊伍獲勝。
GiftSystemHelp	贈送須知		1	直升丹禮盒贈送規則①			贈送禮盒需雙方[FFFE0D]密度需達到15級[-]以上且[FFFE0D]兩人均需線上[-]，贈送的禮盒本人無法使用，所以不要吝嗇，快送給需要的好友吧！
GiftSystemHelp	贈送須知		2	直升丹禮盒贈送規則②			接受的俠士只能接受來自一人的饋贈，一旦接受，將再無法接受其他人的饋贈；送出方亦只可贈送給一名俠士，贈送後將無法再送給其他的俠士。\n    還請諸位俠士謹慎行事，再三思量。
BuyLevelUpHelp	直升須知		1	直升丹禮盒購買規則			直升丹可花費6000元寶購買，提升至劍俠V6可免費獲得；亦可尋求其他玩家幫助贈送，需注意，無論通過哪種途徑，[FFFE0D]直升丹只能購買一枚[-]，免費與花費元寶購買共用次數；
BuyLevelUpHelp	直升須知		2	直升丹禮盒使用規則			直升丹可讓一名角色直接提升到指定等級，隨著[FFFE0D]伺服器開放時間[-]推移或[FFFE0D]劍俠尊享等級[-]提升還將獲得額外的等級提升，但不同直升丹有最高提升等級上限，詳情請查看道具描述。
BuyLevelUpHelp	直升須知		3	直升丹禮盒贈送規則			贈送禮盒需[FFFE0D]親密度需達到15級[-]以上且[FFFE0D]兩人均需線上[-]；[FFFE0D]無論是贈送還是接受，均只有一次機會[-]；即俠士只能接受一人的饋贈，送出方亦只可贈送給一名俠士，禮盒本人無法使用，快去找回並送給以前的老朋友吧！
DanGiveHelp	贈送接受須知		1	直升丹使用規則			直升丹可讓一名角色直接提升到指定等級，隨著[FFFE0D]伺服器開放時間[-]推移或[FFFE0D]劍俠尊享等級[-]提升還將獲得額外的等級提升，但不同直升丹有最高提升等級上限，詳情請查看道具描述。
DanGiveHelp	贈送接受須知		2	直升丹贈送規則			贈送禮盒需[FFFE0D]親密度需達到15級[-]以上且[FFFE0D]兩人均需線上[-]；[FFFE0D]無論是贈送還是接受，均只有一次機會[-]；即俠士只能接受一人的饋贈，送出方亦只可贈送給一名俠士，快去找回並送給以前的老朋友吧！
ExpUpHelp	後起之秀須知		1	後起之秀規則①			一定等級以下的俠士可享受後起之秀的經驗加成，根據當前伺服器的等級開放上限，可以參與的等級也有所不同。
ExpUpHelp	後起之秀須知		2	後起之秀規則②			符合條件的俠士所有獲得的經驗都將得到加成！説明你快速提升等級，早日馳騁江湖！
PartnersBack	重聚江湖須知		1	召回規則			召回次數僅有5次，一旦發送即消耗次數，請謹慎選擇
PartnersBack	重聚江湖須知		2	增益狀態			與召回玩家組隊時將獲得「重聚江湖」的增益狀態，獲得額外屬性加成，且提升親密度時將獲得100%加成，有效期30天
PartnerAwarenessHelp	同伴覺醒須知		1	覺醒消耗			[e6d012]SSS級[-][FFFE0D]同伴覺醒：[-]5個“指定[ff8f06]SS級[-]同伴及對應的本命武器”、300資質丹\n[FFFE0D][ff8f06]SS級[-]同伴覺醒：[-]5個“指定[ff578c]S級[-]同伴及對應的本命武器”、75資質丹\n[FFFE0D][ff578c]S級[-]同伴覺醒：[-]5個“指定[aa62fc]A級[-]同伴”、25資質丹
PartnerAwarenessHelp	同伴覺醒須知		2	潛能覺醒			同伴覺醒後永久提升各項潛能。\n相同品質[FFFE0D]（例如都是[ff8f06]SS級[-]的「獨孤劍」和「楊影楓」）[-]的同伴覺醒後增加的潛能是相同的，同伴品質越高覺醒後所增加的潛能越高。
PartnerAwarenessHelp	同伴覺醒須知		3	永久覺醒			·已覺醒的同伴，洗髓後不會影響覺醒所提升的潛能。\n·已覺醒的同伴為永久覺醒，之後所獲得的該同伴都為已覺醒。
PartnerAwarenessHelp	同伴覺醒須知		4	返還規則			[FFFE0D]覺醒時被消耗的同伴返還規則：[-]\n·被消耗的同伴歷史使用的資質丹全部返還\n·被消耗的同伴歷史使用的技能書折算成洗髓丹返還
FriendImpressionHelp	祝福須知		1	祝福需求			雙方必須線上；對方必須擁有祝福欄位數，每人最多收到15條祝福；只允許徒弟向師父贈送祝福
FriendImpressionHelp	祝福須知		2	祝福限制			對同一角色只能添加一條同樣的固定祝福及自訂祝福；可以留任意條數的不同的自訂祝福，自訂祝福最多不超過7個字；自訂祝福只顯示前5個留下祝福的俠士名；
FriendImpressionHelp	祝福須知		3	祝福獎勵			添加固定祝福或自訂祝福後，雙方親密度提升100點，且均獲得一個祝福禮盒，每天每人最多獲得[FFFE0D]5個[-]，淩晨[FFFE0D]4點[-]重置；
FriendImpressionHelp	祝福須知		4	祝福獎勵			師父最終收到的祝福數量達到15個時，還將額外獲得一個名師禮盒
HouseHelp	家園須知		1	家園升級			花費一定數額的元寶可以升級家園，升級家園可以[FFFE0D]解鎖更大面積、更漂亮的家園，增加家園舒適度，提升增加舒適度的有效傢俱數量，提升廂房的可居住數量[-]
HouseHelp	家園須知		2	舒適度			[FFFE0D]擺放傢俱可以提升家園的舒適度[-]\n·傢俱的等級越高提升的舒適度越高，不同類型的傢俱增加的舒適度不同\n·家園增加角色戰力 = 當前家園舒適度 × 10
HouseHelp	家園須知		3	家園冥想			冥想可以獲得元氣#945，元氣可用於凝聚真元。\n每天擁有1次冥想的次數，每天4:00重置次數。
HouseHelp	家園須知		4	冥想結果			冥想獲得元氣數量與冥想的結果有關。\n冥想結果按加成由高至低依次為：[e6d012]皆空[-]、[ff8f06]無我[-]、[ff578c]開悟[-]、[aa62fc]意動[-]、[11adf6]入定[-]
HouseHelp	家園須知		5	家園房客			·可邀請[FFFE0D]等級≥60級[-]且雙方[FFFE0D]親密度等級≥20級[-]的好友入住家園\n·每位俠士最多只能入住1位好友的家園\n[FFFE0D]房客搬離：進入寄居家園 -> 點擊“家園”圖示 -> 點擊“搬離家園”按鈕[-]
HouseHelp	家園須知		6	房客特權			·當房客家園舒適等級高於所寄居家園的舒適等級-5時，不再享有加成\n·享有加成的房客，其家園舒適等級必然不高於寄居家園舒適等級-5級\n[FFFE0D]提示：入住家園後，房客特權淩晨4:00以後生效[-]
HouseHelp	家園須知		7	家園伴侶			·成婚後自動入住對方的家園\n·享有的房客特權與寄居家園規則相同，最終享有的舒適等級加成為[FFFE0D]寄居家園和伴侶家園高的一方生效（伴侶家園的房客特權立即生效）[-]
HouseHelp	家園須知		8	房客許可權			家園主人可以給房客賦予裝修家園的許可權，擁有許可權的房客可以挪動當前家園內已擺放的傢俱
HouseHelp	家園須知		9	家園種樹			可在家園的“苗圃”上種樹，[FFFE0D]收成後可以獲得傢俱製造材料“木材”[-]。樹的成熟時間為7天，每天會隨機進入異常狀態，去除異常狀態可以加速樹的成熟時間。
HouseHelp	家園須知		10	種植養護			每天擁有[FFFE0D]1次[-]給自己樹養護的次數和[FFFE0D]10次[-]協助好友養護的次數，[FFFE0D]每天只能協助同一個好友養護1次[-]，每天4:00重置次數。
RoomeHelp	家園廂房		1	家園房客			·可邀請[FFFE0D]等級≥60級[-]且雙方[FFFE0D]親密度等級≥20級[-]的好友入住家園\n·每位俠士最多只能入住1位好友的家園\n[FFFE0D]房客搬離：進入寄居家園 -> 點擊“家園”圖示 -> 點擊“搬離家園”按鈕[-]
RoomeHelp	家園廂房		2	房客特權			·當房客家園舒適等級高於所寄居家園的舒適等級-5時，不再享有加成\n·享有加成的房客，其家園舒適等級必然不高於寄居家園舒適等級-5級\n[FFFE0D]提示：入住家園後，房客特權淩晨4:00以後生效[-]
RoomeHelp	家園廂房		3	家園伴侶			·成婚後自動入住對方的家園\n·享有的房客特權與寄居家園規則相同，最終享有的舒適等級加成為[FFFE0D]寄居家園和伴侶家園高的一方生效（伴侶家園的房客特權立即生效）[-]
RoomeHelp	家園廂房		4	房客許可權			家園主人可以給房客賦予裝修家園的許可權，擁有許可權的房客可以挪動當前家園內已擺放的傢俱
PlantHelp	協助養護須知		1	規則說明			每天擁有[FFFE0D]1次[-]給自己樹叢養護的次數和[FFFE0D]10次[-]協助好友養護的次數，[FFFE0D]每天只能協助同一個好友養護1次[-]，每天4:00重置次數。
MuseHelp	打坐冥想		1	家園冥想			冥想可以獲得元氣#945，元氣可用於凝聚真元。\n每天擁有1次冥想的次數，每天4:00重置次數。
MuseHelp	打坐冥想		2	冥想結果			冥想獲得元氣數量與冥想的結果有關。\n冥想結果按加成由高至低依次為：[e6d012]皆空[-]、[ff8f06]無我[-]、[ff578c]開悟[-]、[aa62fc]意動[-]、[11adf6]入定[-]
QYHHelp	群英會須知		1	群英會簡介			群英會是一個單人參與，一對一進行匹配對戰的玩法
QYHHelp	群英會須知		2	參與規則			等級達到 [FFFE0D]80級[-] 的角色可以參加\n每次共可參加 [FFFE0D]6輪[-] 比賽
QYHHelp	群英會須知		3	攜帶同伴			在群英會，玩家可以攜帶最多[FFFE0D]4個[-]同伴同時出戰
QYHHelp	群英會須知		4	勝負判定			過程中，如果一方所有成員（含同伴）戰亡，則判定失敗，另一方判勝。如果結束時，雙方均有同伴或主角存活，則根據存活人數，多的一方判勝。如果存活人數相同，則傷害總輸出量多的一方判勝
QYHHelp	群英會須知		5	積分及獎勵			每勝利一場，獲得[FFFE0D]2點[-]積分；失敗一場，獲得[FFFE0D]1點[-]積分。根據當日積分的多少，獲得相應的獎勵
AthleticsHonorHelp	武林榮譽須知		1	武林榮譽			根據俠士的活動成績進行評定，由高至低分別為白金→黃金→白銀→青銅→黑鐵，不同活動榮譽的晉升條件不同，可點擊榮譽圖示查看詳細規則，[FFFE0D]每月首日0點[-]將根據[FFFE0D]各活動最高段位[-]進行結算發獎，同時[FFFE0D]清空當月榮譽[-]。
AthleticsHonorHelp	武林榮譽須知		2	武林角逐賽資格			武林角逐賽資格獲取與武林榮譽並無直接關係，不同活動的資格有特定的獲取途徑，詳情可點擊對應圖示進行查看。
AthleticsHonorHelp	武林榮譽須知		3	年度決賽			年度競技比賽是武林最高的榮耀，諸位俠士！何不一展身手，名動江湖！
WeatherHelp	家園晝夜須知		1	家園晝夜			[FFFE0D]白天：[-]卯時、辰時、巳時、午時、未時、申時\n[FFFE0D]夜晚：[-]酉時、戌時、亥時、子時、丑時、寅時\n[FFFE0D]提示：每個時辰持續3分鐘[-]
WeatherHelp	家園晝夜須知		2	家園天氣			家園會隨機進入雷雨天氣、晴天
WLDHHelp	武林大會須知		1	大會簡介			測試模式
BattleMobaHelp	宋金攻防戰		1	規則簡介			[FFFE0D]每週一[-]特定時間段角色等級≥24級的玩家均可報名參加，報名後所有玩家隨機分入「宋」或「金」進行對戰，無法提前組隊，以摧毀 [FFFE0D]敵方大營[-] 為主要目標。
BattleMobaHelp	宋金攻防戰		2	勝負判定			·摧毀敵方大營的一方獲勝\n·若活動結束時雙方大營未被摧毀，則摧毀建築數多的一方獲勝，數量一致時，建築剩餘血量多是一方勝，血量一致時，總擊殺數多的一方獲勝
BattleMobaHelp	宋金攻防戰		3	戰場要素			戰場會隨機刷出[FFFE0D]野生生物、增益球[-]，擊殺[FFFE0D]野生生物[-]或者拾取[FFFE0D]增益球[-]後將獲得強力增益效果。
