TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
4402	少林武器外裝T1·顏色2	T1_SLWeaponWaiyi_Q2	12126	14	1	1	1					[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													7
4403	少林武器外裝T1·顏色3	T1_SLWeaponWaiyi_Q3	12127	14	1	1	1					[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													7
4404	少林武器外裝T1·顏色4	T1_SLWeaponWaiyi_Q4	12128	14	1	1	1					[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													7
4405	翠煙武器外裝T1·顏色1	T1_CYWeaponWaiyi_Q1	12129	14	1	1	1					[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													8
4406	翠煙武器外裝T1·顏色2	T1_CYWeaponWaiyi_Q2	12130	14	1	1	1					[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													8
4407	翠煙武器外裝T1·顏色3	T1_CYWeaponWaiyi_Q3	12131	14	1	1	1					[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													8
4408	翠煙武器外裝T1·顏色4	T1_CYWeaponWaiyi_Q4	12132	14	1	1	1					[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													8
4409	唐門武器外裝T1·顏色1	T1_TMWeaponWaiyi_Q1	12133	14	1	1	1					[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													9
4410	唐門武器外裝T1·顏色2	T1_TMWeaponWaiyi_Q2	12134	14	1	1	1					[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													9
4411	唐門武器外裝T1·顏色3	T1_TMWeaponWaiyi_Q3	12135	14	1	1	1					[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													9
4412	唐門武器外裝T1·顏色4	T1_TMWeaponWaiyi_Q4	12136	14	1	1	1					[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													9
4413	昆侖武器外裝T1·顏色1	T1_KLWeaponWaiyi_Q1	12137	14	1	1	1					[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													10
4414	昆侖武器外裝T1·顏色2	T1_KLWeaponWaiyi_Q2	12138	14	1	1	1					[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													10
4415	昆侖武器外裝T1·顏色3	T1_KLWeaponWaiyi_Q3	12139	14	1	1	1					[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													10
4416	昆侖武器外裝T1·顏色4	T1_KLWeaponWaiyi_Q4	12140	14	1	1	1					[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													10
4417	丐幫武器外裝T1·顏色1	T1_GBWeaponWaiyi_Q1	12141	14	1	1	1					[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													11
4418	丐幫武器外裝T1·顏色2	T1_GBWeaponWaiyi_Q2	12142	14	1	1	1					[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													11
4419	丐幫武器外裝T1·顏色3	T1_GBWeaponWaiyi_Q3	12143	14	1	1	1					[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													11
4420	丐幫武器外裝T1·顏色4	T1_GBWeaponWaiyi_Q4	12144	14	1	1	1					[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													11
4421	五毒武器外裝T1·顏色1	T1_WUDUWeaponWaiyi_Q1	12145	14	1	1	1					[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													12
4422	五毒武器外裝T1·顏色2	T1_WUDUWeaponWaiyi_Q2	12146	14	1	1	1					[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													12
4423	五毒武器外裝T1·顏色3	T1_WUDUWeaponWaiyi_Q3	12147	14	1	1	1					[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													12
4424	五毒武器外裝T1·顏色4	T1_WUDUWeaponWaiyi_Q4	12148	14	1	1	1					[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													12
5351	藏劍武器外裝T1·顏色1	T1_CJWeaponWaiyi_Q1	12149	14	1	1	1					[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													13
5352	藏劍武器外裝T1·顏色2	T1_CJWeaponWaiyi_Q2	12150	14	1	1	1					[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													13
5353	藏劍武器外裝T1·顏色3	T1_CJWeaponWaiyi_Q3	12151	14	1	1	1					[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													13
5354	藏劍武器外裝T1·顏色4	T1_CJWeaponWaiyi_Q4	12152	14	1	1	1					[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													13
5355	長歌武器外裝T1·顏色1	T1_CGWeaponWaiyi_Q1	12153	14	1	1	1					[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													14
5356	長歌武器外裝T1·顏色2	T1_CGWeaponWaiyi_Q2	12154	14	1	1	1					[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													14
5357	長歌武器外裝T1·顏色3	T1_CGWeaponWaiyi_Q3	12155	14	1	1	1					[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													14
5358	長歌武器外裝T1·顏色4	T1_CGWeaponWaiyi_Q4	12156	14	1	1	1					[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	25000	5	25000	1	waiyi																																													14
