TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
6336	T5時裝藏劍（黑幫）	T5_CJShizhuang_Q1	669	13		1	1	1				[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				13
6337	T5時裝藏劍（黑幫）·偏色1	T5_CJShizhuang_Q2	670	13		1	1	1				[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				13
6338	T5時裝藏劍（黑幫）·偏色2	T5_CJShizhuang_Q3	671	13		1	1	1				[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				13
6339	T5時裝藏劍（黑幫）·偏色3	T5_CJShizhuang_Q4	672	13		1	1	1				[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				13
6340	T5時裝長歌（黑幫）	T5_CGShizhuang_Q1	673	13		1	1	1				[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				14
6341	T5時裝長歌（黑幫）·偏色1	T5_CGShizhuang_Q2	674	13		1	1	1				[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				14
6342	T5時裝長歌（黑幫）·偏色2	T5_CGShizhuang_Q3	675	13		1	1	1				[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				14
6343	T5時裝長歌（黑幫）·偏色3	T5_CGShizhuang_Q4	676	13		1	1	1				[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				14
6539	T5時裝天王（黑幫）·月牙白	T5_TWShizhuang_Q5	30001	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				1
6540	T5時裝峨眉（黑幫）·月牙白	T5_EMShizhuang_Q5	30002	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				2
6541	T5時裝桃花（黑幫）·月牙白	T5_THShizhuang_Q5	30003	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				3
6542	T5時裝逍遙（黑幫）·月牙白	T5_XYShizhuang_Q5	30004	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				4
6543	T5時裝武當（黑幫）·月牙白	T5_WDShizhuang_Q5	30005	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				5
6544	T5時裝天忍（黑幫）·月牙白	T5_TRShizhuang_Q5	30006	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				6
6545	T5時裝少林（黑幫）·月牙白	T5_SLShizhuang_Q5	30007	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				7
6546	T5時裝翠煙（黑幫）·月牙白	T5_CYShizhuang_Q5	30008	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				8
6547	T5時裝唐門（黑幫）·月牙白	T5_TMShizhuang_Q5	30009	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				9
6548	T5時裝昆侖（黑幫）·月牙白	T5_KLShizhuang_Q5	30010	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				10
6549	T5時裝丐幫（黑幫）·月牙白	T5_GBShizhuang_Q5	30011	13		1	1	1				[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				11
6550	T5時裝五毒（黑幫）·月牙白	T5_WUDUShizhuang_Q5	30012	13		1	1	1				[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				12
6551	T5時裝藏劍（黑幫）·月牙白	T5_CJShizhuang_Q5	30013	13		1	1	1				[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				13
6552	T5時裝長歌（黑幫）·月牙白	T5_CGShizhuang_Q5	30014	13		1	1	1				[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	81	15000	1	waiyi																																																				14
3874	T6時裝天王（自然）	T6_Shizhuang_Q1	343	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				1
3875	T6時裝天王（自然）·偏色1	T6_Shizhuang_Q2	344	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				1
3876	T6時裝天王（自然）·偏色2	T6_Shizhuang_Q3	345	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				1
3877	T6時裝天王（自然）·偏色3	T6_Shizhuang_Q4	346	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				1
4326	T6時裝峨眉（自然）	T6_EMShizhuang_Q1	347	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				2
4327	T6時裝峨眉（自然）·偏色1	T6_EMShizhuang_Q2	348	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				2
4328	T6時裝峨眉（自然）·偏色2	T6_EMShizhuang_Q3	349	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				2
4329	T6時裝峨眉（自然）·偏色3	T6_EMShizhuang_Q4	350	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				2
4330	T6時裝桃花（自然）	T6_THShizhuang_Q1	351	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				3
4331	T6時裝桃花（自然）·偏色1	T6_THShizhuang_Q2	352	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				3
4332	T6時裝桃花（自然）·偏色2	T6_THShizhuang_Q3	353	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				3
4333	T6時裝桃花（自然）·偏色3	T6_THShizhuang_Q4	354	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				3
4334	T6時裝逍遙（自然）	T6_XYShizhuang_Q1	355	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				4
4335	T6時裝逍遙（自然）·偏色1	T6_XYShizhuang_Q2	356	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				4
4336	T6時裝逍遙（自然）·偏色2	T6_XYShizhuang_Q3	357	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				4
4337	T6時裝逍遙（自然）·偏色3	T6_XYShizhuang_Q4	358	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				4
4338	T6時裝武當（自然）	T6_WDShizhuang_Q1	359	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				5
4339	T6時裝武當（自然）·偏色1	T6_WDShizhuang_Q2	360	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				5
4340	T6時裝武當（自然）·偏色2	T6_WDShizhuang_Q3	361	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				5
4341	T6時裝武當（自然）·偏色3	T6_WDShizhuang_Q4	362	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				5
4342	T6時裝天忍（自然）	T6_TRShizhuang_Q1	363	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				6
4343	T6時裝天忍（自然）·偏色1	T6_TRShizhuang_Q2	364	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				6
4344	T6時裝天忍（自然）·偏色2	T6_TRShizhuang_Q3	365	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				6
4345	T6時裝天忍（自然）·偏色3	T6_TRShizhuang_Q4	366	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				6
4346	T6時裝少林（自然）	T6_SLShizhuang_Q1	367	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				7
4347	T6時裝少林（自然）·偏色1	T6_SLShizhuang_Q2	368	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				7
4348	T6時裝少林（自然）·偏色2	T6_SLShizhuang_Q3	369	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				7
4349	T6時裝少林（自然）·偏色3	T6_SLShizhuang_Q4	370	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				7
4350	T6時裝翠煙（自然）	T6_CYShizhuang_Q1	371	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				8
4351	T6時裝翠煙（自然）·偏色1	T6_CYShizhuang_Q2	372	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				8
4352	T6時裝翠煙（自然）·偏色2	T6_CYShizhuang_Q3	373	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				8
4353	T6時裝翠煙（自然）·偏色3	T6_CYShizhuang_Q4	374	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				8
4354	T6時裝唐門（自然）	T6_TMShizhuang_Q1	375	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				9
4355	T6時裝唐門（自然）·偏色1	T6_TMShizhuang_Q2	376	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				9
4356	T6時裝唐門（自然）·偏色2	T6_TMShizhuang_Q3	377	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				9
4357	T6時裝唐門（自然）·偏色3	T6_TMShizhuang_Q4	378	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				9
4358	T6時裝昆侖（自然）	T6_KLShizhuang_Q1	379	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				10
4359	T6時裝昆侖（自然）·偏色1	T6_KLShizhuang_Q2	380	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				10
4360	T6時裝昆侖（自然）·偏色2	T6_KLShizhuang_Q3	381	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				10
4361	T6時裝昆侖（自然）·偏色3	T6_KLShizhuang_Q4	382	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				10
4362	T6時裝丐幫（自然）	T6_GBShizhuang_Q1	383	13		1	1	1				[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				11
4363	T6時裝丐幫（自然）·偏色1	T6_GBShizhuang_Q2	384	13		1	1	1				[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				11
4364	T6時裝丐幫（自然）·偏色2	T6_GBShizhuang_Q3	385	13		1	1	1				[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				11
4365	T6時裝丐幫（自然）·偏色3	T6_GBShizhuang_Q4	386	13		1	1	1				[FFFE0D]僅丐幫可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				11
4366	T6時裝五毒（自然）	T6_WUDUShizhuang_Q1	387	13		1	1	1				[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				12
4367	T6時裝五毒（自然）·偏色1	T6_WUDUShizhuang_Q2	388	13		1	1	1				[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				12
4368	T6時裝五毒（自然）·偏色2	T6_WUDUShizhuang_Q3	389	13		1	1	1				[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				12
4369	T6時裝五毒（自然）·偏色3	T6_WUDUShizhuang_Q4	390	13		1	1	1				[FFFE0D]僅五毒可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				12
5259	T6時裝藏劍（自然）	T6_CJShizhuang_Q1	391	13		1	1	1				[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				13
5260	T6時裝藏劍（自然）·偏色1	T6_CJShizhuang_Q2	392	13		1	1	1				[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				13
5261	T6時裝藏劍（自然）·偏色2	T6_CJShizhuang_Q3	393	13		1	1	1				[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				13
5262	T6時裝藏劍（自然）·偏色3	T6_CJShizhuang_Q4	394	13		1	1	1				[FFFE0D]僅藏劍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				13
5263	T6時裝長歌（自然）	T6_CGShizhuang_Q1	395	13		1	1	1				[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				14
5264	T6時裝長歌（自然）·偏色1	T6_CGShizhuang_Q2	396	13		1	1	1				[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				14
5265	T6時裝長歌（自然）·偏色2	T6_CGShizhuang_Q3	397	13		1	1	1				[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				14
5266	T6時裝長歌（自然）·偏色3	T6_CGShizhuang_Q4	398	13		1	1	1				[FFFE0D]僅長歌可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]可用染色劑改變顏色[-]\n不與其他門派共用	15000	51	15000	1	waiyi																																																				14
4243	T6時裝天王（自然）·特殊	T6_Shizhuang_Q5	423	13		1	1	1				[FFFE0D]僅天王可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				1
4370	T6時裝峨眉（自然）·特殊	T6_EM_Shizhuang_Q5	424	13		1	1	1				[FFFE0D]僅峨眉可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				2
4371	T6時裝桃花（自然）·特殊	T6_TH_Shizhuang_Q5	425	13		1	1	1				[FFFE0D]僅桃花可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				3
4372	T6時裝逍遙（自然）·特殊	T6_XY_Shizhuang_Q5	426	13		1	1	1				[FFFE0D]僅逍遙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				4
4373	T6時裝武當（自然）·特殊	T6_WD_Shizhuang_Q5	427	13		1	1	1				[FFFE0D]僅武當可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				5
4374	T6時裝天忍（自然）·特殊	T6_TR_Shizhuang_Q5	428	13		1	1	1				[FFFE0D]僅天忍可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				6
4375	T6時裝少林（自然）·特殊	T6_SL_Shizhuang_Q5	429	13		1	1	1				[FFFE0D]僅少林可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				7
4376	T6時裝翠煙（自然）·特殊	T6_CY_Shizhuang_Q5	430	13		1	1	1				[FFFE0D]僅翠煙可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				8
4377	T6時裝唐門（自然）·特殊	T6_TM_Shizhuang_Q5	431	13		1	1	1				[FFFE0D]僅唐門可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				9
4378	T6時裝昆侖（自然）·特殊	T6_KL_Shizhuang_Q5	432	13		1	1	1				[FFFE0D]僅昆侖可用[-]\n\n穿上後可以改變當前外觀，不影響原有裝備附帶的屬性\n[FFFE0D]不可染色[-]\n不與其他門派共用	15000	71	15000	1	waiyi																																																				10
