nTemplateId	szInfo	szType	szSubType	szResPath	nDepth	nWidth	nLength	nHeight	bCanOperation	bHasObstacle	nBarrierType	szLimitRotation	szScale	bShowDir	nAllowRelation
5012	花崗石燈	DoCmd	Deng	Scenes/Meshes/sn_jiayuan/Prefabs/sy_ludeng03.prefab	1	3	3	140	1	1		90|180|270			
5013	雲紋鑲金石燈	DoCmd	Deng	Scenes/Meshes/sn_jiayuan/Prefabs/sy_ludeng02.prefab	1	3	3	140	1	1		90|180|270			
5014	金碧貔貅			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_yulong01s.prefab	1	4	2	55		1		90|180			
5015	翠玉雕龍			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_yulong02s.prefab	1	6	3	90		1		90|180			
5016	藍朝顏			Scenes/Meshes/sn_jiayuan/Prefabs/sy_guanmu02.prefab	1	7	7	160		0					
5017	午時花			Scenes/Meshes/sn_jiayuan/Prefabs/sy_huaduo01.prefab	1	3	3	60		0					
5018	紫蝴蝶			Scenes/Meshes/sn_jiayuan/Prefabs/sy_guanmu01.prefab	1	7	7	190		0					
5019	帝女花			Scenes/Meshes/sn_jiayuan/Prefabs/sy_huaduo02.prefab	1	3	3	80		0					
10000	首席弟子	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_mpjj01s.prefab	1	3	3	250	1	1		90|180			
10001	獨孤求敗	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_hslj01s.prefab	1	3	3	250	1	1		90|180			
10002	武極天下	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_wsd01s.prefab	1	3	3	250	1	1		90|180			
10003	神兵利器	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_qh01s.prefab	1	3	3	250	1	1		90|180			
10004	技壓群雄	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_wlmz01s.prefab	1	3	3	250	1	1		90|180			
10005	如虎添翼	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_xq01s.prefab	1	3	3	250	1	1		90|180			
10006	富可敵國	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_jzjx01s.prefab	1	3	3	250	1	1		90|180			
10007	登峰造極	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_ttt01s.prefab	1	3	3	250	1	1		90|180			
10008	吉光鳳羽	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_fenghuang01.prefab	1	6	13	260	1	1					
10009	火鳳金鸞地衣（心形）	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunditan01.prefab	0	23	26	5	1	0					
10010	武林至尊	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sy_hslj01.prefab	1	4	7	400	1	1		90|180			
10011	金童	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_jiehunnan.prefab	1	4	4	180	1	1					
10012	玉女	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_chengjiu_jiehunnv.prefab	1	4	4	180	1	1					
10013	婚床·晚櫻連理	NormalAddRes	Chuang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunchuang01.prefab	1	13	13	120	1	1		90|180			1
10014	婚床·紅鸞攬月	NormalAddRes	Chuang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunchuang02.prefab	1	15	14	150	1	1		90|180			1
10015	婚床·乘龍配鳳	NormalAddRes	Chuang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunchuang03.prefab	1	15	15	160	1	1		90|180			1
10016	浴盆·晚櫻連理	NormalAddRes	YuGang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunyugang01.prefab	1	10	12	170	1	1		90|180			1
10017	浴盆·紅鸞攬月	NormalAddRes	YuGang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunyugang02.prefab	1	10	15	220	1	1		90|180			1
10018	浴盆·乘龍配鳳	NormalAddRes	YuGang	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunyugang03.prefab	1	11	16	220	1	1		90|180			1
10019	永結同心			Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_xizi01.prefab	1	2	4	350		1	200	90|180			
10020	新穎圖屏風	BlackBoardMsg		Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_jiehunpinfeng01.prefab	1	4	19	300	1	1		90|180			
10021	結婚-普通椅子		DengZi	Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_dengzi01.prefab	1	2	5	50	1	1					
10022	結婚-普通空桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi01_01.prefab	1	7	7	85	1	1					
10023	結婚-普通滿桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi01_02.prefab	1	7	7	85	1	1					
10024	結婚-隆重椅子		DengZi	Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_dengzi02.prefab	1	2	2	40	1	1					
10025	結婚-隆重空桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi02_01.prefab	1	8	8	85	1	1					
10026	結婚-隆重滿桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi02_02.prefab	1	8	8	85	1	1					
10027	結婚-豪華椅子		DengZi	Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_dengzi03.prefab	1	3	3	95	1	1					
10028	結婚-豪華空桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi03_01.prefab	1	8	8	85	1	1					
10029	結婚-豪華滿桌			Scenes/Meshes/fb_jiehun/prefab/sn_jiehun_zhuozi03_02.prefab	1	8	8	85	1	1					
20000	苗圃	Land		Scenes/Meshes/sn_jiayuan/Prefabs/sy_huatan05.prefab	1	21	16	13	1	0		90|180			
30000	主座		DengZi	Scenes/Meshes/sn_jiayuan/Prefabs/sn_jiayuan_zhuzuoweizhi01.prefab	1	3	9	140	1	0	255			1	
