TemplateId	NextTemplateId	Name	Debris	InsetType	FightPower	Weapon	Helm	Cuff	Armor	Belt	Boots	Necklace	Ring	Pendant	Amulet	AttribType1	Value11	Value21	Value31	AttribType2	Value12	Value22	Value32
2833	2838	中級魂石·秦始皇(陽)(唯一)		45	12000					1						series_enhance_v	420			lifemax_p	6		
1838	1916	中級魂石·張風		0	450	1										strength_v	38			lifemax_v	384		
1839	1917	中級魂石·月眉兒		0	450						1					dexterity_v	38			lifemax_v	384		
1840	1918	中級魂石·天星道長		0	1350								1			ignore_defense_v	112			lifemax_v	1000		
1841	1919	中級魂石·燕若雪		0	1350									1		defense_v	112			lifemax_v	1000		
1842	1920	中級魂石·楊熙烈		0	1350			1								add_seriesstate_time_v	28			lifemax_v	1000		
1843	1921	中級魂石·上官飛龍		28	1350									1		weaken_deadlystrike_v	56			lifemax_v	1000		
1844	1922	中級魂石·納蘭潛凜		29	1350						1					ignore_all_resist_v	100	28		lifemax_v	1000		
1845	1923	中級魂石·方勉		0	1350		1									resist_allseriesstate_time_v	28			lifemax_v	1000		
1846	1924	中級魂石·南宮滅		0	1350					1						lifemax_p	6			recover_life_v	140	75	
1848	1925	中級魂石·唐影		0	1350							1				ignore_defense_v	112			lifemax_v	1000		
1847	1926	中級魂石·秋依水		0	1350						1					defense_v	112			lifemax_v	1000		
3218	3221	中級魂石·李元霸		56	4000						1					vitality_v	120						
3219	3222	中級魂石·趙雲		55	4000								1			ignore_defense_v	240						
3220	3223	中級魂石·李廣		57	4000			1								energy_v	120						
3374	3377	中級魂石·尹含煙(唯一)		58	4000					1						lifemax_v	4320						
3375	3378	中級魂石·璿璣子(唯一)		59	4000		1									basic_damage_v	150		150				
3376	3379	中級魂石·玄天道人(唯一)		60	4000	1										deadlystrike_v	120						
3710	3711	中級魂石·年獸(唯一)		61	4000						1					all_series_resist_v	60						
3857	3860	中級魂石·黑面郎君(唯一)		63	4000	1										strength_v	80			attackrate_v	160		
3858	3861	中級魂石·何人我(唯一)		65	4000									1		weaken_deadlystrike_damage_p	10						
3859	3862	中級魂石·唐仇(唯一)		64	4000							1				add_seriesstate_rate_v	60						
3898	3899	中級魂石·唐簡(唯一)		62	12000								1			strength_v	112			dexterity_v	56		
4054	4055	中級魂石·完顏洪烈(真)(唯一)		66	12000				1							all_series_resist_p	35						
4543	4546	中級魂石·冰鱗蜥皇(唯一)		67	4000										1	meleedamagereturn_p	7			recover_life_v	200	75	
4544	4547	中級魂石·銀鉤蠍皇(唯一)		68	4000										1	defense_p	9			lifemax_v	800		
4545	4548	中級魂石·狂鬃獒皇(唯一)		69	4000										1	rangedamagereturn_p	7			recover_life_v	200	75	
4596	4597	中級魂石·項羽(唯一)		70	12000	1										enhance_final_damage_p	9						
4850	4851	中級魂石·唐曉(唯一)		71	12000							1				deadlystrike_p	35						
4875	4877	中級魂石·宋秋石(唯一)		73	4000								1			basic_damage_v	120		120	earth_resist_v	60		
4876	4878	中級魂石·古嫣然(唯一)		74	4000				1							lifemax_v	3450			resist_allseriesstate_time_v	40		
5434	5436	中級魂石·尹筱雨(唯一)		75	4000		1									ignore_defense_p	15						
5435	5437	中級魂石·石軒轅(唯一)		72	4000					1						ignore_all_resist	100	8					
6071	6075	中級魂石·葉青陽(唯一)		76	4000							1				weaken_deadlystrike_v	96			lifemax_v	1450		
6072	6076	中級魂石·冰儀(唯一)		77	4000						1					dexterity_v	80			lifemax_v	800		
6073	6077	中級魂石·楊再興(唯一)		78	4000								1			ignore_defense_v	160			basic_damage_v	75		75
6074	6078	中級魂石·完顏婁室(唯一)		79	4000									1		weaken_deadlystrike_damage_p	6			lifemax_v	1450		
6102	6104	中級魂石·蕭玉竹(唯一)		80	4000		1									resist_allseriesstate_rate_v	40			lifemax_v	1450		
6103	6105	中級魂石·金兀術(唯一)		81	4000					1						all_series_resist_v	40			add_seriesstate_time_v	40		
6113	6114	中級魂石·絕世虞姬(唯一)		82	12000						1					reduce_final_damage_p	9						
6131	6136	中級魂石·武則天(陰)(唯一)		83	12000										1	steallife_resist_p	15			basic_damage_v	84		84
6132	6137	中級魂石·武則天(陽)(唯一)		84	12000									1		steallife_resist_p	15			lifemax_p	6		
6133	6138	中級魂石·狄仁傑(唯一)		85	4000	1										basic_damage_v	150		150				
6134	6139	中級魂石·李元芳(唯一)		86	4000			1								all_series_resist_v	40			lifemax_v	1450		
6135	6140	中級魂石·無字碑(唯一)		87	4000				1							add_seriesstate_rate_v	40			recover_life_v	200	75	
1849		高級魂石·李三		0	450	1										attackrate_v	192						
1850		高級魂石·盧青		0	450							1				water_resist_v	72						
1851		高級魂石·鶯兒		0	450				1							recover_life_v	240	75					
1852		高級魂石·顧武		0	450			1								attackrate_v	192						
1853		高級魂石·小武		0	1350										1	earth_resist_v	84			lifemax_v	560		
1854		高級魂石·蘇墨芸		0	450				1							lifemax_v	960						
1855		高級魂石·蕭動塵		0	450										1	earth_resist_v	72						
1856		高級魂石·胡神醫		0	450									1		state_palsy_resistrate	72						
1857		高級魂石·秦沐白		0	450							1				state_slowall_resistrate	72						
1858		高級魂石·張仲天		0	450										1	state_stun_resistrate	72						
1859		高級魂石·路達		0	450								1			state_zhican_resistrate	72						
1860		高級魂石·白眉猴王		1	1350					1						metal_resist_v	105						
1861		高級魂石·大地狼王		2	1350					1						wood_resist_v	105						
1862		高級魂石·寒玉鹿王		3	1350					1						fire_resist_v	105						
1863		高級魂石·薔薇		0	450					1						vitality_v	48						
1864		高級魂石·紫軒		0	450						1					dexterity_v	48						
1865		高級魂石·卓非凡		4	1350							1				deadlystrike_v	70						
1866		高級魂石·月明瑤		0	1350		1									metal_resist_v	84			lifemax_v	560		
1867		高級魂石·龍傲天		0	1350				1							state_zhican_resisttime	84			lifemax_v	560		
1868		高級魂石·沫天然		0	1350				1							state_hurt_resisttime	84			lifemax_v	560		
1869		高級魂石·少年楊影楓		5	4000				1							meleedamagereturn_p	7			lifemax_v	1450		
1870		高級魂石·南宮彩虹		0	450			1								energy_v	48						
1871		高級魂石·林海		0	450						1					lifemax_v	960						
1873		高級魂石·陸文龍		0	450		1									state_zhican_resisttime	72						
1872		高級魂石·趙無雙		0	450									1		fire_resist_v	72						
1874		高級魂石·無相		0	450					1						lifemax_v	960						
1875		高級魂石·唐瀟		0	1350			1								energy_v	56			lifemax_v	560		
1876		高級魂石·張如夢		0	450	1										strength_v	48						
1877		高級魂石·張琳心		0	1350				1							recover_life_v	280	75		lifemax_v	560		
1878		高級魂石·封玉書		0	1350								1			wood_resist_v	84			lifemax_v	560		
1879		高級魂石·趙節		0	450								1			wood_resist_v	72						
1880		高級魂石·邵騎風		0	450		1									metal_resist_v	72						
1881		高級魂石·何暮雪		0	1350									1		fire_resist_v	84			lifemax_v	560		
1882		高級魂石·趙升權		0	1350			1								energy_v	56			attackrate_v	112		
1883		高級魂石·納蘭真		0	1350					1						vitality_v	56			lifemax_v	560		
1884		高級魂石·柴嵩		0	1350							1				water_resist_v	84			lifemax_v	560		
1885		高級魂石·曲霞		0	4000										1	lifemax_p	9			recover_life_v	200	75	
1886		高級魂石·耶律辟離(唯一)		53	4000	1										basic_damage_v	150		150				
1887		高級魂石·楊鐵心		6	4000								1			basic_damage_v	120		120	state_zhican_resistrate	60		
1888		高級魂石·無想		0	4000				1							all_series_resist_v	40			recover_life_v	200	75	
1889		高級魂石·柳瀟庭		7	4000										1	resist_allseriesstate_rate_v	40			state_stun_resisttime	60		
1890		高級魂石·李恬兒		8	4000					1						rangedamagereturn_p	7			lifemax_v	1450		
1891		高級魂石·李天目		9	4000			1								attackspeed_v	10			attackrate_v	200		
1892		高級魂石·完顏襄		10	4000		1									deadlystrike_damage_p	6			state_hurt_resistrate	60		
2851		高級魂石·玄慈(唯一)		49	4000										1	lifemax_p	14						
1893		高級魂石·邵宏淵		0	1350	1										strength_v	56			attackrate_v	112		
1894		高級魂石·白彥敬		0	1350					1						vitality_v	56			attackrate_v	112		
1895		高級魂石·耶律楚材		11	4000									1		weaken_deadlystrike_damage_p	6			state_palsy_resistrate	60		
1896		高級魂石·雷風		0	1350				1							state_stun_resistrate	84			lifemax_v	560		
1897		高級魂石·雷同		0	1350				1							state_slowall_resistrate	84			lifemax_v	560		
1898		高級魂石·唐娟娟		0	1350				1							state_palsy_resistrate	84			lifemax_v	560		
1899		高級魂石·雷震天		12	4000							1				add_seriesstate_rate_v	40			state_slowall_resistrate	60		
1900		高級魂石·奪寶賊		0	1350						1					dexterity_v	56			attackrate_v	112		
1901		高級魂石·雙獸異獸		13	1350					1						earth_resist_v	105						
1902		高級魂石·奔焰豹王		14	1350						1					all_series_resist_v	35						
1903		高級魂石·九尾狐王		15	1350					1						water_resist_v	105						
2546		高級魂石·楊瑛(唯一)		30	12000	1										steallife_p	13			strength_v	56		
2547		高級魂石·清曉師太(唯一)		34	12000				1							vitality_v	112			all_series_resist_v	28		
2548		高級魂石·祝子虛(唯一)		35	12000									1		energy_v	112			defense_v	112		
2549		高級魂石·黃玉英(唯一)		32	12000							1				deadlystrike_v	112			ignore_defense_v	112		
2550		高級魂石·道一真人(唯一)		38	12000						1					ignore_all_resist_v	100	56		dexterity_v	56		
2551		高級魂石·端木睿(唯一)		31	12000		1									deadlystrike_damage_p	7			metal_resist_v	112		
2852		高級魂石·玄因(唯一)		50	12000	1										ignore_defense_v	224			strength_v	56		
1904		高級魂石·高長恭		0	4000	1										physical_firedamage_v	120			attackrate_v	160		
1905		高級魂石·哲別		17	4000	1										deadlystrike_v	80			attackrate_v	160		
1906		高級魂石·秦良玉		0	4000	1										physical_waterdamage_v	120			attackrate_v	160		
1907		高級魂石·袁承志		0	4000	1										physical_earthdamage_v	120			attackrate_v	160		
1908		高級魂石·鰲拜		0	4000	1										physical_metaldamage_v	120			attackrate_v	160		
1909		高級魂石·韓世忠		0	4000	1										physical_wooddamage_v	120			attackrate_v	160		
1910		高級魂石·赤睛虎皇		22	12000			1								metal_resist_v	168			lifemax_v	2000		
1911		高級魂石·撼天熊皇		23	12000			1								wood_resist_v	168			lifemax_v	2000		
1912		高級魂石·紫背鱷皇		24	12000										1	all_series_resist_v	56			lifemax_v	2000		
1913		高級魂石·定海金剛		25	12000			1								water_resist_v	168			lifemax_v	2000		
1914		高級魂石·金翅鵬皇		26	12000			1								earth_resist_v	168			lifemax_v	2000		
1915		高級魂石·銀角犀皇		27	12000			1								fire_resist_v	168			lifemax_v	2000		
2552		高級魂石·孟知秋(唯一)		33	12000								1			strength_v	112			wood_resist_v	84		
2553		高級魂石·李顯忠(唯一)		36	12000					1						all_series_resist_v	56			recover_life_v	280	75	
2554		高級魂石·徒單克寧(唯一)		37	12000										1	dexterity_v	112			resist_allseriesstate_rate_v	28		
2670		高級魂石·獨孤劍(唯一)		39	12000		1									ignore_all_resist_v	100	56		basic_damage_v	84		84
2884		高級魂石·南宮飛雲(唯一)		51	12000								1			energy_v	112			ignore_all_resist_v	100	29	
2885		高級魂石·楊影楓(唯一)		52	12000					1						vitality_v	112			defense_v	112		
2678		高級魂石·荊軻(唯一)		42	12000						1					ignore_all_resist_v	100	56		defense_v	112		
2679		高級魂石·虞姬(唯一)		41	12000									1		fire_resist_v	168			state_palsy_resistrate	84		
2680		高級魂石·岳飛(唯一)		40	12000							1				water_resist_v	168			state_slowall_resistrate	84		
2698		高級魂石·完顏洪烈(唯一)		43	12000										1	basic_damage_v	168		168	lifemax_p	6		
2834		高級魂石·玄天武機(唯一)		46	12000							1				dexterity_v	168						
2835		高級魂石·白起(唯一)		47	12000				1							all_series_resist_v	84						
2836		高級魂石·李斯(唯一)		48	12000									1		weaken_deadlystrike_v	168						
3024		高級魂石·雷(唯一)		54	12000				1							defense_v	480						
2837		高級魂石·秦始皇(陰)(唯一)		44	36000		1									series_abate_v	600			basic_damage_v	120		120
2838		高級魂石·秦始皇(陽)(唯一)		45	36000					1						series_enhance_v	600			lifemax_p	9		
1916		高級魂石·張風		0	1350	1										strength_v	56			lifemax_v	560		
1917		高級魂石·月眉兒		0	1350						1					dexterity_v	56			lifemax_v	560		
1918		高級魂石·天星道長		0	4000								1			ignore_defense_v	160			lifemax_v	1450		
1919		高級魂石·燕若雪		0	4000									1		defense_v	160			lifemax_v	1450		
1920		高級魂石·楊熙烈		0	4000			1								add_seriesstate_time_v	40			lifemax_v	1450		
1921		高級魂石·上官飛龍		28	4000									1		weaken_deadlystrike_v	80			lifemax_v	1450		
1922		高級魂石·納蘭潛凜		29	4000						1					ignore_all_resist_v	100	40		lifemax_v	1450		
1923		高級魂石·方勉		0	4000		1									resist_allseriesstate_time_v	40			lifemax_v	1450		
1924		高級魂石·南宮滅		0	4000					1						lifemax_p	9			recover_life_v	200	75	
1925		高級魂石·唐影		0	4000							1				ignore_defense_v	160			lifemax_v	1450		
1926		高級魂石·秋依水		0	4000						1					defense_v	160			lifemax_v	1450		
3221		高級魂石·李元霸		56	12000						1					vitality_v	168						
3222		高級魂石·趙雲		55	12000								1			ignore_defense_v	336						
3223		高級魂石·李廣		57	12000			1								energy_v	168						
3377		高級魂石·尹含煙(唯一)		58	12000					1						lifemax_v	6050						
3378		高級魂石·璿璣子(唯一)		59	12000		1									basic_damage_v	210		210				
3379		高級魂石·玄天道人(唯一)		60	12000	1										deadlystrike_v	168						
3711		高級魂石·年獸(唯一)		61	12000						1					all_series_resist_v	84						
3860		高級魂石·黑面郎君(唯一)		63	12000	1										strength_v	112			attackrate_v	224		
3861		高級魂石·何人我(唯一)		65	12000									1		weaken_deadlystrike_damage_p	12						
3862		高級魂石·唐仇(唯一)		64	12000							1				add_seriesstate_rate_v	84						
3899		高級魂石·唐簡(唯一)		62	36000								1			strength_v	160			dexterity_v	80		
4055		高級魂石·完顏洪烈(真)(唯一)		66	36000				1							all_series_resist_p	45						
4546		高級魂石·冰鱗蜥皇(唯一)		67	12000										1	meleedamagereturn_p	10			recover_life_v	280	75	
4547		高級魂石·銀鉤蠍皇(唯一)		68	12000										1	defense_p	12			lifemax_v	1120		
4548		高級魂石·狂鬃獒皇(唯一)		69	12000										1	rangedamagereturn_p	10			recover_life_v	280	75	
4597		高級魂石·項羽(唯一)		70	36000	1										enhance_final_damage_p	12						
4851		高級魂石·唐曉(唯一)		71	36000							1				deadlystrike_p	45						
4877		高級魂石·宋秋石(唯一)		73	12000								1			basic_damage_v	168		168	earth_resist_v	84		
4878		高級魂石·古嫣然(唯一)		74	12000				1							lifemax_v	4800			resist_allseriesstate_time_v	56		
5436		高級魂石·尹筱雨(唯一)		75	12000		1									ignore_defense_p	20						
5437		高級魂石·石軒轅(唯一)		72	12000					1						ignore_all_resist	100	12					
6075		高級魂石·葉青陽(唯一)		76	12000							1				weaken_deadlystrike_v	135			lifemax_v	2000		
6076		高級魂石·冰儀(唯一)		77	12000						1					dexterity_v	112			lifemax_v	1120		
6077		高級魂石·楊再興(唯一)		78	12000								1			ignore_defense_v	224			basic_damage_v	105		105
6078		高級魂石·完顏婁室(唯一)		79	12000									1		weaken_deadlystrike_damage_p	7			lifemax_v	2000		
6104		高級魂石·蕭玉竹(唯一)		80	12000		1									resist_allseriesstate_rate_v	56			lifemax_v	2000		
6105		高級魂石·金兀術(唯一)		81	12000					1						all_series_resist_v	56			add_seriesstate_time_v	56		
6114		高級魂石·絕世虞姬(唯一)		82	36000						1					reduce_final_damage_p	12						
6136		高級魂石·武則天(陰)(唯一)		83	36000										1	steallife_resist_p	20			basic_damage_v	120		120
6137		高級魂石·武則天(陽)(唯一)		84	36000									1		steallife_resist_p	20			lifemax_p	9		
6138		高級魂石·狄仁傑(唯一)		85	12000	1										basic_damage_v	210		210				
6139		高級魂石·李元芳(唯一)		86	12000			1								all_series_resist_v	56			lifemax_v	2000		
6140		高級魂石·無字碑(唯一)		87	12000				1							add_seriesstate_rate_v	56			recover_life_v	280	75	
