Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife
yewai_jy_40_6	1033	綠林豪客·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_40_pk_1	1222	惡人谷屠夫	0	1	FieldMapNpc		171	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1224	300				
yewai_40_pk_2	1223	朝廷精銳	0	1	FieldMapNpc		150	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1230	300				
yewai_jy_40_pk_1	1224	惡人谷屠夫·精英	0	1	FieldMapNpc		171	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_40_pk_2	1230	朝廷精銳·精英	0	1	FieldMapNpc		150	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000						
yewai_50_pk_1	1760	武林惡徒	0	1	FieldMapNpc		171	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_50.tab	1	18	1							1			16		1762	300				
yewai_50_pk_2	1761	禁軍士兵	0	1	FieldMapNpc		150	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_50.tab	1	18	1							1			16		1763	300				
yewai_jy_50_pk_1	1762	武林惡徒·精英	0	1	FieldMapNpc		171	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_50_pk_2	1763	禁軍士兵·精英	0	1	FieldMapNpc		150	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000						
yewai_60_1	1034	宋軍士兵	0	1	FieldMapNpc		151	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1040	300				
yewai_60_2	1035	採藥人	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1041	300				
yewai_60_3	1036	神秘刺客	0	1	FieldMapNpc		124	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1042	300				
yewai_60_4	1037	流竄匪類	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1043	300				
yewai_60_5	1038	蒙面刺客	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1044	300				
yewai_60_6	1039	無憂教弟子	0	1	FieldMapNpc		134	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1045	300				
yewai_jy_60_1	1040	宋軍士兵·精英	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_60_2	1041	采藥人·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_60_3	1042	神秘刺客·精英	0	1	FieldMapNpc		124	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_60_4	1043	流竄匪類·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_60_5	1044	蒙面刺客·精英	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_60_6	1045	無憂教弟子·精英	0	1	FieldMapNpc		134	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000						
yewai_70_pk_1	1851	強盜	0	1	FieldMapNpc		171	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_70.tab	1	18	1							1			16		1853	300				
yewai_70_pk_2	1852	朝廷叛軍	0	1	FieldMapNpc		150	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_70.tab	1	18	1							1			16		1854	300				
yewai_jy_70_pk_1	1853	強盜·精英	0	1	FieldMapNpc		171	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_70_pk_2	1854	朝廷叛軍·精英	0	1	FieldMapNpc		150	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000						
yewai_80_1	1855	地痞	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1861	300				
yewai_80_2	1856	楓林衛	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1862	300				
yewai_80_3	1857	鬼面侍衛	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1863	300				
yewai_80_4	1858	市井之徒	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1864	300				
yewai_80_5	1859	市井神棍	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1865	300				
yewai_80_6	1860	東瀛歌姬	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1866	300				
yewai_jy_80_1	1861	地痞·精英	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_80_2	1862	楓林衛·精英	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_80_3	1863	鬼面侍衛·精英	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_80_4	1864	市井之徒·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_80_5	1865	市井神棍·精英	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_80_6	1866	東瀛歌姬·精英	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000						
yewai_90_pk_1	2047	蠻熊	0	1	FieldMapNpc		116	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_90.tab	1	18	1							1			16		2049	300				
yewai_90_pk_2	2048	狩獵者	0	1	FieldMapNpc		159	200	300		600	611	182	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_90.tab	1	18	1							1			16		2050	300				
yewai_jy_90_pk_1	2049	蠻熊·精英	0	1	FieldMapNpc		116	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_90_pk_2	2050	狩獵者·精英	0	1	FieldMapNpc		159	200	300			612	182	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000						
yewai_100_1	2067	靈猴	0	1	FieldMapNpc		117	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2073	300				
yewai_100_2	2068	採藥人	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2074	300				
yewai_100_3	2069	江洋大盜	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2075	300				
yewai_100_4	2070	灰狼	0	1	FieldMapNpc		115	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2076	300				
yewai_100_5	2071	金兵	0	1	FieldMapNpc		1127	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2077	300				
yewai_100_6	2072	採花賊	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2078	300				
yewai_jy_100_1	2073	靈猴·精英	0	1	FieldMapNpc		117	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_100_2	2074	采藥人·精英	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_100_3	2075	江洋大盜·精英	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_100_4	2076	灰狼·精英	0	1	FieldMapNpc		115	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_100_5	2077	金兵·精英	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_100_6	2078	採花賊·精英	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000						
yewai_110_pk_1	2414	宋軍精銳	0	1	FieldMapNpc		151	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2416	300				
yewai_110_pk_2	2415	金軍精銳	0	1	FieldMapNpc		1127	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2417	300				
yewai_jy_110_pk_1	2416	宋軍精銳·組長	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000						
yewai_jy_110_pk_2	2417	金軍精銳·組長	0	1	FieldMapNpc		1127	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000						
yewai_gouhuo_1	1073	篝火	5	0	GouHuoNpc		380																																				
HighCangbaotu_npc1	1253	奪寶賊	0	1	DuoBaoZei		134					611	166	1	91	1			500	500	Setting/Npc/Ai/CommonActive.ini			1	18	1																	
wanglaoji_1	1339	王小吉	2	1			1123	1	308			1	56	1										0	15	1																	
daiyanren_1	1666	挺哥	2	1	SpokesmanTask		1134			“寂寞雙煞”武功高強，少俠可結伴前往追捕。本人終身幸福托於少俠，盼少俠平安帶“又緣糕”歸來。		1	56	1										0	15	1																	
ZhaoYouTing	2116	楊大俠	2	1			1179			我有酒，你有故事麼？		1	56	1	1696	1								0	15	1																	
daiyanren_2	1667	小緣	2	1			1133			沒想到挺師弟如此有心，竟知曉我愛吃“又緣糕”，更是請出“兔小灰”與“兔小白”。		1	56	1										0	15	1																	
daiyanren_3	1668	寂	0	1			11					612	22	1	91	1			500	500	Setting/Npc/Ai/random/murongyue.ini			1	17	2																	
daiyanren_4	1669	寞	0	1			12					612	21	1	91	1			500	500	Setting/Npc/Ai/random/murongyue.ini			1	17	2																	
daiyanren_5	1677	挺哥	2	1	ClientTaskNpc		1134		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
daiyanren_9	1685	小緣	2	1	ClientTaskNpc		1133		993	聽聞“兔小灰”與“兔小白”大師現身襄陽，曾做出百年難得一見的“又緣糕”，不知我是否有幸品嘗。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
daiyanren_7	1679	挺哥	0	1			1134					1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
daiyanren_6	1678	小緣	0	1			1133					1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Npc_Horse	1613	馬	4	1			479	999				1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	1																	
LT_anquanqu	1720	征戰營地·明亮	5	0			501	200	994			91									Setting/Npc/Ai/Stay.ini			0	15	3	1													1			
LT_anquanqu1	1721	征戰營地·普通	5	0			502	200	994			91									Setting/Npc/Ai/Stay.ini			0	15	3	1													1			
LT_anquanqu2	1722	征戰營地·昏暗	5	0			503	200	994			91									Setting/Npc/Ai/Stay.ini			0	15	3	1													1			
LT_gate	1723	城門	0	1	BattleNpc		504	200	994			1001			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	2	1															1	1
LT_gate_v	1777	城門	0	1	BattleNpc		504	200	994			1002			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	2	1															1	1
LT_longzhu_sun	1724	日耀龍柱	0	1	BattleNpc		499	200	994			1008			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1															1	1
LT_longzhu_moon	1725	月華龍柱	0	1	BattleNpc		498	200	994			1009			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1															1	1
LT_longzhu_star	1726	星輝龍柱	0	1	BattleNpc		498	200	994			1009			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1	20	2	1															1	1
LT_gongcc_bs	1727	攻城車	0	0			506	200	994			1003	194	1	91	1	105	1	1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
LT_jinnc_bs	1728	勁弩車	0	0			480	200	994			1004	194	1	91	1	105	1	1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
LT_tiepc_bs	1729	鐵炮車	0	0			378	200	994			1005	194	1	91	1	105	1	1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
LT_shenss_zh	1730	神射手	0	0	BattleNpc		159	200	994			1006	1731	1	91	1			1000	1000	Setting/Npc/Ai/CommonActive.ini			1	20	1																	
LT_guwq_zh	1731	鼓舞旗	0	0	BattleNpc		505	200	994			1007			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			1		2	1		1732	1													
LT_guide_invisible	1732	隱藏指引	6	0			469	200	994			91			91	1			1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3														1			
LT_bsdh_gongcc	1733	攻城車·變身	2	0	DomainBattleChange	攻城車|2218|3600	506	200	994	攻城車可以對城門造成額外大量傷害，是攻城必備裝置。		1003			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3						NoTurn											
LT_bsdh_jinnc	1734	勁弩車·變身	2	0	DomainBattleChange	勁弩車|2219|3600	480	200	994	勁弩車能對路徑上的敵人造成較高傷害，傷害值固定，建議自身能力較弱的玩家操作以獲得提升。		1004			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3						NoTurn											
LT_bsdh_tiepc	1735	鐵炮車·變身	2	0	DomainBattleChange	鐵炮車|2220|3600	378	200	994	鐵炮車能對定點敵人造成大量傷害，傷害值固定，建議自身能力較弱的玩家操作以獲得提升。		1005			91	1	105	1	1500	1500	Setting/Npc/Ai/Stay.ini			0	20	3						NoTurn											
LT_diaoxiang_tw	1771	天王城主雕像	0	0			508	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_em	1772	峨嵋城主雕像	0	0			509	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_th	1773	桃花城主雕像	0	0			510	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_xy	1774	逍遙城主雕像	0	0			511	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_wd	1775	武當城主雕像	0	0			512	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_tr	1776	天忍城主雕像	0	0			513	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_gouhuo	1817	城戰篝火火焰	5	0	GouHuoNpc	kin|3000|12|1000|0|15	392																																				
Card_ljf_d6	1821	一堆書籍	2	0	CardCollectionGather	2616|5|2	519	995																								NoTurn											
Card_ljf_d7	1822	一本經書	2	0	CardCollectionGather	2618|5|2	520	995																								NoTurn											
Card_ljf_e3	1823	一封書信	2	0	CardCollectionGather	2624|5|2	521	995																								NoTurn											
Card_ljf_e9	1824	心魔寶珠	2	0	CardCollectionGather	2631|5|2	486	995																								NoTurn											
Card_ljf_g10	2066	乾坤袋	2	0	CardCollectionGather	3388|5|2	566	995																								NoTurn											
Arena_np1	1829	武僧	2	0	ArenaNpc	ArenaEnterNpc	163																					115															
Arena_np2	1830	武僧	2	0	ArenaNpc	ArenaManagerNpc	163																					116															
Xisuidao_npc	1831	納蘭真	2	1	ChangeFactionDialog		177	13	113			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
TeacherStudent_npc	1839	上官飛龍	2	0	TeacherStudentNpc		5021	607	310																			160															
LT_diaoxiang_tw_new	1841	天王城主雕像	2	0	MainCityMaster	1	532	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_em_new	1842	峨嵋城主雕像	2	0	MainCityMaster	2	531	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_th_new	1843	桃花城主雕像	2	0	MainCityMaster	3	533	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_xy_new	1844	逍遙城主雕像	2	0	MainCityMaster	4	527	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_wd_new	1845	武當城主雕像	2	0	MainCityMaster	5	529	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_tr_new	1846	天忍城主雕像	2	0	MainCityMaster	6	534	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_sl_new	1847	少林城主雕像	2	0	MainCityMaster	7	528	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_cy_new	1848	翠煙城主雕像	2	0	MainCityMaster	8	530	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_tm_new	2000	唐門城主雕像	2	0	MainCityMaster	9	537	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_kl_new	2002	崑崙城主雕像	2	0	MainCityMaster	10	538	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_gb_new	2215	丐幫城主雕像	2	0	MainCityMaster	11	586	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_wudu_new	2216	五毒城主雕像	2	0	MainCityMaster	12	587	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_cj_new	2379	藏劍城主雕像	2	0	MainCityMaster	13	608	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
LT_diaoxiang_cg_new	2380	長歌城主雕像	2	0	MainCityMaster	14	609	200	994			91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3		6000	195	1		NoTurn											
HSLJ_diaoxiang_tw	1886	天王華山論劍雕像	0	0			532	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_em	1887	峨眉華山論劍雕像	0	0			531	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_th	1888	桃花華山論劍雕像	0	0			533	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_xy	1889	逍遙華山論劍雕像	0	0			527	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_wd	1890	武當華山論劍雕像	0	0			529	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_tr	1891	天忍華山論劍雕像	0	0			534	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_sl	1892	少林華山論劍雕像	0	0			528	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_cy	1893	翠煙華山論劍雕像	0	0			530	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_tm	2118	唐門華山論劍雕像	0	0			537	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_kl	2119	崑崙華山論劍雕像	0	0			538	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_gb	2221	丐幫華山論劍雕像	0	0			586	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_wd1	2220	五毒華山論劍雕像	0	0			587	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_cj	2381	藏劍華山論劍雕像	0	0			608	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
HSLJ_diaoxiang_cg	2382	長歌華山論劍雕像	0	0			609	200	994	會當淩絕頂，一覽眾山小！		91							1500	1500	Setting/Npc/Ai/Stay.ini				20	3						NoTurn											
zhongqiu_dati	1895	中秋使者	2	1			183	200	994	中秋佳節倍思親，祝天下人都能團團圓圓。我這有些題目你能回答嗎？（每日4點，答題次數刷新)		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3									5								
hd_yd_xuedui	2120	雪堆	5	0			553	200	994			100							560	980	Setting/Npc/Ai/Stay.ini			1	17	3	1					NoTurn										1	
hd_yd_xueren_big	2121	柔弱的雪人	2	0	SnowmanNpc		555	200	994			100							560	980	Setting/Npc/Ai/Stay.ini			1	17	3	1					NoTurn			1							1	
hd_yd_xueren_big2	2151	頑強的雪人	2	0	SnowmanNpc		568	200	994			100							560	980	Setting/Npc/Ai/Stay.ini			1	17	3	1					NoTurn			2							1	
