Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	AuraSkillId	AuraSkillLevel	StartActEvent	TitleID	BigFaceID	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience																																																																																								SyncFirst	IsNotBYStealLife
C_6_npc_1	1332	趙無雙	0	0	FubenDeath		127	200	300		323	39	1	44	1			1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	1											4																																																																																															
C_6_npc_gouhuo	1333	篝火	6	0	FubenDeath		380	200	300															0																																																																																																											
C_7_npc_1	1573	陸文龍	0	1	FubenDeath		617	200	300		332	2924	1	2486	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini	3	Setting/Npc/DropFile/RandomFuben/House_C/luwenlong.tab	1	18	2								1			4																																																																																															
C_7_enemy_1	1670	瘋和尚	0	1	FubenDeath		163	200	300		314	1874	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
C_7_enemy_2	1671	降頭術士	0	1	FubenDeath		137	200	300		321	40	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss22.ini			1	18	1											3																																																																																															
C_8_enemy_1	1717	弩車	6	1	FubenDeath		480	200	300		323	182	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	0	1											1																																																																																															
C_8_enemy_2	1718	天機工匠	0	1	FubenDeath		142	200	300		313	1807	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss17.ini			1	12	1											3																																																																																															
C_8_nalanzhen_hs	1144	弩車	6	1	FubenDeath		480	200	300		343	1498	1	91	1			2000	2000	Setting/Npc/Ai/CommonActive.ini			1	0	1											1																																																																																															
C_8_Leader_1	1574	無相	0	1	FubenDeath		451	200	300		331	2925	1	2439	1	91	1	1500	1500	Setting/Npc/Ai/random/wuxiang.ini	3	Setting/Npc/DropFile/RandomFuben/House_C/wuxiang.tab	1	20	2								1			5																																																																																															
C_9_enemy_1	1334	蒙面刺客	0	1	FubenDeath		174	200	300		314	22	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
C_9_enemy_2	1335	潑皮	0	1	FubenDeath		173	200	300		314	22	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
C_9_enemy_3	1336	刺客	0	1	FubenDeath		124	200	300		314	40	1	91	1			550	850	Setting/Npc/Ai/RangeActive.ini			1	18	1											1																																																																																															
C_9_enemy_fanshegh	1337	旗幟	0	1	FubenDeath		466	200	300		345	22	1	91	1	2398	1						1	18	2	1				3004		NoTurn				3																																																																																															
C_9_npc_1	1338	紫軒	0	0	FubenDeath		131	200	300		331	40	1	52	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	1											4																																																																																															
C_10_enemy_1	1616	楊影楓	0	0	FubenDeath		1101	200	300		341	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1		1535	3								2																																																																																															
C_10_Elite_1	1617	冰凍	6	0	FubenDeath		500	200	300		323	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	0	1											3																																																																																															
C_10_Hide_1	1719	被冰凍的楊影楓	0	1	FubenDeath		469	200	300		314							1000	1000	Setting/Npc/Ai/CommonActive.ini			1	0	1	1						NoTurn				1					1																																																																																										
C_10_Leader_1	1575	月眉兒	0	1	FubenDeath		430	200	300		341	41	1	91	1			1500	1500	Setting/Npc/Ai/random/yuemeier.ini	3	Setting/Npc/DropFile/RandomFuben/House_C/yuemeier.tab	1	20	2								1			5																																																																																															
D_1_enemy_1	1618	苗疆女子	0	1	FubenDeath		137	200	300		312	21	1	91	1			50	50	Setting/Npc/Ai/CommonActive.ini			1	0	1					3007						3																																																																																															
D_1_zhanglinxin_sl	1138	張琳心	0	1	FubenDeath		461	200	300		342	2921	1	91	1			1500	1500	Setting/Npc/Ai/random/zhanglinxin.ini	4	Setting/Npc/DropFile/RandomFuben/House_D/zhanglinxin.tab	1	20	2								1			5																																																																																															
D_2_enemy_1	1356	金兵	0	1	FubenDeath		180	200	300		314	21	1	91	1			800	800	Setting/Npc/Ai/CommonActive.ini			1	20	1										20	1																																																																																															
D_2_enemy_2	1357	十夫長	0	1	FubenDeath		181	200	300		321	167	1	2360	1	91	1	800	800	Setting/Npc/Ai/CommonSkill.ini			1	20	1										20	3																																																																																															
D_2_enemy_3	1358	放技能	6	1	FubenDeath		469	200	300		341							1000	1000	Setting/Npc/Ai/random/D2_Yunshi.ini			1	0	1											1					1																																																																																										
D_2_jiutan	1359	酒罈	0	1	FubenDeath		468	200	300		345												1	0	1	1						NoTurn				1																																																																																															
D_2_huopao	1360	炮車	0	1	FubenDeath		378	200	300		321	91	1					1000	1000	Setting/Npc/Ai/random/D2_Yunshi.ini			1	0	1							NoTurn				1																																																																																															
D_2_Leader_1	1361	邵騎風	0	1	FubenDeath		460	200	300		331	2929	1	2382	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini	4	Setting/Npc/DropFile/RandomFuben/House_D/shaoqifeng.tab	1	18	2								1			5																																																																																															
D_3_nangongch_sl	1139	南宮彩虹-廢棄	0	1	FubenDeath		455	200	300		342	22	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss3.ini			1	25	2											4																																																																																															
D_3_enemy_1	1619	靈魂守衛	6	1	FubenDeath		486	200	300		343	181	9	91	1			150	1500	Setting/Npc/Ai/CommonActive.ini			1	10	1											1																																																																																															
D_3_Leader_1	1576	薔薇	0	1	FubenDeath		454	200	300		342	1570	1	91	1			1500	1500	Setting/Npc/Ai/random/qiangwei.ini	4	Setting/Npc/DropFile/RandomFuben/House_D/qiangwei.tab	1	20	2								1			5																																																																																															
D_4_zhangfeng_bs	1140	放技能	6	1	FubenDeath		469	200	300		343							1000	1000	Setting/Npc/Ai/CommonActive.ini			1	0	1											1					1																																																																																										
D_4_enemy_1	1620	引雷劍	0	1	FubenDeath		362	200	300		314	91	1										1	0	1	1				3007		NoTurn				3																																																																																															
D_4_Leader_1	1599	天星道長	0	1	FubenDeath		13	200	300		342	21	1	91	1			1500	1500	Setting/Npc/Ai/random/tianxingdaozhang.ini	4	Setting/Npc/DropFile/RandomFuben/House_D/tianxingdaozhang.tab	1	20	2								1			5																																																																																															
D_5_yewuxin_bs	1122	葉無心-廢棄	0	1	FubenDeath		12	200	300		342	21	1	91	1			1500	1500				1	18	2																																																																																																										
D_5_enemy_1	1577	蒙面刺客	0	1	FubenDeath		174	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
D_5_enemy_2	1578	刺客精英	0	1	FubenDeath		124	200	300		322	21	1	2383	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	3											1																																																																																															
D_5_Elite_1	1579	刺客頭目	0	1	FubenDeath		365	200	300		341	1811	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	18	5											4																																																																																															
D_5_Xiyou_1	1580	何暮雪	0	0	FubenDeath		105	200	300		331	55	1	2391	1	43	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	30	1											2																																																																																															
D_6_enmey_1	1362	宋兵	0	1	FubenDeath		151	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1											1																																																																																															
D_6_enmey_2	1363	機關人控制器	0	1	FubenDeath		416	200	300		314	91	1										1	0	1	1						NoTurn				3																																																																																															
D_6_enmey_3	1364	刀盾兵	0	1	FubenDeath		150	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1											1																																																																																															
D_6_xunluo_1	1365	巡邏機關人	0	1	FubenDeath		465	200	300		331	1887	1	91	1			280	1000	Setting/Npc/Ai/random/D6_Xunluo.ini			1	15	1					3005						6																																																																																															
D_6_Leader_1	1366	趙節	0	1	FubenDeath		402	200	300		331	2928	1	2393	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini	4	Setting/Npc/DropFile/RandomFuben/House_D/zhaojie.tab	1	18	2								1			4																																																																																															
D_7_enmey_1	1367	藏劍弟子	0	1	FubenDeath		135	200	300		314	22	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
D_7_enmey_2	1368	藏劍精英	0	1	FubenDeath		135	200	300		323	37	1	2488	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	2											3																																																																																															
D_7_enmey_3	1369	神射手	0	1	FubenDeath		159	200	300		314	182	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
D_7_jiguan_1	1370	噴射機關	6	1	FubenDeath		467	200	300		343							1500	1500	Setting/Npc/Ai/random/D7_Penhuo.ini			1	0	1											1																																																																																															
D_7_jiguan_2	1371	火焰	0	1	FubenDeath		456	200	300		313	21	1	91	1								1	0	1											1																																																																																															
D_7_Leader_1	1372	卓非凡	0	1	FubenDeath		425	200	300		331	2916	1	91	1			1000	1000	Setting/Npc/Ai/teamfb/zhuofeifan.ini	4	Setting/Npc/DropFile/RandomFuben/House_D/zhuofeifan.tab	1	18	2								1			5																																																																																															
D_8_mengzhiqiu_bs	1123	隱藏NPC	0	0	FubenDeath		469	200	300		343	91	1	2783	1	2455	1						1	0	1											1																																																																																															
D_8_enmey_1	1621	柱子	6	1	FubenDeath		491	200	300		314												1	0	1											1																																																																																															
D_8_enmey_2	1622	放技能	6	1	FubenDeath		469	200	300		343							1000	1000	Setting/Npc/Ai/CommonActive.ini			1	0	1											1					1																																																																																										
D_8_Leader_1	1581	燕若雪	0	1	FubenDeath		618	200	300		342	39	1	91	1			1500	1500	Setting/Npc/Ai/random/yangying.ini	4	Setting/Npc/DropFile/RandomFuben/House_D/yanruoxue.tab	1	20	2								1			5																																																																																															
D_9_nalanqianlin_sl	1141	納蘭潛凜-廢棄	0	1	FubenDeath		459	200	300		342	22	1	91	1			1500	1500	Setting/Npc/Ai/random/pilihuo.ini			1	20	2											4																																																																																															
D_9_enmey_1	1623	蠍子	0	1	FubenDeath		109	200	300		314	22	1	91	1	1691	11	3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18	1					3003						1																																																																																															
D_9_enmey_2	1867	流浪劍客	0	1	FubenDeath		135	200	300		314	21	1	91	1			3000	3000	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
D_9_Elite_1	1868	紅衣劍客	0	1	FubenDeath		367	200	300		322	1386	1	91	1			3000	3000	Setting/Npc/Ai/random/D9_Jianke.ini			1	18	2											3																																																																																															
D_9_Elite_2	1869	苗疆蠱師	0	1	FubenDeath		386	200	300		322	55	1	91	1			3000	3000	Setting/Npc/Ai/random/D9_Gushi.ini			1	18	2											3																																																																																															
D_9_Elite_3	1870	天機工匠	0	1	FubenDeath		368	200	300		323	1848	1	91	1			3000	3000	Setting/Npc/Ai/fuben/Boss24.ini			1	18	2											3																																																																																															
D_9_Leader_1	1582	張如夢	0	1	FubenDeath		409	200	300		342	2919	1	91	1	2466	1	3000	3000	Setting/Npc/Ai/random/zhangrumeng.ini			1	30	2											5																																																																																															
D_10_enmey_1	1608	流浪劍客	0	1	FubenDeath		135	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
D_10_Elite_1	1609	神秘劍客	0	1	FubenDeath		367	200	300		331	1386	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss14.ini			1	18	2											4																																																																																															
D_10_Xiyou_1	1583	何暮雪	0	0	FubenDeath		105	200	300		331	55	1	2391	1	43	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	30	1											2																																																																																															
E_1_yangxilie_bs	1125	楊熙烈	0	1	FubenDeath		463	200	300		343	2915	1	91	1			1500	1500	Setting/Npc/Ai/random/yangxilie.ini	4	Setting/Npc/DropFile/RandomFuben/House_E/yangxilie.tab	1	20	2								1		20	6																																																																																															
E_2_yuemeier_bs	1131	月眉兒-廢棄	0	1	FubenDeath		430	200	300		343	21	1	91	1			1500	1500	Setting/Npc/Ai/random/yuemeier.ini			1	20	2										20	6																																																																																															
E_2_BOSS_1	1584	納蘭潛凜	0	1	FubenDeath		459	200	300		343	2951	1	91	1			1500	1500	Setting/Npc/Ai/random/nalanqianling.ini	4	Setting/Npc/DropFile/RandomFuben/House_E/nalanqianlin.tab	1	20	2								1			6																																																																																															
E_2_enemy_1	1778	無憂教精英	0	1	FubenDeath		134	200	300		313	57	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1		1504	1		3008						1																																																																																															
E_2_enemy_2	1779	無憂教精英	0	1	FubenDeath		134	200	300		312	57	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1		2398	1		3004						1																																																																																															
E_2_enemy_3	1780	無憂教精英	0	1	FubenDeath		134	200	300		313	57	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1		1503	1		3002						1																																																																																															
E_3_wuxudashi_bs	1142	無虛大師-廢棄	0	1	FubenDeath		451	200	300		343	21	1	91	1			1500	1500	Setting/Npc/Ai/random/qiangwei.ini			1	20	2											6																																																																																															
E_3_enemy_1	1386	莊丁	0	1	FubenDeath		101	200	300		313	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
E_3_enemy_2	1387	莊丁頭目	0	1	FubenDeath		142	200	300		321	21	1	2387	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	1											3																																																																																															
E_3_enemy_3	1388	五色教弟子	0	1	FubenDeath		174	200	300		313	22	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
E_3_enemy_BOSS	1389	方勉	0	1	FubenDeath		464	200	300		343	2922	1	91	1			1500	1500	Setting/Npc/Ai/random/fangmian.ini	4	Setting/Npc/DropFile/RandomFuben/House_E/fangmian.tab	1	20	2								1			6																																																																																															
E_3_SkillNpc	1393	火池	6	1	FubenDeath		469	200	300		343	2402	1			2497	6						1	0	1											1					1																																																																																										
E_4_qiuyishui_bs	1145	秋依水	0	1	FubenDeath		516	200	300		343	39	1	91	1			1500	1500	Setting/Npc/Ai/random/yangying.ini			1	18	2											6																																																																																															
E_4_enemy_1	1585	飛龍堡叛徒	0	1	FubenDeath		174	200	300		314	21	1	91	1			15000	15000	Setting/Npc/Ai/CommonActive.ini			1	11	1											1																																																																																															
E_4_enemy_2	1586	無憂教精英	0	1	FubenDeath		124	200	300		323	21	1	2383	1	91	1	15000	15000	Setting/Npc/Ai/CommonSkill.ini			1	11	2											3																																																																																															
E_4_Elite_1	1587	無憂教頭目	0	1	FubenDeath		365	200	300		341	1811	1	91	1			15000	15000	Setting/Npc/Ai/fuben/Boss18.ini			1	18	2											5																																																																																															
E_4_mb	2425	受傷的月眉兒	0	0	FubenDeath		1102	200	300		312	91	1					1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	0	2											3																																																																																															
E_4_Xiyou_1	1588	無想	0	0	FubenDeath		5212	200	300		332	55	1	2382	1	2488	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	30	2											2																																																																																															
E_4_Gunshi	2472	滾石	6	1	FubenDeath		375	200	300		343							1500	1500	Setting/Npc/Ai/AlwaysRunning.ini			1	20	1		2700	3								1																																																																																															
E_5_xunluo1	1419	機關人	0	1	FubenDeath		157	200	300		314	91	1					800	800	Setting/Npc/Ai/random/E5_miaosha.ini			1	5	1											1																																																																																															
E_5_xunluo2	1423	放技能	6	1	FubenDeath		469	200	300		343												1	0	1											1					1																																																																																										
E_5_huopao1	1420	炮車	0	1	FubenDeath		378	995	300		312	182	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	0	1											5																																																																																															
E_5_huopao2	1421	炮車	2	0	AddBuffer	1,開啟中,2217,1,180	378	995	300		331	182	1	91	1	1500	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	0	1											5																																																																																															
E_5_nangongmie_bs	1132	南宮滅	0	1	FubenDeath		129	200	300		343	22	1	91	1			1500	1500	Setting/Npc/Ai/random/nangongmie.ini	4	Setting/Npc/DropFile/RandomFuben/House_E/nangongmie.tab	1	20	2								1		20	6																																																																																															
E_6_shangguanfl_bs	1133	上官飛龍	0	1	FubenDeath		21	200	300		343	1893	1	91	1			1500	1500	Setting/Npc/Ai/random/shangguanfeilong.ini	4	Setting/Npc/DropFile/RandomFuben/House_E/shangguanfeilong.tab	1	20	2								1		20	6																																																																																															
E_7_enemy_1	1589	指引圈	6	1	FubenDeath		383	200	300		314							150	150	Setting/Npc/Ai/CommonActive.ini			1	0	1											1																																																																																															
E_7_enemy_2	1590	刺客精英	0	1	FubenDeath		124	200	300		323	21	1	2383	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	2											3																																																																																															
E_7_Elite_1	1591	刺客頭目	0	1	FubenDeath		365	200	300		342	1811	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	18	2											5																																																																																															
E_7_npc_1	1592	柴嵩	0	1	FubenDeath		366	200	300		342	2711	1	91	1			1500	1500	Setting/Npc/Ai/random/chaisong.ini	4	Setting/Npc/DropFile/RandomFuben/House_E/chaisong.tab	1	20	2								1			5																																																																																															
E_8_enemy_1	1593	蒙面刺客	0	1	FubenDeath		174	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
E_8_enemy_2	1594	刺客精英	0	1	FubenDeath		124	200	300		323	21	1	2383	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	2											3																																																																																															
E_8_Elite_1	1595	刺客頭目	0	1	FubenDeath		365	200	300		342	1811	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	18	2											5																																																																																															
E_8_npc_1	1596	納蘭真	0	0	FubenDeath		616	200	300		341	39	1	2391	1	2382	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	30	1											2																																																																																															
E_9_Xiyou_1	1597	無想	0	0	FubenDeath		5212	200	300		332	55	1	2382	1	2488	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	30	2											2																																																																																															
E_10_enemy_BOSS	1598	趙升權	0	1	FubenDeath		462	200	300		343	2927	1	91	1			1500	1500	Setting/Npc/Ai/random/zhaoshengquan.ini	4	Setting/Npc/DropFile/RandomFuben/House_E/zhaoshengquan.tab	1	20	2		2404	4					1			6																																																																																															
E_10_enemy_1	1781	靈魂球	0	1	FubenDeath		485	200	300		314	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3																																																																																															
E_10_enemy_2	1782	靈魂球	0	1	FubenDeath		486	200	300		314	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3																																																																																															
E_10_enemy_3	1783	靈魂球	0	1	FubenDeath		487	200	300		314	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3																																																																																															
E_10_enemy_4	1784	靈魂球	0	1	FubenDeath		488	200	300		314	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3																																																																																															
E_10_enemy_5	1785	靈魂球	0	1	FubenDeath		489	200	300		314	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3																																																																																															
E_10_enemy_6	1786	靈魂球	0	1	FubenDeath		490	200	300		314	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3																																																																																															
F_1_enemy_1	1793	巡邏機關人	0	1	FubenDeath		157	200	300		343	21	1	91	1			240	240	Setting/Npc/Ai/CommonActive.ini			1	15	1											3																																																																																															
F_1_enemy_BOSS	1794	唐影	0	1	FubenDeath		515	200	300		343	2715	1	91	1			1000	800	Setting/Npc/Ai/random/tangying.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/tangying.tab	1	20	2								1			6																																																																																															
F_2_enemy_1	1795	女舞侍	0	1	FubenDeath		102	200	300		321	37	1	91	1	2384	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	1		1535	1								3																																																																																															
F_2_enemy_2	1796	翠煙弟子	0	1	FubenDeath		178	200	300		321	37	1	91	1	2488	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	1											3																																																																																															
F_2_enemy_3	1797	苗疆蠱師	0	1	FubenDeath		137	200	300		321	40	1	91	1	2489	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	1											3																																																																																															
F_2_enemy_BOSS	1798	秋依水	0	1	FubenDeath		516	200	300		343	33	1	91	1			700	700	Setting/Npc/Ai/random/qiuyishui.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/qiuyishui.tab	1	20	2								1			6																																																																																															
F_3_enemy_1	1799	石頭	6	1	FubenDeath		518	200	300		314												1	0	1											1																																																																																															
F_3_SkillNpc	1800	放技能	6	1	FubenDeath		469	200	300		343												1	0	1											1					1																																																																																										
F_3_enemy_BOSS	1801	孟知秋	0	1	FubenDeath		458	200	300		343	2918	1	91	1			1500	1500	Setting/Npc/Ai/random/mengzhiqiu.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/mengzhiqiu.tab	1	20	2								1			6																																																																																															
F_4_jiguan_1	2412	秒殺陷阱	6	1	FubenDeath		456	200	300		323	2468	30										1																																																																																																												
F_4_enemy_2	2418	靈魂球	0	1	FubenDeath		486	200	300		313	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3																																																																																															
F_4_enemy_1	2413	靈魂球	0	1	FubenDeath		485	200	300		313	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3																																																																																															
F_4_enemy_BOSS	2408	宋秋石	0	1	FubenDeath		620	200	300		343	3150	1	91	1			2000	2000	Setting/Npc/Ai/random/songqiushi.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/songqiushi.tab	1	20	2								1			6																																																																																															
F_5_enemy_BOSS	2453	古嫣然	0	1	FubenDeath		619	200	300		343	3718	1	91	1			15000	15000	Setting/Npc/Ai/random/guyanranzc.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/guyanran.tab	1	20	2											6																																																																																															
F_6_enemy_1	1818	靈魂守衛	6	1	FubenDeath		486	200	300		343	91	1	1883	1					Setting/Npc/Ai/CommonActive.ini			1	15	1		2784	30								1																																																																																															
F_6_enemy_2	1819	無憂女侍	0	1	FubenDeath		164	200	300		323	54	1	2747	30			1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	1											3																																																																																															
F_6_enemy_BOSS	1820	月明瑤	0	1	FubenDeath		514	200	300		342	1468	1	91	1			700	700	Setting/Npc/Ai/random/yuemingyao.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/yuemingyao.tab	1	20	2								1			6																																																																																															
F_7_enemy_1	1802	滾石烈焰	6	1	FubenDeath		375	200	300		343							1500	1500	Setting/Npc/Ai/AlwaysRunning.ini			1	15	1		2700	5								1																																																																																															
F_7_enemy_2	1803	機關	6	1	FubenDeath		377	200	300		314	91	1					1500	1500	Setting/Npc/Ai/CommonActive.ini			1	0	1							NoTurn				1																																																																																															
F_7_enemy_BOSS	1804	封玉書	0	1	FubenDeath		478	200	300		342	2951	1	91	1			700	700	Setting/Npc/Ai/random/fengyushu.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/fengyushu.tab	1	20	2								1			6																																																																																															
F_8_enemy_1	1805	噴火NPC	6	0	FubenDeath		467	200	300		343																																																																																																																								
F_8_enemy_2	1806	黑衣刺客	0	1	FubenDeath		121	200	300		343	91	1	1058	1			1500	1500	Setting/Npc/Ai/random/F8_Laren.ini			1	18	1											3																																																																																															
F_8_enemy_3	1807	放技能	6	1	FubenDeath		469	200	300		343												1	0	1											1					1																																																																																										
F_8_enemy_BOSS	1808	曲霞	0	1	FubenDeath		517	200	300		342	56	1	91	1			1500	300	Setting/Npc/Ai/random/pilihuo.ini	4	Setting/Npc/DropFile/RandomFuben/House_F/quxia.tab	1	20	2								1			6																																																																																															
F_9_enemy_1	1809	江湖流寇	0	1	FubenDeath		123	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
F_9_enemy_2	1810	流寇頭領	0	1	FubenDeath		373	200	300		331	21	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss20.ini			1	18	2											4																																																																																															
F_9_SkillNpc	1811	死士	0	1	FubenDeath		368	200	300		331	91	1					1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	7	2											4																																																																																															
F_9_jiguan1	2474	邪火	0	1	FubenDeath		544				314							1000	1000				1	0	2	1				3012						3																																																																																															
F_9_jiguan2	2475	邪火	0	1	FubenDeath		545				314							1000	1000				1	0	2	1				3012						3																																																																																															
F_9_jiguan3	2476	邪火	0	1	FubenDeath		546				314							1000	1000				1	0	2	1				3012						3																																																																																															
F_9_enemy_BOSS	1812	東瀛武士	0	1	FubenDeath		365	200	300		342	1811	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	18	2											5																																																																																															
F_9_Xiyou_1	1826	清曉師太	0	0	FubenDeath		185	200	300		332	55	1	2382	1	2488	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	30	2											2																																																																																															
F_10_enemy_1	1813	無憂教弟子	0	1	FubenDeath		143	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1											1																																																																																															
F_10_enemy_2	1814	無憂教精英	0	1	FubenDeath		364	200	300		323	21	1	2380	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	2											3																																																																																															
F_10_enemy_3	2421	妖道	0	1	FubenDeath		169	200	300		321	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	12	2					3007						5																																																																																															
F_10_Elite_1	1815	無憂教高手	0	1	FubenDeath		367	200	300		342	1386	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss14.ini			1	18	2											4																																																																																															
F_10_Elite_2	1816	刺客頭目	0	1	FubenDeath		365	200	300		342	1811	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	18	2											5																																																																																															
F_10_Xiyou_1	1825	清曉師太	0	0	FubenDeath		185	200	300		332	55	1	2382	1	2488	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	30	2											2																																																																																															
F_10_qizi	2473	招魂幡	6	0	FubenDeath		505	200	300		343													0																																																																																																											
RandomFuben_Gouhuo	1611	篝火	4	0	GouHuoNpc	all|3000|5|3000|0|6	380																	0																																																																																																											
G_1_enemy_BOSS	1986	璿璣子	0	1	FubenDeath		621	200	300		343	3150	1	91	1			700	700	Setting/Npc/Ai/random/xuanjizi.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/bs_xuanjizi.tab	1	20	2								1			6																																																																																															
G_2_enemy_BOSS	1988	道一真人	0	1	FubenDeath		622	200	300		343	3130	1	91	1			1000	400	Setting/Npc/Ai/random/daoyizhenren.ini	4	Setting/Npc/DropFile/RandomFuben/House_G/bs_daoyizhenren.tab	1	20	2								1			6																																																																																															
G_2_enemy_jiguan	1989	陣眼	0	1	FubenDeath		377				313							1000	1000				1	0	2	1										3																																																																																															
G_2_enemy_xianjing	1990	巡邏陷阱	6	1	FubenDeath		469	200	300		343							1000	1000	Setting/Npc/Ai/AlwaysRunning.ini			1	50	3		3106	20								1																																																																																															
