Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst
Fb_3_2_2	830	蒙面人精英	0	1	FubenDeath		174		993		213	169	1	2380	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_3_2_3	831	蒙面人頭目	0	1	FubenDeath		124		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	20	2										4								
Fb_3_2_4	1347	裝人的箱子	4	0	FubenDeath		352		993		211							1000	1500	Setting/Npc/Ai/CommonActive.ini			1	28	3										1								
Fb_3_2_5	1348	薔薇	0	0	FubenDeath		103	18	118		215	56	1	2455	2			1000	1500	Setting/Npc/Ai/partner/Fellow_qiangwei.ini			1	28	1									20	2								
Fb_3_2_6	1490	男村民	0	0	FubenDeath		170		993		215	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1										2								
Fb_3_2_7	1491	女村民	0	0	FubenDeath		105		993		215							1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1										2								
Fb_3_3_1	832	無憂教弟子	0	1	FubenDeath		134		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_3_3_2	833	無憂教徒	0	1	FubenDeath		124		993		213	170	1	2489	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3								
Fb_3_3_3	834	月眉兒	0	0	FubenDeath		1102	22	122		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	2								
Fb_3_3_4	835	無憂教頭目	0	1	FubenDeath		155		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/Stay.ini			1	28	1										4								
Fb_3_4_1	836	無憂教精英	0	1	FubenDeath		134		993		214	166	1	2387	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_3_4_2	837	禁地守衛	0	1	FubenDeath		368		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss17.ini			1	20	2										4								
Fb_3_4_3	838	納蘭真	0	0	FubenDeath		177		993		215	39	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_nalanzhen_r.ini			1	28	1										2								
Fb_3_4_4	1600	禁地護法	0	1	FubenDeath		134		993		213	57	1	2389	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	0	1	1									3								
Fb_3_5_1	839	摘星牢頭	0	1	FubenDeath		372		993		215	168	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss21.ini			1	20	2										4								
Fb_3_5_2	840	紫軒	0	0	FubenDeath		131	20	120		215	41	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3									20	2								
Fb_3_6_1	1486	無憂刺客	0	1	FubenDeath		124		993		211	170	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					1								
Fb_3_6_2	1487	刺客精英	0	1	FubenDeath		124		993		213	170	1	2425	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3								
Fb_3_6_3	1488	守衛弟子	0	1	FubenDeath		174		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										1								
Fb_3_6_4	1489	刺客頭目	0	1	FubenDeath		365		993		215	168	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	20	2										4								
Fb_3_7_1	841	納蘭潛凜	0	1	FubenDeath		187	212	312		218	177	1	91	1			1000	1500	Setting/Npc/Ai/fuben/nalanqianling.ini			1	20	2										6								
Fb_3_8_1	1351	野狐	0	1	FubenDeath		110	200	300		211	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_3_8_2	1352	敏銳野狐	0	1	FubenDeath		110	200	300		214	22	1	2475	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_3_8_3	1353	野狐王	0	1	FubenDeath		384	200	300		215	22	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss9.ini			1	20	2										4								
Fb_3_8_4	1354	孟知秋	0	0	FubenDeath		156	200	300		217	56	1	2383	1	91	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	28	3										2								
Fb_4_1_1	842	五色教徒	0	1	FubenDeath		174		993		211	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_4_1_2	843	五色教刺客	0	1	FubenDeath		124		993		213	23	1	26	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3								
Fb_4_1_3	844	五色教頭目	0	1	FubenDeath		121		993		215	1342	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss5.ini			1	20	2										4								
Fb_4_1_4	1355	奇怪石碑	4	0	FubenDeath		414				211	1342	1					1000	1500				1	28	3										1								
Fb_4_2_1	845	猴王	0	1	FubenDeath		117		993		215	22	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss9.ini			1	20	2										4								
Fb_4_3_1	846	流氓	0	1	FubenDeath		173		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_4_3_2	847	流氓精英	0	1	FubenDeath		170		993		213	167	1	28	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_4_3_3	848	路達	0	1	FubenDeath		371		993		215	40	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss22.ini			1	20	2										4								
Fb_4_3_4	1373	張如夢	0	0	FubenDeath		193		993		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	2								
Fb_4_4_1	849	神秘刺客	0	1	FubenDeath		124		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001					1								
Fb_4_4_2	850	刺客精英	0	1	FubenDeath		124		993		213	21	1	42	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3								
Fb_4_4_3	851	採花賊	0	1	FubenDeath		138		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss4.ini			1	20	2										4								
Fb_4_5_1	852	張如夢	0	0	FubenDeath		193		993		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	5								
Fb_4_5_2	1226	南宮彩虹	0	0	FubenDeath		126		993		217	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	2										2								
Fb_4_6_1	853	張琳心	0	0	FubenDeath		1100		993		216	41	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_zhanglinxin.ini			1	28	1									20	2								
Fb_4_7_1	854	南宮滅	0	1	FubenDeath		129		993		217	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss10.ini			1	20	2										5								
Fb_4_7_2	855	張風	0	0	FubenDeath		1119		993		217	1386	1					1000	1500	Setting/Npc/Ai/fuben/Boss14.ini			1	20	2									20	2								
Fb_5_1_1	856	華山惡徒	0	1	FubenDeath		143		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_5_1_2	857	華山惡徒精英	0	1	FubenDeath		143		993		214	168	1	51	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_5_1_3	858	華山惡徒頭目	0	1	FubenDeath		369		993		215	166	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss16_1.ini			1	20	2										4								
Fb_5_1_4	1383	張林	0	0	FubenDeath		1121		993		217	166	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2								
Fb_5_2_1	859	五色教徒	0	1	FubenDeath		174		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_5_2_2	860	神秘刺客	0	1	FubenDeath		124		993		214	23	1	2441	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3								
Fb_5_2_3	861	刺客頭目	0	1	FubenDeath		365		993		215	40	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	20	2										4								
Fb_5_2_4	862	柳中原	0	0	FubenDeath		135		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2								
Fb_5_3_1	863	南宮滅	0	1	FubenDeath		5129		993		216	21	1	91	1			1000	1500	Setting/Npc/Ai/random/nangongmie.ini			1	20	2										5								
Fb_5_3_2	864	張風	0	0	FubenDeath		1119		993		217	1386	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	2										2								
Fb_5_3_3	865	金國探子	0	1	FubenDeath		136		993		212	168	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_5_3_4	866	金國高手	0	1	FubenDeath		431		993		214	169	1	2354	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_5_3_5	867	刺客	0	1	FubenDeath		143		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_5_4_1	868	水賊	0	1	FubenDeath		123		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900004					1								
Fb_5_4_2	869	保鏢	0	1	FubenDeath		436		993		214	1359	1	2476	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_5_4_3	870	姚公子	0	1	FubenDeath		160		993		215	54	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss7.ini			1	20	2										4								
Fb_5_4_4	1385	杜鵑	0	0	FubenDeath		105		993		211	54	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	28	3										1								
Fb_5_5_1	871	獄卒	0	1	FubenDeath		151		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_5_5_2	1282	官兵	0	1	FubenDeath		152		993		213	182	1	2484	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_5_6_1	872	牢頭	0	1	FubenDeath		369		993		215	1848	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss16.ini			1	20	2										4								
Fb_5_6_2	873	李三	0	0	FubenDeath		159		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2								
Fb_5_6_3	874	楊湖	0	0	FubenDeath		132		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2								
Fb_5_6_4	1390	姚公子	0	0	FubenDeath		160		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2								
Fb_5_7_1	875	無相	0	1	FubenDeath		1118		993		217	174	1	91	1			1000	1500	Setting/Npc/Ai/fuben/wuxiang.ini			1	20	2										5								
Fb_5_7_2	876	無虛大師	0	0	FubenDeath		163		993		217	54	1					1000	1500	Setting/Npc/Ai/RangeActive.ini			1	15	1										2								
Fb_5_7_3	1212	方勉	0	0	FubenDeath		1117		993		217	23	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										2								
Fb_6_1_1	1394	華山弟子	0	1	FubenDeath		135		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_6_1_2	1395	華山派高手	0	1	FubenDeath		169		993		213	57	1	2425	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_6_1_3	1396	林對兒	0	1	FubenDeath		1121		993		215	41	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss19.ini			1	20	2										4								
Fb_6_1_4	1397	妓女如花	0	0	FubenDeath		105		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2								
Fb_6_2_1	1398	華山派護法	0	1	FubenDeath		169		993		214	106	1	2447	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_6_2_2	1399	林海	0	1	FubenDeath		1120		993		216	177	1	91	1			1000	1500	Setting/Npc/Ai/fuben/linhai.ini			1	20	2										4								
Fb_6_2_3	1400	方勉	0	0	FubenDeath		1117		993		217	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2								
Fb_6_2_4	1401	江湖人士	0	0	FubenDeath		165		993		211	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2								
Fb_6_3_1	1402	五色教徒	0	1	FubenDeath		174		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_6_3_2	1403	五色教刺客	0	1	FubenDeath		124		993		213	167	1	2490	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3								
Fb_6_3_3	1404	狗肉和尚	0	0	FubenDeath		163		993		211	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										1								
Fb_6_3_4	1405	無相	0	1	FubenDeath		1118		993		216	174	1	91	1			1000	1500	Setting/Npc/Ai/fuben/wuxiang.ini			1	20	2										4								
Fb_6_3_5	1406	先鋒校尉	0	1	FubenDeath		180		993		216	23	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss6.ini			1	20	2										4								
Fb_6_4_1	1407	金兵	0	1	FubenDeath		431		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_6_4_2	1408	百夫長	0	1	FubenDeath		181		993		213	168	1	59	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_6_4_3	1409	狼狗	0	1	FubenDeath		115		993		213	22	1	29	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_6_4_4	1410	金兵精銳	0	1	FubenDeath		181		993		214	169	1	2441	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_6_4_5	1411	陸文龍	0	0	FubenDeath		144		993		217	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2								
Fb_6_4_6	1412	王佐	0	0	FubenDeath		1109		993		217	174	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2								
Fb_6_4_7	1413	乳娘	0	0	FubenDeath		1123		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2								
Fb_6_4_8	1422	苦人兒	0	0	FubenDeath		1109		993		217	174	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2								
Fb_6_5_1	1414	金兵精銳	0	1	FubenDeath		431		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_6_5_2	1415	千夫長	0	1	FubenDeath		181		993		214	170	1	2351	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_6_5_3	1416	鉄浮陀	0	1	FubenDeath		378		993		214	56	1	91	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	0	1										3								
Fb_6_5_4	1417	南宮滅	0	1	FubenDeath		5129		993		218	23	1	91	1			1000	1500	Setting/Npc/Ai/random/nangongmie.ini			1	20	2										6								
Fb_6_5_5	1418	金兀術	0	0	FubenDeath		180		993		217	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										6								
Fb_7_1_1	1672	老虎	0	1	FubenDeath		114		993		212	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_1_2	1673	猛虎	0	1	FubenDeath		114		993		214	22	1	2443	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_7_1_3	1674	野狼	0	1	FubenDeath		115		993		212	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_1_4	1675	狂狼	0	1	FubenDeath		115		993		214	22	1	2354	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_7_1_5	1676	雪蓮姥姥	0	1	FubenDeath		188		993		216	37	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss15.ini			1	15	2										4								
Fb_7_2_1	1680	蜘蛛	0	1	FubenDeath		112		993		212	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_2_2	1681	兇悍毒蛛	0	1	FubenDeath		112		993		214	22	1	2457	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_7_2_3	1682	蠍子	0	1	FubenDeath		109		993		212	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_2_4	1683	毒蠍子	0	1	FubenDeath		109		993		214	22	1	2389	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_7_2_5	1684	巨型毒蠍	0	1	FubenDeath		475		993		216	22	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss9.ini			1	15	2										4								
Fb_7_3_1	1686	五色教徒	0	1	FubenDeath		174		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_3_2	1687	天王叛徒	0	1	FubenDeath		134		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_3_3	1688	兇悍的天王叛徒	0	1	FubenDeath		134		993		214	168	1	42	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_7_3_4	1689	封玉書	0	1	FubenDeath		478		993		216	23	1	91	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	2										4								
Fb_7_3_5	1690	楊瑛	0	0	FubenDeath		141		993		216	166	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangying.ini			1	28	1									20	2								
Fb_7_4_1	1691	警戒莊丁	0	1	FubenDeath		101		993		213	21	1					220	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_4_2	1692	五色教徒	0	1	FubenDeath		135		993		212	1386	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_4_3	1693	五色教護衛	0	1	FubenDeath		159	200	300		212	182	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001					1								
Fb_7_4_4	1694	五色刺客	0	1	FubenDeath		178		993		214	196	1	2489	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3000	1535	2						3								
Fb_7_4_5	1695	五色教頭目	0	1	FubenDeath		121		993		216	57	1	91	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	2										4								
Fb_7_4_6	1696	莊丁頭目	0	1	FubenDeath		354		993		214	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss8.ini			1	20	2										4								
Fb_7_5_1	1697	林對兒	0	1	FubenDeath		1121		993		216	69	1	91	1			1000	1500	Setting/Npc/Ai/fuben/linhai.ini			1	15	2										4								
Fb_7_5_2	1698	無相	0	1	FubenDeath		1118		993		216	166	1	91	1			1000	1500	Setting/Npc/Ai/fuben/wuxiang.ini			1	15	2										4								
Fb_7_5_3	1699	封玉書	0	1	FubenDeath		182		993		216	23	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss6.ini			1	15	2										4								
Fb_7_6_1	1700	江湖惡徒	0	1	FubenDeath		143		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_6_2	1701	無良劍客	0	1	FubenDeath		135		993		212	167	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_6_3	1702	邪惡高手	0	1	FubenDeath		155		993		214	106	1	2384	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_7_6_4	1703	南宮彩虹	0	1	FubenDeath		126		993		217	54	1	91	1			1000	1500	Setting/Npc/Ai/teamfb/20fb_boss.ini			1	28	2										5								
Fb_7_6_5	1704	張如夢	0	0	FubenDeath		193		993		217	21	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	2								
Fb_7_7_1	1713	五色教刺客	0	1	FubenDeath		174		993		212	170	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_7_2	1714	攔路金軍	0	1	FubenDeath		1127		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_7_7_3	1715	精英刺客	0	1	FubenDeath		174		993		214	40	1	2459	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_7_7_4	1716	方勉	0	1	FubenDeath		1117		993		218	38	1	91	1			1000	1500	Setting/Npc/Ai/random/fangmian.ini			1	28	2										6								
Fb_8_1_1	1915	惡狼	0	1	FubenDeath		115		993		212	1897	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_8_1_2	1916	土匪	0	1	FubenDeath		143		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_8_1_3	1917	土匪精英	0	1	FubenDeath		143		993		214	168	1	91	1	2360	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_8_1_4	1918	斗笠客	0	1	FubenDeath		174		993		217	2713	1	91	1	2475	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4								
Fb_8_2_1	1919	山賊	0	1	FubenDeath		136		993		212	169	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_8_2_2	1920	山賊精英	0	1	FubenDeath		136		993		214	170	1	91	1	31	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_8_2_3	1921	顧武	0	1	FubenDeath		143		993		217	23	1	91	1	2486	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4								
Fb_8_3_1	1922	兵丁	0	1	FubenDeath		151		993		212	2711	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_8_3_2	1923	精銳	0	1	FubenDeath		150		993		214	2712	1	91	1	2443	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_8_3_3	1924	護衛長	0	1	FubenDeath		106		993		217	23	1	91	1	2773	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4								
Fb_8_4_1	1925	家丁	0	1	FubenDeath		170		993		212	2715	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_8_4_2	1926	護院	0	1	FubenDeath		152		993		212	2726	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										1								
Fb_8_4_3	1927	護院頭目	0	1	FubenDeath		142		993		217	1893	1	91	1	29	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4								
Fb_8_4_4	1928	南宮飛雲	0	0	FubenDeath		5027		993		217	2720	1	91	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	3									20	2								
Fb_8_4_5	1929	趙升權	0	0	FubenDeath		1109		993		217	57	1	91	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	3									20	2								
Fb_8_4_6	1933	護院精英	0	1	FubenDeath		152		993		214	2722	1	91	1	2393	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_8_5_1	1930	唐門弟子	0	1	FubenDeath		164		993		212	41	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1								
Fb_8_5_2	1931	唐門精英	0	1	FubenDeath		165		993		214	2723	1	91	1	45	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3								
Fb_8_5_3	1932	唐瀟	0	1	FubenDeath		23		993		217	2718	1	91	1	2437	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4								
