Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst
Task_Wys_npc3	1047	惡霸	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Wys_npc1	1009	賈少	0	1	FixExpNpc		170		993		36	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Wys_npc4	1048	殺手	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Wys_npc5	1058	小火堆	4	1			380																			3																	
Task_Wys_npc6	1059	女村民	2	1			105		993	你看看人家楊影楓！年紀輕輕就有這麼大的成就！再看看你！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Wys_npc7	1060	男村民	2	1			173		993	哼！有什麼了不起的！還不是一個小白臉！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Wys_npc8	1068	男村民	2	1	ClientTaskNpc		173		993	哼！有什麼了不起的！還不是一個小白臉！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Wys_npc11	1090	男村民	0	1			173		993	哼！有什麼了不起的！還不是一個小白臉！		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	40	3																	
Task_Wys_npc9	1077	綠林頭領	2	1	ClientTaskNpc		173		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Wys_npc10	1078	綠林頭領	2	1			173		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Yds_yyf1	1049	楊影楓	2	1	ClientTaskNpc		1101	225	325	這紅衣少女的武功看不出深淺，罷了，路見不平，拔刀相助，便幫她一幫吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	30	3																	
Task_Yds_yyf2	1050	楊影楓	2	1			1101	225	325	這紅衣少女的武功看不出深淺，罷了，路見不平，拔刀相助，便幫她一幫吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Yds_yyf3	1079	楊影楓	0	1			1101	225	325	這紅衣少女的武功看不出深淺，罷了，路見不平，拔刀相助，便幫她一幫吧。		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																	
Task_Yds_npc1	1067	卓非凡	2	1	ClientTaskNpc		194	218	318	「武道德經」出世，只怕武林又要掀起一場腥風血雨了……只望莫要波及到無辜百姓。		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Yds_npc2	1069	卓非凡	2	1			194	218	318	「武道德經」出世，只怕武林又要掀起一場腥風血雨了……只望莫要波及到無辜百姓。		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Yds_npc3	1070	紫軒	2	1	ClientTaskNpc		131	20	120	恩義兩難全……即便不願，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Yds_npc4	1071	紫軒	2	1			131	20	120	恩義兩難全……即便不願，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Yds_npc5	1074	李大牛	2	1			173	20	120	哼哼，我的力氣不是天生的，都是老爹教我的醫術練出來的！		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Yds_npc6	1075	賊匪	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Yds_npc7	1076	藏劍家丁	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Dth_yyf1	1093	楊影楓	2	1	ClientTaskNpc		1101	225	325	這紅衣少女的武功看不出深淺，罷了，路見不平，拔刀相助，便幫她一幫吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_yyf2	1095	楊影楓	2	1			1101	225	325	這紅衣少女的武功看不出深淺，罷了，路見不平，拔刀相助，便幫她一幫吧。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_yyf3	1094	楊影楓	0	1			1101	225	325	這紅衣少女的武功看不出深淺，罷了，路見不平，拔刀相助，便幫她一幫吧。		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																	
Task_Dth_npc1	1091	紫軒	2	1	ClientTaskNpc		131	20	120	恩義兩難全……即便不願，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc2	1092	紫軒	2	1			131	20	120	恩義兩難全……即便不願，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc3	1096	月眉兒	2	1	ClientTaskNpc		1102	22	122	哼，不過是幾個不知天高地厚的小賊，豈能奈何得了我？真正的麻煩還在後頭呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc4	1097	月眉兒	2	1			1102	22	122	哼，不過是幾個不知天高地厚的小賊，豈能奈何得了我？真正的麻煩還在後頭呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc5	1098	薔薇	2	1	ClientTaskNpc		103	18	118	爹爹真是老糊塗了！卓非凡那傢伙有什麼好的？哼！		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc6	1099	薔薇	2	1			103	18	118	爹爹真是老糊塗了！卓非凡那傢伙有什麼好的？哼！		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc7	1100	納蘭真	2	1	ClientTaskNpc		177	13	113	楊大哥定可以成為名動江湖的大人物！我…我只要跟在你身旁便足夠了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc8	1101	納蘭真	2	1			177	13	113	楊大哥定可以成為名動江湖的大人物！我…我只要跟在你身旁便足夠了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc9	1102	孟知秋	2	1	ClientTaskNpc		156	203	303	手中無劍，心中有劍，人即是劍，無堅不摧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc10	1103	孟知秋	2	1			156	203	303	手中無劍，心中有劍，人即是劍，無堅不摧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc11	1106	紫軒	0	1			131	20	120	恩義兩難全……即便不願，又能如何呢……		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Dth_npc12	1107	月眉兒	0	1			1102	22	122	哼，不過是幾個不知天高地厚的小賊，豈能奈何得了我？真正的麻煩還在後頭呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Dth_npc20	1281	薔薇	0	1			103	18	118	哼，不過是幾個不知天高地厚的小賊，豈能奈何得了我？真正的麻煩還在後頭呢…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																	
Task_Dth_npc13	1108	薔薇	0	1			103	18	118	爹爹真是老糊塗了！卓非凡那傢伙有什麼好的？哼！		1	21	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																	
Task_Dth_npc14	1109	蒼鷹	0	1			147					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc15	1110	李總管	2	1			106		993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc16	1111	嚴家軍親衛	2	1			150	215	315			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc17	1112	可含	2	1			191		993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc18	1113	盧肇顥	2	1			101		993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_npc19	1130	納蘭真	0	1			177	13	113	楊大哥定可以成為名動江湖的大人物！我…我只要跟在你身旁便足夠了…		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																	
Task_Dth_enemy1	1146	無憂教徒	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Flb_enemy1	1245	飛龍堡弟子	0	1	FixExpNpc		151		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Flb_friend1	1247	飛龍堡精銳	0	0	FixExpNpc		150		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonActive.ini			1	18	1										1							
Task_Flb_enemy2	1246	無憂教弟子	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonActive.ini			1	18	1										1							
Task_Flb_enemy3	1248	無憂教精銳	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Ml_enemy1	1187	賊匪	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Ml_enemy2	1188	賊匪頭目	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Ml_enemy3	1216	五色教長老	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Hsmd_enemy1	1251	黑熊	0	1	FixExpNpc		116				150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Xsd_enemy1	1237	猛虎	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Xsd_enemy2	1238	神秘殺手	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Dth_enemy2	1147	無憂教護法	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Dth_enemy3	1148	無憂教死士	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Dth_enemy4	1149	無憂教死士	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Jhd_enemy	1424	猴子	0	1	FixExpNpc		117		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Jhd_enemy2	1427	五色教密探	0	1	FixExpNpc		174		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Wyp_enemy1	1429	紅衣殺手	0	1	FixExpNpc		101		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Wyjd_enemy1	1428	紅衣殺手	0	1	FixExpNpc		101		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_HuaShan_enemy1	1425	五色教探子	0	1	FixExpNpc		174		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_HuaShan_enemy2	1426	頑猴	0	1	FixExpNpc		117		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_LinAnYiDao_enemy1	1431	黑衣女刺客	0	1	FixExpNpc		164		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Gzc_enemy1	1451	金國死士	0	1	FixExpNpc		164		993		150	611	21	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1							
Task_Lgf_Gold	1374	天機制式傀儡-金	0	1	FixExpNpc		190		993		15	8	166	1	200	1			500	500				1	18	1										1							
Task_Lgf_Wood	1375	天機制式傀儡-木	0	1	FixExpNpc		190		993		15	9	166	1	200	1			500	500				1	18	1										1							
Task_Lgf_Water	1376	天機制式傀儡-水	0	1	FixExpNpc		190		993		15	10	166	1	200	1			500	500				1	18	1										1							
Task_Lgf_Fire	1377	天機制式傀儡-火	0	1	FixExpNpc		190		993		15	11	166	1	200	1			500	500				1	18	1										1							
Task_Lgf_Earth	1378	天機制式傀儡-土	0	1	FixExpNpc		190		993		15	12	166	1	200	1			500	500				1	18	1										1							
