ProductId	szDesc	szServiceCode	nLastingDay	nMoney	szMoneyType	nNeedVipLevel	szAward	szFirstAward	szThirdAward	szFourthAward	szFifthAward	szGroup	nGroupIndex	szVersion	nEndTimeKey	nBuyDayKey	szSprite	szFirstDesc	szNoromalDesc	Plat
com.seasungames.jxqykr.week180	周卡		7	396000	KRW		Gold|180					DaysCard	1	version_kor	7		Recharge_09		7日禮包	ANDROID
com.seasungames.jxqykr.month300	月卡		30	660000	KRW		Gold|300					DaysCard	2	version_kor	2		Recharge_10		30日禮包	ANDROID
com.seasungames.jxqykr.day60	白銀禮包		1	132000	KRW	1	item|1242|1;Gold|60					DayGift	1	version_kor	11	13			1320韓幣購買	ANDROID
com.seasungames.jxqykr.day120	黃金禮包		1	264000	KRW	3	item|2518|1;Gold|120					DayGift	2	version_kor	16	14			2640韓幣購買	ANDROID
com.seasungames.jxqykr.day180	鑽石禮包		1	396000	KRW	5	item|2519|1;Gold|180					DayGift	3	version_kor	17	15			3960韓幣購買	ANDROID
com.seasungames.jxqykr.gift5	每日禮包合集（7天）		7	4752000	KRW	5						DayGiftPlus	1	version_kor	61				7日136禮包	ANDROID
com.seasungames.jxqykr.ls1000	1000黎飾			1980000	KRW		SilverBoard|1000					DressMoney	1	version_kor						ANDROID
com.seasungames.jxqykr.invest1340	一本萬利		999999	1716000	KRW							GrowInvest	1	version_kor					17160韓幣成長基金	ANDROID
com.seasungames.jxqykr.invest1700	65級一本萬利		999999	1980000	KRW							GrowInvest	2	version_kor					19800韓幣成長基金	ANDROID
com.seasungames.jxqykr.invest2180	90級一本萬利		999999	2112000	KRW							GrowInvest	3	version_kor					21120韓幣成長基金	ANDROID
xxx	一本萬利·活動		30	2112000	KRW							GrowInvest	4	version_kor					21120韓幣成長基金	ANDROID
com.seasungames.jxqykr.invest100	一本萬利·肆		999999	2112000	KRW							GrowInvest	5	version_kor					21120韓幣成長基金	ANDROID
com.seasungames.jxqykr.invest110	一本萬利·伍		999999	2112000	KRW							GrowInvest	6	version_kor					21120韓幣成長基金	ANDROID
com.seasungames.jxqykr.return1	一本萬利·回歸		999999	2112000	KRW	5						GrowInvest	7	version_kor					成長基金	ANDROID
com.seasungames.jxqykr.gift1	30元豪華禮包	gift30	1	660000	KRW		item|6381|1					YearGift	1	version_kor	40	41			價值30美金禮包	ANDROID
com.seasungames.jxqykr.gift2	98元豪華禮包	gift98	30	1980000	KRW		item|6382|1					YearGift	2	version_kor	42	43			價值80美金禮包	ANDROID
com.seasungames.jxqykr.gift3	298元豪華禮包	gift298	30	6204000	KRW		item|6383|1					YearGift	3	version_kor	44	45			價值250美金禮包	ANDROID
com.seasungames.jxqykr.gift4	648元豪華禮包	gift648	30	13200000	KRW		item|6384|1					YearGift	4	version_kor	46	47			價值250美金禮包	ANDROID
com.seasungames.jxqykr.return2	0.99$回歸元寶禮包		1	132000	KRW		Gold|480					BackGift	1	version_kor	67				價值48元禮包	ANDROID
com.seasungames.jxqykr.return3	3.99$回歸元寶禮包		1	660000	KRW		Gold|4800					BackGift	2	version_kor	68				價值480元禮包	ANDROID
com.seasungames.jxqykr.return4	0.99$超值回歸禮包		1	792000	KRW		item|1242|6;Gold|60					BackGift	3	version_kor	69				價值60元禮包	ANDROID
com.seasungames.jxqykr.return5	0.99$超值福利禮包		1	528000	KRW		item|2518|2;Gold|60					BackGift	4	version_kor	70				價值36元禮包	ANDROID
com.seasungames.jxqykr.return6	3.99$超值豪華禮包		1	1980000	KRW		item|2519|5;Gold|300					BackGift	5	version_kor	71				價值150元禮包	ANDROID
