SkillId		MagicDesc
722	摄魂乱心	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害，并有[00ff00]state_confuse_attack1%[-]的几率造成[00ff00]state_confuse_attack2/15[-]秒的混乱效果
724	魔焰七杀(旧)	对死者附近目标造成[00ff00]attack_lastnpc_usedmg_p1%[-]基础攻击，同时造成[00ff00]state_burn_attack2/15[-]秒灼烧效果，每层灼烧使其受到火系伤害增加[00ff00]state_burn_attack3%[-]，最高叠加[00ff00]5[-]层
728	高级刺杀术	提升[天忍刺杀术][00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_firedamage_v1[-]点火系伤害，提高自身[00ff00]deadlystrike_damage_p1%[-]会心伤害
730	魔焰在天	[00ff00]userdesc_1011%[-]基础攻击 + [00ff00]userdesc_1021[-]点火系伤害，减少[00ff00]defense_v1[-]点闪避值，持续[00ff00]skill_statetime1/15[-]秒
732	血月之影	提升[00ff00]defense_p1%[-]基础闪避值；破隐后免疫属性效果持续[00ff00]userdesc_1011/15[-]秒
734	摄魂乱心	减少[00ff00]all_series_resist_v1[-]点全系抗性与[00ff00]defense_v1[-]点闪避值，持续[00ff00]skill_statetime1/15[-]秒
736	圣火焚心	[00ff00]userdesc_1011%[-]几率获得[00ff00]runspeed_v1[-]点移动速度、[00ff00]defense_p1%[-]基础闪避值、[00ff00]physics_potentialdamage_p1%[-]基础攻击力和[00ff00]deadlystrike_p1%[-]基础会心几率值，持续[00ff00]skill_statetime1/15[-]秒
742	魔焰七杀	每次[00ff00]减少目标all_series_resist_p1%[-]基础全系抗性，增加自身[00ff00]userdesc_1011[-]点闪避值，持续[00ff00]skill_statetime1/15[-]秒，最高叠加[00ff00]superposemagic1[-]次
745	破碎虚空	重伤敌对角色时，[血月之影]冷却时间减少[00ff00]reduce_cd_time2/15[-]秒，[魔焰在天]冷却时间减少[00ff00]userdesc_1011/15[-]秒
748	天魔解体	永久提升[00ff00]lifemax_p1%[-]基础生命上限、[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]attackspeed_v1[-]点攻击速度与[00ff00]state_palsy_attackrate1[-]点麻痹几率
749	死亡回旋	增加[00ff00]userdesc_1012%[-]基础忽闪值与[00ff00]userdesc_1022%[-]会心伤害
750	中级·死亡回旋	提高死亡回旋[00ff00]userdesc_1032%[-]基础攻击。增加[00ff00]userdesc_1012%[-]基础忽闪值与[00ff00]userdesc_1022%[-]会心伤害
751	中级·魔焰在天	增加[00ff00]userdesc_1032%[-]麻痹几率持续[00ff00]userdesc_1041/15[-]秒。[00ff00]userdesc_1011%[-]基础攻击 + [00ff00]userdesc_1021[-]点火系伤害，减少[00ff00]defense_v1[-]点闪避值，持续[00ff00]skill_statetime1/15[-]秒
756	中级·血月之影	增加持续时间[00ff00]addskillhidetime2/15[-]秒。提升[00ff00]defense_p1%[-]基础闪避值；破隐后免疫属性效果持续[00ff00]userdesc_1011/15[-]秒
759	中级·摄魂乱心	冷却时间减少[00ff00]deccdtime2/15[-]秒。减少[00ff00]all_series_resist_v1[-]点全系抗性与[00ff00]defense_v1[-]点闪避值，持续[00ff00]skill_statetime1/15[-]秒
761	高级·死亡回旋	提高死亡回旋[00ff00]add_usebasedmg_p12%[-]基础攻击。增加[00ff00]add_igdefense_p12%[-]基础忽闪值、[00ff00]add_deadlydmg_p12%[-]会心伤害与[00ff00]add_palsy_r2%[-]几率造成麻痹[00ff00]add_palsy_t2/15[-]秒
763	高级·魔焰在天	增加[00ff00]add_palsy_r2%[-]麻痹几率持续[00ff00]userdesc_1041/15[-]秒。[00ff00]add_usebasedmg_p12%[-]基础攻击 + [00ff00]userdesc_1012[-]点火系伤害，减少[00ff00]defense_v1[-]点闪避值与[00ff00]all_series_resist_p1%[-]基础全系抗性，持续[00ff00]skill_statetime1/15[-]秒
765	高级·血月之影	增加持续时间[00ff00]addskillhidetime2/15[-]秒。提升[00ff00]defense_p1%[-]基础闪避值与[00ff00]runspeed_v1[-]点移动速度；破隐后免疫属性效果持续[00ff00]userdesc_1011/15[-]秒
768	高级·摄魂乱心	提高[00ff00]add_usebasedmg_p12%[-]基础攻击。冷却时间减少[00ff00]deccdtime2/15[-]秒。减少[00ff00]all_series_resist_v1[-]点全系抗性与[00ff00]defense_v1[-]点闪避值，持续[00ff00]skill_statetime1/15[-]秒
770	飞鸿无迹	[00ff00]rand_ignoreskill1%[-]几率清除[00ff00]rand_ignoreskill2[-]个增益效果，触发间隔[00ff00]userdesc_1011/15[-]秒
801	翠烟御伞诀	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害
806	璇玑罗舞	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害
808	雨打梨花	每次攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害，同时有[00ff00]state_slowall_attack1%[-]几率附带[00ff00]state_slowall_attack2/15[-]秒的迟缓效果
810	召唤	啵啵的生命值=主角生命值*[00ff00]callnpc_life2%[-]，攻击力=主角攻击力*[00ff00]callnpc_damage2%[-]
815	冰心倩影	永久提升自己[00ff00]lifemax_p1%[-]基础生命上限，[00ff00]physics_potentialdamage_p1%[-]基础攻击力，[00ff00]runspeed_v1[-]移动速度
816	冰踪无影	造成[00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害，同时有[00ff00]state_freeze_attack1%[-]附带[00ff00]state_freeze_attack2/15[-]秒的冰冻效果
818	雪影	提升自己[00ff00]runspeed_v1[-]点移动速度与[00ff00]all_series_resist_p1%[-]基础全系抗性，队友获得的效果减半
820	高级御伞诀	提升[翠烟御伞诀][00ff00]attack_usebasedamage_p1%[-]基础攻击 + [00ff00]attack_waterdamage_v1[-]点水系伤害
822	护体寒冰	减少受到近战的普攻伤害[00ff00]melee_dmg_p1%[-]并造成反击使其有[00ff00]state_slowall_attack1%[-]几率迟缓[00ff00]state_slowall_attack2/15[-]秒
824	冰肌玉骨	[00ff00]userdesc_1011%[-]几率触发：每秒回复[00ff00]recover_life_p1%[-]生命，持续[00ff00]skill_statetime1/15[-]秒，并使自身周围敌人冻结[00ff00]state_freeze_attack2/15[-]秒。触发间隔[00ff00]userdesc_1021/15[-]秒
827	冰骨雪心	永久提升[00ff00]lifemax_p1%[-]基础生命上限、[00ff00]physics_potentialdamage_p1%[-]基础攻击力、[00ff00]attackspeed_v1[-]点攻击速度与[00ff00]state_slowall_attackrate1[-]点迟缓几率
841	浮云散雪	提高发挥技能攻击力[00ff00]add_skill_damage_p1%[-]
861	璇玑罗舞	增加璇玑罗舞攻击次数[00ff00]userdesc_1012[-]次并有[00ff00]userdesc_1022%[-]几率造成迟缓[00ff00]userdesc_1032/15[-]秒
862	雨打梨花	提高雨打梨花[00ff00]userdesc_1012%[-]基础攻击、[00ff00]userdesc_1022%[-]基础忽闪
863	召唤啵啵	提高啵啵血量[00ff00]userdesc_1012%[-]、攻击力[00ff00]userdesc_1022%[-]
864	冰踪无影	冰踪无影伤害范围增加[00ff00]userdesc_1012/100[-]米、攻击敌人数量增加[00ff00]userdesc_1022[-]个
865	中级·璇玑罗舞	提高璇玑罗舞[00ff00]userdesc_1042%[-]基础攻击。增加璇玑罗舞攻击次数[00ff00]userdesc_1012[-]次并有[00ff00]userdesc_1022%[-]几率造成迟缓[00ff00]userdesc_1032/15[-]秒
866	中级·雨打梨花	雨打梨花冷却时间减少[00ff00]deccdtime2/15[-]秒。提高雨打梨花[00ff00]userdesc_1012%[-]基础攻击、[00ff00]userdesc_1022%[-]基础忽闪
867	中级·召唤啵啵	召唤啵啵冷却时间减少[00ff00]deccdtime2/15[-]秒。提高啵啵血量[00ff00]userdesc_1012%[-]、攻击力[00ff00]userdesc_1022%[-]
868	中级·冰踪无影	冰踪无影伤害范围增加[00ff00]userdesc_1012/100[-]米、攻击敌人数量增加[00ff00]userdesc_1022[-]个。冰冻结束时，额外对周围造成[00ff00]attack_usebasedamage_p1%[-]基础伤害 + [00ff00]attack_waterdamage_v1[-]点水系攻击
872	高级·璇玑罗舞	提高璇玑罗舞[00ff00]add_usebasedmg_p12%[-]基础攻击。增加璇玑罗舞攻击次数[00ff00]userdesc_1012[-]次并有[00ff00]add_slowall_r2%[-]几率造成迟缓[00ff00]add_slowall_t2/15[-]秒
874	高级·雨打梨花	雨打梨花冷却时间减少[00ff00]deccdtime2/15[-]秒。提高雨打梨花[00ff00]add_usebasedmg_p12%[-]基础攻击、[00ff00]add_igdefense_p12%[-]基础忽闪与[00ff00]add_slowall_t2/15[-]秒造成迟缓的时间
876	高级·召唤啵啵	召唤啵啵冷却时间减少[00ff00]deccdtime2/15[-]秒。提高啵啵血量[00ff00]addcall_npclife2%[-]、攻击力[00ff00]addcall_npcdmg2%[-]。提高啵啵冲撞[00ff00]add_usebasedmg_p12%[-]基础攻击与[00ff00]add_slowall_t2/15[-]秒造成迟缓的时间
878	高级·冰踪无影	提高冰踪无影[00ff00]add_usebasedmg_p12%[-]基础攻击。冰踪无影伤害范围增加[00ff00]userdesc_1012/100[-]米、攻击敌人数量增加[00ff00]addms_hitplayer_c12[-]个。冰冻结束时，额外对周围造成[00ff00]attack_usebasedamage_p1%[-]基础伤害 + [00ff00]attack_waterdamage_v1[-]点水系攻击
901	挥砍术	[00ff00]attack_usebasedamage_p1%[-]基础伤害
902	冰锥术	[00ff00]attack_usebasedamage_p1%[-]基础伤害
903	飞镖术	[00ff00]attack_usebasedamage_p1%[-]基础伤害
904	火球术	[00ff00]attack_usebasedamage_p1%[-]基础伤害
905	雷光术	[00ff00]attack_usebasedamage_p1%[-]基础伤害
906	破天斩	[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_hurt_attack2/15[-]秒受伤
907	冰封指	[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_slowall_attack2/15[-]秒迟缓
908	袖里箭	[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_zhican_attack2/15[-]秒致缠
909	烈焰指	[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_palsy_attack2/15[-]秒麻痹
910	怒雷指	[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_stun_attack2/15[-]秒眩晕
911	半月斩	[00ff00]attack_usebasedamage_p1%[-]基础伤害，造成伤害的[00ff00]attack_steallife_p1%[-]转换成生命回复
912	惊涛骇浪	[00ff00]attack_usebasedamage_p1%[-]基础伤害
914	穿心刺	[00ff00]attack_usebasedamage_p1%[-]基础伤害
916	推山填海	[00ff00]attack_usebasedamage_p1%[-]基础伤害
917	九天狂雷	[00ff00]attack_usebasedamage_p1%[-]基础伤害
921	治愈术	每[00ff00]vitality_recover_life2/15[-]秒回复[00ff00]体质*vitality_recover_life1%[-]点生命，持续[00ff00]skill_statetime1/15[-]秒
923	群体治愈术	每[00ff00]vitality_recover_life2/15[-]秒回复[00ff00]体质*vitality_recover_life1%[-]点生命，持续[00ff00]skill_statetime1/15[-]秒
925	百草仙露	每[00ff00]vitality_recover_life2/15[-]秒回复[00ff00]体质*vitality_recover_life1%[-]生命，并清除所有属性状态和负面状态，持续[00ff00]skill_statetime1/15[-]秒
927	毒瘴术	造成中毒与减少[00ff00]shield_attrib1[-]%护盾抵御伤害，持续[00ff00]skill_statetime1/15[-]秒
928	群体毒瘴	造成中毒与减少[00ff00]shield_attrib1[-]%护盾抵御伤害，持续[00ff00]skill_statetime1/15[-]秒
930	金刚护体	[00ff00]skill_statetime1/15[-]秒内免疫伤害
931	群体金刚	[00ff00]skill_statetime1/15[-]秒内免疫伤害
933	不动明王	[00ff00]skill_statetime1/15[-]秒免疫任何属性状态和负面状态
934	群体明王	[00ff00]skill_statetime1/15[-]秒免疫任何属性状态和负面状态
936	枯木逢春	重伤时有[00ff00]userdesc_1071%[-]几率回复[00ff00]recover_life_p1%[-]生命
938	涅槃重生	重伤时有[00ff00]userdesc_1071%[-]几率回复[00ff00]userdesc_1072%[-]生命，并清除所有属性状态和负面状态，持续[00ff00]userdesc_1081/15[-]秒
940	蓄力箭	[00ff00]attack_usebasedamage_p1%[-]基础伤害
942	巨石	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_stun_attack2/15[-]秒眩晕
946	振翅	对浮空状态下的目标每隔半秒造成[00ff00]dotdamage_wood1%[-]基础伤害，持续[00ff00]3[-]秒
948	灵犀	增加[00ff00]lifemax_v1[-]点生命上限，并且每[00ff00]recover_life_v2/15[-]秒回复[00ff00]recover_life_v1[-]点生命
950	心眼	提升[00ff00]attackspeed_v1[-]点攻速、[00ff00]attackrate_v1[-]命中和[00ff00]deadlystrike_v1点[-]会心几率，持续[00ff00]skill_statetime1/15[-]秒
953	呼风术	对浮空状态下的目标每隔半秒造成[00ff00]dotdamage_wood1%[-]基础伤害，持续[00ff00]skill_statetime1/15[-]秒
955	影袭	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害的会心一击，并造成[00ff00]state_palsy_attack2/15[-]秒麻痹
960	阴风蚀骨	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
963	明察秋毫	提升[00ff00]deadlystrike_v1[-]点会心几率
965	落樱漫天	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_palsy_attack2/15[-]秒麻痹
967	风来吴山	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
970	明月诀	提升[00ff00]attackspeed_v1[-]点攻速，持续[00ff00]skill_statetime1/15[-]秒
971	寻觅彩虹	每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
973	清心术	清除负面状态，并提升[00ff00]basic_damage_v1[-]点攻击力，持续[00ff00]skill_statetime1/15[-]秒
975	斗转星移	对拉中的目标，造成[00ff00]attack_usebasedamage_p1%[-]基础攻击
978	风雪冰天	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_slowall_attack2/15[-]秒迟缓
980	魔焰在天	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
984	牧野流星	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_slowall_attack2/15[-]秒迟缓
988	云海梦蝶	增加[00ff00]basic_damage_v1[-]点攻击力
992	落石	每次对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
995	悲酥清风	降低敌方[00ff00]basic_damage_v1[-]点攻击力，持续[00ff00]skill_statetime1/15[-]秒
998	人剑合一	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
999	治疗术	每隔[00ff00]vitality_recover_life2/15[-]秒，回复[00ff00]体质*vitality_recover_life1%[-]点当前生命，持续[00ff00]skill_statetime1/15[-]秒
1101		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1105	金钟罩	增加[00ff00]all_series_resist_v1[-]点全系抗性与抗属性效果几率[00ff00]resist_allseriesstate_rate_v1[-]点，同时每隔[00ff00]recover_life_v2/15[-]秒，回复[00ff00]recover_life_v1[-]点当前生命，持续[00ff00]skill_statetime1/15[-]秒
1109		永久提升[00ff00]lifemax_p1%[-]生命上限，[00ff00]physics_potentialdamage_p1%[-]基础攻击力
1111	回风落雁	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1115	断魂刺	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_fixed_attack2/15[-]秒定身
1131		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1136		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1139		永久提升 [00ff00]lifemax_p1%[-]基础生命上限，[00ff00]physics_potentialdamage_p1%[-]基础攻击力
1140	峨嵋剑法	基础攻击，对目标造成 [00ff00]attack_usebasedamage_p1%[-] 基础攻击
1144	天舞宝轮	对阵内敌人，每[00ff00]0.5[-]秒，造成[00ff00]attack_usebasedamage_p1%[-]基础攻击；对阵内的友方，每[00ff00]1[-]秒，回复[00ff00]体质*vitality_recover_life1%[-]点生命。阵法持续[00ff00]10[-]秒
1181		[00ff00]attack_usebasedamage_p1%[-] 基础攻击
1188	飞火流星	对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1190		永久提升[00ff00]runspeed_v1[-]点移动速度，[00ff00]physics_potentialdamage_p1%[-]基础攻击力
1191	桃花箭术	[00ff00]attack_usebasedamage_p1%[-]基础攻击
1195	火凤燎原	提升[00ff00]runspeed_v1[-]点移动速度、 [00ff00]attackspeed_v1[-]点攻速，和[00ff00]defense_v1[-]的闪避值，持续[00ff00]skill_statetime1/15[-]秒
1221		[00ff00]attack_usebasedamage_p1%[-] 基础攻击
1231		永久提升[00ff00]attackspeed_v1[-]点攻速，增加[00ff00]physics_potentialdamage_p1%[-]基础攻击力
1232		对目标造成[00ff00]attack_usebasedamage_p1%[-] 基础伤害
1234		[00ff00]attack_usebasedamage_p1%[-] 基础攻击
1238		对目标造成[00ff00]attack_usebasedamage_p1%[-] 基础伤害，并造成[00ff00]state_zhican_attack2/15[-]秒致缠
1261		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1262		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1270		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1271		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1274		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1276		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1278		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1280		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1281		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1282		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1283		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1284		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1286		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1287		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1289		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1289		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1290		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1292		同伴增加[00ff00]lifemax_p1%[-]基础生命上限，[00ff00]all_series_resist_v1[-]点抗性值
1293		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1295		基础攻击，对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1296		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，伤害的[00ff00]attack_steallife_p1%[-]转换成生命回复
1299		同伴增加[00ff00]defense_v1[-]点闪避值，[00ff00]lifemax_p1%[-]基础生命上限
1300		对目标造成[00ff00]attack_usebasedamage_p1%[-]基础伤害
1772	忠贯白日	每1点敏捷抵御伤害[00ff00]magicshield1/100[-]点，持续[00ff00]magicshield2/15[-]秒。破盾后每次伤害造成[00ff00]attack_usebasedamage_p1%[-]基础伤害，并造成[00ff00]state_stun_attack2/15[-]秒眩晕
1780	暗影刺	使自己隐身，持续[00ff00]userdesc_1041/15[-]秒，在隐身时提升[00ff00]runspeed_v1[-]点移动速度，并对下一次普攻连招添加[00ff00]attackspeed_v1[-]点攻速、[00ff00]ignore_defense_v1[-]点忽略闪避，和[00ff00]deadlystrike_v1[-]点会心一击
1901	【初级】命中	提升[00ff00]attackrate_v1[-]点命中
1902	【中级】命中	提升[00ff00]attackrate_v1[-]点命中
1903	【高级】命中	提升[00ff00]attackrate_v1[-]点命中
1904	【初级】闪避	提升[00ff00]defense_v1[-]点闪避
1905	【中级】闪避	提升[00ff00]defense_v1[-]点闪避
1906	【高级】闪避	提升[00ff00]defense_v1[-]点闪避
1907	【初级】忽略闪避	提升[00ff00]ignore_defense_v1[-]点忽略闪避
1908	【中级】忽略闪避	提升[00ff00]ignore_defense_v1[-]点忽略闪避
1909	【高级】忽略闪避	提升[00ff00]ignore_defense_v1[-]点忽略闪避
1910	【初级】抗会心几率	提升[00ff00]weaken_deadlystrike_v1[-]点抗会心几率
1911	【中级】抗会心几率	提升[00ff00]weaken_deadlystrike_v1[-]点抗会心几率
1912	【高级】抗会心几率	提升[00ff00]weaken_deadlystrike_v1[-]点抗会心几率
1913	【初级】生命回复	提升[00ff00]recover_life_v1[-]点生命回复
1914	【中级】生命回复	提升[00ff00]recover_life_v1[-]点生命回复
1915	【高级】生命回复	提升[00ff00]recover_life_v1[-]点生命回复
1916	【初级】抗受伤效果	提升[00ff00]state_hurt_resistrate1[-]点抗受伤几率，[00ff00]state_hurt_resisttime1[-]点抗受伤时间
1917	【中级】抗受伤效果	提升[00ff00]state_hurt_resistrate1[-]点抗受伤几率，[00ff00]state_hurt_resisttime1[-]点抗受伤时间
1918	【高级】抗受伤效果	提升[00ff00]state_hurt_resistrate1[-]点抗受伤几率，[00ff00]state_hurt_resisttime1[-]点抗受伤时间
1919	【初级】抗迟缓效果	提升[00ff00]state_slowall_resistrate1[-]点抗迟缓几率，[00ff00]state_slowall_resisttime1[-]点抗迟缓时间
1920	【中级】抗迟缓效果	提升[00ff00]state_slowall_resistrate1[-]点抗迟缓几率，[00ff00]state_slowall_resisttime1[-]点抗迟缓时间
1921	【高级】抗迟缓效果	提升[00ff00]state_slowall_resistrate1[-]点抗迟缓几率，[00ff00]state_slowall_resisttime1[-]点抗迟缓时间
1922	【初级】抗致缠效果	提升[00ff00]state_zhican_resistrate1[-]点抗致缠几率，[00ff00]state_zhican_resisttime1[-]点抗致缠时间
1923	【中级】抗致缠效果	提升[00ff00]state_zhican_resistrate1[-]点抗致缠几率，[00ff00]state_zhican_resisttime1[-]点抗致缠时间
1924	【高级】抗致缠效果	提升[00ff00]state_zhican_resistrate1[-]点抗致缠几率，[00ff00]state_zhican_resisttime1[-]点抗致缠时间
1925	【初级】抗麻痹效果	提升[00ff00]state_palsy_resistrate1[-]点抗麻痹几率，[00ff00]state_palsy_resisttime1[-]点抗麻痹时间
1926	【中级】抗麻痹效果	提升[00ff00]state_palsy_resistrate1[-]点抗麻痹几率，[00ff00]state_palsy_resisttime1[-]点抗麻痹时间
1927	【高级】抗麻痹效果	提升[00ff00]state_palsy_resistrate1[-]点抗麻痹几率，[00ff00]state_palsy_resisttime1[-]点抗麻痹时间
1928	【初级】抗眩晕效果	提升[00ff00]state_stun_resistrate1[-]点抗眩晕几率，[00ff00]state_stun_resisttime1[-]点抗眩晕时间
1929	【中级】抗眩晕效果	提升[00ff00]state_stun_resistrate1[-]点抗眩晕几率，[00ff00]state_stun_resisttime1[-]点抗眩晕时间
1930	【高级】抗眩晕效果	提升[00ff00]state_stun_resistrate1[-]点抗眩晕几率，[00ff00]state_stun_resisttime1[-]点抗眩晕时间
1931	【初级】会心几率	提升[00ff00]deadlystrike_v1[-]点会心几率
1932	【中级】会心几率	提升[00ff00]deadlystrike_v1[-]点会心几率
1933	【高级】会心几率	提升[00ff00]deadlystrike_v1[-]点会心几率
1934	【初级】攻击力	提升[00ff00]basic_damage_v1[-]点攻击力
1935	【中级】攻击力	提升[00ff00]basic_damage_v1[-]点攻击力
1936	【高级】攻击力	提升[00ff00]basic_damage_v1[-]点攻击力
1937	【初级】生命	提升[00ff00]lifemax_v1[-]点生命
1938	【中级】生命	提升[00ff00]lifemax_v1[-]点生命
1939	【高级】生命	提升[00ff00]lifemax_v1[-]点生命
1940	【初级】移动速度	提升[00ff00]runspeed_v1[-]点移动速度
1941	【中级】移动速度	提升[00ff00]runspeed_v1[-]点移动速度
1942	【高级】移动速度	提升[00ff00]runspeed_v1[-]点移动速度
1943	【初级】金系抗性	提升[00ff00]metal_resist_v1[-]点金系抗性
1944	【中级】金系抗性	提升[00ff00]metal_resist_v1[-]点金系抗性
1945	【高级】金系抗性	提升[00ff00]metal_resist_v1[-]点金系抗性
1946	【初级】木系抗性	提升[00ff00]wood_resist_v1[-]点木系抗性
1947	【中级】木系抗性	提升[00ff00]wood_resist_v1[-]点木系抗性
1948	【高级】木系抗性	提升[00ff00]wood_resist_v1[-]点木系抗性
1949	【初级】水系抗性	提升[00ff00]water_resist_v1[-]点水系抗性
1950	【中级】水系抗性	提升[00ff00]water_resist_v1[-]点水系抗性
1951	【高级】水系抗性	提升[00ff00]water_resist_v1[-]点水系抗性
1952	【初级】火系抗性	提升[00ff00]fire_resist_v1[-]点火系抗性
1953	【中级】火系抗性	提升[00ff00]fire_resist_v1[-]点火系抗性
1954	【高级】火系抗性	提升[00ff00]fire_resist_v1[-]点火系抗性
1955	【初级】土系抗性	提升[00ff00]earth_resist_v1[-]点土系抗性
1956	【中级】土系抗性	提升[00ff00]earth_resist_v1[-]点土系抗性
1957	【高级】土系抗性	提升[00ff00]earth_resist_v1[-]点土系抗性
1958	【初级】抗属性效果	提升[00ff00]resist_allseriesstate_rate_v1[-]点抗属性效果几率，[00ff00]resist_allseriesstate_time_v1[-]点抗属性效果时间
1959	【中级】抗属性效果	提升[00ff00]resist_allseriesstate_rate_v1[-]点抗属性效果几率，[00ff00]resist_allseriesstate_time_v1[-]点抗属性效果时间
1960	【高级】抗属性效果	提升[00ff00]resist_allseriesstate_rate_v1[-]点抗属性效果几率，[00ff00]resist_allseriesstate_time_v1[-]点抗属性效果时间
1961	【初级】吸取生命	提升[00ff00]steallife_p1%[-]吸取生命
1962	【中级】吸取生命	提升[00ff00]steallife_p1%[-]吸取生命
1963	【高级】吸取生命	提升[00ff00]steallife_p1%[-]吸取生命
1964	【初级】受伤效果	普攻造成[00ff00]state_hurt_normalattack1%[-]受伤几率，持续[00ff00]state_hurt_normalattack2/15[-]秒
1965	【中级】受伤效果	普攻造成[00ff00]state_hurt_normalattack1%[-]受伤几率，持续[00ff00]state_hurt_normalattack2/15[-]秒
1966	【高级】受伤效果	普攻造成[00ff00]state_hurt_normalattack1%[-]受伤几率，持续[00ff00]state_hurt_normalattack2/15[-]秒
1967	【初级】迟缓效果	普攻造成[00ff00]state_slowall_normalattack1%[-]迟缓几率，持续[00ff00]state_slowall_normalattack2/15[-]秒
1968	【中级】迟缓效果	普攻造成[00ff00]state_slowall_normalattack1%[-]迟缓几率，持续[00ff00]state_slowall_normalattack2/15[-]秒
1969	【高级】迟缓效果	普攻造成[00ff00]state_slowall_normalattack1%[-]迟缓几率，持续[00ff00]state_slowall_normalattack2/15[-]秒
1970	【初级】致缠效果	普攻造成[00ff00]state_zhican_normalattack1%[-]致缠几率，持续[00ff00]state_zhican_normalattack2/15[-]秒
1971	【中级】致缠效果	普攻造成[00ff00]state_zhican_normalattack1%[-]致缠几率，持续[00ff00]state_zhican_normalattack2/15[-]秒
1972	【高级】致缠效果	普攻造成[00ff00]state_zhican_normalattack1%[-]致缠几率，持续[00ff00]state_zhican_normalattack2/15[-]秒
1973	【初级】麻痹效果	普攻造成[00ff00]state_palsy_normalattack1%[-]麻痹几率，持续[00ff00]state_palsy_normalattack2/15[-]秒
1974	【中级】麻痹效果	普攻造成[00ff00]state_palsy_normalattack1%[-]麻痹几率，持续[00ff00]state_palsy_normalattack2/15[-]秒
1975	【高级】麻痹效果	普攻造成[00ff00]state_palsy_normalattack1%[-]麻痹几率，持续[00ff00]state_palsy_normalattack2/15[-]秒
1976	【初级】眩晕效果	普攻造成[00ff00]state_stun_normalattack1%[-]眩晕几率，持续[00ff00]state_stun_normalattack2/15[-]秒
