SkillId	SkillName	Property	SkillType	MeleeForm	StartPosType	Icon	IconAtlas	WaitTime	ChildID	MissileForm	ChildCount	MSGenerate	MSGenerateParam	FlySkillId	FlyEventInterval	FlyActEventId	FlyActId	Relation	TimePerCast	IsUseAR	Series	CastActionId	ActionEventID	ActionFrontPer	ActionBackPer	StateEffectId	SkillStyle	StatePriority	StateType	StateTime	StartSkillID	HitSkillID	VanishedSkillId	EventSkillLevel	AttackRadius	ClassName	MaxUsePoint	UsePointRecover	Param1	Param1Des	Param2	Param2Des	Param3	Param3Des	Param4	Param4Des	Param5	Param5Des	Param6	Param6Des	CostType	CostValue	FactionLimit	ReqLevel	IsLinkSubSkill	IsAura	Desc	SelectorRange	SelectorType	CollisionSkillId	TargetSelf	DeathActEventID	AttackAnger	CastSoundID	AcceSpeedInfo1	AcceSpeedInfo2	AcceSpeedInfo3	InitSpeed	CastEffectRestId	IsMelee	NotChangeActFrame	NotChangeDir	CanDoSkillPri	UseLimitType	IgnoreObstacleJump	IsActPerFrame	IsPeaceCanUse	IsNotJumpObstacle	IsIgnoreInvincible
836	熊猫免疫		3			SkillUsual												self	0			1					pass			0						cy_xmmy																		1			免疫属性和异常效果																						
837	霜天百华散	怒气技能	5		2	Cuiyan_nq01	UI/Atlas/SkillIcon/CY_Skill.prefab		837		1							enemy	0		3	25	837				attack_gold			0					700	cy_nq															3	1000	8	1			[怒气技]  翩翩起舞，调动六把雨伞，对全屏敌人造成大量伤害				1	80002											1						
838	霜天百华散_子2(免疫)		2			Cuiyan_nq01	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	16	1							0					1000	cy_nq_child2																	8	1			[主动技]				1												1						
839	冰肌玉骨_子3		5		2	Cuiyan_bd05	UI/Atlas/SkillIcon/CY_Skill.prefab		839		1							self	0		3	16	1							0					1000	empty																	8	1																									
840	霜天百华散_子1	怒气技能	5		2	Cuiyan_nq01	UI/Atlas/SkillIcon/CY_Skill.prefab		837		1							enemy	0		3	25	1				attack_gold			0					700	cy_nq_child1																	8	1			[怒气技]				1	80002											1						
841	浮云散雪		3			Cuiyan_bd07	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					pass			0						cy_90_fysx																	8	1			[被动辅助]  提高发挥技能攻击力，即放大每个技能的水系伤害点数																						
861	初级·璇玑罗舞	初级秘籍	3			Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_forxjlw																	8	1			效果：增加[8dccf7]<璇玑罗舞>[-]攻击次数与造成迟缓的几率																						
862	初级·雨打梨花	初级秘籍	3			Cy_mj02	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_forydlh																	8	1			效果：提高[8dccf7]<雨打梨花>[-]伤害威力与忽闪效果																						
863	初级·召唤啵啵	初级秘籍	3			Cy_mj03	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_forzh																	8	1			效果：提高[8dccf7]<啵啵>[-]的能力																						
864	初级·冰踪无影	初级秘籍	3			Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_forbzwy																	8	1			效果：增加[8dccf7]<冰踪无影>[-]伤害范围与攻击敌人数量																						
865	中级·璇玑罗舞	中级秘籍	3			Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_mid_forxjlw																	8	1			效果：提高[8dccf7]<璇玑罗舞>[-]伤害威力，增加攻击次数与造成迟缓的几率																						
866	中级·雨打梨花	中级秘籍	3			Cy_mj02	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_mid_forydlh																	8	1			效果：减少[8dccf7]<雨打梨花>[-]冷却时间。提高[8dccf7]<雨打梨花>[-]伤害威力与忽闪效果																						
867	中级·召唤啵啵	中级秘籍	3			Cy_mj03	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_mid_forzh																	8	1			效果：减少[8dccf7]<召唤啵啵>[-]冷却时间，提高[8dccf7]<啵啵>[-]的能力																						
868	中级·冰踪无影	中级秘籍	3			Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_mid_forbzwy																	8	1			效果：增加[8dccf7]<冰踪无影>[-]伤害范围与攻击敌人数量。冰冻结束时额外造成伤害																						
869	中级·冰踪无影_子	中级秘籍	5		1	Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab		869		1							enemy	0		3	16	1				attack_water			0	871					book_cy_mid_forbzwy_child																	8	1																									
870	冰踪无影_变大特效		5			CuiyanSkill_05	UI/Atlas/SkillIcon/CY_Skill.prefab		870		1							enemy	0		3	24	1				attack_water			0					1000	empty																	8	1																									
871	中级·冰踪无影_解冰特效	中级秘籍	5		1	Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab		871		1							enemy	0		3	16	1				attack_water			0						empty																	8	1																									
872	高级·璇玑罗舞	高级秘籍	3			Cy_mj01	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_high_forxjlw																	8	1			效果：提高[8dccf7]<璇玑罗舞>[-]伤害威力，增加攻击次数与造成迟缓的几率																						
874	高级·雨打梨花	高级秘籍	3			Cy_mj02	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_high_forydlh																	8	1			效果：减少[8dccf7]<雨打梨花>[-]冷却时间。提高[8dccf7]<雨打梨花>[-]伤害威力、忽闪效果与造迟缓的时间																						
876	高级·召唤啵啵	高级秘籍	3			Cy_mj03	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_high_forzh																	8	1			效果：减少[8dccf7]<召唤啵啵>[-]冷却时间，提高[8dccf7]<啵啵>[-]的能力，增加[8dccf7]<啵啵>[-]撞击的伤害威力与造成迟缓的时间																						
877	高级·召唤啵啵_子	高级秘籍	3			Cy_mj03	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_high_forzh_child																		1																									
878	高级·冰踪无影	高级秘籍	3			Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab											self	0		3	1					attack_water			0						book_cy_high_forbzwy																	8	1			效果：提高[8dccf7]<冰踪无影>[-]的伤害威力。增加[8dccf7]<冰踪无影>[-]伤害范围与攻击敌人数量。冰冻结束时额外造成伤害																						
879	高级·冰踪无影_子	高级秘籍	5		1	Cy_mj04	UI/Atlas/SkillIcon/CY_Skill.prefab		869		1							enemy	0		3	16	1				attack_water			0	871					book_cy_high_forbzwy_child																	8	1																									
901	无名斩	同伴技能	5		1	skill_gold_huikanshu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		901		1							enemy	180	1		16	6005				attack_gold			0					200	partner_base_normal_gold1																		1			[主动]近程攻击													1									
902	寒霜印	同伴技能	5		2	skill_water_bingzhuishu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		902		1							enemy	180	1		16	6005				attack_water			0					600	partner_base_normal_water1																		1			[主动]远程攻击目标																						
903	剧毒镖	同伴技能	5		2	skill_wood_feibiaoshu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		903		1							enemy	180	1		16	6005				attack_wood			0					600	partner_base_normal_wood1																					[主动]远程攻击目标																						
904	霹雳印	同伴技能	5		2	skill_fire_huoqiushu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		904		1							enemy	180	1		16	6005				attack_fire			0					600	partner_base_normal_fire1																					[主动]远程攻击目标																						
905	雷霆印	同伴技能	5		2	skill_earth_leiguangshu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		905		1							enemy	180	1		16	6005				attack_earth			0					600	partner_base_normal_earth1																					[主动]远程攻击目标																						
906	破天斩	同伴技能	5		1	skill_gold_potianzhan	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		906		1							enemy	180	1		16	906				attack_gold			0					200	partner_base_normal_gold2																		1			[主动]近程攻击，附带受伤效果													1									
907	冰封指	同伴技能	5		2	skill_water_bingfengzhi	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		907		1							enemy	180	1		16	6005				attack_water			0					600	partner_base_normal_water2																		1			[主动]远程攻击目标，附带迟缓效果																						
908	袖里箭	同伴技能	5		2	skill_wood_xiulijian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		908		1							enemy	180	1		16	6005				attack_wood			0					600	partner_base_normal_wood2																					[主动]远程攻击目标，附带致缠效果																						
909	烈焰指	同伴技能	5		2	skill_fire_lieyanzhi	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		909		1							enemy	180	1		16	6005				attack_fire			0					600	partner_base_normal_fire2																					[主动]远程攻击目标，附带麻痹效果																						
910	怒雷指	同伴技能	5		2	skill_earth_nuleizhi	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		910		1							enemy	180	1		16	6005				attack_earth			0					600	partner_base_normal_earth2																					[主动]远程攻击目标，附带眩晕效果																						
911	半月斩	同伴技能	5		2	skill_gold_banyuezhan	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		911		1							enemy	180	1		16	911				attack_gold			0					300	partner_base_normal_gold3																		1			[主动]攻击身前小范围敌人，并吸取生命													1									
912	惊涛骇浪	同伴技能	5		2	skill_water_jingtaohailang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		912	7	2							enemy	180	1		16	912				attack_water			0	913				600	partner_base_normal_water3			150															1			[主动]发出海浪，攻击身前直线上的敌人																						
913	惊涛骇浪_子	同伴技能	5		2	skill_water_jingtaohailang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		913	1	3	2	4					enemy	0	1		16	1				attack_water			0					600	partner_base_normal_water3_zi																		1			[主动]发出海浪，攻击身前直线上的敌人																						
914	穿心刺	同伴技能	5		2	skill_wood_chuanxinci	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		914		1							enemy	180	1		16	6005				attack_wood			0	915				300	partner_base_normal_wood3																		1			[主动]自身周围发出地刺，对敌人造成伤害																						
915	穿心刺_效果	同伴技能	5		2	skill_wood_chuanxinci	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		915	5	3							enemy	0	1		16	1				attack_wood			0					300	empty			150															1																									
916	推山填海	同伴技能	5		2	skill_fire_tuishantianhai	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		916	1	4							enemy	180	1		16	6005				attack_fire			0					600	partner_base_normal_fire3			168															1			[主动]火焰燃烧，对身前直线上的敌人每半秒造成一次伤害																						
917	九天狂雷	同伴技能	5		1	skill_earth_jiutiankuanglei	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		917	4	1							enemy	180	1		16	6005				attack_earth			0		918			1000	partner_base_normal_earth3			4	弹射的总次数	1	是否目标位置搜索	800	搜索的范围（直径 cm）	1	每个人重复的次数（填0是不限制）								1			[主动]落雷攻击敌方并继续攻击其身旁的其他目标，连续一定次数																						
918	九天狂雷_伤害	同伴技能	5		0	skill_earth_jiutiankuanglei	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab	8	918		1							enemy	0	1		16	1				attack_earth			0	919				1000	partner_base_normal_earth3_zi																		1																									
919	九天狂雷_地裂效果	同伴技能	5		0	skill_earth_jiutiankuanglei	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab	8	919		1							enemy	0	1		16	1				attack_earth			0					1000	empty																		1																									
921	治愈术	同伴技能	5		1	skill_zhiyushu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		921		1							partnerrecover	300			16	6005							0		922			1000	partner_base_cure																		1			[主动]对单个友方目标进行治疗	1000	1		1																		
922	治愈术_子	同伴技能	2			skill_zhiyushu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											partnerrecover	0			16	1			307				0					1000	partner_base_cure_child																		1				1000	1		1																		
923	群体治愈术	同伴技能	4		2	skill_quntizhiyu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		923		1							partnerrecover	300			16	6005							0		924			1000	partner_base_mulcure																		1			[主动]对视野范围内友方目标进行治疗				1																		
924	群体治愈术_子	同伴技能	2			skill_quntizhiyu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											partnerrecover	0			16	1			307				0					1000	partner_base_mulcure_child																		1							1																		
925	百草仙露	同伴技能	5		2	skill_baicaoxianlu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		925		1							partnerrecover	300			16	6005							0		926			1000	partner_base_baicao																		1			[主动]对视野范围内友方目标进行治疗，并清除所有异常属性状态和中毒效果				1																		
926	百草仙露_子	同伴技能	2			skill_baicaoxianlu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											partnerrecover	0			16	1			307				0					1000	partner_base_baicao_child																		1							1																		
927	毒瘴术	同伴技能	2			skill_duzhangshu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											enemy	300	1		16	1			927				0					1000	partner_base_poison																		1			[主动]使范围目标中毒，造成回复效果无效，同时护盾效果减弱				1																		
928	群体毒瘴	同伴技能	5		2	skill_quntiduzhang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		928		1							enemy	300	1		16	6005							0		929			1000	partner_base_mulpoison																		1			[主动]使范围目标中毒，造成回复效果无效，同时护盾效果减弱				1																		
929	群体毒瘴_子	同伴技能	2			skill_quntiduzhang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											enemy	0	1		16	1			927				0					1000	partner_base_mulpoison_child																		1							1																		
930	金刚护体	同伴技能	2			skill_jingang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											partnerrecover	300			16	1			930				0					1000	partner_base_jingang																		1			[主动]使单个友方一定时间内不受任何伤害	1000	1		1																		
931	群体金刚	同伴技能	4		2	skill_jingang_all	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		931		1							partnerrecover	450			16	6005							0		932			1000	partner_base_muljingang																		1			[主动]使视野范围友方一定时间内不受任何伤害				1																		
932	群体金刚_子	同伴技能	2			skill_jingang_all	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											partnerrecover	0			16	1			930				0					1000	partner_base_muljingang_child																		1							1																		
933	不动明王	同伴技能	2			skill_budong	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											partnerrecover	300			16	1			1504				0					1000	partner_base_mingwang																		1			[主动]使单个友方一定时间内免疫任何属性状态和负面状态	1000	1		1																		
934	群体明王	同伴技能	4		2	skill_budong_all	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		934		1							partnerrecover	300			16	6005							0		935			1000	partner_base_mulmingwang																		1			[主动]使视野范围友方一定时间内免疫任何属性状态和负面状态				1																		
935	群体明王_子	同伴技能	2			skill_budong_all	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											partnerrecover	0			16	1			1504				0					1000	partner_base_mulmingwang_child																		1							1																		
936	枯木逢春	同伴技能	3			skill_kumufengchun	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											self	0			1					pass			0						partner_base_kmfc																		1			[被动]重伤时有一定概率回复生命																						
937	枯木逢春_子	同伴技能	2			skill_kumufengchun	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											self	0			16	1			937				0	3271				1000	partner_base_kmfc_child																		1							1																		
938	涅槃重生	同伴技能	3			skill_niepanchongsheng	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											self	0			1					pass			0						partner_base_chongshen																		1			[被动]重伤时有一定概率回复生命，并清除所有属性状态和负面状态																						
939	涅槃重生_子1	同伴技能	2			skill_niepanchongsheng	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											self	0			16	1			939				0	958				1000	partner_base_chongshen_child1																		1							1																		
940	蓄力箭	同伴技能	5		2	skill_xulijian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		940		1							enemy	225	1		16	6005							0	941				800	partner_base_xulijian																		1			[主动]远程攻击目标，造成击退																						
941	蓄力箭_效果	同伴技能	5		2	skill_xulijian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		941	7	3							enemy	0	1		16	1							0					800	empty			80															1																									
942	巨石	S级同伴技能	5		1	huoqiushu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		942		1							enemy	270	1		16	6005				attack_earth			0	943				700	partner_dhjg_js																		1			「目标敌方处落石伤害」																						
943	巨石_伤害	S级同伴技能	5		1	pugongjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab	5	943		1							enemy	0	1		16	6005				attack_earth			0					700	partner_dhjg_js_child																		1																									
944	投掷	S级同伴技能	5		2	SkillUsual			944		1							enemy	12	1		16	6005				attack_earth			0					700	partner_dhjg_normal																																											
945	飞羽	S级同伴技能	5		2	SkillUsual			945		1							enemy	12	1		16	6005				attack_wood			0					600	partner_jcph_normal																																											
946	振翅	S级同伴技能	5		2	longjuanhuxiao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		946		1							enemy	270	1		16	6005				attack_wood			0					1000	partner_jcph_zhenchi																		1			「对身前直线上的敌方造成伤害并浮空」																						
947	撞击	S级同伴技能	5		1	hanbingjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		947		1							enemy	12	1		16	6005				attack_water			0					250	partner_yjxh_normal																					[普通攻击]  对目标敌方造成伤害													1									
948	灵犀	S级同伴技能	4		0	Emei_bd07	UI/Atlas/SkillIcon/EM_Skill.prefab		948		1							partnerrecover	0			16	1			948				0					1000	partner_yjxh_lx																		1		1	「增加自身及附近友方生命上限和回复效率」				1																		
949	天罗地网	S级同伴技能	5		2	SkillUsual			949		1							enemy	12	1		16	6005				attack_wood			0					600	partner_ty_normal																																											
950	心眼	S级同伴技能	2			xinyan	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab											self	270			16	950			950				0					1000	partner_ty_xinyan																		1			「一定时间内提升自身的攻速、命中和会心几率」	1000	1		1																		
951	驭雷术	S级同伴技能	5		1	skill_earth_jiutiankuanglei	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		951		1							enemy	0	1		16	6005				attack_earth			0	952				600	empty																		1			[主动]落雷攻击敌方并继续攻击其身旁的其他目标，连续一定次数																						
952	驭雷术_伤害	S级同伴技能	5		0	skill_earth_jiutiankuanglei	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab	8	952		1							enemy	0	1		16	1				attack_earth			0	919				700	partner_zf_normal																		1																									
953	呼风术	S级同伴技能	5		2	zhengci	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		953		1							enemy	270	1		17	6006				npc_attack_wood			0	954				700	partner_zf_hfs				子弹起始位置		每个子弹间隔的角度，总角度为64°=平常的360°												1			「扇形吹出3阵风，使敌人浮空并持续造成伤害」																						
954	呼风术_效果	S级同伴技能	5		2	zhengci	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		954	2	3							enemy	0	1		16	1				npc_attack_wood			0					700	empty					3													1																									
955	影袭	S级同伴技能	1	4		yemanchongzhuang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab				1					956	17	enemy	270	1							attack_normal			0					1000	partner_yrx_yx			250	距离NPC多少厘米	1	对同个目标重复攻击的最大次数	7	结束的动作ID	957	结束动作的事件	1000	以目标点为中心，直径cm						1			「瞬间移动到目标身旁进行攻击，造成会心一击并附带麻痹效果」											200											
956	影袭_子1	S级同伴技能	5		2	yemanchongzhuang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		956		1							enemy	0	1		17	956				attack_normal			0					1000	partner_yrx_yx_child																		1																									
957	影袭_子2	S级同伴技能	5		2	yemanchongzhuang	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		957		1							enemy	0	1		7	957				attack_normal			0					1000	empty																		1																									
958	涅槃重生_子2	同伴技能	2			skill_niepanchongsheng	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab											self	0			16	1			958				0	3271				1000	partner_base_chongshen_child2																		1							1																		
959	双龙吐珠	A级同伴技能	5		2	shuanglongtuzhu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		959		1							enemy	12	1		16	6005				attack_wood			0					600	partner_ssys_normal																					远程攻击																						
960	阴风蚀骨	A级同伴技能	5		2	yinfengshigu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		960		1							enemy	270	1		16	6005				attack_normal			0	961				500	partner_ssys_yfsg																		1			「身前吹出一阵风，对击中的敌方造成一定伤害」																						
961	阴风蚀骨_效果	A级同伴技能	5		2	yinfengshigu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		961		1							enemy	0	1		16	1				attack_normal			0					500	empty																		1																									
962	追心箭	A级同伴技能	5		2	zhuixinjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		962		1							enemy	12	1		16	962				attack_wood			0					600	partner_tx_normal																																											
963	明察秋毫	A级同伴技能	4			mingcaqiuhao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		963		1							partnerrecover	0			16	1							0						partner_tx_mcqh																		1		1	「提高自身及视野范围内友方的会心几率」				1																		
964	琉璃散落	A级同伴技能	5		2	liulisanluo	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		964	2	3							enemy	0	1		16	6005				attack_normal			0					500	partner_zx_normal					4													1			「对身前扇形范围内目标造成伤害」																						
965	落樱漫天	A级同伴技能	5		1	tianwailiiuxing	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		965		1							enemy	270	1		17	6006				attack_fire			0	966				700	partner_zx_lymt																		1			「向目标点连续射箭，造成小范围内的持续伤害，并附带麻痹效果」																						
966	落樱漫天_子	A级同伴技能	5		1	tianwailiiuxing	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab	3	966		1							enemy	0	1		17	6006				attack_fire			0					700	partner_zx_lymt_child																		1																									
967	风来吴山	A级同伴技能	5		2	longjuanhuxiao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		967		1							enemy	450	1		17	6005				attack_normal			0					300	partner_zff_flws																		1			「飞剑在自身周围环绕，持续造成伤害」																						
968	飞花落	A级同伴技能	5		1	feihualuo	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab	10	968		1							enemy	0	1		16	6005				attack_normal			0	969				700	partner_ymy_normal																		1			「目标处落下火花造成伤害」																						
969	飞花落_特效	A级同伴技能	5		1	feihualuo	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		969		1							enemy	0	1		16	6005				attack_normal			0					700	empty																		1			「目标处落下火花造成伤害」																						
970	明月诀	A级同伴技能	2			mingyuejue	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab											self	270			16	6005			970				0					1000	partner_ymy_myj																		1			「一定时间内提升自身的攻速」	1000	1		1																		
971	寻觅彩虹	A级同伴技能	5		2	pugongjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		971	7	3	5	3					enemy	180	1		17	6005				attack_normal			0	972				700	partner_ngch_xmch			100																		「连续向目标发出三道跟踪剑气，有概率造成击退」																						
972	寻觅彩虹_子	A级同伴技能	5		2	pugongjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab	9	972		3	2	4					enemy	180	1		17	6005				attack_normal			0					700	partner_ngch_xmch_child																																											
973	清心术	A级同伴技能	2			qingxinshu	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab											partnerrecover	270			16	6005			973				0					1000	partner_zlx_qxs																		1			「为一名友方清除负面状态并提升攻击力，持续一段时间」	1000	1		1								3973										
974	沧月	A级同伴技能	5		1	pugongdao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		974		1							enemy	12	1		17	974				attack_normal			0					200	partner_fys_normal																					[普通攻击]  对目标敌方造成伤害													1									
975	斗转星移	A级同伴技能	5		1	XiaoyaoSkill_02	UI/Atlas/SkillIcon/XY_Skill.prefab		975		1							enemy	270	1		16	975				attack_wood			0	976				700	partner_fys_dzxy																		1			「将目标及其小范围敌方玩家拉回自己身边，造成伤害及短暂的致缠效果」													1									
976	斗转星移_子	A级同伴技能	5		1	XiaoyaoSkill_02	UI/Atlas/SkillIcon/XY_Skill.prefab		976		1							enemy	0	1		16	1				attack_wood			0					700	partner_fys_dzxy_child																		1																1									
977	离月	A级同伴技能	5		2	kuangjian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		977		1							enemy	12	1		16	6005				attack_normal			0					700	partner_zws_normal																		1			[普通攻击]  对目标敌方造成伤害																						
978	风雪冰天	A级同伴技能	5		1	fengxuebingtian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		978		1							enemy	270	1		17	6007				attack_fire			0	979				700	partner_zws_fxbt																		1			「目标处落下冰雹，造成范围伤害」																						
979	风雪冰天_伤害	A级同伴技能	5			fengxuebingtian	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab	4	979		3	2	4					enemy	225	1		16	1				attack_fire			0					700	partner_zws_fxbt_child																		1																									
980	魔焰在天	A级同伴技能	5		2	TianrenSkill_02	UI/Atlas/SkillIcon/TR_Skill.prefab		980		1							enemy	270	1		17	6005				attack_fire			0	981	982		-1	1000	partner_sqf_myzt																		1			「每半秒飞出火球攻击周围的敌人，共6次」				1									1									
981	魔焰在天_子1	A级同伴技能	2			TianrenSkill_02	UI/Atlas/SkillIcon/TR_Skill.prefab											self	0	1		17	1			706	attack_fire			225					1000	empty																		1							1									1									
982	魔焰在天_子2	A级同伴技能	5		2	TianrenSkill_02	UI/Atlas/SkillIcon/TR_Skill.prefab		982		1							enemy	0	1		17	1				attack_fire			0					1000	partner_sqf_myzt_child																		1																1									
983	翠烟掌法	A级同伴技能	5		2	pugongshou 	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		983		1							enemy	12	1		16	6006				attack_water			0					600	partner_hmx_normal																																											
984	牧野流星	A级同伴技能	5		1	muyeliuxing	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab	10	984		3	2	4					enemy	270	1		16	6006				attack_normal			0	985				700	partner_hmx_mylx																		1			「目标处落冰柱造成伤害」																						
985	牧野流星_特效	A级同伴技能	5		1	muyeliuxing	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		985		3	2	4					enemy	0	1		16	6006				attack_normal			0					700	empty																		1																									
986	高山流水	A级同伴技能	5		1	pugongdao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		986		1							enemy	12	1		17	986				attack_normal			0					700	partner_cs_normal																					[普通攻击]  对目标敌方造成伤害																						
988	云海梦蝶	A级同伴技能	4			yunhaimengdie	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab		988		1							partnerrecover	0			16	1							45	2849					partner_cs_yhmd																		1		1	「提高自身及视野范围内的友方攻击力」				1																		
989	爪击	C级同伴技能	5		1	pugongshouji	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill.prefab		989		1							enemy	0	1		16	1				attack_normal			0					250	partner_c_normal_161																		1			[普通攻击]  对目标敌方造成伤害													1									
