StateEffectId	StateName	EffectResID1	SlotID1	EffectResID2	SlotID2	HeadResID	Alpha	ChangeSize	ChangeSizeSpeed	RunActID	HeadWord	MagicDesc	Icon	IconAtlas	NotShowTime	HideBody	HideHead
4320	召唤毒虫											墨蜘	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4336	迷心蛊					24336						来自五毒的负面状态：受到毒攻伤害提升[00ff00]recdot_wood_p1%[-]	WuduSkill_04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4341	百毒穿心											基础会心几率+[00ff00]deadlystrike_p1%[-]	Wudu_bd05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4342	百毒穿心											基础会心几率+[00ff00]deadlystrike_p1%[-]	Wudu_bd05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4348	回魂秘咒	14348										受到伤害转换成生命回复	Wudu_bd07_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4325	碧蟾											来自五毒的负面状态：木系抗性[00ff00]减少wood_resist_v1[-]点	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4330	风蜈											来自五毒的负面状态：闪避[00ff00]减少defense_v1[-]点	WuduSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4371	秘籍：阴风蚀骨											攻击速度+[00ff00]attackspeed_v1[-]	Wdu_mj03_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4375	秘籍：碧蟾											来自五毒的负面状态：木系抗性[00ff00]减少wood_resist_v1[-]点	Wdu_mj04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4378	秘籍：风蜈											来自五毒的负面状态：闪避[00ff00]减少defense_v1[-]点	Wdu_mj04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4381	秘籍：迷心蛊											来自五毒的负面状态：主动技能冷却时间+[00ff00]allfactionskill_cd1/15[-]秒	Wdu_mj01_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4410	心剑	34410										每次普攻命中提升自身属性：\n基础攻击力+[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4411	心剑											基础攻击力+[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4413	峰插云景	1457										锁足状态，禁止使用轻功	CangjianSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4418	鹤归孤山											基础攻击力+[00ff00]physics_potentialdamage_p1%[-]	Cangjian_bd02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4419	鹤归孤山											来自藏剑的负面状态：\n基础攻击力[00ff00]减少physics_potentialdamage_p1%[-]\n毒攻伤害[00ff00]减少add_dottype_wood_p2%[-]	Cangjian_bd02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4432	映波锁澜	14432										来自藏剑的负面状态：基础移动速度[00ff00]减少runspeed_p1%[-]	Cangjian_bd04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4443	秘籍：心剑											会心一击+[00ff00]deadlystrike_v1[-]	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4449	秘籍：心剑											会心一击+[00ff00]deadlystrike_v1[-]	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4451	秘籍：平湖断月	14432										来自藏剑的负面状态：基础移动速度[00ff00]减少runspeed_p1%[-]	Cj_mj03_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4456	秘籍：心剑											会心一击+[00ff00]deadlystrike_v1[-]\n攻击速度+[00ff00]attackspeed_v1[-]	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4458	秘籍：平湖断月	14432										来自藏剑的负面状态：基础移动速度[00ff00]减少runspeed_p1%[-]	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4459	秘籍：平湖断月	2849										免疫属性效果与负面效果	Cj_mj02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4462	秘籍：峰插云景											来自藏剑的负面状态：基础全系抗性[00ff00]减少all_series_resist_p1%[-]	Cj_mj04_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4488	心剑	34410										每次普攻命中提升自身属性：\n基础攻击力+[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4489	心剑											基础攻击力+[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4509	云生结海	1008										基础攻击力+[00ff00]physics_potentialdamage_p1%[-]\n基础全系抗性+[00ff00]all_series_resist_p1%[-]\n反弹近程伤害+[00ff00]meleedamagereturn_p1%[-]\n反弹远程伤害+[00ff00]rangedamagereturn_p1%[-]	ChanggeSkill_03_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4510	云生结海	1008										基础攻击力+[00ff00]physics_potentialdamage_p1%[-]\n基础全系抗性+[00ff00]all_series_resist_p1%[-]\n反弹近程伤害+[00ff00]meleedamagereturn_p1%[-]\n反弹远程伤害+[00ff00]rangedamagereturn_p1%[-]	ChanggeSkill_03_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4519	江逐月天											来自长歌的负面状态：\n基础命中[00ff00]减少attackrate_p1%[-]\n基础会心[00ff00]减少deadlystrike_p1%[-]	ChanggeSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4520	江逐月天											基础攻击力+[00ff00]physics_potentialdamage_p1%[-]\n攻击速度+[00ff00]attackspeed_v1[-]\n移动速度+[00ff00]runspeed_v1[-]	ChanggeSkill_02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4528	魔音缠绕	14528										来自长歌的负面状态：\n基础攻击力[00ff00]减少physics_potentialdamage_p1%[-]\n基础命中[00ff00]减少attackrate_p1%[-]\n基础会心[00ff00]减少deadlystrike_p1%[-]\n基础全系抗性[00ff00]减少all_series_resist_p1%[-]	Changge_bd05_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
4542	阳春白雪	14542										在阳春白雪的持续时间内，回复效果无效	Changge_bd02_buff	UI/Atlas/NewAtlas/RoleHead/RoleHead.prefab			
