AttribType	Level	FightPower	AttribValue	Value1	Value2	Value3	SpecialDesc
add_seriesstate_time_v	5	40	40000	10			
add_seriesstate_time_v	6	60	60000	12			
add_seriesstate_time_v	7	80	80000	14			
add_seriesstate_time_v	8	120	120000	16			
add_seriesstate_time_v	9	200	200000	18			
add_seriesstate_time_v	10	320	320000	20			
add_seriesstate_time_v	11	500	480000	23			
add_seriesstate_time_v	12	800	720000	26			
add_seriesstate_time_v	13	1200	1000000	29			
add_seriesstate_time_v	14	2000	1600000	32			
add_seriesstate_time_v	15	3200	2000000	35			
add_seriesstate_time_v	16	4800	2400000	38			
add_seriesstate_time_v	17	7000	3000000	41			
add_seriesstate_time_v	18	10000	3600000	44			
add_seriesstate_time_v	19	12000	4800000	47			
add_seriesstate_time_v	20	15000	6000000	50			
add_seriesstate_time_v	21	16000	7200000	52			
add_seriesstate_time_v	22	17000	8400000	56			
add_seriesstate_time_v	23	18000	9600000	58			
add_seriesstate_time_v	24	19000	10800000	60			
add_seriesstate_time_v	25	20000	12000000	62			
add_seriesstate_time_v	26	21000	13200000	66			
add_seriesstate_time_v	27	22000	14400000	68			
add_seriesstate_time_v	28	23000	15600000	70			
add_seriesstate_time_v	29	24000	16800000	72			
add_seriesstate_time_v	30	25000	18000000	76			
resist_allseriesstate_rate_v	1	10	10000	2			
resist_allseriesstate_rate_v	2	15	15000	4			
resist_allseriesstate_rate_v	3	20	20000	6			
resist_allseriesstate_rate_v	4	30	30000	8			
resist_allseriesstate_rate_v	5	40	40000	10			
resist_allseriesstate_rate_v	6	60	60000	12			
resist_allseriesstate_rate_v	7	80	80000	14			
resist_allseriesstate_rate_v	8	120	120000	16			
resist_allseriesstate_rate_v	9	200	200000	18			
resist_allseriesstate_rate_v	10	320	320000	20			
resist_allseriesstate_rate_v	11	500	480000	23			
resist_allseriesstate_rate_v	12	800	720000	26			
resist_allseriesstate_rate_v	13	1200	1000000	29			
resist_allseriesstate_rate_v	14	2000	1600000	32			
resist_allseriesstate_rate_v	15	3200	2000000	35			
resist_allseriesstate_rate_v	16	4800	2400000	38			
resist_allseriesstate_rate_v	17	7000	3000000	41			
resist_allseriesstate_rate_v	18	10000	3600000	44			
resist_allseriesstate_rate_v	19	12000	4800000	47			
resist_allseriesstate_rate_v	20	15000	6000000	50			
resist_allseriesstate_rate_v	21	16000	7200000	52			
resist_allseriesstate_rate_v	22	17000	8400000	56			
resist_allseriesstate_rate_v	23	18000	9600000	58			
resist_allseriesstate_rate_v	24	19000	10800000	60			
resist_allseriesstate_rate_v	25	20000	12000000	62			
resist_allseriesstate_rate_v	26	21000	13200000	66			
resist_allseriesstate_rate_v	27	22000	14400000	68			
resist_allseriesstate_rate_v	28	23000	15600000	70			
resist_allseriesstate_rate_v	29	24000	16800000	72			
resist_allseriesstate_rate_v	30	25000	18000000	76			
state_hurt_resistrate	1	10	10000	2			
state_hurt_resistrate	2	15	15000	4			
state_hurt_resistrate	3	20	20000	6			
state_hurt_resistrate	4	30	30000	8			
state_hurt_resistrate	5	40	40000	10			
state_hurt_resistrate	6	60	60000	12			
state_hurt_resistrate	7	80	80000	14			
state_hurt_resistrate	8	120	120000	16			
state_hurt_resistrate	9	200	200000	18			
state_hurt_resistrate	10	320	320000	20			
state_hurt_resistrate	11	500	480000	23			
state_hurt_resistrate	12	800	720000	26			
state_hurt_resistrate	13	1200	1000000	29			
state_hurt_resistrate	14	2000	1600000	32			
state_hurt_resistrate	15	3200	2000000	35			
state_hurt_resistrate	16	4800	2400000	38			
state_hurt_resistrate	17	7000	3000000	41			
state_hurt_resistrate	18	10000	3600000	44			
state_hurt_resistrate	19	12000	4800000	47			
state_hurt_resistrate	20	15000	6000000	50			
state_hurt_resistrate	21	16000	7200000	52			
state_hurt_resistrate	22	17000	8400000	56			
state_hurt_resistrate	23	18000	9600000	58			
state_hurt_resistrate	24	19000	10800000	60			
state_hurt_resistrate	25	20000	12000000	62			
state_hurt_resistrate	26	21000	13200000	66			
state_hurt_resistrate	27	22000	14400000	68			
state_hurt_resistrate	28	23000	15600000	70			
state_hurt_resistrate	29	24000	16800000	72			
state_hurt_resistrate	30	25000	18000000	76			
state_stun_resistrate	1	10	10000	2			
state_stun_resistrate	2	15	15000	4			
state_stun_resistrate	3	20	20000	6			
state_stun_resistrate	4	30	30000	8			
state_stun_resistrate	5	40	40000	10			
state_stun_resistrate	6	60	60000	12			
state_stun_resistrate	7	80	80000	14			
state_stun_resistrate	8	120	120000	16			
state_stun_resistrate	9	200	200000	18			
state_stun_resistrate	10	320	320000	20			
state_stun_resistrate	11	500	480000	23			
state_stun_resistrate	12	800	720000	26			
state_stun_resistrate	13	1200	1000000	29			
state_stun_resistrate	14	2000	1600000	32			
state_stun_resistrate	15	3200	2000000	35			
state_stun_resistrate	16	4800	2400000	38			
state_stun_resistrate	17	7000	3000000	41			
state_stun_resistrate	18	10000	3600000	44			
state_stun_resistrate	19	12000	4800000	47			
state_stun_resistrate	20	15000	6000000	50			
state_stun_resistrate	21	16000	7200000	52			
state_stun_resistrate	22	17000	8400000	56			
state_stun_resistrate	23	18000	9600000	58			
state_stun_resistrate	24	19000	10800000	60			
state_stun_resistrate	25	20000	12000000	62			
state_stun_resistrate	26	21000	13200000	66			
state_stun_resistrate	27	22000	14400000	68			
state_stun_resistrate	28	23000	15600000	70			
state_stun_resistrate	29	24000	16800000	72			
state_stun_resistrate	30	25000	18000000	76			
state_slowall_resistrate	1	10	10000	2			
state_slowall_resistrate	2	15	15000	4			
state_slowall_resistrate	3	20	20000	6			
state_slowall_resistrate	4	30	30000	8			
state_slowall_resistrate	5	40	40000	10			
state_slowall_resistrate	6	60	60000	12			
state_slowall_resistrate	7	80	80000	14			
state_slowall_resistrate	8	120	120000	16			
state_slowall_resistrate	9	200	200000	18			
state_slowall_resistrate	10	320	320000	20			
state_slowall_resistrate	11	500	480000	23			
state_slowall_resistrate	12	800	720000	26			
state_slowall_resistrate	13	1200	1000000	29			
state_slowall_resistrate	14	2000	1600000	32			
state_slowall_resistrate	15	3200	2000000	35			
state_slowall_resistrate	16	4800	2400000	38			
state_slowall_resistrate	17	7000	3000000	41			
state_slowall_resistrate	18	10000	3600000	44			
state_slowall_resistrate	19	12000	4800000	47			
state_slowall_resistrate	20	15000	6000000	50			
state_slowall_resistrate	21	16000	7200000	52			
state_slowall_resistrate	22	17000	8400000	56			
state_slowall_resistrate	23	18000	9600000	58			
state_slowall_resistrate	24	19000	10800000	60			
state_slowall_resistrate	25	20000	12000000	62			
state_slowall_resistrate	26	21000	13200000	66			
state_slowall_resistrate	27	22000	14400000	68			
state_slowall_resistrate	28	23000	15600000	70			
state_slowall_resistrate	29	24000	16800000	72			
state_slowall_resistrate	30	25000	18000000	76			
state_palsy_resistrate	1	10	10000	2			
state_palsy_resistrate	2	15	15000	4			
state_palsy_resistrate	3	20	20000	6			
state_palsy_resistrate	4	30	30000	8			
state_palsy_resistrate	5	40	40000	10			
state_palsy_resistrate	6	60	60000	12			
state_palsy_resistrate	7	80	80000	14			
state_palsy_resistrate	8	120	120000	16			
state_palsy_resistrate	9	200	200000	18			
state_palsy_resistrate	10	320	320000	20			
state_palsy_resistrate	11	500	480000	23			
state_palsy_resistrate	12	800	720000	26			
state_palsy_resistrate	13	1200	1000000	29			
state_palsy_resistrate	14	2000	1600000	32			
state_palsy_resistrate	15	3200	2000000	35			
state_palsy_resistrate	16	4800	2400000	38			
state_palsy_resistrate	17	7000	3000000	41			
state_palsy_resistrate	18	10000	3600000	44			
state_palsy_resistrate	19	12000	4800000	47			
state_palsy_resistrate	20	15000	6000000	50			
state_palsy_resistrate	21	16000	7200000	52			
state_palsy_resistrate	22	17000	8400000	56			
state_palsy_resistrate	23	18000	9600000	58			
state_palsy_resistrate	24	19000	10800000	60			
state_palsy_resistrate	25	20000	12000000	62			
state_palsy_resistrate	26	21000	13200000	66			
state_palsy_resistrate	27	22000	14400000	68			
state_palsy_resistrate	28	23000	15600000	70			
state_palsy_resistrate	29	24000	16800000	72			
state_palsy_resistrate	30	25000	18000000	76			
state_zhican_resistrate	1	10	10000	2			
state_zhican_resistrate	2	15	15000	4			
state_zhican_resistrate	3	20	20000	6			
state_zhican_resistrate	4	30	30000	8			
state_zhican_resistrate	5	40	40000	10			
state_zhican_resistrate	6	60	60000	12			
state_zhican_resistrate	7	80	80000	14			
state_zhican_resistrate	8	120	120000	16			
state_zhican_resistrate	9	200	200000	18			
state_zhican_resistrate	10	320	320000	20			
state_zhican_resistrate	11	500	480000	23			
state_zhican_resistrate	12	800	720000	26			
state_zhican_resistrate	13	1200	1000000	29			
state_zhican_resistrate	14	2000	1600000	32			
state_zhican_resistrate	15	3200	2000000	35			
state_zhican_resistrate	16	4800	2400000	38			
state_zhican_resistrate	17	7000	3000000	41			
state_zhican_resistrate	18	10000	3600000	44			
state_zhican_resistrate	19	12000	4800000	47			
state_zhican_resistrate	20	15000	6000000	50			
state_zhican_resistrate	21	16000	7200000	52			
state_zhican_resistrate	22	17000	8400000	56			
state_zhican_resistrate	23	18000	9600000	58			
state_zhican_resistrate	24	19000	10800000	60			
state_zhican_resistrate	25	20000	12000000	62			
state_zhican_resistrate	26	21000	13200000	66			
state_zhican_resistrate	27	22000	14400000	68			
state_zhican_resistrate	28	23000	15600000	70			
state_zhican_resistrate	29	24000	16800000	72			
state_zhican_resistrate	30	25000	18000000	76			
recover_life_v	1	10	10000	20	75		
recover_life_v	2	15	15000	40	75		
recover_life_v	3	20	20000	60	75		
recover_life_v	4	30	30000	80	75		
recover_life_v	5	40	40000	100	75		
recover_life_v	6	60	60000	120	75		
recover_life_v	7	80	80000	140	75		
recover_life_v	8	120	120000	160	75		
recover_life_v	9	200	200000	180	75		
recover_life_v	10	320	320000	200	75		
recover_life_v	11	500	480000	220	75		
recover_life_v	12	800	720000	240	75		
recover_life_v	13	1200	1000000	260	75		
recover_life_v	14	2000	1600000	280	75		
recover_life_v	15	3200	2000000	300	75		
recover_life_v	16	4800	2400000	320	75		
recover_life_v	17	7000	3000000	340	75		
recover_life_v	18	10000	3600000	360	75		
recover_life_v	19	12000	4800000	380	75		
recover_life_v	20	15000	6000000	400	75		
recover_life_v	21	16000	7200000	420	75		
recover_life_v	22	17000	8400000	440	75		
recover_life_v	23	18000	9600000	460	75		
recover_life_v	24	19000	10800000	480	75		
recover_life_v	25	20000	12000000	500	75		
recover_life_v	26	21000	13200000	520	75		
recover_life_v	27	22000	14400000	540	75		
recover_life_v	28	23000	15600000	560	75		
recover_life_v	29	24000	16800000	580	75		
recover_life_v	30	25000	18000000	600	75		
lifereplenish_p	1	10	10000	2			
lifereplenish_p	2	15	15000	4			
lifereplenish_p	3	20	20000	6			
lifereplenish_p	4	30	30000	8			
lifereplenish_p	5	40	40000	10			
lifereplenish_p	6	60	60000	12			
lifereplenish_p	7	80	80000	14			
lifereplenish_p	8	120	120000	16			
lifereplenish_p	9	200	200000	18			
lifereplenish_p	10	320	320000	20			
lifereplenish_p	11	500	480000	22			
lifereplenish_p	12	800	720000	24			
lifereplenish_p	13	1200	1000000	26			
lifereplenish_p	14	2000	1600000	28			
lifereplenish_p	15	3200	2000000	30			
lifereplenish_p	16	4800	2400000	32			
lifereplenish_p	17	7000	3000000	34			
lifereplenish_p	18	10000	3600000	36			
lifereplenish_p	19	12000	4800000	38			
lifereplenish_p	20	15000	6000000	40			
lifereplenish_p	21	16000	7200000	42			
lifereplenish_p	22	17000	8400000	44			
lifereplenish_p	23	18000	9600000	46			
lifereplenish_p	24	19000	10800000	48			
lifereplenish_p	25	20000	12000000	50			
lifereplenish_p	26	21000	13200000	52			
lifereplenish_p	27	22000	14400000	54			
lifereplenish_p	28	23000	15600000	56			
lifereplenish_p	29	24000	16800000	58			
lifereplenish_p	30	25000	18000000	60			
steallife_p	1	10	10000	1			
steallife_p	2	15	15000	2			
steallife_p	3	20	20000	3			
steallife_p	4	30	30000	4			
steallife_p	5	40	40000	5			
steallife_p	6	60	60000	6			
steallife_p	7	80	80000	7			
steallife_p	8	120	120000	8			
steallife_p	9	200	200000	9			
steallife_p	10	320	320000	10			
steallife_p	11	500	480000	11			
steallife_p	12	800	720000	12			
steallife_p	13	1200	1000000	13			
steallife_p	14	2000	1600000	14			
steallife_p	15	3200	2000000	15			
steallife_p	16	4800	2400000	16			
steallife_p	17	7000	3000000	17			
steallife_p	18	10000	3600000	18			
steallife_p	19	12000	4800000	19			
steallife_p	20	15000	6000000	20			
steallife_p	21	16000	7200000	21			
steallife_p	22	17000	8400000	22			
steallife_p	23	18000	9600000	23			
steallife_p	24	19000	10800000	24			
steallife_p	25	20000	12000000	25			
steallife_p	26	21000	13200000	26			
steallife_p	27	22000	14400000	27			
steallife_p	28	23000	15600000	28			
steallife_p	29	24000	16800000	29			
steallife_p	30	25000	18000000	30			
meleedamagereturn_p	1	10	10000	1			
meleedamagereturn_p	2	15	15000	1			反彈近程傷害  +1.5%
meleedamagereturn_p	3	20	20000	2			
meleedamagereturn_p	4	30	30000	2			反彈近程傷害  +2.5%
meleedamagereturn_p	5	40	40000	3			
meleedamagereturn_p	6	60	60000	3			反彈近程傷害  +3.5%
meleedamagereturn_p	7	80	80000	4			
meleedamagereturn_p	8	120	120000	4			反彈近程傷害  +4.5%
meleedamagereturn_p	9	200	200000	5			
meleedamagereturn_p	10	320	320000	5			反彈近程傷害  +5.5%
meleedamagereturn_p	11	500	480000	6			
meleedamagereturn_p	12	800	720000	6			反彈近程傷害  +6.5%
meleedamagereturn_p	13	1200	1000000	7			
meleedamagereturn_p	14	2000	1600000	7			反彈近程傷害  +7.5%
meleedamagereturn_p	15	3200	2000000	8			
meleedamagereturn_p	16	4800	2400000	8			反彈近程傷害  +8.5%
meleedamagereturn_p	17	7000	3000000	9			
meleedamagereturn_p	18	10000	3600000	9			反彈近程傷害  +9.5%
meleedamagereturn_p	19	12000	4800000	10			
meleedamagereturn_p	20	15000	6000000	10			反彈近程傷害  +10.5%
meleedamagereturn_p	21	16000	7200000	11			
meleedamagereturn_p	22	17000	8400000	11			反彈近程傷害  +11.5%
meleedamagereturn_p	23	18000	9600000	12			
meleedamagereturn_p	24	19000	10800000	12			反彈近程傷害  +12.5%
meleedamagereturn_p	25	20000	12000000	13			
meleedamagereturn_p	26	21000	13200000	13			反彈近程傷害  +13.5%
meleedamagereturn_p	27	22000	14400000	14			
meleedamagereturn_p	28	23000	15600000	14			反彈近程傷害  +14.5%
meleedamagereturn_p	29	24000	16800000	15			
meleedamagereturn_p	30	25000	18000000	15			反彈近程傷害  +15.5%
rangedamagereturn_p	1	10	10000	1			
rangedamagereturn_p	2	15	15000	1			反彈遠程傷害  +1.5%
rangedamagereturn_p	3	20	20000	2			
rangedamagereturn_p	4	30	30000	2			反彈遠程傷害  +2.5%
rangedamagereturn_p	5	40	40000	3			
rangedamagereturn_p	6	60	60000	3			反彈遠程傷害  +3.5%
rangedamagereturn_p	7	80	80000	4			
rangedamagereturn_p	8	120	120000	4			反彈遠程傷害  +4.5%
rangedamagereturn_p	9	200	200000	5			
rangedamagereturn_p	10	320	320000	5			反彈遠程傷害  +5.5%
rangedamagereturn_p	11	500	480000	6			
rangedamagereturn_p	12	800	720000	6			反彈遠程傷害  +6.5%
rangedamagereturn_p	13	1200	1000000	7			
rangedamagereturn_p	14	2000	1600000	7			反彈遠程傷害  +7.5%
rangedamagereturn_p	15	3200	2000000	8			
rangedamagereturn_p	16	4800	2400000	8			反彈遠程傷害  +8.5%
rangedamagereturn_p	17	7000	3000000	9			
rangedamagereturn_p	18	10000	3600000	9			反彈遠程傷害  +9.5%
rangedamagereturn_p	19	12000	4800000	10			
rangedamagereturn_p	20	15000	6000000	10			反彈遠程傷害  +10.5%
rangedamagereturn_p	21	16000	7200000	11			
rangedamagereturn_p	22	17000	8400000	11			反彈遠程傷害  +11.5%
rangedamagereturn_p	23	18000	9600000	12			
rangedamagereturn_p	24	19000	10800000	12			反彈遠程傷害  +12.5%
rangedamagereturn_p	25	20000	12000000	13			
rangedamagereturn_p	26	21000	13200000	13			反彈遠程傷害  +13.5%
rangedamagereturn_p	27	22000	14400000	14			
rangedamagereturn_p	28	23000	15600000	14			反彈遠程傷害  +14.5%
rangedamagereturn_p	29	24000	16800000	15			
rangedamagereturn_p	30	25000	18000000	15			反彈遠程傷害  +15.5%
metal_resist_v	1	10	10000	6			
metal_resist_v	2	15	15000	12			
metal_resist_v	3	20	20000	18			
metal_resist_v	4	30	30000	24			
metal_resist_v	5	40	40000	30			
metal_resist_v	6	60	60000	36			
metal_resist_v	7	80	80000	42			
metal_resist_v	8	120	120000	48			
metal_resist_v	9	200	200000	54			
metal_resist_v	10	320	320000	60			
metal_resist_v	11	500	480000	69			
metal_resist_v	12	800	720000	78			
metal_resist_v	13	1200	1000000	87			
metal_resist_v	14	2000	1600000	96			
metal_resist_v	15	3200	2000000	105			
metal_resist_v	16	4800	2400000	114			
metal_resist_v	17	7000	3000000	123			
metal_resist_v	18	10000	3600000	132			
metal_resist_v	19	12000	4800000	141			
metal_resist_v	20	15000	6000000	150			
metal_resist_v	21	16000	7200000	158			
metal_resist_v	22	17000	8400000	166			
metal_resist_v	23	18000	9600000	172			
metal_resist_v	24	19000	10800000	180			
metal_resist_v	25	20000	12000000	188			
metal_resist_v	26	21000	13200000	196			
metal_resist_v	27	22000	14400000	202			
metal_resist_v	28	23000	15600000	210			
metal_resist_v	29	24000	16800000	218			
metal_resist_v	30	25000	18000000	226			
earth_resist_v	1	10	10000	6			
earth_resist_v	2	15	15000	12			
earth_resist_v	3	20	20000	18			
earth_resist_v	4	30	30000	24			
earth_resist_v	5	40	40000	30			
earth_resist_v	6	60	60000	36			
earth_resist_v	7	80	80000	42			
earth_resist_v	8	120	120000	48			
earth_resist_v	9	200	200000	54			
earth_resist_v	10	320	320000	60			
earth_resist_v	11	500	480000	69			
earth_resist_v	12	800	720000	78			
earth_resist_v	13	1200	1000000	87			
earth_resist_v	14	2000	1600000	96			
earth_resist_v	15	3200	2000000	105			
earth_resist_v	16	4800	2400000	114			
earth_resist_v	17	7000	3000000	123			
earth_resist_v	18	10000	3600000	132			
earth_resist_v	19	12000	4800000	141			
earth_resist_v	20	15000	6000000	150			
earth_resist_v	21	16000	7200000	158			
earth_resist_v	22	17000	8400000	166			
earth_resist_v	23	18000	9600000	172			
earth_resist_v	24	19000	10800000	180			
earth_resist_v	25	20000	12000000	188			
earth_resist_v	26	21000	13200000	196			
earth_resist_v	27	22000	14400000	202			
earth_resist_v	28	23000	15600000	210			
earth_resist_v	29	24000	16800000	218			
earth_resist_v	30	25000	18000000	226			
water_resist_v	1	10	10000	6			
water_resist_v	2	15	15000	12			
water_resist_v	3	20	20000	18			
water_resist_v	4	30	30000	24			
water_resist_v	5	40	40000	30			
water_resist_v	6	60	60000	36			
water_resist_v	7	80	80000	42			
water_resist_v	8	120	120000	48			
water_resist_v	9	200	200000	54			
water_resist_v	10	320	320000	60			
water_resist_v	11	500	480000	69			
water_resist_v	12	800	720000	78			
water_resist_v	13	1200	1000000	87			
water_resist_v	14	2000	1600000	96			
water_resist_v	15	3200	2000000	105			
water_resist_v	16	4800	2400000	114			
water_resist_v	17	7000	3000000	123			
water_resist_v	18	10000	3600000	132			
water_resist_v	19	12000	4800000	141			
water_resist_v	20	15000	6000000	150			
water_resist_v	21	16000	7200000	158			
water_resist_v	22	17000	8400000	166			
water_resist_v	23	18000	9600000	172			
water_resist_v	24	19000	10800000	180			
water_resist_v	25	20000	12000000	188			
water_resist_v	26	21000	13200000	196			
water_resist_v	27	22000	14400000	202			
water_resist_v	28	23000	15600000	210			
water_resist_v	29	24000	16800000	218			
water_resist_v	30	25000	18000000	226			
fire_resist_v	1	10	10000	6			
fire_resist_v	2	15	15000	12			
fire_resist_v	3	20	20000	18			
fire_resist_v	4	30	30000	24			
fire_resist_v	5	40	40000	30			
fire_resist_v	6	60	60000	36			
fire_resist_v	7	80	80000	42			
fire_resist_v	8	120	120000	48			
fire_resist_v	9	200	200000	54			
fire_resist_v	10	320	320000	60			
fire_resist_v	11	500	480000	69			
fire_resist_v	12	800	720000	78			
fire_resist_v	13	1200	1000000	87			
fire_resist_v	14	2000	1600000	96			
fire_resist_v	15	3200	2000000	105			
fire_resist_v	16	4800	2400000	114			
fire_resist_v	17	7000	3000000	123			
fire_resist_v	18	10000	3600000	132			
fire_resist_v	19	12000	4800000	141			
fire_resist_v	20	15000	6000000	150			
fire_resist_v	21	16000	7200000	158			
fire_resist_v	22	17000	8400000	166			
fire_resist_v	23	18000	9600000	172			
fire_resist_v	24	19000	10800000	180			
fire_resist_v	25	20000	12000000	188			
fire_resist_v	26	21000	13200000	196			
fire_resist_v	27	22000	14400000	202			
fire_resist_v	28	23000	15600000	210			
fire_resist_v	29	24000	16800000	218			
fire_resist_v	30	25000	18000000	226			
wood_resist_v	1	10	10000	6			
wood_resist_v	2	15	15000	12			
wood_resist_v	3	20	20000	18			
wood_resist_v	4	30	30000	24			
wood_resist_v	5	40	40000	30			
wood_resist_v	6	60	60000	36			
wood_resist_v	7	80	80000	42			
wood_resist_v	8	120	120000	48			
wood_resist_v	9	200	200000	54			
wood_resist_v	10	320	320000	60			
wood_resist_v	11	500	480000	69			
wood_resist_v	12	800	720000	78			
wood_resist_v	13	1200	1000000	87			
wood_resist_v	14	2000	1600000	96			
wood_resist_v	15	3200	2000000	105			
wood_resist_v	16	4800	2400000	114			
wood_resist_v	17	7000	3000000	123			
wood_resist_v	18	10000	3600000	132			
wood_resist_v	19	12000	4800000	141			
wood_resist_v	20	15000	6000000	150			
wood_resist_v	21	16000	7200000	158			
wood_resist_v	22	17000	8400000	166			
wood_resist_v	23	18000	9600000	172			
wood_resist_v	24	19000	10800000	180			
wood_resist_v	25	20000	12000000	188			
wood_resist_v	26	21000	13200000	196			
wood_resist_v	27	22000	14400000	202			
wood_resist_v	28	23000	15600000	210			
wood_resist_v	29	24000	16800000	218			
wood_resist_v	30	25000	18000000	226			
ignore_all_resist_v	1	10	10000	100	2		
ignore_all_resist_v	2	15	15000	100	4		
ignore_all_resist_v	3	20	20000	100	6		
ignore_all_resist_v	4	30	30000	100	8		
ignore_all_resist_v	5	40	40000	100	10		
ignore_all_resist_v	6	60	60000	100	12		
ignore_all_resist_v	7	80	80000	100	14		
ignore_all_resist_v	8	120	120000	100	16		
ignore_all_resist_v	9	200	200000	100	18		
ignore_all_resist_v	10	320	320000	100	20		
ignore_all_resist_v	11	500	480000	100	23		
ignore_all_resist_v	12	800	720000	100	26		
ignore_all_resist_v	13	1200	1000000	100	29		
ignore_all_resist_v	14	2000	1600000	100	32		
ignore_all_resist_v	15	3200	2000000	100	35		
ignore_all_resist_v	16	4800	2400000	100	38		
ignore_all_resist_v	17	7000	3000000	100	41		
ignore_all_resist_v	18	10000	3600000	100	44		
ignore_all_resist_v	19	12000	4800000	100	47		
ignore_all_resist_v	20	15000	6000000	100	50		
ignore_all_resist_v	21	16000	7200000	100	52		
ignore_all_resist_v	22	17000	8400000	100	56		
ignore_all_resist_v	23	18000	9600000	100	58		
ignore_all_resist_v	24	19000	10800000	100	60		
ignore_all_resist_v	25	20000	12000000	100	62		
ignore_all_resist_v	26	21000	13200000	100	66		
ignore_all_resist_v	27	22000	14400000	100	68		
ignore_all_resist_v	28	23000	15600000	100	70		
ignore_all_resist_v	29	24000	16800000	100	72		
ignore_all_resist_v	30	25000	18000000	100	76		
ignore_metal_resist_v	1	10	10000	100	2		
ignore_metal_resist_v	2	15	15000	100	4		
ignore_metal_resist_v	3	20	20000	100	6		
ignore_metal_resist_v	4	30	30000	100	8		
ignore_metal_resist_v	5	40	40000	100	10		
ignore_metal_resist_v	6	60	60000	100	12		
ignore_metal_resist_v	7	80	80000	100	14		
ignore_metal_resist_v	8	120	120000	100	16		
ignore_metal_resist_v	9	200	200000	100	18		
ignore_metal_resist_v	10	320	320000	100	20		
ignore_metal_resist_v	11	500	480000	100	23		
ignore_metal_resist_v	12	800	720000	100	26		
ignore_metal_resist_v	13	1200	1000000	100	29		
ignore_metal_resist_v	14	2000	1600000	100	32		
ignore_metal_resist_v	15	3200	2000000	100	35		
ignore_metal_resist_v	16	4800	2400000	100	38		
ignore_metal_resist_v	17	7000	3000000	100	41		
ignore_metal_resist_v	18	10000	3600000	100	44		
ignore_metal_resist_v	19	12000	4800000	100	47		
ignore_metal_resist_v	20	15000	6000000	100	50		
ignore_metal_resist_v	21	16000	7200000	100	52		
ignore_metal_resist_v	22	17000	8400000	100	56		
ignore_metal_resist_v	23	18000	9600000	100	58		
ignore_metal_resist_v	24	19000	10800000	100	60		
ignore_metal_resist_v	25	20000	12000000	100	62		
ignore_metal_resist_v	26	21000	13200000	100	66		
ignore_metal_resist_v	27	22000	14400000	100	68		
ignore_metal_resist_v	28	23000	15600000	100	70		
ignore_metal_resist_v	29	24000	16800000	100	72		
ignore_metal_resist_v	30	25000	18000000	100	76		
ignore_earth_resist_v	1	10	10000	100	2		
ignore_earth_resist_v	2	15	15000	100	4		
ignore_earth_resist_v	3	20	20000	100	6		
ignore_earth_resist_v	4	30	30000	100	8		
ignore_earth_resist_v	5	40	40000	100	10		
ignore_earth_resist_v	6	60	60000	100	12		
ignore_earth_resist_v	7	80	80000	100	14		
ignore_earth_resist_v	8	120	120000	100	16		
ignore_earth_resist_v	9	200	200000	100	18		
ignore_earth_resist_v	10	320	320000	100	20		
ignore_earth_resist_v	11	500	480000	100	23		
ignore_earth_resist_v	12	800	720000	100	26		
ignore_earth_resist_v	13	1200	1000000	100	29		
ignore_earth_resist_v	14	2000	1600000	100	32		
ignore_earth_resist_v	15	3200	2000000	100	35		
ignore_earth_resist_v	16	4800	2400000	100	38		
ignore_earth_resist_v	17	7000	3000000	100	41		
ignore_earth_resist_v	18	10000	3600000	100	44		
ignore_earth_resist_v	19	12000	4800000	100	47		
ignore_earth_resist_v	20	15000	6000000	100	50		
ignore_earth_resist_v	21	16000	7200000	100	52		
ignore_earth_resist_v	22	17000	8400000	100	56		
ignore_earth_resist_v	23	18000	9600000	100	58		
ignore_earth_resist_v	24	19000	10800000	100	60		
ignore_earth_resist_v	25	20000	12000000	100	62		
ignore_earth_resist_v	26	21000	13200000	100	66		
ignore_earth_resist_v	27	22000	14400000	100	68		
ignore_earth_resist_v	28	23000	15600000	100	70		
ignore_earth_resist_v	29	24000	16800000	100	72		
ignore_earth_resist_v	30	25000	18000000	100	76		
ignore_water_resist_v	1	10	10000	100	2		
ignore_water_resist_v	2	15	15000	100	4		
ignore_water_resist_v	3	20	20000	100	6		
ignore_water_resist_v	4	30	30000	100	8		
ignore_water_resist_v	5	40	40000	100	10		
ignore_water_resist_v	6	60	60000	100	12		
ignore_water_resist_v	7	80	80000	100	14		
ignore_water_resist_v	8	120	120000	100	16		
ignore_water_resist_v	9	200	200000	100	18		
ignore_water_resist_v	10	320	320000	100	20		
ignore_water_resist_v	11	500	480000	100	23		
ignore_water_resist_v	12	800	720000	100	26		
ignore_water_resist_v	13	1200	1000000	100	29		
ignore_water_resist_v	14	2000	1600000	100	32		
ignore_water_resist_v	15	3200	2000000	100	35		
ignore_water_resist_v	16	4800	2400000	100	38		
ignore_water_resist_v	17	7000	3000000	100	41		
ignore_water_resist_v	18	10000	3600000	100	44		
ignore_water_resist_v	19	12000	4800000	100	47		
ignore_water_resist_v	20	15000	6000000	100	50		
ignore_water_resist_v	21	16000	7200000	100	52		
ignore_water_resist_v	22	17000	8400000	100	56		
ignore_water_resist_v	23	18000	9600000	100	58		
ignore_water_resist_v	24	19000	10800000	100	60		
ignore_water_resist_v	25	20000	12000000	100	62		
ignore_water_resist_v	26	21000	13200000	100	66		
ignore_water_resist_v	27	22000	14400000	100	68		
ignore_water_resist_v	28	23000	15600000	100	70		
